GEOID,racial_bias,racial_explicit_bias,racial_weighted_bias,racial_weighted_explicit_bias
00030,0.461000162375488,,,
01001,0.462460461499871,1.16071428571429,0.432357256415998,1.07097189422595
01003,0.440296884889595,1.26052104208417,0.432839029452107,1.1308204201087
01005,0.4729711919914,0.976190476190476,0.429265015272564,1.01805933296238
01007,0.465728840977709,0.791666666666667,0.425923533261589,0.997510247103511
01009,0.38204493850721,0.666666666666667,0.420363931601017,0.920276933646104
01011,0.510893409520761,1.66666666666667,0.426346395524825,1.0663171778257
01013,0.321431461283462,1.1875,0.422108280043221,1.05303368187547
01015,0.452843502480742,1.00325732899023,0.4356638660863,0.957485470078978
01017,0.390379001439309,0.184615384615385,0.422676575996066,0.772300924831998
01019,0.40623994322914,1.25,0.424644405289503,1.06937186339189
01021,0.554306611109663,1.34883720930233,0.434908408306028,1.09775159984195
01023,0.367357514293071,0.625,0.425395582676988,1.02042522116811
01025,0.391600546002348,0.925925925925926,0.42471897351463,1.02537077783155
01027,0.437052175453744,0.6,0.426735565456036,1.0025079934819
01029,0.34684343378621,0.44,0.421953512445833,0.944808782400317
01031,0.448965834508651,1.171875,0.430059303070259,1.07179391532026
01033,0.388655444151051,1.23636363636364,0.4223311862734,1.07646703201593
01035,0.517566227098712,1.2,0.427773058559064,1.04574926255475
01037,0.248072005169483,0.428571428571429,0.423443073100847,1.01779656135156
01039,0.408002655316319,0.932203389830508,0.424654395982272,0.994601479931988
01041,0.405183986159234,2.0,0.42485063528123,1.15631733594613
01043,0.408232595809585,1.89411764705882,0.422936876613478,1.30890750426185
01045,0.419336237413911,0.974137931034483,0.424315472049991,0.994469585885388
01047,0.405728340579801,1.375,0.424421761558219,1.1029324657375
01049,0.43855776985156,1.11475409836066,0.426936740024718,1.0545424939242
01051,0.423813805519106,1.3855421686747,0.424925439421216,1.20114411253859
01053,0.413453540582776,1.27586206896552,0.425201185464046,1.07399603567069
01055,0.395514388347862,1.03351955307263,0.418311982339377,1.01499692358825
01057,0.328990191040936,1.61538461538462,0.423989072579235,1.09066222178633
01059,0.44516977424859,1.07894736842105,0.426557357467299,1.0352883572632
01061,0.398847333842404,1.21739130434783,0.421977170996427,1.06717945499023
01063,0.435431636322947,0.0,0.426767999377483,1.03305812466188
01065,0.587455357311217,1.78571428571429,0.431210892664856,1.10472490161815
01067,0.382429639164325,0.903225806451613,0.424720917695533,1.01280519831917
01069,0.412003008398463,0.754929577464789,0.419813783597402,0.800253805984547
01071,0.33818494669684,0.761904761904762,0.415218794975045,0.952530729691637
01073,0.4190826048745,1.03600214938205,0.419303050014906,0.958616369197346
01075,0.477650324439606,0.25,0.427207122685865,1.00128443349944
01077,0.407129907154892,0.822368421052632,0.421813500140464,0.902572233260823
01079,0.351082108017525,0.9,0.422989736683462,1.02723638800927
01081,0.428026993776542,1.31618936294565,0.421047208316337,1.15126626057839
01083,0.424519548214844,0.951612903225806,0.424599636576789,0.981426610837833
01085,0.33146362268984,0.428571428571429,0.424764340153572,1.02283610172934
01087,0.468369951599492,0.0,0.429159188235557,1.04138759124553
01089,0.399739175150596,0.884735202492212,0.408342710208256,0.864663938647169
01091,0.515729963596591,2.66666666666667,0.427888641849298,1.12922120531511
01093,0.384380942569284,1.38461538461538,0.424761709288416,1.08883271068724
01095,0.467443126668296,1.21333333333333,0.43579316792004,1.0979781281463
01097,0.441137921386099,1.25238600212089,0.436623375570708,1.16980719307748
01099,0.449446592791732,0.826086956521739,0.427641301335596,1.01693584040672
01101,0.441961853021336,1.20253164556962,0.43315551369544,1.1180800856878
01103,0.463940138646183,1.22727272727273,0.436984582136376,1.11967873063073
01105,0.254244977184976,0.0,0.42731631307878,1.05489568425256
01107,0.537891432701379,0.636363636363636,0.429352937495752,1.02318429790828
01109,0.440996371969877,1.34173669467787,0.429461905980454,1.14273017017679
01111,0.382750114102386,1.6158940397351,0.407467164907683,1.27953182591951
01113,0.404105144109578,1.27678571428571,0.420681065949474,1.1144571115373
01115,0.454506093066915,1.07692307692308,0.431658725487126,1.01767168194277
01117,0.4165095742504,1.25290697674419,0.417943400881402,1.13283919502761
01119,0.640330524958666,2.61538461538462,0.434043460809809,1.19054276216183
01121,0.444600348813587,1.31081081081081,0.428129921693208,1.10601681945932
01123,0.410943713102093,1.08,0.425152334048929,1.03702944112621
01125,0.415945121390246,1.21538461538462,0.414983184437195,1.08135625395557
01127,0.394080644243477,1.28169014084507,0.421222875543418,1.09152512103779
01129,0.35950498724982,1.875,0.423480457951806,1.11530112227916
01131,0.433474790016149,1.4,0.427442411778436,1.07095488614733
01133,0.45631230692872,0.535714285714286,0.427369914287669,0.954721402998967
02013,0.547778100040662,,0.362415803682282,0.561516558098834
02016,0.628386213162905,0.75,0.362953195287824,0.570405326272296
02020,0.370355147277149,0.741393786733837,0.36677906356919,0.652844902335987
02050,0.463658152023913,0.541666666666667,0.369625372158138,0.583333754566726
02060,0.30078658838872,0.625,0.36149536485581,0.568097180000975
02068,0.398039372705158,-0.142857142857143,0.362572197885108,0.539336420838622
02070,0.3199030444913,0.666666666666667,0.364251493576319,0.592746893597179
02090,0.377081403510336,0.629120879120879,0.369951100098798,0.593247432561028
02100,0.397835260214828,1.0,0.364581352656122,0.578141342675842
02110,0.350510057543121,0.380952380952381,0.36078377609154,0.467691115474318
02122,0.354435233117273,0.890625,0.362930101913226,0.688452084390456
02130,0.47447434837941,0.647058823529412,0.371437958042054,0.573069605772888
02150,0.4122516168804,0.476190476190476,0.364568842710546,0.554792683779582
02164,0.818790464830547,0.0,0.366150686533814,0.585135358984187
02170,0.389680762266089,0.583969465648855,0.373440146056106,0.565503870600654
02180,0.228124048347133,0.333333333333333,0.361804678906514,0.58206451972944
02185,-0.194466939522241,1.0,0.35359584685589,0.58948354262832
02188,0.286234096886764,0.285714285714286,0.363443331485057,0.587326965723438
02201,0.444282320868631,1.5,,
02220,0.437132101682979,0.481481481481481,0.369170660135003,0.546790217699669
02232,0.288192138850643,0.3,,
02240,0.28079040802129,1.28571428571429,0.361809151409227,0.627125638433102
02261,0.188758114714655,1.05263157894737,0.356255172825925,0.617331941181516
02270,0.461087170141563,0.0,,
02280,0.28809304957345,0.333333333333333,,
02282,0.139010657776075,0.0,0.363697034081062,0.563316736955722
02290,0.544341244483817,0.166666666666667,0.366779533873233,0.562067712954916
04001,0.267600639568896,0.566666666666667,0.36457281524616,0.581476038748733
04003,0.400698046265021,0.603174603174603,0.387106143995669,0.595122069151183
04005,0.355551523828361,0.532374100719424,0.361739493488261,0.48221028059671
04007,0.333358458009207,0.5,0.373280260629661,0.550793497477805
04009,0.365367324971106,0.756756756756757,0.375391141198093,0.642923118341371
04011,0.496068728945188,1.29411764705882,0.379256944877121,0.677453156011146
04012,0.451818344403723,1.04545454545455,0.383136513627925,0.652612780875968
04013,0.386236508733947,0.762008381689233,0.385999672152652,0.701232024684491
04015,0.435752936380114,0.610169491525424,0.405347920233584,0.583081100044392
04017,0.362501661676219,0.850877192982456,0.374205976328145,0.694660822754749
04019,0.376309278134454,0.676675006950236,0.375999437484107,0.594403605311373
04021,0.398930514987748,0.774104683195592,0.391458264838897,0.710491995514095
04023,0.335747710651604,0.553191489361702,0.372611265746169,0.590026736373343
04025,0.402124618695564,0.670932358318099,0.39364550095014,0.607985721445764
04027,0.414775385124019,0.991189427312775,0.390163683271934,0.825002950483582
05001,0.504891605459356,1.58823529411765,0.405215654985514,0.987177322511179
05003,0.319909378190772,1.23529411764706,0.398094159138134,0.950601032758202
05005,0.472594871363002,0.869918699186992,0.417397613516902,0.868205719595378
05007,0.385608080843491,0.734982332155477,0.390440721979421,0.719033637869819
05009,0.342059770599481,0.88,0.393576991808268,0.886963601945099
05011,0.458329147669178,3.38461538461538,0.402450150140443,1.09896004738111
05015,0.289432486971571,0.771428571428571,0.390451164222006,0.873274681055977
05017,0.190696745200614,1.09090909090909,0.396875905079126,0.932281060398806
05019,0.374671605766302,1.26,0.398331178337476,1.04142282944017
05021,0.343780488658202,0.4,0.399489607553498,0.865995218017943
05023,0.338568892052637,1.42222222222222,0.397002742780144,1.01287127616471
05025,0.426632049760656,1.33333333333333,0.401496143486636,0.956026786694918
05027,0.352809329955736,2.16,0.397531807707725,1.20995278279702
05029,0.295852178651032,1.07317073170732,0.392144191264091,0.938715557355202
05031,0.442578008554608,1.37657657657658,0.420749319275459,1.18609059992834
05033,0.327053591529057,0.759615384615385,0.387459798079077,0.8424267713719
05035,0.494067931198608,1.14864864864865,0.413815540444092,0.990358456350942
05037,0.443806516852772,1.52777777777778,0.403373798855038,1.00918085666472
05039,0.356020965364256,1.0,0.400653416408096,0.921566835156377
05041,0.440816049548123,0.818181818181818,0.402961147710559,0.924185670962565
05043,0.382413664295849,0.5625,0.400889002810312,0.886322771778833
05045,0.412194363325277,0.972660357518402,0.405074230073917,0.868738036535561
05047,0.434204960407436,1.11538461538462,0.403015246374273,0.953067370840402
05049,0.440978971308471,1.59259259259259,0.404780467807094,1.00576833811629
