GEOID,Geographic Area Name,IT_WholeNum,IT_WhiteNum,IT_NHWhiteNum,IT_BlackNum,IT_WholeRate,IT_WhiteRate,IT_NHWhiteRate,IT_BlackRate
19131,"Mitchell, Iowa",8833,8674,8576,0,85.1,85.7,85.6,0.0
19133,"Monona, Iowa",6928,6699,6551,24,81.4,81.6,81.4,100.0
19135,"Monroe, Iowa",6103,5902,5827,0,79.5,79.1,78.9,
19137,"Montgomery, Iowa",8386,7923,7837,11,85.1,85.0,84.9,100.0
19139,"Muscatine, Iowa",35526,32190,27737,594,84.1,84.2,85.6,62.3
19141,"O'Brien, Iowa",11500,11007,10604,116,85.6,85.5,85.3,72.0
19143,"Osceola, Iowa",5258,4970,4686,73,88.2,88.3,88.3,100.0
19145,"Page, Iowa",12104,11542,11178,50,85.8,85.6,85.2,79.4
19147,"Palo Alto, Iowa",7073,6748,6660,168,81.7,81.3,82.4,83.6
19149,"Plymouth, Iowa",21848,20851,20179,217,88.4,89.3,89.1,89.7
19151,"Pocahontas, Iowa",5631,5397,5287,30,84.6,84.4,85.6,100.0
19153,"Polk, Iowa",416035,352208,327519,25170,88.4,89.0,89.5,80.0
19155,"Pottawattamie, Iowa",75897,70919,67399,945,83.2,83.3,83.8,76.6
19157,"Poweshiek, Iowa",13910,13336,13078,200,83.2,82.7,82.7,100.0
19159,"Ringgold, Iowa",3879,3705,3682,0,81.8,81.5,81.5,
19161,"Sac, Iowa",8198,8028,7808,56,85.3,85.7,85.6,90.3
19163,"Scott, Iowa",146023,126493,118522,9387,86.4,87.3,87.6,75.5
19165,"Shelby, Iowa",9468,9194,8933,35,83.1,83.3,83.0,41.2
19167,"Sioux, Iowa",30040,28502,25939,71,92.1,92.3,91.8,100.0
19169,"Story, Iowa",70355,60619,59009,1382,81.6,82.8,82.7,69.1
19171,"Tama, Iowa",13718,12039,10988,83,82.3,82.2,81.6,64.3
19173,"Taylor, Iowa",4959,4749,4510,0,81.7,82.7,82.3,
19175,"Union, Iowa",9760,9416,9153,23,80.9,80.5,80.5,46.9
19177,"Van Buren, Iowa",5142,4971,4915,46,72.9,72.4,72.3,100.0
19179,"Wapello, Iowa",27777,24296,22904,974,80.9,80.9,81.0,84.2
19181,"Warren, Iowa",43269,41540,40702,212,89.6,89.5,89.4,91.8
19183,"Washington, Iowa",18085,17303,16753,164,83.2,83.6,84.7,100.0
19185,"Wayne, Iowa",4498,4348,4285,8,71.2,70.6,70.4,100.0
19187,"Webster, Iowa",27782,25679,24685,817,82.5,82.7,82.5,69.4
19189,"Winnebago, Iowa",8179,7835,7619,70,82.6,82.7,83.3,57.4
19191,"Winneshiek, Iowa",15897,15446,15178,168,88.1,88.0,87.8,84.8
19193,"Woodbury, Iowa",82549,70936,61661,2900,82.8,82.9,84.9,82.0
19195,"Worth, Iowa",6156,5996,5845,48,83.8,84.6,84.4,40.0
19197,"Wright, Iowa",9459,9046,8643,48,75.7,77.5,81.2,100.0
20001,"Allen, Kansas",9756,9144,8971,71,80.3,80.6,81.3,100.0
20003,"Anderson, Kansas",5630,5391,5258,37,73.0,72.3,71.9,100.0
20005,"Atchison, Kansas",11972,10774,10588,352,80.9,80.9,80.8,81.9
20007,"Barber, Kansas",3769,3574,3343,23,82.4,82.5,81.7,65.7
20009,"Barton, Kansas",21254,20164,17500,268,81.8,82.4,82.4,90.2
20011,"Bourbon, Kansas",11511,10703,10487,248,81.1,81.1,81.5,79.2
20013,"Brown, Kansas",7644,6540,6353,61,80.4,80.6,80.5,85.9
20015,"Butler, Kansas",55709,52557,50308,554,87.3,87.4,87.3,68.7
20017,"Chase, Kansas",2048,1934,1859,28,80.4,79.7,79.3,100.0
20019,"Chautauqua, Kansas",2281,2033,1953,10,69.9,70.5,69.7,76.9
20021,"Cherokee, Kansas",16027,14428,14115,69,80.4,80.4,80.5,60.0
20023,"Cheyenne, Kansas",2308,2197,2124,0,87.8,87.2,86.8,
20025,"Clark, Kansas",1546,1457,1360,7,78.8,78.5,77.4,70.0
20027,"Clay, Kansas",5647,5456,5306,36,71.2,71.2,71.2,53.7
20029,"Cloud, Kansas",6792,6430,6235,145,79.0,78.4,77.8,92.4
20031,"Coffey, Kansas",7062,6725,6538,64,86.9,86.6,86.3,100.0
20033,"Comanche, Kansas",1346,1331,1281,4,80.7,80.5,80.1,100.0
20035,"Cowley, Kansas",27303,24016,22050,841,82.5,81.6,82.7,92.5
20037,"Crawford, Kansas",30631,28274,27154,520,82.7,83.3,84.2,72.6
20039,"Decatur, Kansas",2414,2369,2297,14,86.4,86.6,86.3,100.0
20041,"Dickinson, Kansas",15280,14544,13951,181,82.7,82.9,83.0,74.2
20043,"Doniphan, Kansas",5446,5336,5206,48,78.4,78.6,78.4,49.0
20045,"Douglas, Kansas",101964,85085,81270,3960,91.1,91.6,91.9,82.0
20047,"Edwards, Kansas",2169,2079,1640,0,78.2,78.6,77.9,
20049,"Elk, Kansas",1837,1739,1659,0,73.5,74.1,73.6,0.0
20051,"Ellis, Kansas",23623,22267,21562,223,85.8,86.5,86.9,83.8
20053,"Ellsworth, Kansas",4437,4142,4018,55,83.1,83.3,83.0,100.0
20055,"Finney, Kansas",30470,24830,12676,731,84.2,84.7,85.8,72.7
20057,"Ford, Kansas",27263,24254,10817,461,81.4,80.9,82.4,78.9
20059,"Franklin, Kansas",19006,17819,17433,116,76.2,76.0,76.1,76.3
20061,"Geary, Kansas",29269,20307,16926,4994,88.6,90.7,90.6,81.7
20063,"Gove, Kansas",2135,2035,1979,11,82.2,81.8,81.9,100.0
20065,"Graham, Kansas",1966,1825,1790,31,79.3,81.1,81.2,32.6
20067,"Grant, Kansas",6419,5639,3184,0,86.8,86.3,83.9,
20069,"Gray, Kansas",5052,4862,4297,53,84.9,84.4,88.4,100.0
20071,"Greeley, Kansas",1017,885,755,0,88.1,87.4,88.2,
20073,"Greenwood, Kansas",4163,4029,3903,3,69.4,70.5,70.6,100.0
20075,"Hamilton, Kansas",1954,1756,1297,126,75.4,74.5,77.6,91.3
20077,"Harper, Kansas",4251,4064,3843,7,78.1,77.8,78.3,100.0
20079,"Harvey, Kansas",28772,26994,24283,457,86.9,87.2,88.6,95.8
20081,"Haskell, Kansas",3331,2793,2178,0,83.8,81.7,82.4,
20083,"Hodgeman, Kansas",1593,1519,1422,0,86.4,86.2,87.7,
20085,"Jackson, Kansas",11351,9886,9584,20,86.5,87.3,87.1,83.3
20087,"Jefferson, Kansas",16414,15745,15458,94,88.0,88.1,88.5,74.6
20089,"Jewell, Kansas",2253,2181,2153,5,78.9,79.3,79.3,55.6
20091,"Johnson, Kansas",557755,479272,446695,25035,95.1,95.0,95.2,92.1
20093,"Kearny, Kansas",3140,2954,2088,96,81.7,81.2,81.6,100.0
20095,"Kingman, Kansas",5889,5709,5534,14,81.6,81.7,82.2,100.0
20097,"Kiowa, Kansas",1861,1765,1664,10,80.4,80.0,80.0,100.0
20099,"Labette, Kansas",15480,13594,13166,772,79.1,78.1,78.6,86.1
20101,"Lane, Kansas",1406,1361,1281,0,90.2,90.1,90.1,
20103,"Leavenworth, Kansas",65808,55773,53649,4426,87.9,88.2,88.0,82.6
20105,"Lincoln, Kansas",2182,2171,2071,5,73.2,74.2,73.3,100.0
20107,"Linn, Kansas",6396,6178,6084,44,66.5,67.1,67.6,57.9
20109,"Logan, Kansas",2422,2301,2204,0,87.4,87.7,88.4,
20111,"Lyon, Kansas",27801,24814,19247,598,87.4,87.6,85.8,82.6
20113,"McPherson, Kansas",23599,22580,21654,174,86.7,86.5,86.2,82.9
20115,"Marion, Kansas",9125,8763,8557,50,81.8,81.5,82.1,100.0
20117,"Marshall, Kansas",8126,7840,7640,23,84.8,84.5,84.2,100.0
20119,"Meade, Kansas",3481,2968,2677,13,85.8,86.3,87.4,100.0
20121,"Miami, Kansas",25303,24281,23650,222,77.4,77.3,77.5,60.5
20123,"Mitchell, Kansas",4830,4701,4618,0,81.5,81.4,81.8,0.0
20125,"Montgomery, Kansas",25620,21857,20561,1202,81.0,81.9,81.6,78.0
20127,"Morris, Kansas",4623,4447,4278,10,84.3,84.4,85.1,100.0
20129,"Morton, Kansas",2005,1814,1514,20,74.9,73.8,80.1,100.0
20131,"Nemaha, Kansas",8463,8210,8081,46,86.3,86.3,86.5,82.1
20133,"Neosho, Kansas",11844,11295,10982,142,75.6,75.8,77.8,83.5
20135,"Ness, Kansas",2373,2186,2084,13,83.8,82.7,84.3,100.0
20137,"Norton, Kansas",3936,3770,3702,0,86.0,85.4,85.2,
20139,"Osage, Kansas",12997,12546,12143,12,82.9,83.3,82.9,17.4
20141,"Osborne, Kansas",2782,2665,2606,14,81.3,80.8,80.5,100.0
20143,"Ottawa, Kansas",4216,4081,3974,4,73.5,73.7,73.4,10.0
20145,"Pawnee, Kansas",4310,4017,3764,6,77.5,76.5,76.1,26.1
20147,"Phillips, Kansas",4451,4296,4203,32,84.9,84.5,85.2,100.0
20149,"Pottawatomie, Kansas",21206,20064,19042,292,90.3,90.6,90.2,100.0
20151,"Pratt, Kansas",7423,7019,6535,203,82.1,81.9,81.0,100.0
20153,"Rawlins, Kansas",2084,1918,1853,16,84.5,84.3,83.8,100.0
20155,"Reno, Kansas",50842,46853,43113,1038,84.7,84.4,84.4,88.9
20157,"Republic, Kansas",3383,3315,3254,2,74.1,74.6,74.8,3.8
20159,"Rice, Kansas",7471,6908,6240,68,83.2,83.2,82.4,77.3
20161,"Riley, Kansas",58938,49438,46323,3141,90.6,91.7,91.6,86.8
20163,"Rooks, Kansas",3981,3870,3785,39,81.9,82.5,82.2,49.4
20165,"Rush, Kansas",2485,2373,2286,0,84.2,84.2,83.8,
20167,"Russell, Kansas",5457,5156,5123,153,79.9,79.9,81.3,100.0
20169,"Saline, Kansas",45203,39721,36248,1072,84.9,84.8,84.7,77.3
20171,"Scott, Kansas",4178,3905,3541,0,86.5,85.7,90.1,
20173,"Sedgwick, Kansas",441582,347962,307606,33034,87.0,88.0,89.1,74.0
20175,"Seward, Kansas",19394,11306,5403,732,88.8,87.8,84.4,74.1
20177,"Shawnee, Kansas",131973,113351,103653,7061,76.3,79.2,80.7,48.8
20179,"Sheridan, Kansas",2110,2024,1937,22,85.2,84.7,84.1,100.0
20181,"Sherman, Kansas",5111,4654,4242,87,89.2,88.9,88.2,100.0
20183,"Smith, Kansas",3048,2935,2870,12,85.6,85.5,85.2,100.0
20185,"Stafford, Kansas",3195,3040,2713,7,78.8,79.0,80.5,100.0
20187,"Stanton, Kansas",1639,1581,902,0,81.1,80.5,78.2,
20189,"Stevens, Kansas",4130,3571,2606,0,75.2,75.4,79.2,0.0
20191,"Sumner, Kansas",19121,18079,17450,106,84.5,84.9,86.0,54.6
20193,"Thomas, Kansas",6545,6201,5971,136,88.1,88.3,88.4,100.0
20195,"Trego, Kansas",2462,2380,2336,0,89.5,89.1,89.0,
20197,"Wabaunsee, Kansas",5722,5418,5256,37,84.2,84.0,83.8,100.0
20199,"Wallace, Kansas",1346,1270,1236,2,86.9,87.2,87.2,100.0
20201,"Washington, Kansas",4237,4178,4121,3,79.2,79.6,80.5,100.0
20203,"Wichita, Kansas",1779,1590,1040,20,84.7,85.2,80.9,100.0
20205,"Wilson, Kansas",5919,5588,5400,12,69.3,69.1,68.6,33.3
20207,"Woodson, Kansas",2237,2075,2073,13,71.0,71.0,71.0,100.0
20209,"Wyandotte, Kansas",131992,79381,55598,26960,80.7,82.6,83.4,74.4
21001,"Adair, Kentucky",13331,12763,12554,234,74.8,74.9,74.8,51.4
21003,"Allen, Kentucky",15061,14563,14323,43,72.7,72.8,72.7,23.0
21005,"Anderson, Kentucky",18126,17220,16948,536,81.3,81.1,81.0,86.0
21007,"Ballard, Kentucky",6430,6006,5982,206,81.3,81.7,81.7,65.8
21009,"Barren, Kentucky",35509,33195,32263,873,82.3,82.9,82.8,58.6
21011,"Bath, Kentucky",9513,9145,8973,150,77.5,77.1,76.8,83.3
21013,"Bell, Kentucky",18389,17736,17518,401,71.0,71.5,71.4,65.3
21015,"Boone, Kentucky",120219,109787,106225,3175,92.6,93.2,93.2,84.6
21017,"Bourbon, Kentucky",15533,14281,13705,738,78.4,79.8,81.3,53.3
21019,"Boyd, Kentucky",39463,37536,37117,473,86.1,86.0,85.9,83.6
21021,"Boyle, Kentucky",22500,20304,19984,1452,83.7,84.7,85.2,75.4
21023,"Bracken, Kentucky",6042,5790,5768,30,73.0,72.2,72.6,100.0
21025,"Breathitt, Kentucky",8472,8309,8250,23,67.2,67.0,66.9,100.0
21027,"Breckinridge, Kentucky",14946,14373,14161,168,75.2,75.7,75.5,50.3
21029,"Bullitt, Kentucky",68333,65845,64958,479,85.6,86.1,86.2,55.1
21031,"Butler, Kentucky",9444,9131,9071,40,75.3,75.0,76.2,67.8
21033,"Caldwell, Kentucky",9695,9290,9045,381,77.3,79.7,79.4,48.0
21035,"Calloway, Kentucky",29538,27099,26573,932,84.1,84.2,84.1,82.1
21037,"Campbell, Kentucky",76535,72547,71543,1590,85.7,86.3,86.4,65.8
21039,"Carlisle, Kentucky",4114,3959,3866,33,87.1,87.5,87.4,86.8
21041,"Carroll, Kentucky",7353,6726,6432,251,71.1,70.5,69.9,91.3
21043,"Carter, Kentucky",17405,17165,16824,0,65.8,65.9,65.5,0.0
21045,"Casey, Kentucky",11191,10882,10611,61,72.5,72.3,72.3,88.4
21047,"Christian, Kentucky",51358,37305,34302,10276,79.3,81.2,80.9,70.7
21049,"Clark, Kentucky",29905,27844,27267,1208,84.2,84.6,85.1,74.3
21051,"Clay, Kentucky",13826,13354,13337,204,73.0,73.0,73.6,82.3
21053,"Clinton, Kentucky",5990,5866,5662,0,59.7,60.1,59.2,
21055,"Crittenden, Kentucky",6276,6080,6001,50,71.6,71.3,71.0,100.0
21057,"Cumberland, Kentucky",4579,4185,4174,119,69.3,68.2,68.4,85.6
21059,"Daviess, Kentucky",83884,75734,73936,3287,86.3,86.3,86.3,81.2
21061,"Edmonson, Kentucky",9530,9254,9215,54,81.0,81.0,81.0,100.0
21063,"Elliott, Kentucky",4478,4460,4460,0,75.0,74.9,75.1,
21065,"Estill, Kentucky",10864,10820,10810,0,77.1,77.4,77.3,0.0
21067,"Fayette, Kentucky",275891,209849,200265,36494,89.5,91.0,91.7,81.4
21069,"Fleming, Kentucky",11150,10636,10577,290,77.0,76.3,76.2,97.0
21071,"Floyd, Kentucky",27896,27435,27321,87,78.4,78.4,78.4,87.0
21073,"Franklin, Kentucky",41202,34194,33774,3213,84.7,84.2,84.0,80.6
21075,"Fulton, Kentucky",3954,3093,3025,664,69.4,76.1,75.7,47.7
21077,"Gallatin, Kentucky",6654,6192,6026,99,77.3,77.4,76.9,57.6
21079,"Garrard, Kentucky",14199,13791,13715,168,82.0,83.0,84.1,52.3
21081,"Grant, Kentucky",18545,17703,17651,70,75.5,75.4,76.0,46.1
21083,"Graves, Kentucky",29693,27247,26494,948,81.1,82.7,83.3,64.9
21085,"Grayson, Kentucky",17851,16959,16890,222,68.8,68.1,68.4,77.6
21087,"Green, Kentucky",8352,7862,7768,243,77.0,76.2,76.0,86.2
21089,"Greenup, Kentucky",29517,28624,28328,294,84.0,84.0,83.8,80.5
21091,"Hancock, Kentucky",7018,6806,6753,44,81.5,82.2,82.0,35.5
21093,"Hardin, Kentucky",87284,69118,66314,9735,82.4,82.2,82.3,80.8
21095,"Harlan, Kentucky",18991,18221,18115,389,73.0,73.2,73.2,69.1
21097,"Harrison, Kentucky",13450,12747,12532,160,73.3,72.9,72.8,56.5
21099,"Hart, Kentucky",13281,12677,12419,291,71.9,73.5,73.4,40.0
21101,"Henderson, Kentucky",35698,32107,31832,1818,80.5,82.0,82.6,58.3
21103,"Henry, Kentucky",11884,11171,10913,234,75.1,75.6,75.4,50.1
21105,"Hickman, Kentucky",3238,2854,2840,184,74.1,75.4,75.3,50.8
21107,"Hopkins, Kentucky",34149,31284,30913,1722,77.0,78.3,78.7,62.3
21109,"Jackson, Kentucky",9519,9326,9303,18,71.8,71.7,71.6,54.5
21111,"Jefferson, Kentucky",656782,480066,452526,131070,87.4,89.2,89.4,80.3
21113,"Jessamine, Kentucky",45324,41437,40533,1934,88.6,88.5,89.0,83.7
21115,"Johnson, Kentucky",18129,17654,17644,0,82.3,82.1,82.1,0.0
21117,"Kenton, Kentucky",146020,133419,131053,5415,89.4,90.7,90.7,72.7
21119,"Knott, Kentucky",10274,10052,10048,0,70.6,70.7,70.9,0.0
21121,"Knox, Kentucky",19728,18892,18722,102,64.4,63.7,63.5,64.2
21123,"Larue, Kentucky",10204,9562,9537,350,73.3,74.0,74.9,73.2
21125,"Laurel, Kentucky",47092,45946,45297,385,79.2,79.6,79.5,100.0
21127,"Lawrence, Kentucky",11076,10959,10860,21,71.2,71.2,71.1,87.5
21129,"Lee, Kentucky",4475,4239,4209,37,69.2,68.2,68.0,100.0
21131,"Leslie, Kentucky",7408,7186,7186,0,74.3,73.7,73.7,
21133,"Letcher, Kentucky",16655,16245,16161,73,75.5,75.2,75.1,100.0
21135,"Lewis, Kentucky",10432,10238,10238,0,78.6,78.9,78.9,0.0
21137,"Lincoln, Kentucky",17866,17172,17125,280,73.8,75.0,75.0,61.5
21139,"Livingston, Kentucky",7125,6946,6785,32,77.6,77.9,77.6,76.2
21141,"Logan, Kentucky",19403,17818,17380,1023,73.1,74.0,73.9,58.2
21143,"Lyon, Kentucky",5339,5013,4995,177,76.4,76.8,77.9,63.2
21145,"McCracken, Kentucky",55154,47599,46518,4931,86.3,87.5,87.3,75.0
21147,"McCreary, Kentucky",10290,9869,9863,0,66.0,65.3,65.3,
21149,"McLean, Kentucky",7256,7013,6995,87,78.9,78.8,79.2,78.4
21151,"Madison, Kentucky",72520,66993,65867,2362,86.1,86.4,86.7,77.1
21153,"Magoffin, Kentucky",9212,9195,9062,0,74.5,74.5,74.2,0.0
21155,"Marion, Kentucky",14223,12875,12591,895,77.4,77.4,77.8,71.3
21157,"Marshall, Kentucky",25838,25131,24838,211,84.5,84.2,84.1,94.2
21159,"Martin, Kentucky",8212,8189,8189,0,79.3,79.3,79.3,
21161,"Mason, Kentucky",13734,12480,12241,794,81.6,81.8,81.8,75.5
21163,"Meade, Kentucky",24891,22735,22145,1004,89.1,88.7,88.7,96.4
21165,"Menifee, Kentucky",4867,4809,4739,0,76.7,77.1,76.8,
21167,"Mercer, Kentucky",17369,16355,15887,532,81.0,82.1,81.6,58.8
21169,"Metcalfe, Kentucky",7746,7451,7392,114,78.2,78.4,78.5,83.2
21171,"Monroe, Kentucky",8058,7667,7422,237,76.9,76.3,75.7,100.0
21173,"Montgomery, Kentucky",22331,21137,20805,555,81.2,81.3,81.5,74.8
21175,"Morgan, Kentucky",8859,8519,8461,45,76.0,75.3,75.8,100.0
21177,"Muhlenberg, Kentucky",24070,22383,22203,1041,79.9,79.9,79.7,84.0
21179,"Nelson, Kentucky",39371,36024,35624,1889,87.3,87.3,87.4,82.1
21181,"Nicholas, Kentucky",4793,4603,4603,97,68.0,67.9,68.2,89.8
21183,"Ohio, Kentucky",18467,17959,17816,138,77.7,78.2,79.6,69.0
21185,"Oldham, Kentucky",58196,53862,52380,1421,93.5,93.5,94.2,89.5
21187,"Owen, Kentucky",7137,7025,7025,46,66.7,66.4,66.7,82.1
21189,"Owsley, Kentucky",3127,2839,2839,239,71.7,69.7,69.7,100.0
21191,"Pendleton, Kentucky",11229,10876,10746,78,78.4,78.1,77.9,64.5
21193,"Perry, Kentucky",20656,19795,19649,342,79.5,79.3,79.3,77.6
21195,"Pike, Kentucky",46155,44956,44642,403,79.2,79.0,79.0,89.4
21197,"Powell, Kentucky",8402,8147,8110,22,69.8,69.8,70.3,100.0
21199,"Pulaski, Kentucky",48537,46691,46102,389,76.5,76.3,77.0,77.6
21201,"Robertson, Kentucky",1136,1136,1079,0,55.2,56.1,55.8,0.0
21203,"Rockcastle, Kentucky",12033,11817,11690,0,73.0,73.0,72.8,
21205,"Rowan, Kentucky",18674,18049,17731,145,86.5,86.2,86.0,100.0
21207,"Russell, Kentucky",12612,12121,11930,11,71.9,73.1,72.8,29.7
21209,"Scott, Kentucky",47296,42181,41839,1938,88.7,89.9,90.0,82.6
21211,"Shelby, Kentucky",39094,34573,32185,2100,85.4,86.3,87.3,71.4
21213,"Simpson, Kentucky",14729,12547,12484,1580,82.7,82.0,82.1,89.3
21215,"Spencer, Kentucky",16351,15751,15423,247,88.1,88.3,88.4,71.2
21217,"Taylor, Kentucky",20403,18923,18535,636,83.7,83.9,83.7,71.1
21219,"Todd, Kentucky",7151,6466,6371,434,59.0,60.8,61.1,44.9
21221,"Trigg, Kentucky",10727,9646,9335,783,74.7,74.1,73.6,75.4
21223,"Trimble, Kentucky",6115,5854,5661,14,71.9,71.4,70.8,100.0
21225,"Union, Kentucky",10120,9177,9129,571,77.5,79.1,79.1,54.7
21227,"Warren, Kentucky",107538,88273,84740,9076,88.7,89.2,89.2,84.5
21229,"Washington, Kentucky",9039,8109,7870,432,78.3,77.7,77.6,72.8
21231,"Wayne, Kentucky",13829,13231,13184,148,68.4,69.2,69.8,41.5
21233,"Webster, Kentucky",9200,8346,8204,344,72.7,72.3,73.2,82.9
21235,"Whitley, Kentucky",24499,23881,23534,92,71.5,71.4,71.1,92.9
21237,"Wolfe, Kentucky",5183,5115,5115,0,73.4,73.5,73.7,
21239,"Woodford, Kentucky",22489,20972,19848,628,86.7,87.9,88.5,56.0
22001,"Acadia Parish, Louisiana",51181,41631,40490,7633,83.4,85.2,85.0,72.8
22003,"Allen Parish, Louisiana",16350,13287,13190,2021,76.8,77.7,77.7,71.1
22005,"Ascension Parish, Louisiana",111410,82386,78247,22394,91.1,93.2,93.4,84.7
22007,"Assumption Parish, Louisiana",16939,12131,11827,4529,76.1,80.8,81.0,67.2
22009,"Avoyelles Parish, Louisiana",27104,19314,18931,5792,73.5,75.6,75.5,66.5
22011,"Beauregard Parish, Louisiana",29912,25334,24246,3388,81.7,82.6,82.3,75.8
22013,"Bienville Parish, Louisiana",9702,5931,5884,3560,73.3,81.7,81.8,62.5
22015,"Bossier Parish, Louisiana",85033,65778,62434,13539,68.9,73.9,75.6,48.3
22017,"Caddo Parish, Louisiana",179122,90068,87642,79010,74.4,81.0,81.2,66.8
22019,"Calcasieu Parish, Louisiana",158006,116096,112173,34020,79.8,83.4,83.6,69.9
22021,"Caldwell Parish, Louisiana",6554,5377,5333,1024,68.7,67.2,68.8,76.2
22023,"Cameron Parish, Louisiana",5524,5027,4874,234,80.0,78.5,80.0,100.0
22025,"Catahoula Parish, Louisiana",5477,4389,4389,1050,64.5,72.0,72.1,45.3
22027,"Claiborne Parish, Louisiana",7364,4084,4069,2971,53.2,63.7,64.1,41.9
22029,"Concordia Parish, Louisiana",12182,7451,7434,4643,68.6,70.0,70.4,66.4
22031,"De Soto Parish, Louisiana",20141,13781,13327,5725,74.5,82.7,83.6,60.0
22033,"East Baton Rouge Parish, Louisiana",377044,185358,177358,163153,86.9,91.5,91.8,81.4
22035,"East Carroll Parish, Louisiana",1885,894,894,979,42.6,58.5,59.3,34.0
22037,"East Feliciana Parish, Louisiana",10341,6954,6889,3203,66.5,74.5,74.6,53.5
22039,"Evangeline Parish, Louisiana",24045,17752,17488,5587,75.2,80.0,79.9,62.6
22041,"Franklin Parish, Louisiana",10878,7418,7379,3351,57.5,59.4,59.3,53.3
22043,"Grant Parish, Louisiana",13993,12110,12095,1480,73.0,73.3,73.3,66.6
22045,"Iberia Parish, Louisiana",57673,36475,35409,16750,81.2,84.3,84.6,74.9
22047,"Iberville Parish, Louisiana",24014,12927,12410,10491,81.7,85.3,85.3,76.8
22049,"Jackson Parish, Louisiana",11282,8223,8141,2754,77.3,81.2,81.0,66.9
22051,"Jefferson Parish, Louisiana",353001,231004,199174,83103,81.9,85.7,87.7,71.9
22053,"Jefferson Davis Parish, Louisiana",23625,19675,19144,3239,76.4,79.3,79.1,64.4
22055,"Lafayette Parish, Louisiana",208454,149139,141779,49769,88.0,90.4,90.7,81.7
22057,"Lafourche Parish, Louisiana",79277,64211,62471,9610,82.5,84.1,84.1,76.0
22059,"LaSalle Parish, Louisiana",11245,9877,9762,952,83.1,82.8,82.7,83.1
22061,"Lincoln Parish, Louisiana",38019,21565,21291,14604,86.4,89.4,89.7,82.1
22063,"Livingston Parish, Louisiana",116772,105630,102820,6746,84.7,84.7,84.9,83.0
22065,"Madison Parish, Louisiana",5421,2398,2251,3000,58.3,70.8,69.7,51.3
22067,"Morehouse Parish, Louisiana",14665,8861,8848,5596,59.3,72.1,72.1,46.3
22069,"Natchitoches Parish, Louisiana",26328,15918,15486,8897,69.5,78.3,78.0,57.5
22071,"Orleans Parish, Louisiana",292333,115007,104874,156163,77.6,90.5,91.3,69.5
22073,"Ouachita Parish, Louisiana",113490,72367,70843,36768,76.4,81.8,81.9,66.9
22075,"Plaquemines Parish, Louisiana",19530,13699,13116,3709,85.2,87.6,89.0,81.1
22077,"Pointe Coupee Parish, Louisiana",16923,11183,10961,5423,77.3,82.4,82.9,69.3
22079,"Rapides Parish, Louisiana",105467,70549,68356,29624,83.2,87.7,88.1,74.3
22081,"Red River Parish, Louisiana",6192,3847,3768,2162,73.6,79.0,78.7,66.1
22083,"Richland Parish, Louisiana",9637,6748,6705,2533,49.8,55.5,56.4,37.3
22085,"Sabine Parish, Louisiana",15209,10834,10697,1737,64.5,66.3,67.1,46.9
22087,"St. Bernard Parish, Louisiana",37874,26539,23988,8537,82.4,83.1,83.6,80.5
22089,"St. Charles Parish, Louisiana",44330,32791,30665,9422,84.9,90.2,89.8,68.8
22091,"St. Helena Parish, Louisiana",7209,3922,3772,3162,71.2,84.7,84.5,59.3
22093,"St. James Parish, Louisiana",16264,8542,8467,7419,77.1,82.9,83.0,71.2
22095,"St. John the Baptist Parish, Louisiana",33683,13890,12531,18067,79.2,85.8,86.2,75.1
22097,"St. Landry Parish, Louisiana",55399,34674,33655,19224,67.6,75.5,75.5,56.6
22099,"St. Martin Parish, Louisiana",44187,30652,29461,11949,82.6,85.8,85.6,76.8
22101,"St. Mary Parish, Louisiana",39696,24292,23135,10955,79.2,82.1,82.2,72.3
22103,"St. Tammany Parish, Louisiana",226168,189226,181115,25358,89.4,90.2,91.0,84.1
22105,"Tangipahoa Parish, Louisiana",106271,74340,70401,28010,82.7,85.9,86.3,74.5
22107,"Tensas Parish, Louisiana",2051,1243,1236,798,45.2,63.3,64.6,31.7
22109,"Terrebonne Parish, Louisiana",89526,66318,62987,13548,80.9,85.2,85.3,64.9
22111,"Union Parish, Louisiana",13414,10361,10094,2403,61.5,66.2,66.9,45.1
22113,"Vermilion Parish, Louisiana",49874,41529,39970,6688,84.1,86.0,86.1,77.5
22115,"Vernon Parish, Louisiana",37678,28681,26592,5096,79.4,79.2,79.0,75.7
22117,"Washington Parish, Louisiana",32798,23137,22802,8945,73.6,76.5,76.9,68.4
22119,"Webster Parish, Louisiana",20979,15497,15261,4853,54.9,63.3,64.2,37.7
22121,"West Baton Rouge Parish, Louisiana",21440,13331,12903,7718,85.2,89.2,90.1,78.6
22123,"West Carroll Parish, Louisiana",4896,4389,4278,325,46.1,50.7,50.2,21.0
22125,"West Feliciana Parish, Louisiana",9342,6528,6466,2724,78.0,89.2,89.3,60.6
22127,"Winn Parish, Louisiana",9954,7369,7305,2365,80.2,82.9,83.6,71.8
23001,"Androscoggin, Maine",90504,83249,82464,2098,86.7,86.9,86.8,88.5
23003,"Aroostook, Maine",49182,46458,46019,548,75.2,74.8,74.7,85.1
23005,"Cumberland, Maine",258853,238355,234785,7089,91.2,91.3,91.3,84.2
23007,"Franklin, Maine",23385,22574,22358,38,81.1,81.0,80.9,92.7
23009,"Hancock, Maine",46250,44353,43854,338,87.4,87.3,87.4,73.3
