GEOID,Geographic Area Name,IT_WholeNum,IT_WhiteNum,IT_NHWhiteNum,IT_BlackNum,IT_WholeRate,IT_WhiteRate,IT_NHWhiteRate,IT_BlackRate
29195,"Saline, Missouri",18397,15871,14901,814,85.2,84.4,85.3,88.0
29197,"Schuyler, Missouri",3230,3105,3100,11,71.7,71.0,70.9,100.0
29199,"Scotland, Missouri",3848,3815,3815,0,80.0,79.8,79.8,
29201,"Scott, Missouri",31399,27226,26507,3152,82.5,83.8,83.6,72.2
29203,"Shannon, Missouri",5338,5123,5037,0,65.9,65.9,66.1,0.0
29205,"Shelby, Missouri",4585,4433,4410,5,79.8,79.4,79.5,62.5
29207,"Stoddard, Missouri",23501,22885,22446,209,81.3,81.6,81.3,50.5
29209,"Stone, Missouri",26050,25248,24810,4,83.6,84.0,83.8,100.0
29211,"Sullivan, Missouri",4510,4141,3540,22,74.8,75.2,76.2,23.4
29213,"Taney, Missouri",44011,40780,39441,545,82.5,83.3,83.2,77.9
29215,"Texas, Missouri",16792,16038,15725,17,69.3,69.8,69.8,29.3
29217,"Vernon, Missouri",16396,15636,15374,56,82.3,81.8,81.7,100.0
29219,"Warren, Missouri",28785,26688,26393,392,84.4,84.3,84.3,61.5
29221,"Washington, Missouri",17630,17059,16900,69,74.2,73.9,73.9,84.1
29223,"Wayne, Missouri",9740,9426,9200,45,74.6,74.5,74.0,100.0
29225,"Webster, Missouri",27230,25845,25383,263,72.1,71.5,71.3,90.1
29227,"Worth, Missouri",1593,1560,1534,0,80.2,79.9,79.7,
29229,"Wright, Missouri",12634,12114,11849,81,70.1,69.5,69.2,100.0
29510,"St. Louis city, Missouri",230382,120986,114598,91917,77.3,87.9,88.8,66.0
30001,"Beaverhead, Montana",7315,7005,6696,4,82.4,82.8,83.0,100.0
30003,"Big Horn, Montana",9513,3116,2813,4,71.9,79.7,80.7,100.0
30005,"Blaine, Montana",4890,2425,2394,27,74.0,82.7,82.5,100.0
30007,"Broadwater, Montana",4766,4623,4513,0,80.8,81.2,81.0,0.0
30009,"Carbon, Montana",8504,8290,8088,24,81.1,81.7,81.7,57.1
30011,"Carter, Montana",1094,1056,1056,0,84.0,83.7,83.7,
30013,"Cascade, Montana",64826,57756,56140,754,81.9,82.9,82.7,85.3
30015,"Chouteau, Montana",4234,3651,3622,10,74.9,83.2,83.4,71.4
30017,"Custer, Montana",9468,8824,8655,71,84.0,83.3,83.4,100.0
30019,"Daniels, Montana",1315,1262,1230,0,77.1,77.3,77.5,
30021,"Dawson, Montana",7056,6669,6520,57,82.2,81.4,81.5,100.0
30023,"Deer Lodge, Montana",6680,6242,6062,44,82.2,81.6,81.2,95.7
30025,"Fallon, Montana",2509,2428,2399,0,88.7,90.0,89.9,
30027,"Fergus, Montana",9036,8513,8475,4,83.6,82.9,82.9,100.0
30029,"Flathead, Montana",87100,81793,80692,414,88.3,88.0,88.1,94.5
30031,"Gallatin, Montana",94107,88422,86369,388,90.6,90.7,90.7,97.2
30033,"Garfield, Montana",836,829,828,7,80.7,80.6,80.5,100.0
30035,"Glacier, Montana",9736,3167,2909,0,75.2,86.2,85.1,0.0
30037,"Golden Valley, Montana",564,526,490,10,77.5,76.5,75.2,100.0
30039,"Granite, Montana",2588,2488,2423,3,80.0,79.7,79.3,100.0
30041,"Hill, Montana",13078,9531,9379,55,81.8,85.3,85.1,100.0
30043,"Jefferson, Montana",9774,9245,9146,45,84.0,84.1,84.4,100.0
30045,"Judith Basin, Montana",1600,1536,1491,0,82.0,82.8,82.4,
30047,"Lake, Montana",23387,16216,15805,72,79.6,82.7,82.8,81.8
30049,"Lewis and Clark, Montana",57531,54098,52842,102,87.2,87.3,87.4,61.1
30051,"Liberty, Montana",1588,1582,1565,0,68.2,68.2,68.3,
30053,"Lincoln, Montana",15405,14566,14269,39,79.8,79.5,79.7,100.0
30055,"McCone, Montana",1411,1274,1271,0,79.7,78.0,81.0,
30057,"Madison, Montana",6352,6066,5903,0,79.5,79.4,79.5,0.0
30059,"Meagher, Montana",1305,1281,1281,0,70.0,73.9,73.9,
30061,"Mineral, Montana",3158,2986,2952,17,75.6,76.9,77.2,54.8
30063,"Missoula, Montana",102840,94275,91859,668,90.3,90.3,90.3,96.5
30065,"Musselshell, Montana",3958,3697,3566,0,83.6,82.9,82.5,
30067,"Park, Montana",13630,12975,12648,73,84.7,84.3,84.1,100.0
30069,"Petroleum, Montana",392,367,367,0,86.5,85.7,85.7,
30071,"Phillips, Montana",3104,2648,2638,0,77.6,78.5,78.7,
30073,"Pondera, Montana",4587,3813,3804,8,79.3,81.0,81.1,100.0
30075,"Powder River, Montana",1287,1207,1203,0,82.3,81.9,82.2,
30077,"Powell, Montana",4003,3810,3810,27,76.6,76.0,76.1,73.0
30079,"Prairie, Montana",997,971,971,0,81.1,80.7,80.7,
30081,"Ravalli, Montana",35816,34341,33178,52,84.9,85.0,84.6,100.0
30083,"Richland, Montana",9402,8811,8656,0,84.5,84.9,87.6,
30085,"Roosevelt, Montana",7354,3329,3168,9,67.4,87.7,87.4,37.5
30087,"Rosebud, Montana",5302,3282,3091,15,58.5,63.7,62.4,100.0
30089,"Sanders, Montana",8887,8261,8050,25,77.7,77.9,77.8,69.4
30091,"Sheridan, Montana",3013,2887,2776,0,88.7,89.5,89.3,
30093,"Silver Bow, Montana",27004,25669,24601,189,80.6,81.1,81.1,100.0
30095,"Stillwater, Montana",7730,7479,7259,7,82.7,83.5,83.8,87.5
30097,"Sweet Grass, Montana",2995,2900,2824,0,82.1,82.6,82.3,
30099,"Teton, Montana",4764,4490,4475,5,80.9,80.6,81.0,21.7
30101,"Toole, Montana",3347,3097,3042,0,80.4,80.6,81.1,
30103,"Treasure, Montana",473,445,443,0,70.8,70.4,70.3,
30105,"Valley, Montana",6103,5332,5216,26,83.2,84.3,84.0,100.0
30107,"Wheatland, Montana",1396,1282,1260,0,66.3,64.4,64.0,
30109,"Wibaux, Montana",798,782,747,0,72.4,72.0,72.5,
30111,"Yellowstone, Montana",137396,124128,119014,1026,88.3,88.2,88.4,94.8
31001,"Adams, Nebraska",25758,24172,22322,115,86.0,86.6,86.4,82.1
31003,"Antelope, Nebraska",5264,5109,4986,60,83.8,83.6,83.5,100.0
31005,"Arthur, Nebraska",360,347,347,0,84.3,84.4,84.8,
31007,"Banner, Nebraska",591,564,527,0,81.9,81.4,80.8,
31009,"Blaine, Nebraska",421,421,421,0,88.3,88.3,88.3,
31011,"Boone, Nebraska",4465,4383,4279,17,86.3,86.1,85.9,100.0
31013,"Box Butte, Nebraska",9203,8589,7447,136,85.5,86.3,85.1,100.0
31015,"Boyd, Nebraska",1577,1502,1487,11,82.6,82.2,82.1,100.0
31017,"Brown, Nebraska",2510,2432,2378,0,84.5,84.0,83.7,
31019,"Buffalo, Nebraska",41617,38529,36505,359,88.5,89.1,88.9,85.7
31021,"Burt, Nebraska",5110,4888,4786,25,79.9,80.5,80.5,100.0
31023,"Butler, Nebraska",6722,6520,6407,0,85.6,86.1,86.3,
31025,"Cass, Nebraska",22944,22137,21609,41,89.6,90.1,90.1,59.4
31027,"Cedar, Nebraska",7367,7155,7085,12,88.2,88.0,88.0,100.0
31029,"Chase, Nebraska",3259,3237,2872,0,87.8,87.7,89.1,
31031,"Cherry, Nebraska",4862,4326,4240,0,85.7,85.0,84.8,
31033,"Cheyenne, Nebraska",8153,7703,7241,79,85.9,85.5,85.2,100.0
31035,"Clay, Nebraska",5137,4972,4642,8,84.1,84.2,85.3,66.7
31037,"Colfax, Nebraska",8696,7662,4387,366,81.9,81.3,85.0,91.3
31039,"Cuming, Nebraska",6632,6144,5827,5,75.3,74.1,75.2,100.0
31041,"Custer, Nebraska",8690,8460,8241,5,81.1,81.6,81.4,35.7
31043,"Dakota, Nebraska",16202,11353,7979,901,81.3,82.8,83.7,84.8
31045,"Dawes, Nebraska",6878,6173,5756,295,88.4,87.8,87.0,100.0
31047,"Dawson, Nebraska",20186,17696,11562,1275,86.3,86.4,84.4,85.7
31049,"Deuel, Nebraska",1419,1353,1238,3,78.1,78.1,77.7,100.0
31051,"Dixon, Nebraska",4453,4164,3780,22,79.0,79.3,79.6,100.0
31053,"Dodge, Nebraska",29958,28610,25534,272,84.1,84.8,85.8,84.7
31055,"Douglas, Nebraska",486794,391681,348685,46936,88.9,90.2,91.7,78.0
31057,"Dundy, Nebraska",1495,1491,1278,0,80.2,80.2,78.3,
31059,"Fillmore, Nebraska",4419,4334,4252,6,83.0,83.3,84.4,100.0
31061,"Franklin, Nebraska",2320,2288,2260,3,79.8,80.1,80.8,100.0
31063,"Frontier, Nebraska",2056,1995,1968,13,81.4,81.0,80.8,86.7
31065,"Furnas, Nebraska",3835,3703,3589,2,82.2,82.0,82.4,40.0
31067,"Gage, Nebraska",18224,17549,17131,102,86.8,86.6,86.4,81.6
31069,"Garden, Nebraska",1459,1438,1359,0,80.1,80.2,79.2,0.0
31071,"Garfield, Nebraska",1316,1288,1272,7,67.6,67.7,67.4,100.0
31073,"Gosper, Nebraska",1745,1709,1617,0,88.3,88.6,88.5,0.0
31075,"Grant, Nebraska",567,545,536,6,83.8,83.2,83.0,100.0
31077,"Greeley, Nebraska",1888,1834,1824,10,80.1,79.9,80.6,100.0
31079,"Hall, Nebraska",52320,43863,35014,1287,86.8,86.7,87.3,79.9
31081,"Hamilton, Nebraska",8134,7817,7706,5,89.6,89.4,89.5,100.0
31083,"Harlan, Nebraska",2804,2719,2697,15,83.4,83.8,83.9,100.0
31085,"Hayes, Nebraska",721,706,654,0,80.7,80.4,79.9,
31087,"Hitchcock, Nebraska",2112,2103,2093,0,76.1,76.0,75.9,
31089,"Holt, Nebraska",8127,7955,7610,0,81.6,81.7,81.9,
31091,"Hooker, Nebraska",431,431,411,0,68.7,69.3,70.6,
31093,"Howard, Nebraska",5258,5038,4990,10,81.9,81.3,81.4,100.0
31095,"Jefferson, Nebraska",5630,5465,5224,43,80.1,80.1,79.5,100.0
31097,"Johnson, Nebraska",3301,3077,2891,4,80.2,79.8,79.8,50.0
31099,"Kearney, Nebraska",5729,5525,5257,4,88.6,88.3,88.3,100.0
31101,"Keith, Nebraska",6923,6713,6280,71,86.6,87.5,87.6,74.7
31103,"Keya Paha, Nebraska",646,638,638,0,85.0,85.2,85.2,
31105,"Kimball, Nebraska",2820,2640,2493,2,78.8,78.3,80.9,100.0
31107,"Knox, Nebraska",6535,5692,5600,18,79.4,79.7,79.5,100.0
31109,"Lancaster, Nebraska",274218,238318,225437,9577,91.5,91.8,92.1,86.1
31111,"Lincoln, Nebraska",30392,28804,26685,470,88.2,88.0,88.1,92.7
31113,"Logan, Nebraska",788,776,736,0,85.0,84.8,84.1,
31115,"Loup, Nebraska",456,454,454,0,75.4,75.3,76.7,
31117,"McPherson, Nebraska",285,279,279,0,72.2,71.7,71.7,
31119,"Madison, Nebraska",28478,26188,22642,329,83.7,84.0,83.7,81.0
31121,"Merrick, Nebraska",6155,5891,5702,1,80.8,81.4,80.9,3.6
31123,"Morrill, Nebraska",3720,3544,3049,24,80.6,80.3,80.8,100.0
31125,"Nance, Nebraska",2843,2823,2751,7,83.5,83.7,83.7,100.0
31127,"Nemaha, Nebraska",5301,5108,5036,47,82.4,82.3,82.4,59.5
31129,"Nuckolls, Nebraska",3346,3241,3139,0,80.1,79.8,79.5,0.0
31131,"Otoe, Nebraska",13692,12982,12157,44,87.0,87.7,87.1,81.5
31133,"Pawnee, Nebraska",1932,1868,1838,4,74.0,74.2,73.8,100.0
31135,"Perkins, Nebraska",2529,2493,2400,4,88.2,88.2,87.9,100.0
31137,"Phelps, Nebraska",7550,7354,7102,24,85.4,86.2,86.9,100.0
31139,"Pierce, Nebraska",6156,5960,5901,7,87.6,87.4,87.3,53.8
31141,"Platte, Nebraska",27757,26421,21841,126,84.8,85.0,85.1,96.2
31143,"Polk, Nebraska",4644,4505,4277,9,90.3,90.1,89.7,100.0
31145,"Red Willow, Nebraska",8838,8450,8145,13,85.5,84.9,85.3,100.0
31147,"Richardson, Nebraska",6614,6157,6039,15,84.6,84.1,83.9,100.0
31149,"Rock, Nebraska",1058,1036,1032,7,78.3,78.8,78.7,46.7
31151,"Saline, Nebraska",11100,9646,7637,311,83.2,81.6,84.6,100.0
31153,"Sarpy, Nebraska",169472,148206,137198,6388,94.2,94.1,94.1,91.9
31155,"Saunders, Nebraska",18236,17858,17459,48,87.3,87.7,87.6,55.2
31157,"Scotts Bluff, Nebraska",29672,27241,21875,283,84.0,84.2,86.1,98.6
31159,"Seward, Nebraska",14017,13497,13299,58,89.1,88.9,88.8,96.7
31161,"Sheridan, Nebraska",3993,3304,3254,90,78.4,78.5,78.8,100.0
31163,"Sherman, Nebraska",2466,2406,2362,5,83.0,82.8,82.5,100.0
31165,"Sioux, Nebraska",901,849,848,5,73.9,75.1,75.1,100.0
31167,"Stanton, Nebraska",5162,4981,4698,87,87.6,87.3,86.8,100.0
31169,"Thayer, Nebraska",4035,3921,3847,9,82.2,82.4,82.4,100.0
31171,"Thomas, Nebraska",599,567,567,0,92.9,92.5,92.5,
31173,"Thurston, Nebraska",5011,2129,1996,12,70.2,78.4,78.9,100.0
31175,"Valley, Nebraska",3434,3367,3299,18,83.1,83.2,84.1,100.0
31177,"Washington, Nebraska",18018,17579,17240,171,89.8,90.7,90.8,79.2
31179,"Wayne, Nebraska",7265,7018,6575,68,90.1,89.9,89.6,100.0
31181,"Webster, Nebraska",2768,2639,2504,6,80.0,79.9,79.1,100.0
31183,"Wheeler, Nebraska",650,646,629,0,83.0,83.2,82.9,
31185,"York, Nebraska",11097,10723,10402,75,87.2,87.1,87.7,79.8
32001,"Churchill, Nevada",21262,17418,15544,488,89.8,89.6,89.0,100.0
32003,"Clark, Nevada",1849612,1134332,824696,193787,85.7,87.2,89.3,77.8
32005,"Douglas, Nevada",43837,39162,35605,325,91.6,91.7,92.0,94.5
32007,"Elko, Nevada",44919,39476,31385,106,87.3,89.3,91.1,86.9
32009,"Esmeralda, Nevada",557,557,525,0,57.8,60.3,68.0,0.0
32011,"Eureka, Nevada",1600,1487,1418,0,86.3,85.4,85.0,
32013,"Humboldt, Nevada",13929,12090,9610,28,83.8,84.1,88.4,45.2
32015,"Lander, Nevada",5005,4749,3206,48,89.6,91.0,89.8,100.0
32017,"Lincoln, Nevada",4005,3846,3806,17,87.1,87.8,87.7,100.0
32019,"Lyon, Nevada",48241,41357,36573,391,89.1,89.6,90.0,100.0
32021,"Mineral, Nevada",3171,2318,2093,75,72.3,77.4,78.9,33.9
32023,"Nye, Nevada",34912,29150,26758,655,79.5,79.8,79.7,81.7
32027,"Pershing, Nevada",3905,3495,2959,0,83.1,84.1,84.3,
32029,"Storey, Nevada",3260,2903,2794,0,82.4,83.5,83.2,0.0
32031,"Washoe, Nevada",398486,309946,255601,7849,88.4,88.6,89.8,79.4
32033,"White Pine, Nevada",6853,6153,5291,13,83.7,83.5,82.8,100.0
32510,"Carson City, Nevada",45099,37460,30289,766,85.7,86.3,85.7,94.1
33001,"Belknap, New Hampshire",53955,52053,51355,297,89.9,89.8,89.9,89.5
33003,"Carroll, New Hampshire",42419,41248,40691,168,89.1,89.1,89.1,81.2
33005,"Cheshire, New Hampshire",63662,60785,60137,466,89.0,88.9,88.8,90.1
33007,"Coos, New Hampshire",24423,23661,23324,126,82.8,82.8,82.7,97.7
33009,"Grafton, New Hampshire",71670,66672,65668,637,86.2,85.8,85.8,99.5
33011,"Hillsborough, New Hampshire",375653,335420,316962,10562,92.8,92.6,92.7,90.6
33013,"Merrimack, New Hampshire",129277,122357,120215,1480,90.3,90.5,90.4,85.3
33015,"Rockingham, New Hampshire",285635,270612,264318,2270,94.0,94.0,93.9,94.9
33017,"Strafford, New Hampshire",107717,100060,98073,946,89.7,89.7,89.7,87.1
33019,"Sullivan, New Hampshire",36290,34847,34334,310,85.7,85.3,85.2,99.4
34001,"Atlantic, New Jersey",226152,152390,132142,28826,86.9,89.3,90.4,76.6
34003,"Bergen, New Jersey",857841,610498,482184,48632,93.3,92.7,92.8,90.2
34005,"Burlington, New Jersey",399943,291041,273511,64243,92.2,92.4,92.5,91.5
34007,"Camden, New Jersey",440936,290007,260385,79033,88.2,91.2,91.8,83.0
34009,"Cape May, New Jersey",80590,74294,69236,3190,89.0,89.4,89.3,84.1
34011,"Cumberland, New Jersey",112713,80481,57001,18949,81.1,81.5,86.1,79.0
34013,"Essex, New Jersey",658225,297026,216907,246474,85.1,89.4,91.8,80.7
34015,"Gloucester, New Jersey",263496,217233,209539,25219,91.9,92.7,92.7,88.0
34017,"Hudson, New Jersey",585474,318640,172326,67735,88.5,88.2,90.8,85.6
34019,"Hunterdon, New Jersey",113107,104170,98465,1193,93.8,93.7,93.7,85.5
34021,"Mercer, New Jersey",303973,193765,159375,55991,86.6,87.6,91.7,77.6
34023,"Middlesex, New Jersey",709478,398567,309500,69339,89.1,86.1,90.1,87.2
34025,"Monmouth, New Jersey",567626,471178,431859,36589,92.2,92.9,93.2,84.3
34027,"Morris, New Jersey",457347,373123,326694,13500,94.4,94.3,94.3,86.2
34029,"Ocean, New Jersey",493780,447173,413889,14722,83.7,83.3,82.8,82.4
34031,"Passaic, New Jersey",424423,285420,184210,41895,85.8,90.1,90.4,78.1
34033,"Salem, New Jersey",53088,43465,40388,5966,86.4,88.1,88.2,74.0
34035,"Somerset, New Jersey",308059,202512,172556,28787,94.7,94.0,94.4,92.4
34037,"Sussex, New Jersey",129826,120734,111887,2668,93.1,93.0,92.7,94.1
34039,"Union, New Jersey",475145,268849,196824,95852,86.9,89.6,91.3,83.5
34041,"Warren, New Jersey",94280,83948,77373,4108,90.8,91.1,91.0,91.5
35001,"Bernalillo, New Mexico",555097,421232,229080,14887,83.0,84.6,88.6,76.5
35003,"Catron, New Mexico",1996,1962,1728,0,58.7,59.0,63.1,
35005,"Chaves, New Mexico",46514,40504,19939,653,73.9,73.1,81.3,84.1
35006,"Cibola, New Mexico",15390,8580,3707,160,60.6,70.4,76.5,100.0
35007,"Colfax, New Mexico",8496,7543,4471,47,73.2,74.5,81.0,83.9
35009,"Curry, New Mexico",40389,28779,21010,1889,82.9,88.6,90.2,80.4
35011,"De Baca, New Mexico",1573,989,751,32,78.1,73.1,83.6,100.0
35013,"Doña Ana, New Mexico",162152,139940,49131,3115,77.1,76.3,86.0,86.3
35015,"Eddy, New Mexico",48016,43443,23249,673,84.1,84.4,87.0,77.0
35017,"Grant, New Mexico",20643,19407,10127,105,76.8,77.9,82.8,40.2
35019,"Guadalupe, New Mexico",1886,1605,238,0,52.9,51.9,40.5,
35021,"Harding, New Mexico",272,212,176,0,61.7,58.4,67.7,
35023,"Hidalgo, New Mexico",3353,3199,1368,46,80.2,81.0,84.1,100.0
35025,"Lea, New Mexico",55888,49547,20878,1961,82.6,82.7,86.8,78.0
35027,"Lincoln, New Mexico",15505,15069,10397,43,80.5,80.6,82.9,45.3
35028,"Los Alamos, New Mexico",17359,14912,12552,92,93.7,93.9,94.0,100.0
35029,"Luna, New Mexico",17363,16008,4790,194,73.5,73.4,68.6,50.9
35031,"McKinley, New Mexico",32460,7477,4796,341,45.3,74.0,78.8,83.0
35033,"Mora, New Mexico",2571,1974,509,0,56.8,66.2,72.1,
35035,"Otero, New Mexico",52317,42176,27573,1818,83.8,84.8,87.7,88.4
35037,"Quay, New Mexico",5884,5224,2989,71,71.4,71.3,72.8,51.4
35039,"Rio Arriba, New Mexico",24714,14788,3405,197,64.1,72.2,72.9,81.7
35041,"Roosevelt, New Mexico",14779,11564,7876,281,83.2,84.7,83.6,84.9
35043,"Sandoval, New Mexico",116685,91268,55891,2806,82.3,89.3,90.8,84.9
35045,"San Juan, New Mexico",84807,52749,38637,878,68.0,80.9,81.2,85.4
35047,"San Miguel, New Mexico",17625,11652,3647,134,67.5,72.8,83.0,87.6
35049,"Santa Fe, New Mexico",120990,105389,57314,1276,82.6,85.3,91.2,90.3
35051,"Sierra, New Mexico",7318,6645,4619,27,68.0,68.4,65.9,100.0
35053,"Socorro, New Mexico",9443,7543,4094,41,57.8,58.0,75.0,50.6
35055,"Taos, New Mexico",23126,19911,8698,106,71.8,72.8,76.7,83.5
35057,"Torrance, New Mexico",11058,10171,6848,97,72.7,73.0,81.0,100.0
35059,"Union, New Mexico",2354,2156,1403,5,67.5,69.1,73.6,100.0
35061,"Valencia, New Mexico",54349,46285,19979,706,72.9,74.7,82.2,71.0
36001,"Albany, New York",255799,195187,187761,28125,88.3,89.0,89.2,81.3
36003,"Allegany, New York",33047,32046,31827,78,79.0,78.9,78.9,72.9
36005,"Bronx, New York",1121641,239619,100032,389595,80.6,79.5,82.6,80.2
36007,"Broome, New York",158337,137133,134202,7476,86.5,87.0,87.1,75.5
36009,"Cattaraugus, New York",56957,52607,51758,695,76.5,76.5,76.3,80.9
36011,"Cayuga, New York",60763,57781,56957,735,83.1,83.8,83.9,50.4
36013,"Chautauqua, New York",99256,92737,88118,1739,80.9,80.9,81.2,77.4
36015,"Chemung, New York",68604,61434,60415,3139,85.5,85.7,85.8,78.8
36017,"Chenango, New York",39111,37741,37234,313,82.8,83.0,83.1,79.8
36019,"Clinton, New York",61280,58795,58295,446,84.2,84.5,84.4,57.5
36021,"Columbia, New York",48628,44154,42870,1435,84.0,84.9,84.9,65.5
36023,"Cortland, New York",34477,32868,32280,495,77.7,77.7,78.0,80.1
36025,"Delaware, New York",34910,33397,32563,318,81.7,81.4,81.4,88.6
36027,"Dutchess, New York",251869,202153,184134,22870,91.4,92.2,91.9,85.9
36029,"Erie, New York",767911,617172,599332,85189,86.1,88.3,88.3,72.7
36031,"Essex, New York",28656,27891,27769,44,82.7,83.0,83.1,69.8
36033,"Franklin, New York",35061,31478,31037,193,78.3,80.0,79.8,43.0
36035,"Fulton, New York",43178,41059,40273,631,82.3,82.2,82.1,82.4
36037,"Genesee, New York",48981,45416,44806,901,85.9,86.5,86.6,78.6
36039,"Greene, New York",35857,33193,31859,723,81.3,81.6,81.2,54.8
36041,"Hamilton, New York",3452,3418,3375,1,78.8,79.5,79.6,100.0
36043,"Herkimer, New York",51988,49927,49243,450,85.4,85.4,85.3,68.4
36045,"Jefferson, New York",92895,81687,77119,4716,87.2,86.9,86.4,87.7
36047,"Kings, New York",2096793,895319,750510,664653,82.3,80.3,80.5,81.6
36049,"Lewis, New York",21991,21342,21095,109,83.8,83.6,83.4,90.8
36051,"Livingston, New York",50483,47829,47154,615,88.0,88.4,88.3,75.5
36053,"Madison, New York",56036,53893,53141,409,84.9,84.7,84.6,81.3
36055,"Monroe, New York",634291,491632,459337,87168,88.6,90.3,90.8,79.6
36057,"Montgomery, New York",38260,33598,31000,796,79.3,79.9,79.1,79.8
36059,"Nassau, New York",1246309,848996,748100,139697,93.2,93.3,93.3,90.2
36061,"New York, New York",1371084,815460,692822,178065,87.3,91.7,93.6,79.2
36063,"Niagara, New York",175410,155718,152791,10054,84.8,86.1,86.2,70.6
36065,"Oneida, New York",186672,161334,155779,8980,85.8,86.1,86.2,80.8
36067,"Onondaga, New York",369843,305390,297158,32814,83.4,86.0,86.5,65.8
36069,"Ontario, New York",94863,88900,86416,1810,89.7,90.2,90.2,79.4
36071,"Orange, New York",303260,226061,193790,33336,82.1,82.6,81.7,83.3
36073,"Orleans, New York",31948,29245,28545,898,84.4,84.4,84.3,75.0
36075,"Oswego, New York",100380,96839,95362,589,88.4,88.3,88.2,95.3
36077,"Otsego, New York",45338,43142,42245,519,83.3,83.2,83.1,78.5
36079,"Putnam, New York",91221,79388,71967,2628,94.8,94.6,94.4,99.8
36081,"Queens, New York",1976619,743399,490163,352390,87.5,86.3,87.1,86.4
36083,"Rensselaer, New York",136497,119038,115180,8096,89.0,89.5,89.5,83.3
36085,"Richmond, New York",402796,300953,250754,36782,86.1,86.7,87.9,77.2
36087,"Rockland, New York",254445,173606,153113,32869,80.0,77.1,76.1,85.7
36089,"St. Lawrence, New York",80840,77150,76715,434,83.2,82.9,82.9,88.8
36091,"Saratoga, New York",207955,193065,188005,3214,92.6,92.4,92.3,88.3
36093,"Schenectady, New York",131833,101331,96155,12375,87.8,88.5,88.3,82.8
36095,"Schoharie, New York",24082,23163,22672,189,80.7,80.4,80.5,87.1
36097,"Schuyler, New York",14759,14248,14041,108,83.4,83.2,83.3,74.0
36099,"Seneca, New York",25772,24444,23985,376,82.3,81.8,81.8,95.9
36101,"Steuben, New York",78103,73810,73093,1187,82.5,82.2,82.3,84.1
36103,"Suffolk, New York",1323078,1076126,908445,98262,90.9,91.1,91.9,88.0
36105,"Sullivan, New York",60499,48939,43592,4057,84.7,84.2,83.5,84.5
36107,"Tioga, New York",42073,40797,40259,182,87.4,87.8,87.7,76.8
36109,"Tompkins, New York",78137,63689,61389,1921,87.7,88.2,88.4,76.9
36111,"Ulster, New York",149383,128864,121163,7299,89.4,89.3,89.5,87.0
36113,"Warren, New York",55875,53675,52652,643,88.1,88.3,88.3,88.9
36115,"Washington, New York",48718,46905,46454,418,83.5,83.3,83.2,93.1
36117,"Wayne, New York",75787,70684,68568,1759,85.3,85.3,85.4,77.1
36119,"Westchester, New York",846766,556802,465582,113377,89.8,91.6,92.2,82.7
36121,"Wyoming, New York",30923,29265,28988,350,81.9,81.6,81.6,97.2
36123,"Yates, New York",17121,16620,16282,77,72.0,72.0,71.7,55.4
37001,"Alamance, North Carolina",130854,93384,86019,23879,82.5,84.6,84.9,76.5
37003,"Alexander, North Carolina",28951,26010,25722,1083,80.7,81.3,81.1,73.0
37005,"Alleghany, North Carolina",8675,8339,7430,123,79.9,80.2,78.5,51.7
37007,"Anson, North Carolina",18791,9594,8953,8659,81.4,85.5,85.5,77.6
37009,"Ashe, North Carolina",20059,19180,18533,78,75.9,75.8,75.2,77.2
37011,"Avery, North Carolina",10441,10246,9894,19,74.6,75.6,75.6,73.1
37013,"Beaufort, North Carolina",34542,26197,24651,7479,74.0,77.8,80.2,64.4
37015,"Bertie, North Carolina",11395,4736,4674,6163,63.3,73.7,73.7,55.8
37017,"Bladen, North Carolina",24782,15468,14948,7309,75.3,81.4,82.5,64.2
37019,"Brunswick, North Carolina",113107,97733,94956,9265,86.4,88.6,88.5,73.3
37021,"Buncombe, North Carolina",211380,189448,181334,11546,84.6,85.1,86.6,75.3
37023,"Burke, North Carolina",67942,57196,55845,3566,78.0,77.2,77.9,80.1
37025,"Cabarrus, North Carolina",187255,133711,124669,32041,91.4,92.4,92.7,87.4
37027,"Caldwell, North Carolina",68129,61069,59921,2588,84.2,84.7,84.6,73.8
37029,"Camden, North Carolina",9530,7913,7690,1248,90.6,91.0,90.8,85.8
37031,"Carteret, North Carolina",59713,54389,52270,2444,87.9,88.7,88.7,72.7
37033,"Caswell, North Carolina",15833,10624,10259,4343,73.4,76.3,76.0,64.1
37035,"Catawba, North Carolina",134218,106827,102162,9883,86.6,86.9,87.0,81.0
37037,"Chatham, North Carolina",57524,47524,43111,5009,81.4,83.0,85.1,64.0
37039,"Cherokee, North Carolina",21861,20341,19841,230,79.4,79.0,79.0,82.7
37041,"Chowan, North Carolina",10199,6543,6407,3413,73.8,77.5,77.4,70.1
37043,"Clay, North Carolina",8843,8664,8607,43,81.1,82.1,84.4,19.2
37045,"Cleveland, North Carolina",68857,53383,51987,12034,72.0,75.1,74.8,59.6
37047,"Columbus, North Carolina",39365,26053,25206,10097,74.2,77.2,78.1,64.9
37049,"Craven, North Carolina",83740,60739,57546,16329,86.0,88.7,89.2,77.6
37051,"Cumberland, North Carolina",278716,141674,122711,101093,87.9,90.1,89.8,84.9
37053,"Currituck, North Carolina",22739,20737,20025,1114,86.7,87.4,87.5,77.4
37055,"Dare, North Carolina",33336,31103,29577,754,92.5,92.9,93.9,72.4
37057,"Davidson, North Carolina",136054,117635,111186,11298,83.2,83.7,84.6,76.5
