GEOID,Rate_poor_fair_health,provcount_b,provcount_c,injury_deaths_per_100000
42111,0.166,18,11,79.1
42113,,9,6,96.0
42115,0.22399999999999998,15,10,76.9
42117,0.135,16,10,65.1
42119,0.11800000000000001,16,12,45.4
42121,0.18600000000000003,15,10,76.2
42123,0.16699999999999998,12,9,73.0
42125,0.156,26,15,69.1
42127,0.133,22,17,73.3
42129,0.135,28,17,76.8
42131,0.171,11,7,69.3
42133,0.128,22,12,61.1
44001,0.087,10,7,57.7
44003,0.122,15,6,65.4
44005,0.109,11,5,50.6
44007,0.154,23,9,61.3
44009,0.092,13,5,59.6
45001,0.19899999999999998,12,11,59.8
45003,0.15,19,11,75.0
45005,0.249,9,6,67.3
45007,0.17800000000000002,12,7,84.8
45009,0.221,9,9,85.2
45011,0.21899999999999997,10,7,84.4
45013,0.10099999999999999,16,9,59.3
45015,0.17,20,13,61.6
45017,0.136,14,12,78.0
45019,0.11199999999999999,21,12,70.7
45021,0.226,10,7,73.7
45023,0.217,11,6,88.3
45025,0.205,11,7,80.9
45027,0.20800000000000002,7,7,89.7
45029,0.201,11,10,111.6
45031,0.226,15,10,78.8
45033,0.267,10,7,78.2
45035,0.147,17,11,53.5
45037,0.155,14,10,53.8
45039,0.139,11,7,71.4
45041,0.19399999999999998,13,7,66.0
45043,0.161,14,10,77.7
45045,0.142,15,9,68.9
45047,0.179,12,7,71.9
45049,0.22899999999999998,10,7,87.6
45051,0.157,14,8,72.1
45053,0.159,10,8,97.8
45055,0.15,13,10,78.3
45057,0.16699999999999998,13,9,84.3
45059,0.18899999999999997,14,9,82.2
45061,0.255,8,8,63.6
45063,0.152,16,11,69.9
45065,0.244,6,6,59.2
45067,0.24,9,6,98.0
45069,0.28300000000000003,11,8,75.8
45071,0.16,12,8,69.9
45073,0.179,12,6,95.3
45075,0.19399999999999998,17,14,88.0
45077,0.182,11,6,83.7
45079,0.14300000000000002,18,8,55.9
45081,0.16399999999999998,11,9,83.0
45083,0.16899999999999998,15,10,76.4
45085,0.192,10,8,61.5
45087,0.231,10,7,72.8
45089,0.239,9,7,83.2
45091,0.126,13,8,62.7
46003,0.134,8,6,
46005,0.11900000000000001,18,12,53.0
46007,0.145,4,3,116.7
46009,0.083,9,7,62.6
46011,0.08199999999999999,17,12,37.5
46013,0.113,16,10,51.4
46015,0.125,9,6,76.5
46017,0.214,7,6,164.4
46019,0.11800000000000001,11,9,81.1
46021,0.1,7,5,
46023,0.078,9,7,87.6
46025,0.12,9,8,71.0
46027,0.052000000000000005,14,10,40.1
46029,0.10800000000000001,17,11,62.3
46031,0.20800000000000002,6,5,257.6
46033,0.11699999999999999,8,7,87.7
46035,0.111,13,9,60.4
46037,0.092,11,8,91.7
46039,0.134,10,7,82.3
46041,0.233,9,8,145.8
46043,0.19899999999999998,7,5,66.8
46045,0.083,10,8,59.3
46047,0.191,4,3,82.5
46049,,7,5,
46051,0.17800000000000002,11,8,49.1
46053,0.09300000000000001,7,6,103.5
46055,0.128,4,3,
46057,,10,7,61.2
46059,0.057,10,8,
46061,,8,7,65.4
46063,,5,4,
46065,0.114,14,8,59.8
46067,0.107,11,9,79.5
46069,0.09,6,5,
46071,0.188,4,3,182.7
46073,0.075,7,5,117.1
46075,0.08,4,4,
46077,,16,12,85.2
46079,0.14400000000000002,17,13,45.8
46081,0.10099999999999999,14,9,56.6
46083,0.08199999999999999,23,14,38.2
46085,0.122,10,9,149.4
46087,0.085,11,9,50.0
46089,0.073,7,6,
46091,0.152,8,7,56.2
46093,0.10400000000000001,15,10,61.3
46095,0.133,5,4,156.0
46097,0.073,6,5,
46099,0.098,24,15,58.3
46101,0.19,10,8,64.9
46103,0.11,19,12,72.7
46105,,7,5,174.5
46107,0.10300000000000001,6,4,129.1
46109,0.09,11,8,96.6
46111,0.127,5,4,
46113,0.196,5,4,184.3
46115,0.12300000000000001,10,8,86.4
46117,0.13699999999999998,11,8,
46119,0.065,7,6,
46121,0.20199999999999999,6,5,204.3
46123,0.099,5,4,82.0
46125,0.08900000000000001,10,9,60.0
46127,0.10400000000000001,17,14,58.4
46129,0.184,8,6,51.4
46135,0.114,17,11,73.9
46137,0.163,6,4,114.6
47001,0.19399999999999998,12,8,86.1
47003,0.223,14,11,84.7
47005,0.2,10,9,121.8
47007,0.27,6,6,77.5
47009,0.15,15,8,73.1
47011,0.195,14,9,76.2
47013,0.354,11,8,106.3
47015,0.2,8,8,113.0
47017,0.203,11,10,108.1
47019,0.225,10,7,73.4
47021,0.175,10,8,113.0
47023,0.171,10,9,77.5
47025,0.312,12,9,125.5
47027,0.265,7,7,132.8
47029,0.267,12,8,104.3
47031,0.188,11,7,89.7
47033,0.22899999999999998,12,11,78.2
47035,0.214,14,11,100.2
47037,0.14400000000000002,26,15,73.8
47039,0.251,7,6,114.2
47041,0.226,10,8,131.0
47043,0.22399999999999998,11,7,97.0
47045,0.193,14,11,66.4
47047,0.163,11,9,68.8
47049,0.326,6,5,124.8
47051,0.17800000000000002,12,10,93.7
47053,0.226,20,16,94.7
47055,0.18600000000000003,16,13,98.4
47057,0.19899999999999998,10,10,106.2
47059,0.207,12,7,98.5
47061,0.359,8,8,171.9
47063,0.26,13,9,85.4
47065,0.18,16,12,69.6
47067,0.293,9,10,118.3
47069,0.276,10,8,92.6
47071,0.271,10,10,117.0
47073,0.258,10,8,95.5
47075,0.251,13,10,65.3
47077,0.168,12,8,76.9
47079,0.267,14,13,112.2
47081,0.23600000000000002,8,6,92.3
47083,,5,5,114.6
47085,0.24100000000000002,8,7,102.0
47087,0.289,9,8,128.6
47089,0.255,11,7,81.5
47091,0.256,12,10,78.0
47093,0.16699999999999998,20,15,75.7
47095,0.207,9,8,77.1
47097,0.252,12,8,89.2
47099,0.233,11,10,102.0
47101,0.276,10,8,91.3
47103,0.23199999999999998,13,9,86.5
47105,0.127,14,10,80.7
47107,0.305,12,8,91.7
47109,0.263,11,9,111.5
47111,0.257,9,8,126.6
47113,0.19,16,11,63.3
47115,0.273,15,11,104.9
47117,0.214,11,8,88.3
47119,0.198,14,11,71.6
47121,0.332,9,7,116.1
47123,0.214,11,9,98.1
47125,0.17800000000000002,13,9,60.7
47127,0.294,8,8,88.2
47129,0.264,10,9,113.4
47131,0.16699999999999998,14,12,80.0
47133,0.27399999999999997,11,9,98.9
47135,0.248,4,4,114.5
47137,,7,7,66.6
47139,0.247,10,8,90.7
47141,0.166,12,8,74.8
47143,0.24600000000000002,13,8,95.5
47145,0.24600000000000002,12,7,113.2
47147,0.154,14,9,85.2
47149,0.145,22,17,49.0
47151,0.455,12,9,100.0
47153,0.265,11,10,81.8
47155,0.207,12,8,77.2
47157,0.158,18,12,70.6
47159,0.129,14,10,95.0
47161,0.29600000000000004,10,8,116.2
47163,0.221,15,8,72.9
47165,0.205,18,13,67.6
47167,0.24100000000000002,12,11,71.1
47169,,7,7,109.9
47171,0.257,9,6,83.1
47173,,11,9,90.7
47175,0.19399999999999998,6,6,90.1
47177,0.265,12,9,93.5
47179,0.185,14,8,70.5
47181,0.222,6,6,94.1
47183,0.23,14,11,80.5
47185,0.233,11,11,99.7
47187,0.069,18,14,43.7
47189,0.16899999999999998,18,14,60.4
48001,0.213,15,8,83.4
48003,0.282,11,7,107.9
48005,0.259,12,6,68.8
48007,,15,9,102.7
48009,,15,13,73.7
48011,,9,7,135.1
48013,0.287,16,12,61.2
48015,0.308,17,12,70.5
48017,,7,5,87.1
48019,,13,8,71.3
48021,0.14400000000000002,19,12,73.2
48023,0.10800000000000001,9,8,134.7
48025,0.177,10,6,56.2
48027,0.18899999999999997,15,9,55.5
48029,0.16699999999999998,39,22,59.6
48031,,14,9,80.6
48033,,8,6,
48035,,11,11,86.1
48037,0.204,15,7,72.7
48039,0.1,25,15,55.1
48041,0.126,23,14,36.6
48043,0.163,10,6,74.1
48045,,7,5,
48047,,11,6,77.2
48049,0.218,19,12,68.9
48051,,11,9,87.4
48053,0.081,18,13,83.5
48055,,17,10,60.8
48057,0.213,12,8,67.3
48059,,9,8,84.3
48061,0.301,22,8,30.4
48063,,10,7,82.3
48065,,11,10,109.4
48067,0.355,15,10,95.1
48069,,12,9,55.1
48071,,16,12,85.7
48073,0.281,16,11,88.7
48075,,10,7,82.4
48077,0.19899999999999998,16,14,82.0
48079,,7,6,64.6
48081,,9,10,102.9
48083,,11,10,79.4
48085,0.09699999999999999,46,24,34.1
48087,,10,8,157.4
48089,,21,15,73.1
48091,0.12,25,12,68.3
48093,0.221,12,12,79.3
48095,,9,8,
48097,,17,11,86.9
48099,0.191,14,9,50.0
48101,,6,4,
48103,,7,5,59.6
48105,,9,5,74.8
48107,,10,9,49.1
48109,,7,3,
48111,,8,5,65.4
48113,0.17300000000000001,50,29,50.6
48115,,10,8,62.5
48117,,7,6,58.1
48119,,12,9,114.5
48121,0.125,38,23,35.3
48123,,11,8,77.4
48125,,8,5,
48127,,11,8,63.7
48129,,8,6,82.0
48131,,12,8,77.9
48133,,15,12,91.7
48135,0.207,18,8,74.8
48137,0.22899999999999998,5,4,
48139,0.161,23,12,46.2
48141,0.259,25,11,41.7
48143,0.142,17,11,58.9
48145,,12,9,68.6
48147,0.35,14,10,87.9
48149,,15,13,89.6
48151,,10,10,80.8
48153,,10,10,86.8
48155,,7,5,
48157,0.131,28,21,32.4
48159,,10,7,88.7
48161,0.198,13,9,75.4
48163,,15,9,55.6
48165,0.184,11,9,69.5
48167,0.129,23,12,66.2
48169,,11,8,62.6
48171,,14,10,73.4
48173,,8,6,
48175,,8,8,74.7
48177,,9,7,84.9
48179,0.14800000000000002,13,9,81.8
48181,0.128,24,16,77.8
48183,0.193,20,10,70.2
48185,,18,15,81.2
48187,0.17800000000000002,26,16,53.3
48189,0.196,14,12,55.9
48191,,11,7,101.4
48193,,10,7,80.3
48195,,9,7,79.2
48197,,9,7,53.2
48199,0.162,12,7,88.1
48201,0.174,49,26,52.4
48203,0.18100000000000002,17,11,76.7
48205,,8,6,43.4
48207,,9,9,74.6
48209,0.133,23,16,49.0
48211,,8,7,82.7
48213,0.212,15,10,89.1
48215,0.267,26,11,29.8
48217,0.257,18,12,76.9
48219,0.162,14,9,70.5
48221,0.179,19,11,72.7
48223,0.179,16,9,90.7
48225,0.337,13,8,78.2
48227,0.27,11,7,74.4
48229,,7,4,
48231,0.191,23,16,72.2
48233,0.257,12,9,89.8
48235,,10,7,
48237,,15,12,75.3
48239,,16,11,78.1
48241,0.244,13,7,74.0
48243,0.11599999999999999,8,7,86.4
48245,0.151,22,12,66.3
48247,,9,7,53.3
48249,0.278,16,9,79.5
48251,0.214,24,15,61.7
48253,,12,11,70.6
48255,,12,7,76.3
48257,0.14,20,12,57.5
48259,,15,10,62.9
48261,,5,4,
48263,,6,5,
48265,0.203,14,9,88.9
48267,,8,7,87.2
48269,,5,5,
48271,,6,5,
48273,0.171,16,9,45.1
48275,,6,5,
48277,0.19,15,11,76.0
48279,,11,9,87.2
48281,,11,8,59.5
48283,,11,8,72.6
48285,0.35200000000000004,11,11,51.8
48287,,15,15,81.9
48289,0.19699999999999998,9,8,85.5
48291,0.203,18,13,88.3
48293,0.498,14,12,105.3
48295,,10,7,132.4
48297,,10,7,74.7
48299,,11,8,101.3
48301,,5,2,
48303,0.179,19,13,65.8
48305,,10,8,98.5
48307,,10,7,70.0
48309,0.20800000000000002,21,12,56.6
48311,,7,4,
48313,,9,8,70.7
48315,,8,8,81.4
48317,,10,8,95.8
48319,,9,5,65.5
48321,0.222,15,8,72.0
48323,0.257,11,6,41.4
48325,0.14300000000000002,19,14,55.7
48327,,7,5,134.0
48329,0.149,21,10,58.8
48331,0.327,15,13,68.8
48333,,10,7,90.3
48335,,11,8,68.3
48337,,13,12,115.6
48339,0.151,31,18,58.7
48341,,10,6,62.6
48343,,9,7,97.5
48345,,7,5,
48347,0.214,13,8,73.7
48349,0.23399999999999999,18,13,54.0
48351,,6,6,101.5
48353,,14,12,87.3
48355,0.2,23,15,62.9
48357,,9,7,85.2
48359,,6,5,
48361,0.158,13,6,104.3
48363,0.221,15,12,86.4
48365,0.153,13,10,91.5
48367,0.156,25,17,63.0
48369,,12,10,31.5
48371,0.185,12,8,50.3
48373,0.225,13,10,140.3
48375,0.248,19,11,74.1
48377,0.17600000000000002,8,6,33.9
48379,,9,7,78.3
48381,0.14,13,10,56.2
48383,,10,7,88.5
48385,,6,5,120.3
48387,0.327,11,9,110.9
48389,,11,7,61.7
48391,,7,6,70.7
48393,,9,7,
48395,,12,12,95.1
48397,,23,14,37.9
48399,,12,9,68.8
48401,0.151,16,13,81.9
48403,,4,4,127.6
48405,,6,6,154.9
48407,,13,13,93.7
48409,0.196,15,10,59.0
48411,,10,6,102.8
48413,,8,7,
48415,0.11699999999999999,10,6,79.5
48417,,11,11,
48419,0.168,11,9,116.3
48421,,11,8,72.4
48423,0.18100000000000002,23,12,69.4
48425,,11,7,83.0
48427,0.33299999999999996,9,7,32.2
48429,,11,10,91.9
48431,,9,8,171.8
48433,,10,8,
48435,,11,7,
48437,,11,8,69.2
48439,0.145,46,22,44.9
48441,0.16899999999999998,15,10,64.9
48443,,5,3,
48445,0.237,11,8,89.1
48447,,7,7,147.4
48449,0.184,11,6,72.4
48451,0.193,16,9,56.4
48453,0.131,38,20,52.8
48455,0.242,9,6,99.4
48457,0.255,12,8,98.0
48459,,13,9,86.3
48461,,5,4,60.5
48463,0.198,15,12,64.3
48465,0.306,11,7,42.8
48467,0.209,14,10,96.3
48469,0.22699999999999998,18,9,63.3
48471,0.159,15,10,55.2
48473,,18,12,69.5
48475,,11,7,72.8
48477,,17,13,65.5
48479,0.26,27,11,42.0
48481,0.19899999999999998,17,11,65.1
48483,,11,10,77.6
48485,0.20199999999999999,23,17,73.9
48487,,12,9,56.5
48489,,8,4,38.2
48491,0.12,28,17,37.9
48493,0.18,12,9,57.7
48495,,7,5,83.9
48497,0.14,20,14,69.1
48499,0.22,12,10,92.5
48501,,13,9,83.3
48503,0.251,13,12,105.5
48505,0.275,8,6,42.8
48507,,10,8,69.8
49001,0.138,10,7,85.7
49003,0.136,17,14,65.7
49005,0.11,16,11,39.6
49007,0.18899999999999997,8,7,123.9
49009,,5,5,
49011,0.1,19,14,49.7
49013,0.165,7,5,102.5
49015,0.159,7,5,97.3
49017,0.08800000000000001,7,6,86.3
49019,0.13,8,6,122.0
49021,0.109,16,11,76.1
49023,0.139,11,9,95.8
49025,0.15,5,4,135.4
49027,0.131,11,10,90.0
49029,0.052000000000000005,7,7,33.7
49031,0.15,5,5,
49033,,6,7,
49035,0.124,32,20,65.1
49037,0.142,8,7,114.3
49039,0.14400000000000002,9,9,83.9
49041,0.18,8,7,90.5
49043,0.087,17,13,49.7
49045,0.141,15,10,57.1
49047,0.155,8,5,81.6
49049,0.113,30,26,46.0
49051,0.099,13,9,60.9
49053,0.12,20,14,71.7
49055,0.08199999999999999,6,6,123.4
49057,0.14400000000000002,17,12,68.3
50001,0.091,12,10,65.2
50003,0.127,14,9,87.5
50005,0.12,12,10,74.4
50007,0.078,16,9,48.5
50009,0.174,9,8,88.7
50011,0.128,11,8,64.8
50013,0.094,8,7,54.1
50015,0.105,13,10,70.3
50017,0.115,14,11,80.1
50019,0.155,12,9,91.9
50021,0.124,15,9,76.3
50023,0.095,20,14,66.9
50025,0.10800000000000001,13,9,91.2
50027,0.10300000000000001,16,11,71.0
51001,0.2,11,10,79.5
51003,0.063,13,12,47.1
51005,0.161,7,7,86.0
51007,0.126,8,7,97.8
51009,0.195,13,8,71.7
51011,0.13,11,8,85.6
51013,0.08199999999999999,26,12,26.1
51015,0.11199999999999999,17,16,66.8
51017,,9,10,89.1
51019,0.175,17,15,68.7
51021,,9,9,114.1
51023,0.10099999999999999,14,12,64.2
51025,0.17600000000000002,11,8,55.2
51027,0.28600000000000003,10,10,139.0
51029,0.235,11,9,60.8
51031,0.16,14,9,66.1
51033,,12,8,54.0
51035,0.127,10,9,96.0
51036,0.13,6,4,105.3
51037,0.275,8,8,89.3
51041,0.12,16,9,46.7
51043,0.113,10,8,63.6
51045,0.155,5,7,89.2
51047,0.149,14,6,58.5
51049,0.261,9,10,68.4
51051,0.309,9,7,146.2
51053,0.193,11,7,62.4
51057,0.1,9,6,91.7
51059,0.07400000000000001,32,18,29.0
51061,0.126,13,9,72.4
51063,0.13699999999999998,5,8,78.6
51065,0.114,6,7,55.1
51067,0.20800000000000002,15,12,78.9
51069,0.122,13,10,54.9
51071,0.14300000000000002,11,9,88.6
51073,0.11699999999999999,8,6,75.0
51075,0.07200000000000001,11,8,54.7
51077,0.198,10,9,83.7
51079,,9,8,55.3
51081,0.24,6,6,57.7
51083,0.16,13,12,84.1
51085,0.091,13,9,48.6
51087,0.10800000000000001,16,8,49.2
51089,0.26,13,9,114.3
51091,,5,6,
51093,0.13699999999999998,10,5,51.1
51095,0.065,9,7,49.3
51097,,9,8,71.8
51099,,9,6,57.3
51101,,10,8,55.5
51103,,9,8,91.6
51105,0.28600000000000003,8,7,96.7
51107,0.105,29,16,23.7
51109,0.122,10,9,67.8
51111,0.2,10,9,79.4
51113,,7,7,85.9
51115,,9,8,58.0
51117,0.152,11,8,69.4
51119,,11,7,79.2
51121,0.115,14,12,45.3
51125,,10,12,78.6
51127,,6,6,53.1
51131,0.185,8,7,77.4
51133,,11,8,96.8
51135,0.209,10,8,66.9
51137,0.141,11,8,71.4
51139,0.179,10,9,74.9
51141,0.303,8,9,101.5
51143,0.193,18,14,85.4
51145,,10,6,60.0
51147,0.102,10,8,55.1
51149,0.109,10,6,51.6
51153,0.14300000000000002,22,10,34.1
51155,0.237,13,8,88.4
51157,,7,7,83.7
51159,0.203,10,8,82.3
51161,0.127,16,11,53.3
51163,0.08,10,9,77.0
51165,0.11,11,11,57.7
51167,0.294,11,8,94.5
51169,0.23,10,9,102.1
51171,0.13,10,9,64.7
51173,0.287,11,6,74.1
51175,0.133,8,5,64.7
51177,0.135,15,10,48.2
51179,0.107,15,9,36.5
51181,0.14300000000000002,7,5,68.7
51183,0.156,9,6,84.2
51185,0.29100000000000004,12,11,105.7
51187,0.138,11,8,67.6
51191,0.187,11,8,73.0
51193,0.156,10,8,60.7
51195,0.239,14,9,90.9
51197,0.27,14,10,86.3
51199,0.065,12,7,35.4
51510,0.10400000000000001,19,10,31.5
51520,,12,7,80.0
51530,,7,5,54.0
51540,0.071,14,9,40.3
51550,0.121,16,10,47.8
51570,,9,6,55.0
51580,,7,5,91.2
51590,0.23,14,11,89.3
51595,,8,5,71.9
51600,0.114,12,7,76.0
51610,,13,10,58.7
51620,0.151,8,6,63.2
51630,0.254,14,8,41.8
51640,,10,6,71.9
51650,0.126,12,8,50.5
51660,,10,11,28.9
51670,0.295,10,7,57.8
51678,,11,6,34.3
51680,0.134,16,12,55.5
51683,,16,9,45.4
51685,,11,6,25.1
51690,,11,6,88.2
51700,0.165,11,7,50.8
51710,0.155,14,10,55.2
51720,,6,5,60.5
51730,0.191,12,7,81.3
51735,,7,6,31.4
51740,0.177,11,8,63.1
51750,,7,6,52.3
51760,0.162,18,11,69.2
51770,0.17600000000000002,18,12,75.4
51775,0.152,14,10,57.2
51790,,10,10,80.6
51800,0.13,13,8,51.1
51810,0.125,15,9,46.3
51820,,12,11,62.7
51830,,10,7,49.5
51840,0.281,12,8,71.4
53001,0.233,14,11,50.6
53003,0.195,9,7,87.8
53005,0.129,21,13,47.0
53007,0.162,21,14,76.5
53009,0.152,13,7,96.1
53011,0.13699999999999998,23,14,57.6
53013,0.16899999999999998,12,8,50.0
53015,0.18100000000000002,21,11,73.2
53017,0.14800000000000002,20,13,50.5
53019,0.19399999999999998,12,11,137.1
53021,0.243,19,11,40.0
53023,0.19,6,5,
53025,0.192,21,15,66.8
53027,0.18600000000000003,14,8,78.0
53029,0.132,11,8,60.5
53031,0.168,9,7,86.6
53033,0.102,40,21,48.3
53035,0.125,19,11,54.4
53037,0.132,12,9,54.7
53039,0.15,10,7,83.3
53041,0.16899999999999998,21,13,82.5
53043,0.129,11,8,93.0
53045,0.18100000000000002,15,11,74.0
53047,0.198,15,13,96.7
53049,0.19,10,9,113.6
53051,0.145,11,9,103.2
53053,0.151,26,18,59.6
53055,0.09,8,8,49.5
53057,0.154,16,10,72.4
53059,0.17,11,9,86.9
53061,0.132,22,15,56.9
53063,0.139,28,20,83.3
53065,0.162,16,11,99.3
53067,0.135,21,12,60.2
53069,0.195,7,5,135.1
53071,0.154,17,11,72.0
53073,0.114,22,16,45.1
53075,0.095,20,14,40.9
53077,0.22,21,11,60.7
54001,0.24100000000000002,8,7,77.7
54003,0.162,13,7,72.5
54005,0.304,11,9,148.6
54007,0.25,10,9,104.7
54009,0.19,13,10,99.1
54011,0.21100000000000002,15,10,87.5
54013,0.217,7,8,65.7
54015,0.26899999999999996,7,7,110.3
54017,0.159,7,8,98.3
54019,0.225,9,8,111.8
54021,0.247,11,10,65.0
54023,0.23600000000000002,8,7,67.1
54025,0.209,10,9,107.4
54027,0.18899999999999997,7,7,84.9
54029,0.172,9,6,88.2
54031,0.166,8,6,86.4
54033,0.184,16,11,86.4
54035,0.21100000000000002,11,9,74.0
54037,0.157,10,7,67.7
54039,0.207,16,9,95.7
54041,0.223,14,11,95.1
54043,0.303,8,7,127.1
54045,0.313,12,10,134.7
54047,0.32799999999999996,9,9,188.3
54049,0.17600000000000002,14,10,74.8
54051,0.174,12,9,67.3
54053,0.209,9,7,94.0
54055,0.23199999999999998,12,9,126.3
54057,0.14800000000000002,14,8,73.4
54059,0.336,8,9,143.3
54061,0.161,17,11,55.0
54063,0.214,8,7,118.3
54065,0.21,8,6,81.0
54067,0.257,9,8,109.1
54069,0.14,14,8,59.6
54071,0.138,7,8,83.3
54073,0.127,7,7,57.6
54075,0.256,7,7,98.3
54077,0.193,11,8,75.2
54079,0.17300000000000001,13,9,73.3
54081,0.258,13,10,116.7
54083,0.221,14,11,86.5
54085,0.19,7,6,57.7
54087,0.263,8,7,80.6
54089,0.22699999999999998,9,8,134.5
54091,0.268,9,8,86.5
54093,0.151,7,7,87.4
54095,0.158,8,8,91.3
54097,0.19399999999999998,11,8,77.6
54099,0.285,13,11,94.0
54101,0.239,6,7,109.2
54103,0.231,10,9,77.5
54105,0.161,7,8,76.5
54107,0.205,15,9,62.4
54109,0.348,10,10,191.0
55001,0.149,12,10,85.3
55003,0.105,9,8,68.3
55005,0.10300000000000001,15,12,54.5
55007,0.145,6,7,77.0
55009,0.141,19,13,48.8
55011,0.212,11,11,60.5
55013,0.14,9,9,83.7
55015,0.11599999999999999,18,15,38.0
55017,0.11,18,13,60.3
55019,0.121,15,13,61.8
55021,0.12,16,13,71.3
55023,0.091,9,9,79.1
55025,0.09,26,15,48.9
55027,0.146,17,15,75.0
55029,0.073,12,10,61.0
55031,0.154,11,7,67.8
55033,0.1,14,13,64.9
55035,0.10800000000000001,18,14,51.3
55037,0.159,9,8,
55039,0.11599999999999999,19,16,63.4
55041,0.124,12,11,111.2
55043,0.107,17,14,56.4
55045,0.07200000000000001,13,12,69.1
55047,0.177,8,7,78.7
55049,,13,12,58.3
55051,0.086,7,8,87.2
55053,0.126,10,10,63.6
55055,0.096,15,14,49.4
55057,0.183,17,15,92.1
55059,0.131,17,14,61.1
55061,0.105,10,10,40.8
55063,0.073,15,7,61.6
55065,0.11699999999999999,12,13,74.9
55067,0.158,11,11,73.2
55069,0.124,13,11,79.4
55071,0.14800000000000002,18,16,82.2
55073,0.15,18,15,53.1
55075,0.15,11,8,75.2
55077,0.177,10,9,94.9
55078,0.171,6,6,112.5
55079,0.141,27,13,76.4
55081,0.115,12,9,62.2
55083,0.13,12,10,69.7
55085,0.11800000000000001,13,11,71.0
55087,0.086,20,14,46.4
55089,0.081,15,14,36.3
55091,0.102,7,7,34.9
55093,0.11199999999999999,14,14,51.9
55095,0.11699999999999999,14,13,79.8
55097,0.091,18,16,53.4
55099,0.107,8,9,60.8
55101,0.156,16,12,56.5
55103,0.149,13,12,67.7
55105,0.146,21,17,70.6
55107,0.105,11,10,74.9
55109,0.087,17,13,49.6
55111,0.096,15,10,71.0
55113,0.065,11,10,71.1
55115,0.127,13,12,58.3
55117,0.106,19,14,61.7
55119,0.066,9,9,64.0
55121,0.159,10,9,65.9
55123,0.111,12,12,68.4
55125,0.1,12,12,93.0
55127,0.139,18,18,62.7
55129,0.161,9,8,84.2
55131,0.095,18,16,64.2
55133,0.095,22,16,62.4
55135,0.12300000000000001,16,14,75.9
55137,0.109,12,9,70.0
55139,0.08900000000000001,17,13,61.8
55141,0.11199999999999999,16,12,56.8
56001,0.102,19,13,55.3
56003,0.139,9,7,118.6
56005,0.126,15,10,69.8
56007,0.132,19,14,83.6
56009,0.126,13,10,91.4
56011,0.10800000000000001,9,8,99.6
56013,0.139,14,11,132.7
56015,0.126,10,7,89.2
56017,0.15,7,6,83.5
56019,0.10300000000000001,12,10,74.7
56021,0.13,22,15,80.1
56023,0.122,16,11,86.8
56025,0.14300000000000002,18,11,91.5
56027,0.109,12,10,105.1
56029,0.1,15,12,80.1
56031,0.12300000000000001,15,13,117.4
56033,0.13,16,11,75.6
56035,0.11599999999999999,8,5,67.5
56037,0.142,18,11,95.1
56039,0.059000000000000004,11,8,46.8
56041,0.135,12,10,90.7
56043,0.106,9,7,83.1
56045,0.162,10,8,97.8
