GEOID,Rate_poor_fair_health,provcount_b,provcount_c,injury_deaths_per_100000
28027,0.243,9,6,108.0
28029,0.23800000000000002,13,9,91.3
28031,0.256,10,8,98.0
28033,0.154,13,7,60.9
28035,0.19899999999999998,15,9,70.9
28037,0.239,4,6,91.8
28039,0.22899999999999998,12,8,98.3
28041,0.28600000000000003,5,6,78.0
28043,0.262,12,9,82.2
28045,0.188,15,10,99.1
28047,0.196,17,10,80.9
28049,0.209,19,12,66.8
28051,0.23800000000000002,7,6,95.8
28053,0.319,6,5,93.5
28055,,5,6,
28057,0.268,7,8,117.3
28059,0.204,17,11,94.4
28061,0.266,9,7,97.4
28063,0.295,6,5,69.7
28065,0.23600000000000002,6,6,105.1
28067,0.225,15,10,88.7
28069,0.298,6,6,75.2
28071,0.162,11,7,60.1
28073,0.18600000000000003,14,7,63.3
28075,0.215,14,7,70.6
28077,0.244,8,6,105.8
28079,0.25,10,7,72.8
28081,0.17800000000000002,16,11,75.7
28083,0.223,10,7,80.1
28085,0.248,10,6,74.0
28087,0.204,16,9,64.8
28089,0.154,18,9,57.9
28091,0.247,9,6,130.5
28093,0.231,13,9,88.0
28095,0.237,13,11,82.3
28097,0.2,7,5,113.9
28099,0.263,10,9,103.0
28101,0.21,9,6,93.1
28103,0.226,6,7,57.3
28105,0.17800000000000002,12,9,61.1
28107,0.223,10,6,109.0
28109,0.254,11,7,109.1
28111,0.245,10,8,77.0
28113,0.285,11,8,87.8
28115,0.244,15,10,79.5
28117,0.248,11,8,81.9
28119,0.35100000000000003,6,6,134.2
28121,0.146,16,11,71.8
28123,0.273,11,7,96.4
28125,0.145,5,5,132.7
28127,0.237,13,10,93.2
28129,0.214,9,8,81.6
28131,0.212,10,8,69.2
28133,0.233,11,9,83.5
28135,0.324,6,5,74.7
28137,0.19899999999999998,10,7,91.0
28139,0.265,9,8,96.8
28141,0.204,11,9,117.5
28143,0.308,9,5,80.1
28145,0.231,13,9,83.9
28147,0.212,8,6,114.2
28149,0.191,13,8,82.6
28151,0.20800000000000002,14,11,92.5
28153,0.28300000000000003,10,8,97.4
28155,0.249,6,6,88.3
28157,0.28600000000000003,6,7,85.6
28159,0.248,12,10,99.1
28161,0.26,9,10,120.0
28163,0.245,10,7,76.7
29001,0.175,11,8,58.7
29003,0.11199999999999999,10,11,55.9
29005,0.132,8,8,56.4
29007,0.21600000000000003,14,12,71.8
29009,0.177,13,10,86.5
29011,0.166,10,10,95.0
29013,0.163,11,10,88.2
29015,0.172,7,8,106.1
29017,0.17800000000000002,8,9,72.6
29019,0.10800000000000001,17,11,51.3
29021,0.225,18,12,66.3
29023,0.276,14,11,103.3
29025,0.114,9,7,115.9
29027,0.166,15,12,78.7
29029,0.174,18,15,87.8
29031,0.14800000000000002,14,10,54.2
29033,0.179,8,8,101.3
29035,,7,6,122.0
29037,0.126,23,14,62.8
29039,,6,5,98.8
29041,0.205,10,9,54.1
29043,0.12,14,9,60.2
29045,0.265,6,5,101.7
29047,0.14300000000000002,22,14,56.6
29049,0.126,15,12,72.4
29051,0.13699999999999998,17,13,56.7
29053,0.113,11,8,63.7
29055,0.19,9,6,92.1
29057,,8,8,81.9
29059,0.162,8,8,66.6
29061,0.14800000000000002,10,9,69.5
29063,0.12,11,10,46.7
29065,0.39299999999999996,6,5,119.2
29067,0.213,6,5,80.4
29069,0.294,10,10,101.9
29071,0.129,18,13,98.9
29073,0.289,11,10,101.5
29075,0.209,10,10,70.9
29077,0.152,23,14,79.4
29079,0.146,7,6,68.3
29081,0.195,9,7,107.9
29083,0.172,12,10,88.1
29085,0.508,7,6,100.4
29087,0.095,9,9,82.6
29089,0.107,7,6,51.2
29091,0.209,14,9,88.3
29093,0.28300000000000003,7,7,94.3
29095,0.154,32,18,81.4
29097,0.16399999999999998,20,16,89.9
29099,0.157,17,12,80.8
29101,0.14,13,9,40.0
29103,,7,7,87.5
29105,0.204,14,11,65.4
29107,0.094,14,9,64.9
29109,0.18,13,11,69.5
29111,0.166,7,5,60.9
29113,0.175,12,9,70.7
29115,0.192,10,11,74.2
29117,0.245,11,9,62.4
29119,0.256,11,9,79.2
29121,0.115,11,8,99.0
29123,0.282,7,9,82.8
29125,0.11900000000000001,7,7,89.8
29127,0.151,10,8,71.1
29129,,5,4,95.5
29131,0.221,14,15,72.6
29133,0.349,8,9,68.8
29135,0.14,10,10,44.9
29137,0.21,10,10,92.2
29139,,15,10,88.6
29141,0.209,12,13,91.7
29143,0.239,11,10,102.2
29145,0.155,18,16,85.2
29147,0.139,15,11,52.3
29149,0.18899999999999997,6,6,77.3
29151,0.151,10,9,67.8
29153,0.157,4,4,113.8
29155,0.324,11,11,115.8
29157,0.184,9,8,61.0
29159,0.212,13,9,68.0
29161,0.221,12,8,84.4
29163,0.18600000000000003,8,8,72.2
29165,0.106,23,15,57.2
29167,0.188,10,9,96.0
29169,0.222,11,8,70.6
29171,0.17300000000000001,7,6,84.3
29173,0.14800000000000002,10,10,64.8
29175,0.209,14,10,66.1
29177,0.22,10,9,100.8
29179,0.281,8,8,126.1
29181,0.20800000000000002,6,5,96.7
29183,0.10099999999999999,22,16,55.9
29185,0.212,7,5,97.1
29186,0.159,9,7,80.8
29187,0.255,12,9,97.2
29189,0.12,32,20,63.1
29195,0.16,12,11,64.6
29197,0.131,5,5,81.9
29199,0.254,5,4,82.6
29201,0.233,12,9,73.5
29203,0.245,6,6,102.2
29205,0.155,8,6,75.8
29207,0.183,12,11,68.9
29209,0.179,9,7,77.9
29211,0.204,8,7,114.0
29213,0.204,12,6,54.3
29215,0.302,9,6,89.0
29217,0.18600000000000003,11,11,87.8
29219,0.182,15,11,79.6
29221,0.257,10,11,87.6
29223,0.272,8,8,98.1
29225,0.20800000000000002,9,7,75.7
29227,,7,7,130.1
29229,0.204,9,7,92.9
29510,0.182,22,13,97.9
30001,0.11,11,7,97.5
30003,0.21899999999999997,10,9,144.6
30005,0.188,6,5,110.5
30007,0.12300000000000001,11,11,100.4
30009,0.111,12,12,121.4
30011,0.13,6,6,
30013,0.142,21,13,87.7
30015,0.106,8,8,89.4
30017,0.187,9,7,128.2
30019,,4,4,
30021,0.14,8,5,104.1
30023,0.204,8,6,135.7
30025,0.079,4,4,89.3
30027,0.10300000000000001,11,8,99.1
30029,0.138,14,7,75.6
30031,0.08199999999999999,20,15,58.0
30033,,4,4,
30035,0.196,10,8,132.6
30037,,5,5,
30039,0.081,5,5,84.7
30041,0.171,10,7,92.9
30043,0.113,12,12,88.1
30045,0.1,6,7,107.3
30047,0.152,8,8,102.2
30049,0.129,18,12,86.4
30051,,6,7,
30053,0.17800000000000002,7,7,111.3
30055,0.07200000000000001,5,5,116.7
30057,0.11,8,7,106.7
30059,,5,6,147.1
30061,0.233,4,4,152.6
30063,0.114,17,11,79.4
30065,0.152,4,4,74.5
30067,0.188,14,12,97.1
30069,,5,5,
30071,0.134,6,6,85.5
30073,0.145,6,6,81.2
30075,0.102,4,4,
30077,0.19,8,7,101.9
30079,,4,4,191.1
30081,0.14400000000000002,11,9,91.3
30083,0.11900000000000001,7,5,132.5
30085,0.175,7,5,166.2
30087,0.155,10,8,134.0
30089,0.159,6,7,127.7
30091,0.157,4,4,174.5
30093,0.159,18,13,100.7
30095,0.09300000000000001,12,12,81.4
30097,0.07400000000000001,6,6,108.9
30099,0.129,6,6,78.9
30101,0.14800000000000002,8,7,42.1
30103,,5,5,
30105,0.165,5,5,72.7
30107,0.161,5,5,
30109,,4,4,
30111,0.134,25,16,71.6
31001,0.127,14,11,59.4
31003,0.115,12,9,69.1
31005,0.09300000000000001,6,5,
31007,0.141,8,7,
31009,0.044000000000000004,5,4,
31011,0.098,13,11,54.8
31013,0.133,13,10,73.9
31015,0.10800000000000001,9,6,96.0
31017,0.214,11,8,128.6
31019,0.10300000000000001,19,13,47.5
31021,0.128,14,13,90.7
31023,0.136,11,10,62.3
31025,0.08199999999999999,13,11,65.9
31027,0.098,14,12,77.2
31029,0.08199999999999999,10,8,116.0
31031,0.122,12,9,52.4
31033,0.124,18,14,69.7
31035,0.125,12,10,70.8
31037,0.153,14,12,68.9
31039,0.125,15,12,43.7
31041,0.115,16,14,82.4
31043,0.19,16,11,47.0
31045,0.145,13,9,67.6
31047,0.134,20,15,65.1
31049,0.105,13,12,
31051,0.096,11,10,90.2
31053,0.135,19,14,65.0
31055,0.12300000000000001,28,15,49.2
31057,0.133,9,6,
31059,0.09699999999999999,10,7,54.5
31061,0.127,9,8,100.2
31063,0.099,8,8,87.1
31065,0.10800000000000001,10,9,109.7
31067,0.175,12,9,90.9
31069,0.138,12,11,
31071,0.07400000000000001,6,5,
31073,0.08900000000000001,13,12,
31075,0.09,4,3,
31077,0.094,8,7,
31079,0.14400000000000002,20,13,53.6
31081,0.11199999999999999,15,12,37.4
31083,0.114,14,13,70.2
31085,0.068,9,8,
31087,0.128,9,7,117.4
31089,0.124,16,11,73.0
31091,0.114,5,5,
31093,0.115,11,9,73.0
31095,0.154,13,10,92.4
31097,0.139,12,9,80.9
31099,0.08199999999999999,15,12,52.2
31101,0.14800000000000002,20,16,81.9
31103,,6,5,
31105,0.16,9,8,132.0
31107,0.11900000000000001,11,9,108.7
31109,0.10099999999999999,27,18,42.2
31111,0.14800000000000002,22,16,65.7
31113,,7,6,
31115,0.146,6,5,
31117,,8,8,
31119,0.13,18,11,54.1
31121,0.106,19,15,77.1
31123,0.156,13,10,83.9
31125,0.11900000000000001,15,13,96.4
31127,0.125,14,10,66.4
31129,0.113,9,7,93.4
31131,0.115,17,12,59.8
31133,0.13,11,8,123.8
31135,0.092,10,9,81.4
31137,0.10099999999999999,16,13,65.3
31139,0.083,13,11,41.4
31141,0.127,18,12,47.8
31143,0.08,11,10,
31145,0.15,14,10,70.8
31147,0.145,12,10,74.2
31149,0.107,6,5,
31151,0.131,11,8,68.7
31153,0.1,24,15,33.9
31155,0.105,14,10,66.7
31157,0.141,14,9,70.0
31159,0.079,13,9,57.4
31161,0.125,8,7,73.6
31163,0.14300000000000002,10,8,108.8
31165,0.102,11,9,
31167,0.135,16,13,48.9
31169,0.127,11,8,92.4
31171,,5,5,
31173,0.177,10,8,57.7
31175,0.131,8,7,113.4
31177,0.08199999999999999,12,10,40.6
31179,0.11699999999999999,13,11,48.2
31181,0.125,7,7,84.8
31183,,7,6,
31185,0.114,16,11,53.9
32001,0.136,8,5,97.6
32003,0.179,38,18,62.7
32005,0.14800000000000002,11,5,82.1
32007,0.18100000000000002,15,11,82.2
32009,,6,6,
32011,,5,5,
32013,0.145,8,7,111.4
32015,0.16899999999999998,4,5,97.4
32017,0.121,6,5,98.4
32019,0.161,9,7,82.2
32021,0.191,4,5,140.0
32023,0.198,12,9,129.6
32027,0.19,8,7,83.3
32029,0.158,9,8,85.0
32031,0.153,19,11,71.8
32033,0.201,7,6,122.5
32510,0.177,13,7,70.5
33001,0.12300000000000001,18,8,68.8
33003,0.129,13,7,75.0
33005,0.132,19,9,69.8
33007,0.18100000000000002,11,6,88.1
33009,0.105,23,15,57.5
33011,0.111,28,17,50.9
33013,0.105,25,11,55.7
33015,0.098,19,9,52.6
33017,0.139,17,9,52.7
33019,0.12,15,7,73.9
34001,0.184,19,5,63.8
34003,0.122,34,17,31.0
34005,0.124,21,10,45.5
34007,0.16899999999999998,23,8,61.7
34009,0.135,14,4,59.6
34011,0.24600000000000002,16,6,54.2
34013,0.174,32,13,47.8
34015,0.13699999999999998,19,8,53.5
34017,0.23,32,16,30.5
34019,0.079,18,6,35.6
34021,0.139,28,6,41.2
34023,0.13699999999999998,36,11,35.5
34025,0.111,26,10,38.3
34027,0.08900000000000001,33,14,30.3
34029,0.138,22,11,46.3
34031,0.21,30,11,36.2
34033,0.16699999999999998,15,5,61.5
34035,0.092,28,10,28.6
34037,0.121,17,8,43.5
34039,0.171,29,11,34.3
34041,0.134,22,9,43.3
35001,0.14300000000000002,28,18,90.1
35003,0.226,6,6,130.2
35005,0.23800000000000002,15,11,105.6
35006,0.21899999999999997,15,9,110.6
35007,0.177,9,6,105.7
35009,0.19399999999999998,15,10,67.9
35011,0.253,6,6,111.2
35013,0.21899999999999997,21,13,68.1
35015,0.20800000000000002,17,12,107.6
35017,0.18899999999999997,17,11,113.5
35019,0.128,7,5,86.0
35021,0.1,5,4,
35023,,9,7,101.7
35025,0.217,14,10,83.1
35027,0.11599999999999999,15,11,87.1
35028,0.086,12,10,58.9
35029,0.205,15,10,82.6
35031,0.174,15,8,134.5
35033,0.182,5,4,145.1
35035,0.185,23,18,86.1
35037,0.253,13,8,156.5
35039,0.24,10,7,174.6
35041,0.174,13,9,69.7
35043,0.132,18,14,79.3
35045,0.16699999999999998,18,11,106.5
35047,0.253,12,9,121.8
35049,0.145,23,15,94.0
35051,0.259,11,9,152.5
35053,0.22,13,10,102.0
35055,0.171,12,8,112.3
35057,0.205,12,10,119.1
35059,0.149,7,5,94.1
35061,0.20600000000000002,17,12,90.8
36001,0.129,22,8,41.7
36003,0.163,14,10,56.1
36005,0.242,23,11,38.3
36007,0.133,16,10,52.1
36009,0.182,13,9,53.1
36011,0.114,16,10,53.5
36013,0.16,11,7,53.9
36015,0.193,17,9,61.7
36017,0.10300000000000001,14,7,47.5
36019,0.145,17,11,51.7
36021,0.131,18,11,56.6
36023,0.17300000000000001,16,8,45.7
36025,0.115,17,12,60.6
36027,0.12,19,11,47.0
36029,0.134,17,13,48.9
36031,0.08199999999999999,19,13,58.5
36033,0.152,12,9,55.3
36035,0.18100000000000002,12,7,43.0
36037,0.12,15,7,55.4
36039,0.109,16,9,58.6
36041,,6,5,82.8
36043,0.142,14,8,48.5
36045,0.141,15,9,53.2
36047,0.184,32,14,33.0
36049,0.16699999999999998,9,7,58.4
36051,0.10099999999999999,10,6,50.9
36053,0.149,16,8,49.8
36055,0.166,23,12,46.7
36057,0.122,13,6,52.0
36059,0.114,24,12,38.7
36061,0.155,42,18,31.5
36063,0.14400000000000002,15,11,55.8
36065,0.139,19,11,44.2
36067,0.131,23,12,54.6
36069,0.076,16,9,50.0
36071,0.16899999999999998,20,10,42.9
36073,0.191,11,6,45.7
36075,0.16399999999999998,12,8,56.5
36077,0.14,11,6,45.7
36079,0.063,17,6,38.9
36081,0.177,27,14,30.2
36083,0.165,21,11,41.7
36085,0.115,23,10,43.2
36087,0.11900000000000001,19,8,29.1
36089,0.18899999999999997,16,10,51.6
36091,0.121,20,10,36.6
36093,0.154,16,7,40.0
36095,0.095,13,7,39.2
36097,0.15,14,9,56.4
36099,0.237,13,8,54.4
36101,0.151,16,11,55.8
36103,0.114,24,12,52.4
36105,0.153,13,7,71.4
36107,0.14400000000000002,12,8,47.0
36109,0.11900000000000001,18,12,41.6
36111,0.121,18,10,49.4
36113,0.129,15,8,42.3
36115,0.163,14,9,56.4
36117,0.20600000000000002,16,9,52.4
36119,0.115,27,11,33.5
36121,0.141,12,6,48.9
36123,,13,9,50.5
37001,0.192,14,10,61.2
37003,0.17800000000000002,10,12,84.9
37005,0.23399999999999999,9,8,97.5
37007,0.191,10,7,85.3
37009,0.225,10,10,90.8
37011,0.21600000000000003,10,10,77.6
37013,0.19399999999999998,12,7,82.9
37015,0.275,8,6,87.5
37017,0.271,10,8,97.4
37019,0.175,13,9,83.5
37021,0.139,16,11,72.2
37023,0.221,13,11,79.9
37025,0.155,13,8,64.2
37027,0.21100000000000002,13,11,80.4
37029,0.203,8,6,48.2
37031,0.17600000000000002,12,6,81.4
37033,0.205,11,10,93.2
37035,0.182,14,10,77.8
37037,0.19399999999999998,13,11,59.1
37039,0.214,14,10,109.1
37041,0.231,11,7,64.7
37043,0.184,8,5,106.1
37045,0.19399999999999998,16,11,85.6
37047,0.28600000000000003,12,9,105.9
37049,0.145,11,7,63.4
37051,0.175,14,8,67.9
37053,,11,8,76.1
37055,0.213,9,5,70.0
37057,0.20800000000000002,14,11,65.7
37059,0.14800000000000002,10,7,68.4
37061,0.341,12,9,73.5
37063,0.166,17,10,52.1
37065,0.198,12,7,67.2
37067,0.142,18,11,58.9
37069,0.166,11,7,66.5
37071,0.20800000000000002,16,12,76.0
37073,0.204,6,4,67.9
37075,0.24,9,6,120.9
37077,0.185,12,8,62.4
37079,0.384,8,6,59.0
37081,0.122,21,12,58.5
37083,0.29600000000000004,11,7,73.9
37085,0.188,10,7,64.3
37087,0.18,13,8,80.1
37089,0.172,17,8,81.0
37091,0.262,11,6,57.1
37093,0.217,10,8,63.1
37095,,7,6,68.9
37097,0.16699999999999998,21,16,63.8
37099,0.213,16,11,72.1
37101,0.204,12,7,64.9
37103,0.18899999999999997,6,6,55.4
37105,0.201,15,9,70.8
37107,0.25,9,6,72.1
37109,0.203,11,9,67.1
37111,0.28800000000000003,15,10,82.3
37113,0.17300000000000001,13,8,89.8
37115,0.196,9,10,73.4
37117,0.221,12,6,92.2
37119,0.142,30,17,42.5
37121,0.196,8,7,82.3
37123,,10,8,84.4
37125,0.154,16,10,73.0
37127,0.20199999999999999,15,8,66.1
37129,0.15,14,7,64.0
37131,0.24600000000000002,11,8,89.3
37133,0.166,12,7,54.1
37135,0.128,15,11,43.0
37137,,8,6,103.6
37139,0.205,12,6,58.1
37141,0.152,10,7,74.4
37143,0.201,8,7,65.6
37145,0.139,13,9,69.6
37147,0.165,12,8,58.0
37149,0.10800000000000001,11,7,86.3
37151,0.191,14,12,74.7
37153,0.267,13,9,84.1
37155,0.258,12,8,96.4
37157,0.244,12,8,80.4
37159,0.22,13,11,80.5
37161,0.24,14,11,73.5
37163,0.255,13,10,96.2
37165,0.276,14,9,74.6
37167,0.262,11,9,79.0
37169,0.183,11,9,82.6
37171,0.23800000000000002,15,10,82.4
37173,0.21899999999999997,10,6,122.9
37175,0.107,10,8,85.9
37177,,6,5,105.4
37179,0.156,12,9,44.4
37181,0.27,11,5,85.8
37183,0.111,24,11,36.0
37185,0.191,9,6,61.4
37187,0.175,8,6,41.2
37189,0.131,13,9,61.1
37191,0.18,12,8,66.4
37193,0.203,13,11,88.1
37195,0.159,13,8,66.9
37197,0.207,9,9,83.6
37199,0.193,10,8,90.9
38001,0.13,7,7,111.8
38003,0.096,15,14,85.2
38005,0.179,5,5,140.8
38007,,6,6,
38009,0.113,6,6,74.5
38011,0.142,6,5,76.0
38013,0.078,6,6,169.4
38015,0.095,17,9,52.3
38017,0.10300000000000001,25,20,38.8
38019,0.065,7,7,75.5
38021,0.092,7,6,71.8
38023,0.087,5,5,
38025,0.141,7,7,120.8
38027,0.128,7,7,150.1
38029,0.105,6,5,84.5
38031,0.109,7,7,59.4
38033,0.08800000000000001,5,5,
38035,0.106,17,12,47.6
38037,0.08,6,6,
38039,0.054000000000000006,10,10,
38041,0.087,5,5,
38043,0.132,6,6,91.0
38045,0.106,6,5,53.1
38047,0.134,6,6,
38049,0.121,7,7,76.6
38051,0.11699999999999999,5,5,134.9
38053,0.11599999999999999,8,7,128.6
38055,0.127,12,9,95.4
38057,0.147,7,6,76.1
38059,0.11800000000000001,10,7,66.4
38061,0.19,7,7,115.1
38063,0.115,6,6,89.9
38065,,6,5,
38067,0.10099999999999999,7,7,97.6
38069,0.136,7,7,109.6
38071,0.106,8,7,52.4
38073,0.13699999999999998,7,8,54.5
38075,,7,7,97.3
38077,0.11199999999999999,13,12,60.2
38079,0.218,7,7,115.6
38081,0.087,9,9,
38083,0.139,7,7,
38085,0.268,4,4,185.8
38087,,4,4,
38089,0.13,12,8,79.5
38091,0.122,8,8,
38093,0.11900000000000001,14,10,66.7
38095,0.10400000000000001,6,6,88.5
38097,0.128,8,8,44.3
38099,0.14400000000000002,12,10,73.6
38101,0.10400000000000001,10,7,55.9
38103,0.124,8,8,94.5
38105,0.10800000000000001,11,7,100.7
39001,0.196,9,6,121.4
39003,0.155,24,15,51.2
39005,0.133,16,8,57.1
39007,0.188,15,9,73.8
39009,0.166,15,12,56.3
39011,0.14300000000000002,16,11,57.0
39013,0.187,16,11,69.5
39015,0.131,11,9,88.2
39017,0.163,23,12,60.2
39019,0.20600000000000002,14,9,54.1
39021,0.13,15,11,73.0
39023,0.15,20,11,72.0
39025,0.152,12,8,62.7
39027,0.22,15,9,69.7
39029,0.201,16,10,68.0
39031,0.16399999999999998,13,8,62.9
39033,0.139,15,10,69.2
39035,0.14800000000000002,32,11,58.1
39037,0.191,16,11,74.2
39039,0.152,21,18,62.1
39041,0.07,23,13,35.5
39043,0.195,18,11,62.4
39045,0.11599999999999999,21,13,51.5
39047,0.275,15,7,55.3
39049,0.15,35,16,61.2
39051,0.121,16,12,69.4
39053,0.179,11,8,73.2
39055,0.055,18,11,52.2
39057,0.11199999999999999,20,11,58.2
39059,0.154,16,11,66.4
39061,0.132,29,13,62.5
39063,0.083,19,14,49.0
39065,0.196,16,10,65.0
39067,0.17600000000000002,11,8,74.5
39069,,19,15,56.7
39071,0.20600000000000002,13,9,74.6
39073,0.18600000000000003,12,9,81.7
39075,,11,7,35.8
39077,0.16399999999999998,17,10,58.7
39079,0.217,14,10,85.7
39081,0.252,13,8,85.4
39083,0.122,11,5,59.9
39085,0.136,19,8,54.4
39087,0.27899999999999997,12,9,71.7
39089,0.147,16,10,61.8
39091,0.16699999999999998,15,9,72.4
39093,0.155,22,12,50.1
39095,0.18,29,14,66.0
39097,0.141,15,9,60.1
39099,0.139,20,10,73.7
39101,0.163,19,11,59.0
39103,0.094,22,16,43.2
39105,0.226,10,9,73.5
39107,0.225,18,11,61.6
39109,0.129,20,12,55.5
39111,0.149,12,11,69.5
39113,0.156,26,12,86.9
39115,0.196,10,8,75.8
39117,0.261,17,11,55.6
39119,0.157,15,8,65.1
39121,0.17800000000000002,11,10,72.4
39123,0.149,12,9,56.5
39125,0.171,19,16,73.7
39127,0.129,11,8,60.4
39129,0.221,17,10,63.5
39131,0.203,10,7,88.0
39133,0.129,22,10,44.2
39135,,14,10,80.9
39137,0.098,23,18,62.1
39139,0.139,13,7,54.5
39141,0.293,15,10,87.9
39143,0.174,15,11,65.7
39145,0.24100000000000002,13,7,87.0
39147,0.136,14,13,51.2
39149,0.18600000000000003,17,9,56.7
39151,0.153,20,10,61.7
39153,0.147,25,12,56.5
39155,0.20199999999999999,18,11,73.9
39157,0.132,14,9,53.0
39159,0.115,17,10,47.6
39161,0.16899999999999998,20,15,52.1
39163,0.19,8,6,71.7
39165,0.113,22,12,47.1
39167,0.162,19,14,57.6
39169,0.11699999999999999,15,10,56.5
39171,0.17,16,13,67.2
39173,0.135,26,15,46.6
39175,0.11800000000000001,15,13,68.9
40001,0.22899999999999998,10,8,90.7
40003,0.122,8,8,106.5
40005,0.248,9,7,87.6
40007,0.147,7,5,118.1
40009,0.21100000000000002,10,8,109.2
40011,0.174,6,6,119.1
40013,0.203,13,10,92.8
40015,0.203,13,10,121.2
40017,0.128,17,11,65.1
40019,0.193,14,12,118.5
40021,0.23800000000000002,12,11,82.3
40023,0.213,10,8,105.4
40025,0.1,6,4,
40027,0.14400000000000002,20,17,59.8
40029,0.215,5,6,132.1
40031,0.204,17,12,63.8
40033,0.201,9,9,119.9
40035,0.18899999999999997,11,12,120.5
40037,0.195,20,16,92.7
40039,0.155,13,11,80.5
40041,0.243,16,13,104.4
40043,,7,6,154.4
40045,,6,6,127.0
40047,0.14300000000000002,12,7,90.0
40049,0.24,15,13,132.4
40051,0.19,18,12,91.5
40053,0.20600000000000002,5,6,127.7
40055,0.16699999999999998,6,7,100.3
40057,,6,6,
40059,,8,7,147.1
40061,0.191,8,7,93.9
40063,0.179,10,10,109.0
40065,0.179,11,9,73.8
40067,0.26,10,9,154.9
40069,0.23600000000000002,11,11,151.7
40071,0.198,12,10,98.4
40073,0.11599999999999999,10,10,66.8
40075,0.21600000000000003,10,10,129.4
40077,0.281,9,8,86.4
40079,0.226,15,12,99.3
40081,0.18100000000000002,13,13,92.2
40083,0.175,14,12,71.3
40085,0.248,10,8,93.6
40087,0.149,15,13,77.2
40089,0.209,11,7,117.1
40091,0.19399999999999998,9,8,117.5
40093,0.205,7,7,79.2
40095,0.235,8,7,100.0
40097,0.218,16,13,102.5
40099,0.188,9,10,116.0
40101,0.259,15,11,90.6
40103,0.214,10,11,69.3
40105,0.225,10,12,82.8
40107,0.209,9,9,106.6
40109,0.188,25,14,80.8
40111,0.213,15,12,105.6
40113,0.174,20,17,82.5
40115,0.225,15,11,104.6
40117,0.192,8,6,158.2
40119,0.155,14,11,62.5
40121,0.205,15,12,108.0
40123,0.231,16,12,100.4
40125,0.19399999999999998,15,11,97.9
40127,0.298,8,9,115.1
40129,,7,6,109.3
40131,0.18,17,12,63.9
40133,0.294,9,8,116.7
40135,0.27399999999999997,12,8,88.5
40137,0.171,13,10,103.9
40139,0.125,9,6,81.5
40141,0.23399999999999999,9,8,82.5
40143,0.168,23,17,84.0
40145,0.17,13,12,78.6
40147,0.151,17,11,77.1
40149,0.295,11,10,91.2
40151,,7,8,98.3
40153,0.152,13,8,103.7
41001,0.111,13,8,118.1
41003,0.113,19,14,41.9
41005,0.11800000000000001,30,19,59.9
41007,0.126,13,9,79.3
41009,0.16,13,7,66.9
41011,0.17600000000000002,15,8,98.5
41013,0.157,11,9,66.2
41015,0.207,9,6,111.9
41017,0.087,18,13,63.7
41019,0.23,20,13,83.2
41021,,9,7,
41023,0.09699999999999999,6,6,65.2
41025,0.253,9,6,130.4
41027,0.14800000000000002,10,8,54.0
41029,0.151,17,9,76.9
41031,0.129,16,10,112.1
41033,0.172,16,9,100.6
41035,0.17600000000000002,17,11,85.3
41037,0.102,11,6,116.6
41039,0.142,29,18,75.3
41041,0.14,17,11,81.3
41043,0.179,23,19,64.2
41045,0.158,17,10,67.5
41047,0.14400000000000002,30,19,62.3
41049,0.166,9,5,55.7
41051,0.128,32,15,63.8
41053,0.161,19,12,59.9
41055,,7,5,
41057,0.09699999999999999,11,7,93.5
41059,0.2,19,10,71.7
41061,0.141,12,7,82.6
41063,,9,5,115.4
41065,0.142,17,11,86.8
41067,0.10800000000000001,28,16,41.6
41069,,6,6,140.8
41071,0.13699999999999998,18,13,56.3
42001,0.13,17,9,63.0
42003,0.127,38,22,71.5
42005,0.158,17,12,72.8
42007,0.17,17,9,75.8
42009,0.183,14,9,84.0
42011,0.124,26,18,62.6
42013,0.201,20,11,70.5
42015,0.13699999999999998,19,11,72.5
42017,0.109,29,15,58.6
42019,0.10800000000000001,21,10,57.3
42021,0.168,19,10,86.4
42023,0.172,8,4,110.6
42025,0.154,13,9,82.3
42027,0.10300000000000001,18,12,38.8
42029,0.094,26,13,44.6
42031,0.155,15,9,69.4
42033,0.17300000000000001,16,11,72.2
42035,0.177,14,9,52.6
42037,0.159,16,10,59.3
42039,0.149,13,9,69.5
42041,0.11699999999999999,26,14,47.6
42043,0.128,26,13,55.3
42045,0.127,27,15,67.2
42047,0.273,12,7,83.1
42049,0.163,16,10,59.1
42051,0.207,22,15,81.2
42053,0.281,8,6,96.9
42055,0.14300000000000002,15,7,57.4
42057,0.084,10,7,87.7
42059,0.263,14,9,94.1
42061,0.128,17,9,75.8
42063,0.16899999999999998,19,12,79.5
42065,0.151,15,10,75.9
42067,0.10099999999999999,11,8,72.4
42069,0.129,23,14,68.7
42071,0.114,22,15,54.1
42073,0.171,13,7,75.9
42075,0.11699999999999999,23,11,54.4
42077,0.121,23,14,63.0
42079,0.156,25,12,68.7
42081,0.14400000000000002,17,10,54.1
42083,0.192,17,10,60.7
42085,0.154,15,9,73.5
42087,,16,9,68.5
42089,0.11800000000000001,15,9,62.5
42091,0.102,35,15,55.1
42093,0.114,12,10,62.5
42095,0.151,24,12,55.6
42097,0.177,19,14,66.7
42099,0.11800000000000001,12,11,69.8
42101,0.20199999999999999,32,11,82.6
42103,0.11599999999999999,15,8,62.8
42105,0.187,15,11,83.6
42107,0.159,21,14,82.6
42109,0.129,15,11,55.5
