GEOID,Segregation index,Average Traffic Volume per Meter of Major Roadways,% Vaccinated,% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (White),Violent Crime Rate
36045,52.92729244,111.88287248,51.0,53.0,37.0,51.0,212.6354006
36047,74.587319461,3626.9639418,36.0,52.0,25.0,39.0,586.18548775
36049,,35.050484519,54.0,,,,131.55700495
36051,46.079716099,124.932455,49.0,25.0,37.0,49.0,122.64985794
36053,75.455082986,170.92753964,48.0,54.0,61.0,49.0,151.42316844
36055,62.440169014,1631.7803009,51.0,51.0,43.0,53.0,326.25708471
36057,58.758880245,341.97558728,47.0,41.0,23.0,48.0,142.33654011
36059,76.32250128,2597.0328412,52.0,50.0,33.0,54.0,143.66338688
36061,68.35208127,4444.1247471,46.0,51.0,32.0,51.0,586.40744787
36063,62.348883437,788.12792768,47.0,40.0,35.0,48.0,394.56884814
36065,65.753806859,531.96134428,50.0,49.0,40.0,50.0,283.32335058
36067,64.91619714,1060.9644599,54.0,59.0,41.0,55.0,317.56761816
36069,54.693414934,354.06382745,53.0,41.0,33.0,54.0,153.29848006
36071,45.058996754,489.85499069,50.0,46.0,39.0,52.0,244.91293757
36073,54.333356418,196.59901714,47.0,,38.0,47.0,171.85434443
36075,59.96297823,153.58442673,48.0,41.0,36.0,48.0,211.60494856
36077,51.405352694,161.30808442,51.0,57.0,47.0,51.0,148.05919077
36079,40.818904691,309.75187877,51.0,39.0,47.0,51.0,48.435132991
36081,78.381812072,4496.4113693,42.0,52.0,29.0,45.0,597.78332448
36083,65.186104776,1307.9807034,51.0,43.0,40.0,52.0,304.98581425
36085,67.534810317,1550.4116385,43.0,47.0,29.0,44.0,597.89466553
36087,56.508501316,2018.1001602,52.0,51.0,36.0,54.0,121.34989065
36089,74.325318511,31.025397515,52.0,57.0,33.0,53.0,145.99568116
36091,48.165508082,435.6101585,53.0,50.0,43.0,54.0,102.61570308
36093,58.515983997,714.44375534,53.0,44.0,41.0,55.0,429.4926941
36095,32.397537467,65.793596832,51.0,,27.0,51.0,89.526946012
36097,,232.70254539,49.0,,,,71.09458314
36099,43.619465915,157.62961878,52.0,,47.0,52.0,201.35665834
36101,48.525080163,183.24760574,51.0,55.0,42.0,51.0,177.54082927
36103,57.941509633,776.89243027,51.0,51.0,36.0,53.0,124.03918075
36105,54.338658976,112.64612895,48.0,43.0,39.0,49.0,261.17121667
36107,49.896834256,281.69498582,49.0,,42.0,49.0,115.22833404
36109,46.602749155,351.22396549,54.0,51.0,45.0,54.0,122.75704654
36111,47.058940532,325.55372747,48.0,55.0,38.0,49.0,173.88207735
36113,58.586453298,174.556269,52.0,41.0,51.0,52.0,138.31258645
36115,65.750593576,160.02051153,46.0,,23.0,46.0,141.08895017
36117,54.331145405,156.55370754,51.0,,51.0,51.0,178.44338254
36119,60.276669522,2804.6893615,51.0,51.0,36.0,54.0,220.6061664
36121,,62.053815875,51.0,,,,110.99591389
36123,,15.153931408,52.0,,,53.0,76.047149233
37000,49.984263423,167.86897299,51.0,,,,351.08690805
37001,39.76669744,181.69073909,52.0,46.0,39.0,55.0,381.79810085
37003,54.389793533,13.144477715,42.0,,36.0,43.0,192.54850741
37005,32.632927309,27.66115365,53.0,,,53.0,140.20329478
37007,29.712389373,79.430119625,45.0,,38.0,50.0,427.55011448
37009,54.725150498,18.047239796,52.0,,31.0,52.0,81.246768594
37011,,35.472732186,47.0,,,,173.82235355
37013,25.602177705,53.163639,53.0,36.0,39.0,56.0,297.6348658
37015,16.089223595,23.589517215,41.0,,36.0,46.0,168.93595562
37017,28.702388938,18.545636813,30.0,,28.0,31.0,223.93201654
37019,41.334180146,43.278357978,58.0,58.0,43.0,59.0,141.43283686
37021,48.736547437,270.1721254,53.0,53.0,36.0,54.0,263.28126391
37023,50.511264051,96.473698281,53.0,43.0,46.0,53.0,178.6921112
37025,29.377010375,116.0577952,51.0,44.0,38.0,53.0,117.17978764
37027,62.148683173,64.392493364,53.0,55.0,44.0,54.0,168.59878412
37029,11.305749314,24.506464057,50.0,,41.0,51.0,63.005864392
37031,46.719950264,129.65478889,49.0,42.0,41.0,49.0,
37033,21.119818339,18.276575648,48.0,,36.0,52.0,254.8408878
37035,34.633730346,106.74795227,55.0,49.0,43.0,56.0,266.68302495
37037,31.709685909,42.099221914,59.0,35.0,45.0,62.0,164.75522081
37039,41.413217646,24.681089264,43.0,,39.0,43.0,213.40790345
37041,28.774071696,82.640977559,49.0,,36.0,55.0,453.967053
37043,31.968105881,20.986214798,46.0,,,47.0,243.71953506
37045,29.11489201,94.133787582,50.0,51.0,38.0,52.0,188.18501787
37047,26.11556483,39.534388164,46.0,,41.0,48.0,388.2797052
37049,38.379499398,111.1919673,57.0,51.0,46.0,59.0,249.10825062
37051,30.056914679,169.35789409,39.0,43.0,32.0,44.0,548.41665569
37053,21.190811064,45.195247598,47.0,,37.0,48.0,171.1885662
37055,53.392964808,124.28451809,48.0,17.0,35.0,48.0,246.60566913
37057,59.561275157,93.913522475,52.0,57.0,41.0,53.0,180.91306088
37059,32.788418811,29.32953781,57.0,,45.0,58.0,148.27159435
37061,26.83215813,20.570533795,43.0,,32.0,49.0,235.79104503
37063,40.549405307,394.89288729,58.0,58.0,48.0,63.0,665.93156185
37065,47.046892135,64.881720503,53.0,,47.0,59.0,481.02109825
37067,47.243437932,295.85134237,52.0,48.0,40.0,55.0,575.57255429
37069,33.017096585,36.837342452,54.0,56.0,42.0,58.0,142.4400532
37071,43.67049486,179.6824344,51.0,53.0,40.0,53.0,389.69726963
37073,3.9441609513,6.3340447751,44.0,,33.0,49.0,
37075,,33.300455938,37.0,,,37.0,291.81743901
37077,33.68618675,45.123973594,50.0,,41.0,54.0,292.91553134
37079,11.294558419,24.223043679,50.0,,39.0,56.0,
37081,49.028666908,271.38092861,54.0,46.0,42.0,58.0,452.63944714
37083,33.724521798,48.568949985,48.0,50.0,43.0,53.0,461.36895744
37085,23.615716212,53.352716891,48.0,39.0,37.0,51.0,242.52905924
37087,57.682370319,136.4841381,49.0,30.0,45.0,50.0,277.51690061
37089,37.148119373,115.15014595,51.0,41.0,38.0,51.0,120.84565201
37091,11.406598696,9.1635379694,46.0,55.0,44.0,49.0,303.97721234
37093,19.811256627,31.757900893,40.0,44.0,35.0,44.0,123.94172832
37095,,3.5094654263,51.0,,52.0,50.0,
37097,43.815847481,84.69452262,51.0,57.0,37.0,52.0,254.11494634
37099,52.306658867,94.675445912,48.0,,34.0,49.0,214.27274378
37101,23.654143189,62.710833258,53.0,50.0,43.0,55.0,184.85167122
37103,19.061983471,45.434155847,53.0,,53.0,52.0,
37105,33.216479187,97.767259179,51.0,43.0,40.0,54.0,180.80155355
37107,41.408538524,76.185700478,49.0,40.0,41.0,53.0,752.81220458
37109,44.436085342,48.123726587,55.0,58.0,39.0,56.0,153.24818172
37111,45.457437359,48.462623985,40.0,45.0,28.0,41.0,157.62317855
37113,53.153309726,36.548990311,47.0,46.0,35.0,47.0,110.02552592
37115,,26.992206168,43.0,,,,32.944754181
37117,26.156780378,30.631705333,49.0,,43.0,53.0,432.47409437
37119,52.334234019,381.87197045,52.0,50.0,38.0,56.0,583.79122539
37121,,33.021872583,40.0,,,,
37123,36.748662208,39.735095316,48.0,40.0,39.0,50.0,237.36412788
37125,32.551120235,65.497872311,57.0,44.0,45.0,59.0,155.40525751
37127,33.357922589,90.302042852,55.0,56.0,45.0,60.0,444.15117775
37129,46.045744318,275.93870313,57.0,54.0,44.0,59.0,446.98656747
37131,30.272990108,26.52935644,49.0,,43.0,54.0,253.40416438
37133,33.776460924,89.481069449,42.0,37.0,33.0,44.0,209.04716953
37135,28.679697473,281.08393934,61.0,55.0,48.0,62.0,159.92480728
37137,25.214764,31.743986888,57.0,,50.0,58.0,165.46269018
37139,24.868038363,66.578781749,44.0,50.0,34.0,49.0,382.18322165
37141,56.092606131,30.896800803,48.0,,36.0,51.0,149.85014985
37143,10.894185006,20.125728804,50.0,,35.0,52.0,150.97188149
37145,27.123191748,69.958192844,56.0,,41.0,59.0,225.33705076
37147,32.933170773,111.55030832,51.0,55.0,41.0,55.0,414.16627092
37149,35.920374931,36.499284409,44.0,,37.0,44.0,63.43245712
37151,43.208222934,92.293208594,54.0,54.0,47.0,55.0,156.13950329
37153,20.587092646,109.06377122,43.0,,37.0,45.0,494.26089993
37155,35.204973162,64.505773276,38.0,46.0,32.0,43.0,461.3814325
37157,29.045651737,43.085134428,53.0,47.0,44.0,55.0,245.34995524
37159,48.86645015,98.306763871,49.0,51.0,35.0,51.0,390.51458665
37161,36.794212645,30.141075041,49.0,31.0,41.0,50.0,195.9965299
37163,24.553519311,48.362665238,48.0,,36.0,53.0,227.46726691
37165,30.973496077,98.757112405,43.0,,35.0,46.0,694.28538708
37167,49.323514594,51.696992452,49.0,24.0,35.0,50.0,266.12098424
37169,43.212584065,36.288302793,48.0,,45.0,48.0,216.91739872
37171,42.13696483,37.065255284,50.0,33.0,39.0,51.0,173.0781118
37173,,22.53789378,42.0,,,42.0,195.11835953
37175,53.149111539,97.006171292,52.0,,33.0,52.0,131.47356172
37177,,68.816244067,40.0,,39.0,40.0,211.18012422
37179,31.645971921,50.315040554,51.0,50.0,39.0,53.0,188.22616028
37181,32.798850506,117.84875357,46.0,50.0,36.0,52.0,580.75004204
37183,43.415184591,237.39481821,59.0,57.0,44.0,62.0,114.89266517
37185,28.803279344,10.277316798,46.0,,40.0,53.0,210.53753698
37187,23.100580085,53.165422667,41.0,,29.0,49.0,284.83266081
37189,56.56272655,212.42099784,52.0,,49.0,52.0,120.79574195
37191,40.660098729,66.490201381,45.0,48.0,34.0,50.0,407.01725622
37193,42.092907321,31.831036619,51.0,,39.0,51.0,209.48653976
37195,34.584701163,124.55750775,51.0,46.0,42.0,56.0,403.24606804
37197,34.688376029,41.810221858,51.0,,39.0,52.0,254.81431973
37199,57.472618066,53.884043386,37.0,,,37.0,42.744785136
39000,68.895628697,173.22184233,49.0,,,,292.59493145
39001,,21.572038326,41.0,,,,85.849191587
39003,52.775826889,75.437157285,47.0,49.0,31.0,49.0,395.33187454
39005,79.618100167,74.250758505,47.0,35.0,33.0,48.0,102.68697587
39007,53.146862961,33.128643189,46.0,47.0,38.0,47.0,134.91501999
39009,36.060629343,118.07364303,47.0,53.0,42.0,47.0,111.63589523
39011,,18.69664528,47.0,56.0,37.0,47.0,58.254689503
39013,67.052941466,97.309627763,43.0,41.0,36.0,43.0,136.89600973
39015,47.056582726,32.587310988,49.0,,35.0,49.0,67.316620241
39017,41.046390199,97.200893068,52.0,54.0,41.0,53.0,270.0091345
39019,69.71825723,44.295895543,49.0,,,,
39021,58.349282633,45.200039053,46.0,,26.0,47.0,103.73178291
39023,62.990090631,75.674977829,47.0,35.0,36.0,48.0,368.24504066
39025,38.825814839,58.612502673,51.0,48.0,41.0,51.0,110.97019658
39027,55.306726675,31.992352882,46.0,41.0,32.0,46.0,81.625477195
39029,60.256170307,43.727772528,50.0,43.0,33.0,50.0,57.532002176
39031,61.833248487,8.6774924271,43.0,50.0,31.0,43.0,106.51954224
39033,78.261405368,19.167755438,42.0,75.0,6.0,42.0,142.65335235
39035,71.915698069,340.35765008,49.0,52.0,38.0,52.0,645.9945915
39037,53.436351414,26.678687606,40.0,38.0,,40.0,114.27405367
39039,47.906460066,6.046954609,49.0,,40.0,49.0,124.39171086
39041,33.108418177,85.58347331,57.0,53.0,42.0,57.0,99.904983334
39043,67.375460933,81.738861669,48.0,40.0,32.0,49.0,120.84503098
39045,63.626273359,73.203558877,50.0,50.0,36.0,50.0,166.04164523
39047,32.37128581,9.9589655699,40.0,,31.0,41.0,216.17475288
39049,55.223217594,335.138066,51.0,53.0,37.0,54.0,422.59414054
39051,,21.866360129,53.0,,39.0,53.0,104.50399308
39053,28.376737654,35.995567239,47.0,,44.0,47.0,136.19000166
39055,59.456276059,15.681335885,51.0,71.0,45.0,51.0,36.147524426
39057,38.350719735,118.20491838,46.0,42.0,34.0,47.0,123.5989775
39059,51.354037529,49.189687101,45.0,26.0,31.0,45.0,
39061,62.214429045,386.78212401,52.0,51.0,40.0,55.0,468.47743198
39063,45.89078493,123.70985284,53.0,46.0,37.0,54.0,152.80654691
39065,57.080266711,5.2376370295,45.0,,50.0,45.0,96.622948742
39067,76.383851955,16.144686816,39.0,,38.0,39.0,146.48271163
39069,,21.854571798,59.0,,,59.0,107.00005632
39071,55.873955146,3.1894682984,41.0,,21.0,41.0,92.253077049
39073,,21.292521283,46.0,,,,110.23594047
39075,,27.082755737,45.0,,,,20.566492613
39077,37.717373565,52.089278274,49.0,,39.0,49.0,
39079,57.009494173,13.345958455,47.0,,43.0,47.0,146.8905588
39081,57.770287302,112.83098774,43.0,59.0,32.0,43.0,112.22638264
39083,38.23145161,72.14245414,41.0,42.0,26.0,41.0,113.29677186
39085,60.05973013,113.16013644,51.0,57.0,41.0,51.0,203.06827431
39087,48.128470506,52.893803332,46.0,,42.0,46.0,163.39732364
39089,57.187039085,111.87138693,51.0,43.0,39.0,52.0,100.38404768
39091,54.036904762,56.371176848,47.0,50.0,39.0,47.0,104.25233699
39093,53.543228556,77.740648711,52.0,51.0,36.0,53.0,163.67247391
39095,56.191065348,285.00478543,50.0,54.0,37.0,52.0,824.39142546
39097,53.745861613,23.21190141,50.0,,35.0,50.0,72.60824968
39099,66.466689546,74.92339007,47.0,47.0,36.0,48.0,278.89667154
39101,55.602513017,50.813741354,48.0,43.0,29.0,48.0,215.40529805
39103,52.043179241,47.156065107,54.0,54.0,47.0,55.0,57.368089072
39105,41.527788458,5.5211069014,50.0,,58.0,50.0,162.46240313
39107,,20.201132049,49.0,,,49.0,82.744204277
39109,53.529220065,71.816337548,48.0,36.0,41.0,48.0,107.62963336
39111,,24.999692588,40.0,,,,67.709900692
39113,65.886864671,219.90931795,49.0,47.0,35.0,51.0,399.29313028
39115,39.539039652,31.610224745,40.0,,38.0,40.0,229.82290118
39117,,37.935895094,34.0,,,,61.238960872
39119,53.99567834,111.23716253,48.0,43.0,42.0,48.0,183.30130963
39121,,19.019436434,47.0,,,,0.0
39123,68.838899549,19.142178003,49.0,54.0,39.0,50.0,112.80067973
39125,30.226647176,18.814854605,44.0,,,44.0,97.174984383
39127,,31.21385215,44.0,29.0,,44.0,115.19907841
39129,56.804944385,30.805343404,49.0,,38.0,49.0,126.65130433
39131,69.911867951,35.30749493,44.0,,7.0,44.0,81.566068515
39133,44.338861802,74.630286466,49.0,57.0,40.0,49.0,117.08172964
39135,,16.62533219,45.0,62.0,,45.0,74.0134169
39137,,9.1116983445,48.0,,,48.0,70.683323345
39139,62.514362446,51.883833263,43.0,35.0,30.0,43.0,237.38822267
39141,47.770886116,25.964097113,47.0,54.0,45.0,47.0,247.32974285
39143,59.961821007,81.519890684,50.0,,33.0,50.0,185.13375914
39145,81.611838979,67.588019485,45.0,43.0,41.0,45.0,188.20246901
39147,64.343774877,34.991102536,51.0,63.0,42.0,51.0,171.92524436
39149,61.46031422,30.221379481,47.0,23.0,32.0,47.0,125.0551714
39151,56.424552332,149.77355154,50.0,56.0,34.0,51.0,327.60356311
39153,58.457466459,255.76335682,51.0,47.0,38.0,53.0,328.71369601
39155,61.742203282,93.196045478,47.0,45.0,33.0,48.0,237.33352125
39157,58.528653028,67.574914355,41.0,47.0,24.0,41.0,47.259238906
39159,53.983942077,40.219572427,52.0,58.0,,52.0,53.823346112
39161,49.85312527,5.7631288073,51.0,,,51.0,136.81810209
39163,,28.440270697,48.0,,,,114.42520406
39165,34.643782043,69.197919407,53.0,45.0,41.0,53.0,67.59481338
39167,50.348816159,79.777689884,51.0,40.0,50.0,51.0,97.538006189
39169,57.181827222,35.915754542,48.0,61.0,38.0,48.0,117.56755506
39171,,30.976863652,48.0,55.0,,48.0,
39173,50.946434047,82.32003985,52.0,64.0,31.0,52.0,77.123846955
39175,,13.99820935,49.0,,,,93.207503204
40000,55.17959996,83.218613837,48.0,,,,428.01410785
40001,,16.672959667,48.0,,,44.0,453.92335766
40003,,1.7873620571,33.0,,,,135.62770196
40005,40.712938596,47.79444741,39.0,,20.0,39.0,105.43537539
40007,,6.5047683038,38.0,,,38.0,54.995417049
40009,14.57076844,28.373679673,50.0,,,50.0,176.76295049
40011,54.024336608,12.908383218,44.0,,35.0,45.0,132.66118334
40013,31.61934889,40.285785524,49.0,,34.0,49.0,205.83957937
40015,60.699050074,31.832213595,44.0,,34.0,47.0,258.79388429
40017,47.83328656,49.534182794,50.0,54.0,31.0,51.0,432.08596475
40019,46.161463402,36.957749866,45.0,33.0,36.0,46.0,669.49387495
40021,62.339613304,30.431047752,49.0,,44.0,46.0,233.56758991
40023,37.130956265,25.017726728,32.0,,18.0,32.0,306.36030636
40025,,30.160481,21.0,,,19.0,134.28827216
40027,33.20075595,84.475969172,52.0,51.0,40.0,52.0,345.01457577
40029,,26.41960472,30.0,,,32.0,96.153846154
40031,29.404461847,116.77913409,42.0,40.0,32.0,45.0,701.38459861
40033,62.076749436,6.378175679,44.0,,,46.0,24.830326105
40035,58.257307643,23.556572277,48.0,,49.0,48.0,126.34023083
40037,38.737602966,34.865136423,50.0,,32.0,50.0,215.14203621
40039,35.52055154,42.636307823,50.0,,40.0,51.0,153.41515475
40041,,15.605022964,50.0,32.0,,50.0,160.98576547
40043,,28.490229707,48.0,,,48.0,40.559724194
40045,,28.744413287,51.0,,,,154.66983938
40047,46.205784879,45.665752294,54.0,48.0,43.0,55.0,342.95287164
40049,47.691753818,23.477864161,50.0,,40.0,51.0,260.14189558
40051,58.779912424,28.397329258,44.0,,41.0,44.0,266.38986616
40053,,14.780611278,42.0,,,,66.459902525
40055,23.219045868,17.110889111,40.0,,49.0,40.0,106.70606583
40057,,16.007715543,49.0,,41.0,47.0,320.91281868
40059,,24.157309739,45.0,,,,26.326181387
40061,,22.198128197,38.0,,,37.0,100.21971245
40063,40.113711588,12.442398858,44.0,,34.0,45.0,145.97474637
40065,34.7329013,39.298088879,41.0,30.0,25.0,42.0,294.39862744
40067,,8.1899931807,31.0,,,31.0,150.25701858
40069,28.10471352,9.3097217549,45.0,,31.0,46.0,132.2811659
40071,48.77470814,23.807247788,46.0,42.0,36.0,46.0,567.40255718
40073,37.58076792,51.225457892,53.0,,40.0,54.0,100.12273109
40075,15.127004399,14.339132239,50.0,,43.0,51.0,179.63094007
40077,,19.277775897,39.0,,,39.0,214.27551069
40079,49.085858589,25.478121499,38.0,27.0,37.0,38.0,254.96266618
40081,36.158845311,11.310433411,50.0,,37.0,50.0,208.90963578
40083,41.880857771,26.589148881,46.0,,39.0,47.0,173.43310282
40085,56.883704655,18.736638799,42.0,,25.0,43.0,101.30685847
40087,40.756986512,37.514858075,50.0,,39.0,51.0,128.32555001
40089,36.70884733,25.905246225,34.0,,24.0,33.0,235.11566174
40091,33.473121307,13.691101403,47.0,,39.0,46.0,247.51862578
40093,,17.389906823,39.0,,,,38.657303009
40095,62.982130578,38.929605447,49.0,,35.0,51.0,145.64159772
40097,53.545313407,32.007073313,53.0,58.0,,52.0,287.73086098
40099,61.244655582,27.711177658,44.0,,,44.0,216.37216012
40101,47.721762038,32.331155176,46.0,65.0,35.0,46.0,716.68629535
40103,,13.705983631,62.0,,21.0,63.0,170.12737742
40105,29.105978081,23.722050647,45.0,,,42.0,223.0977358
40107,29.265778772,7.0440195469,49.0,,41.0,50.0,264.87367563
40109,46.936949852,156.55837396,48.0,51.0,36.0,50.0,597.96877783
40111,50.049345683,31.752817071,47.0,36.0,36.0,48.0,311.05194439
40113,83.028094567,16.07823266,36.0,,22.0,38.0,277.32888495
40115,52.0170334,51.873067269,47.0,,60.0,50.0,182.25064097
40117,,15.204117132,50.0,,,50.0,289.36066522
40119,34.369942867,66.858879921,56.0,50.0,45.0,56.0,280.0144363
40121,40.414829182,36.018637458,45.0,,38.0,46.0,225.63686004
40123,39.800007981,37.537764321,47.0,,32.0,50.0,317.35623894
40125,32.04663332,36.553582898,50.0,57.0,39.0,51.0,473.59696898
40127,,19.695018031,25.0,,27.0,24.0,207.11391265
40129,,11.880794731,31.0,,,31.0,171.61716172
40131,45.732197368,32.568676058,51.0,36.0,43.0,51.0,215.19295451
40133,34.551607633,18.988431181,44.0,,35.0,46.0,302.64321509
40135,47.46065914,22.216984202,44.0,,31.0,41.0,334.28844317
40137,59.74420153,40.646250198,41.0,38.0,35.0,41.0,174.93496008
40139,40.34959711,48.012342458,38.0,,,39.0,195.64574471
40141,15.519209957,19.631133121,50.0,,48.0,50.0,246.0106383
40143,51.127697885,152.0170853,52.0,50.0,35.0,54.0,685.08730849
40145,33.71376137,37.11894396,46.0,,35.0,46.0,240.88520416
40147,41.10807692,49.703881198,57.0,42.0,42.0,56.0,239.09664939
40149,59.435485655,10.203897463,49.0,,,50.0,330.11789925
40151,54.691550026,38.827918657,37.0,,,,92.235906896
40153,,61.764209154,45.0,,,45.0,233.00881281
41000,61.419788811,393.42938435,43.0,,,,248.69464455
41001,,40.647419608,35.0,,,35.0,264.39391583
41003,59.979057826,138.81224418,54.0,53.0,36.0,54.0,128.03222998
41005,58.000800816,300.32598274,46.0,48.0,37.0,46.0,160.08826767
41007,55.186921247,197.93632115,42.0,53.0,,42.0,163.2782811
41009,52.36222843,122.19760067,36.0,31.0,,37.0,133.21719527
41011,59.736566389,164.73759891,46.0,46.0,18.0,46.0,170.38311388
41013,70.799696078,61.157009615,41.0,36.0,,41.0,345.83479378
41015,55.368832438,137.58566856,34.0,23.0,,34.0,108.04716494
41017,75.352170496,134.88036591,52.0,45.0,38.0,52.0,168.56831604
41019,65.0998442,164.61814257,35.0,29.0,19.0,35.0,218.73791992
41021,,33.622491883,20.0,,,,0.0
41023,,64.388336691,19.0,,,,69.218522877
41025,,61.166281903,32.0,,,32.0,230.49521548
41027,57.011131565,84.577279093,43.0,53.0,,44.0,147.02702703
41029,66.901068096,179.54509286,43.0,39.0,32.0,43.0,334.84498178
41031,49.010929252,98.286356188,42.0,,,44.0,222.19199202
41033,56.777185811,163.30867504,38.0,35.0,12.0,38.0,222.53309959
41035,66.592203067,80.887180329,43.0,58.0,28.0,44.0,217.60451146
41037,,53.13657419,25.0,,,25.0,
41039,55.296355344,284.87691533,49.0,48.0,36.0,49.0,330.47165229
41041,,236.12864804,35.0,35.0,,34.0,347.39347672
41043,69.826924884,178.64565142,47.0,52.0,40.0,47.0,112.0927847
41045,,92.211269684,39.0,57.0,,40.0,225.73755405
41047,54.17146443,415.2502389,41.0,45.0,32.0,42.0,232.69465542
41049,,61.937493782,35.0,,,35.0,330.80451658
41051,44.968101019,942.08192094,46.0,48.0,32.0,47.0,474.4613864
41053,63.600396575,175.17913804,43.0,28.0,24.0,44.0,229.62330392
41055,,64.079192065,25.0,,,,57.87037037
41057,,96.486592538,24.0,,,,97.414616089
41059,69.81467246,139.74684677,40.0,29.0,29.0,40.0,223.27095199
41061,47.942507238,95.051907065,30.0,36.0,,30.0,137.35200805
41063,,80.96028933,30.0,,,,0.0
41065,,125.54615661,35.0,24.0,,35.0,158.69329618
41067,45.011429201,431.80166819,47.0,47.0,40.0,48.0,168.55767765
41069,,8.0775400502,21.0,,,,183.82352941
41071,74.41070853,193.56402246,45.0,28.0,50.0,45.0,127.99672951
42000,71.250713429,254.6688979,51.0,,,,315.23845591
42001,56.614702717,113.49198873,56.0,35.0,51.0,56.0,133.52314565
42003,63.69205092,271.51628834,48.0,44.0,35.0,50.0,394.52772054
42005,65.741234461,44.426385435,41.0,,32.0,41.0,108.06592021
42007,65.71153165,86.853488021,45.0,31.0,33.0,46.0,265.15209039
42009,,58.959844387,37.0,,,37.0,80.442859109
42011,53.204612914,181.45185391,53.0,52.0,38.0,54.0,299.90055611
42013,65.958443585,143.62177975,43.0,65.0,29.0,43.0,224.25454285
42015,,67.615068345,45.0,53.0,45.0,45.0,181.18738676
42017,51.679909908,260.54266228,57.0,59.0,43.0,58.0,96.236176024
42019,53.156278399,81.655491616,48.0,67.0,38.0,48.0,100.10251786
42021,72.155771914,85.758732704,39.0,38.0,34.0,39.0,169.09990743
42023,,109.74112377,43.0,,,,126.39561829
42025,55.288799228,76.094941138,50.0,68.0,34.0,50.0,248.84936422
42027,49.945010205,144.92444522,55.0,56.0,45.0,55.0,88.617534919
42029,46.546038454,141.88422404,58.0,58.0,46.0,59.0,135.48723293
42031,51.155816183,97.056092168,42.0,,,,127.78736183
42033,72.540588697,58.95993986,43.0,,31.0,43.0,265.91797358
42035,63.282331512,42.788831609,45.0,,,,154.72671237
42037,51.735448692,142.91392319,48.0,48.0,36.0,48.0,173.9288253
42039,63.930692234,23.482781085,44.0,,31.0,45.0,96.621711535
42041,44.609779945,230.43742848,55.0,53.0,36.0,55.0,86.285324967
42043,57.057523095,354.90552641,50.0,58.0,37.0,52.0,402.82863765
42045,71.593563498,505.73205319,55.0,58.0,41.0,57.0,396.06510781
42047,69.64357497,37.345284418,51.0,,,51.0,106.50486534
42049,67.314910061,191.08588541,51.0,48.0,38.0,52.0,224.84461118
42051,53.71087984,46.16902514,42.0,45.0,28.0,42.0,204.55884726
42053,,22.080381573,50.0,,,,468.47811538
42055,47.232902799,86.762808061,49.0,46.0,36.0,50.0,146.1463682
42057,62.76707417,47.284215017,36.0,,27.0,36.0,216.07161231
42059,63.554948391,57.388906621,36.0,,,,187.07323917
42061,67.770301038,66.488528269,41.0,,21.0,41.0,182.20893291
42063,61.820607657,126.22410703,43.0,25.0,35.0,43.0,283.64632238
42065,,93.56788677,43.0,,,43.0,134.7724031
42067,65.941293162,34.355722507,55.0,,,56.0,84.952965066
42069,53.818921932,188.49234805,50.0,45.0,33.0,50.0,213.40131449
42071,58.752725951,114.04813132,58.0,59.0,48.0,59.0,170.43336233
42073,65.481568901,53.967420515,46.0,,23.0,47.0,228.82117053
42075,45.827460306,128.71159185,53.0,59.0,29.0,53.0,153.94157693
42077,49.984462845,316.51630557,56.0,57.0,42.0,57.0,231.03468445
42079,59.385014351,166.36602391,47.0,46.0,37.0,48.0,264.46802635
42081,62.192255799,93.022928635,51.0,37.0,41.0,52.0,211.99103876
42083,,55.54070213,42.0,,,42.0,287.80400785
42085,72.008737563,73.32006697,44.0,33.0,34.0,45.0,215.58185057
42087,76.168245076,128.17386365,57.0,,28.0,57.0,131.27878449
42089,33.772622945,89.965285643,46.0,43.0,36.0,48.0,234.88688342
42091,49.870804439,267.61299831,59.0,57.0,46.0,60.0,135.48321225
42093,,153.94657423,54.0,,,,277.29916003
42095,43.6208692,157.84780813,55.0,48.0,42.0,56.0,212.26438653
42097,53.049236566,107.61185985,51.0,41.0,43.0,51.0,251.14326411
42099,50.187234608,75.217420446,53.0,,,,187.63412469
42101,69.898297824,754.40577969,47.0,56.0,39.0,53.0,1001.4735352
42103,63.168367938,53.160779922,47.0,41.0,44.0,47.0,146.54240347
42105,,42.941531198,24.0,,,,221.80924405
42107,57.064536377,94.267899601,50.0,51.0,25.0,50.0,319.43957968
42109,50.337940932,97.904622145,58.0,36.0,38.0,58.0,188.05768832
42111,,44.184280626,33.0,,,33.0,114.76995963
42113,,15.392122416,48.0,,,,79.176563737
42115,60.22699767,46.156077513,40.0,,,40.0,126.07931535
42117,52.036875979,57.976177128,45.0,,,45.0,119.82157263
42119,37.28698195,155.01452024,56.0,57.0,52.0,56.0,66.923952082
42121,54.047575284,73.368940387,51.0,,69.0,51.0,134.595836
42123,,78.066621272,44.0,,,44.0,185.6443512
42125,53.326818729,61.35001249,45.0,46.0,32.0,45.0,176.39050858
42127,42.790894461,22.085034363,46.0,58.0,41.0,46.0,110.88323897
42129,67.111511396,73.59160595,48.0,52.0,38.0,48.0,168.57601932
42131,,82.688247548,48.0,,,48.0,135.85233757
42133,50.999777578,154.97380091,58.0,58.0,44.0,58.0,219.86835085
