GEOID,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
05007,29255,417,10480.366553103986,1.425397367971287
05009,3852,80,10290.660397520838,2.0768431983385254
05011,1395,32,12961.070333550128,2.293906810035842
05013,411,3,7920.601271921372,0.7299270072992701
05015,2812,46,9908.386187455955,1.635846372688478
05017,1617,41,15981.419252816762,2.535559678416821
05019,2118,41,9489.247311827958,1.935788479697828
05021,1778,51,12219.091471376538,2.8683914510686166
05023,1992,75,7993.900236767125,3.765060240963856
05025,954,25,11990.950226244344,2.620545073375262
05027,2353,56,10031.120774182547,2.3799405014874626
05029,2242,32,10755.06092295884,1.4272970561998215
05031,13538,181,12270.2389152739,1.3369773969567145
05033,7104,119,11230.377665712886,1.6751126126126126
05035,6113,97,12747.36732353248,1.5867822672991985
05037,1960,50,11937.389609598637,2.5510204081632653
