GEOID,date,state,county,percent_new_test_results_reported_positive_7_day_rolling_average
17055,2021-05-18,IL,Franklin County,2.7199999999999998
17057,2021-05-18,IL,Fulton County,7.27
17059,2021-05-18,IL,Gallatin County,3.17
17061,2021-05-18,IL,Greene County,0.0
17063,2021-05-18,IL,Grundy County,3.68
17065,2021-05-18,IL,Hamilton County,2.55
17067,2021-05-18,IL,Hancock County,1.92
17069,2021-05-18,IL,Hardin County,0.0
17071,2021-05-18,IL,Henderson County,0.0
17073,2021-05-18,IL,Henry County,3.63
17075,2021-05-18,IL,Iroquois County,5.08
17077,2021-05-18,IL,Jackson County,1.9300000000000002
17079,2021-05-18,IL,Jasper County,2.3
17081,2021-05-18,IL,Jefferson County,4.59
17083,2021-05-18,IL,Jersey County,2.29
17085,2021-05-18,IL,Jo Daviess County,5.64
17087,2021-05-18,IL,Johnson County,3.37
17089,2021-05-18,IL,Kane County,4.17
17091,2021-05-18,IL,Kankakee County,3.73
17093,2021-05-18,IL,Kendall County,4.86
17095,2021-05-18,IL,Knox County,2.51
17097,2021-05-18,IL,Lake County,2.03
17099,2021-05-18,IL,LaSalle County,3.6
17101,2021-05-18,IL,Lawrence County,2.19
17103,2021-05-18,IL,Lee County,1.9300000000000002
17105,2021-05-18,IL,Livingston County,2.27
17107,2021-05-18,IL,Logan County,3.69
17115,2021-05-18,IL,Macon County,3.44
17117,2021-05-18,IL,Macoupin County,3.27
17119,2021-05-18,IL,Madison County,4.25
17121,2021-05-18,IL,Marion County,2.15
17123,2021-05-18,IL,Marshall County,4.0
17125,2021-05-18,IL,Mason County,7.75
17127,2021-05-18,IL,Massac County,3.81
17109,2021-05-18,IL,McDonough County,4.82
17111,2021-05-18,IL,McHenry County,3.83
17113,2021-05-18,IL,McLean County,3.27
17129,2021-05-18,IL,Menard County,1.9
17131,2021-05-18,IL,Mercer County,5.06
17133,2021-05-18,IL,Monroe County,1.26
17135,2021-05-18,IL,Montgomery County,1.82
17137,2021-05-18,IL,Morgan County,1.51
17139,2021-05-18,IL,Moultrie County,2.4
17141,2021-05-18,IL,Ogle County,3.19
17143,2021-05-18,IL,Peoria County,4.18
17145,2021-05-18,IL,Perry County,3.55
17147,2021-05-18,IL,Piatt County,3.31
17149,2021-05-18,IL,Pike County,0.0
17151,2021-05-18,IL,Pope County,0.0
17153,2021-05-18,IL,Pulaski County,3.13
17155,2021-05-18,IL,Putnam County,0.0
17157,2021-05-18,IL,Randolph County,0.84
17159,2021-05-18,IL,Richland County,4.58
17161,2021-05-18,IL,Rock Island County,3.9
17165,2021-05-18,IL,Saline County,3.61
17167,2021-05-18,IL,Sangamon County,2.4
17169,2021-05-18,IL,Schuyler County,1.88
17171,2021-05-18,IL,Scott County,0.0
17173,2021-05-18,IL,Shelby County,2.33
17163,2021-05-18,IL,St. Clair County,3.36
17175,2021-05-18,IL,Stark County,1.43
17177,2021-05-18,IL,Stephenson County,4.85
17179,2021-05-18,IL,Tazewell County,3.64
17181,2021-05-18,IL,Union County,1.09
17183,2021-05-18,IL,Vermilion County,5.32
17185,2021-05-18,IL,Wabash County,1.43
17187,2021-05-18,IL,Warren County,2.58
17189,2021-05-18,IL,Washington County,1.3
17191,2021-05-18,IL,Wayne County,3.6
17193,2021-05-18,IL,White County,3.37
17195,2021-05-18,IL,Whiteside County,0.88
17197,2021-05-18,IL,Will County,3.19
17199,2021-05-18,IL,Williamson County,2.47
17201,2021-05-18,IL,Winnebago County,4.54
17203,2021-05-18,IL,Woodford County,3.37
18001,2021-05-18,IN,Adams County,1.0
18003,2021-05-18,IN,Allen County,6.52
18005,2021-05-18,IN,Bartholomew County,2.06
18007,2021-05-18,IN,Benton County,5.25
18009,2021-05-18,IN,Blackford County,9.29
18011,2021-05-18,IN,Boone County,4.14
18013,2021-05-18,IN,Brown County,3.47
18015,2021-05-18,IN,Carroll County,8.55
18017,2021-05-18,IN,Cass County,8.17
18019,2021-05-18,IN,Clark County,4.6
18021,2021-05-18,IN,Clay County,6.52
18023,2021-05-18,IN,Clinton County,8.13
18025,2021-05-18,IN,Crawford County,3.22
18027,2021-05-18,IN,Daviess County,1.31
18029,2021-05-18,IN,Dearborn County,6.71
18031,2021-05-18,IN,Decatur County,7.86
18033,2021-05-18,IN,DeKalb County,7.57
18035,2021-05-18,IN,Delaware County,7.21
18037,2021-05-18,IN,Dubois County,1.87
18039,2021-05-18,IN,Elkhart County,8.7
18041,2021-05-18,IN,Fayette County,4.51
18043,2021-05-18,IN,Floyd County,2.4
18045,2021-05-18,IN,Fountain County,6.93
18047,2021-05-18,IN,Franklin County,3.16
18049,2021-05-18,IN,Fulton County,3.93
18051,2021-05-18,IN,Gibson County,7.01
18053,2021-05-18,IN,Grant County,11.4
18055,2021-05-18,IN,Greene County,10.54
18057,2021-05-18,IN,Hamilton County,4.26
18059,2021-05-18,IN,Hancock County,3.86
18061,2021-05-18,IN,Harrison County,1.82
18063,2021-05-18,IN,Hendricks County,5.22
18065,2021-05-18,IN,Henry County,5.3
18067,2021-05-18,IN,Howard County,4.7
18069,2021-05-18,IN,Huntington County,5.24
18071,2021-05-18,IN,Jackson County,5.63
18073,2021-05-18,IN,Jasper County,8.57
18075,2021-05-18,IN,Jay County,9.15
18077,2021-05-18,IN,Jefferson County,2.05
18079,2021-05-18,IN,Jennings County,4.97
18081,2021-05-18,IN,Johnson County,6.18
18083,2021-05-18,IN,Knox County,3.77
18085,2021-05-18,IN,Kosciusko County,9.8
18087,2021-05-18,IN,LaGrange County,5.51
18089,2021-05-18,IN,Lake County,7.25
18091,2021-05-18,IN,LaPorte County,6.99
18093,2021-05-18,IN,Lawrence County,13.64
18095,2021-05-18,IN,Madison County,7.65
18097,2021-05-18,IN,Marion County,4.76
18099,2021-05-18,IN,Marshall County,9.38
18101,2021-05-18,IN,Martin County,2.68
18103,2021-05-18,IN,Miami County,8.63
18105,2021-05-18,IN,Monroe County,3.31
18107,2021-05-18,IN,Montgomery County,4.01
18109,2021-05-18,IN,Morgan County,5.17
18111,2021-05-18,IN,Newton County,14.2
18113,2021-05-18,IN,Noble County,6.47
18115,2021-05-18,IN,Ohio County,1.6800000000000002
18117,2021-05-18,IN,Orange County,7.5
18119,2021-05-18,IN,Owen County,7.99
18121,2021-05-18,IN,Parke County,1.47
18123,2021-05-18,IN,Perry County,8.95
18125,2021-05-18,IN,Pike County,5.25
18127,2021-05-18,IN,Porter County,6.8100000000000005
18129,2021-05-18,IN,Posey County,0.0
18131,2021-05-18,IN,Pulaski County,8.93
18133,2021-05-18,IN,Putnam County,7.22
18135,2021-05-18,IN,Randolph County,8.17
18137,2021-05-18,IN,Ripley County,2.8
18139,2021-05-18,IN,Rush County,3.83
18143,2021-05-18,IN,Scott County,3.1
18145,2021-05-18,IN,Shelby County,6.55
18147,2021-05-18,IN,Spencer County,8.44
18141,2021-05-18,IN,St. Joseph County,5.63
18149,2021-05-18,IN,Starke County,11.83
18151,2021-05-18,IN,Steuben County,10.44
18153,2021-05-18,IN,Sullivan County,2.41
18155,2021-05-18,IN,Switzerland County,0.0
18157,2021-05-18,IN,Tippecanoe County,3.34
18159,2021-05-18,IN,Tipton County,5.07
18161,2021-05-18,IN,Union County,9.74
18163,2021-05-18,IN,Vanderburgh County,4.73
18165,2021-05-18,IN,Vermillion County,8.15
18167,2021-05-18,IN,Vigo County,3.29
18169,2021-05-18,IN,Wabash County,5.35
18171,2021-05-18,IN,Warren County,6.48
18173,2021-05-18,IN,Warrick County,5.53
18175,2021-05-18,IN,Washington County,3.81
18177,2021-05-18,IN,Wayne County,1.75
18179,2021-05-18,IN,Wells County,3.66
18181,2021-05-18,IN,White County,13.04
18183,2021-05-18,IN,Whitley County,10.19
23001,2021-05-18,ME,Androscoggin County,4.51
23003,2021-05-18,ME,Aroostook County,2.37
23005,2021-05-18,ME,Cumberland County,1.4
23007,2021-05-18,ME,Franklin County,1.69
23009,2021-05-18,ME,Hancock County,2.43
23011,2021-05-18,ME,Kennebec County,1.87
23013,2021-05-18,ME,Knox County,2.59
23015,2021-05-18,ME,Lincoln County,2.94
23017,2021-05-18,ME,Oxford County,3.8
23019,2021-05-18,ME,Penobscot County,3.11
23021,2021-05-18,ME,Piscataquis County,5.39
23023,2021-05-18,ME,Sagadahoc County,2.49
23025,2021-05-18,ME,Somerset County,3.25
23027,2021-05-18,ME,Waldo County,5.48
23029,2021-05-18,ME,Washington County,2.5300000000000002
23031,2021-05-18,ME,York County,2.5700000000000003
34001,2021-05-18,NJ,Atlantic County,3.23
34003,2021-05-18,NJ,Bergen County,2.22
34005,2021-05-18,NJ,Burlington County,2.69
34007,2021-05-18,NJ,Camden County,3.39
34009,2021-05-18,NJ,Cape May County,2.24
34011,2021-05-18,NJ,Cumberland County,2.83
34013,2021-05-18,NJ,Essex County,2.71
34015,2021-05-18,NJ,Gloucester County,4.28
34017,2021-05-18,NJ,Hudson County,2.68
34019,2021-05-18,NJ,Hunterdon County,2.5300000000000002
34021,2021-05-18,NJ,Mercer County,2.5700000000000003
34023,2021-05-18,NJ,Middlesex County,2.69
34025,2021-05-18,NJ,Monmouth County,2.73
34027,2021-05-18,NJ,Morris County,1.98
34029,2021-05-18,NJ,Ocean County,2.36
34031,2021-05-18,NJ,Passaic County,3.94
34033,2021-05-18,NJ,Salem County,3.98
34035,2021-05-18,NJ,Somerset County,1.99
34037,2021-05-18,NJ,Sussex County,3.11
34039,2021-05-18,NJ,Union County,2.64
34041,2021-05-18,NJ,Warren County,2.58
36001,2021-05-18,NY,Albany County,1.78
36003,2021-05-18,NY,Allegany County,5.29
36005,2021-05-18,NY,Bronx County,1.38
36007,2021-05-18,NY,Broome County,3.17
36009,2021-05-18,NY,Cattaraugus County,4.61
36011,2021-05-18,NY,Cayuga County,3.25
36013,2021-05-18,NY,Chautauqua County,1.28
36015,2021-05-18,NY,Chemung County,3.44
36017,2021-05-18,NY,Chenango County,4.07
36019,2021-05-18,NY,Clinton County,1.02
36021,2021-05-18,NY,Columbia County,1.94
36023,2021-05-18,NY,Cortland County,5.14
36025,2021-05-18,NY,Delaware County,1.4
36027,2021-05-18,NY,Dutchess County,2.32
36029,2021-05-18,NY,Erie County,2.59
36031,2021-05-18,NY,Essex County,0.77
36033,2021-05-18,NY,Franklin County,0.12
36035,2021-05-18,NY,Fulton County,3.65
36037,2021-05-18,NY,Genesee County,2.62
36039,2021-05-18,NY,Greene County,1.55
36041,2021-05-18,NY,Hamilton County,2.86
36043,2021-05-18,NY,Herkimer County,2.19
36045,2021-05-18,NY,Jefferson County,3.19
36047,2021-05-18,NY,Kings County,1.6
36049,2021-05-18,NY,Lewis County,8.14
36051,2021-05-18,NY,Livingston County,4.93
36053,2021-05-18,NY,Madison County,2.51
36055,2021-05-18,NY,Monroe County,4.5600000000000005
36057,2021-05-18,NY,Montgomery County,4.33
36059,2021-05-18,NY,Nassau County,1.33
36061,2021-05-18,NY,New York County,0.92
36063,2021-05-18,NY,Niagara County,2.24
36065,2021-05-18,NY,Oneida County,1.15
36067,2021-05-18,NY,Onondaga County,2.44
36069,2021-05-18,NY,Ontario County,1.4
36071,2021-05-18,NY,Orange County,2.22
36073,2021-05-18,NY,Orleans County,2.36
36075,2021-05-18,NY,Oswego County,2.17
36077,2021-05-18,NY,Otsego County,0.99
36079,2021-05-18,NY,Putnam County,0.79
36081,2021-05-18,NY,Queens County,1.8
36083,2021-05-18,NY,Rensselaer County,1.8399999999999999
36085,2021-05-18,NY,Richmond County,1.7000000000000002
36087,2021-05-18,NY,Rockland County,1.26
36091,2021-05-18,NY,Saratoga County,1.13
36093,2021-05-18,NY,Schenectady County,2.19
36095,2021-05-18,NY,Schoharie County,3.62
36097,2021-05-18,NY,Schuyler County,1.58
36099,2021-05-18,NY,Seneca County,1.48
36089,2021-05-18,NY,St. Lawrence County,2.15
36101,2021-05-18,NY,Steuben County,3.86
36103,2021-05-18,NY,Suffolk County,1.45
36105,2021-05-18,NY,Sullivan County,2.05
36107,2021-05-18,NY,Tioga County,4.91
36109,2021-05-18,NY,Tompkins County,0.24
36111,2021-05-18,NY,Ulster County,1.81
36113,2021-05-18,NY,Warren County,0.8
36115,2021-05-18,NY,Washington County,1.42
36117,2021-05-18,NY,Wayne County,3.11
36119,2021-05-18,NY,Westchester County,1.06
36121,2021-05-18,NY,Wyoming County,3.07
36123,2021-05-18,NY,Yates County,1.3
37001,2021-05-18,NC,Alamance County,2.71
37003,2021-05-18,NC,Alexander County,2.45
37005,2021-05-18,NC,Alleghany County,2.86
37007,2021-05-18,NC,Anson County,3.59
37009,2021-05-18,NC,Ashe County,2.56
37011,2021-05-18,NC,Avery County,5.44
37013,2021-05-18,NC,Beaufort County,6.54
37015,2021-05-18,NC,Bertie County,4.92
37017,2021-05-18,NC,Bladen County,4.75
37019,2021-05-18,NC,Brunswick County,2.14
37021,2021-05-18,NC,Buncombe County,3.92
37023,2021-05-18,NC,Burke County,3.09
37025,2021-05-18,NC,Cabarrus County,3.45
37027,2021-05-18,NC,Caldwell County,3.86
37029,2021-05-18,NC,Camden County,9.8
37031,2021-05-18,NC,Carteret County,1.8399999999999999
37033,2021-05-18,NC,Caswell County,3.22
37035,2021-05-18,NC,Catawba County,5.98
37037,2021-05-18,NC,Chatham County,2.49
37039,2021-05-18,NC,Cherokee County,8.85
37041,2021-05-18,NC,Chowan County,1.67
37043,2021-05-18,NC,Clay County,0.5700000000000001
37045,2021-05-18,NC,Cleveland County,3.2
37047,2021-05-18,NC,Columbus County,2.9699999999999998
37049,2021-05-18,NC,Craven County,2.9699999999999998
37051,2021-05-18,NC,Cumberland County,9.63
37053,2021-05-18,NC,Currituck County,4.78
37055,2021-05-18,NC,Dare County,3.15
37057,2021-05-18,NC,Davidson County,7.94
37059,2021-05-18,NC,Davie County,6.33
37061,2021-05-18,NC,Duplin County,7.88
37063,2021-05-18,NC,Durham County,1.96
37065,2021-05-18,NC,Edgecombe County,5.8100000000000005
37067,2021-05-18,NC,Forsyth County,4.9
37069,2021-05-18,NC,Franklin County,8.66
37071,2021-05-18,NC,Gaston County,5.11
37073,2021-05-18,NC,Gates County,2.86
37075,2021-05-18,NC,Graham County,5.48
37077,2021-05-18,NC,Granville County,3.0
37079,2021-05-18,NC,Greene County,5.82
37081,2021-05-18,NC,Guilford County,3.69
37083,2021-05-18,NC,Halifax County,4.14
37085,2021-05-18,NC,Harnett County,7.78
37087,2021-05-18,NC,Haywood County,7.08
37089,2021-05-18,NC,Henderson County,3.09
37091,2021-05-18,NC,Hertford County,5.14
37093,2021-05-18,NC,Hoke County,11.02
37095,2021-05-18,NC,Hyde County,0.0
37097,2021-05-18,NC,Iredell County,3.43
37099,2021-05-18,NC,Jackson County,1.27
37101,2021-05-18,NC,Johnston County,4.9
37103,2021-05-18,NC,Jones County,5.78
37105,2021-05-18,NC,Lee County,4.75
37107,2021-05-18,NC,Lenoir County,7.88
37109,2021-05-18,NC,Lincoln County,6.66
37113,2021-05-18,NC,Macon County,5.18
37115,2021-05-18,NC,Madison County,2.41
37117,2021-05-18,NC,Martin County,4.93
37111,2021-05-18,NC,McDowell County,1.97
37119,2021-05-18,NC,Mecklenburg County,3.63
37121,2021-05-18,NC,Mitchell County,7.66
37123,2021-05-18,NC,Montgomery County,4.61
37125,2021-05-18,NC,Moore County,3.5300000000000002
37127,2021-05-18,NC,Nash County,4.12
37129,2021-05-18,NC,New Hanover County,5.11
37131,2021-05-18,NC,Northampton County,3.1
37133,2021-05-18,NC,Onslow County,9.54
37135,2021-05-18,NC,Orange County,0.8200000000000001
37137,2021-05-18,NC,Pamlico County,0.51
37139,2021-05-18,NC,Pasquotank County,7.57
37141,2021-05-18,NC,Pender County,7.27
37143,2021-05-18,NC,Perquimans County,6.22
37145,2021-05-18,NC,Person County,6.23
37147,2021-05-18,NC,Pitt County,6.09
37149,2021-05-18,NC,Polk County,2.4
37151,2021-05-18,NC,Randolph County,2.65
37153,2021-05-18,NC,Richmond County,7.96
37155,2021-05-18,NC,Robeson County,4.22
37157,2021-05-18,NC,Rockingham County,6.04
37159,2021-05-18,NC,Rowan County,5.61
37161,2021-05-18,NC,Rutherford County,3.6
37163,2021-05-18,NC,Sampson County,3.91
37165,2021-05-18,NC,Scotland County,3.14
37167,2021-05-18,NC,Stanly County,5.67
37169,2021-05-18,NC,Stokes County,5.74
37171,2021-05-18,NC,Surry County,5.62
37173,2021-05-18,NC,Swain County,1.9
37175,2021-05-18,NC,Transylvania County,2.8200000000000003
37177,2021-05-18,NC,Tyrrell County,0.0
37179,2021-05-18,NC,Union County,4.14
37181,2021-05-18,NC,Vance County,3.62
37183,2021-05-18,NC,Wake County,3.66
37185,2021-05-18,NC,Warren County,7.41
37187,2021-05-18,NC,Washington County,6.52
37189,2021-05-18,NC,Watauga County,2.5
37191,2021-05-18,NC,Wayne County,4.01
37193,2021-05-18,NC,Wilkes County,5.33
37195,2021-05-18,NC,Wilson County,3.87
37197,2021-05-18,NC,Yadkin County,8.83
37199,2021-05-18,NC,Yancey County,9.16
39001,2021-05-18,OH,Adams County,2.95
39003,2021-05-18,OH,Allen County,5.55
39005,2021-05-18,OH,Ashland County,3.58
39007,2021-05-18,OH,Ashtabula County,6.77
39009,2021-05-18,OH,Athens County,0.88
39011,2021-05-18,OH,Auglaize County,4.22
39013,2021-05-18,OH,Belmont County,5.45
39015,2021-05-18,OH,Brown County,6.94
39017,2021-05-18,OH,Butler County,2.9699999999999998
39019,2021-05-18,OH,Carroll County,7.93
39021,2021-05-18,OH,Champaign County,3.98
39023,2021-05-18,OH,Clark County,3.85
39025,2021-05-18,OH,Clermont County,2.91
39027,2021-05-18,OH,Clinton County,2.31
39029,2021-05-18,OH,Columbiana County,6.21
39031,2021-05-18,OH,Coshocton County,2.7800000000000002
39033,2021-05-18,OH,Crawford County,4.06
39035,2021-05-18,OH,Cuyahoga County,3.2
39037,2021-05-18,OH,Darke County,2.68
39039,2021-05-18,OH,Defiance County,4.84
39041,2021-05-18,OH,Delaware County,1.77
39043,2021-05-18,OH,Erie County,3.5
39045,2021-05-18,OH,Fairfield County,3.69
39047,2021-05-18,OH,Fayette County,2.04
39049,2021-05-18,OH,Franklin County,2.87
39051,2021-05-18,OH,Fulton County,4.12
39053,2021-05-18,OH,Gallia County,4.11
39055,2021-05-18,OH,Geauga County,2.1
39057,2021-05-18,OH,Greene County,3.71
39059,2021-05-18,OH,Guernsey County,3.66
39061,2021-05-18,OH,Hamilton County,2.99
39063,2021-05-18,OH,Hancock County,5.14
39065,2021-05-18,OH,Hardin County,2.08
39067,2021-05-18,OH,Harrison County,10.5
39069,2021-05-18,OH,Henry County,3.34
39071,2021-05-18,OH,Highland County,2.22
39073,2021-05-18,OH,Hocking County,1.15
39075,2021-05-18,OH,Holmes County,2.91
39077,2021-05-18,OH,Huron County,6.02
39079,2021-05-18,OH,Jackson County,3.16
39081,2021-05-18,OH,Jefferson County,6.01
39083,2021-05-18,OH,Knox County,2.39
39085,2021-05-18,OH,Lake County,3.38
39087,2021-05-18,OH,Lawrence County,13.62
39089,2021-05-18,OH,Licking County,2.36
39091,2021-05-18,OH,Logan County,0.8200000000000001
39093,2021-05-18,OH,Lorain County,2.8200000000000003
39095,2021-05-18,OH,Lucas County,4.43
39097,2021-05-18,OH,Madison County,4.72
39099,2021-05-18,OH,Mahoning County,4.05
39101,2021-05-18,OH,Marion County,1.51
39103,2021-05-18,OH,Medina County,2.43
39105,2021-05-18,OH,Meigs County,2.55
39107,2021-05-18,OH,Mercer County,4.53
39109,2021-05-18,OH,Miami County,3.73
39111,2021-05-18,OH,Monroe County,0.32
39113,2021-05-18,OH,Montgomery County,3.65
39115,2021-05-18,OH,Morgan County,0.0
39117,2021-05-18,OH,Morrow County,2.79
39119,2021-05-18,OH,Muskingum County,2.15
39121,2021-05-18,OH,Noble County,2.32
39123,2021-05-18,OH,Ottawa County,3.66
39125,2021-05-18,OH,Paulding County,8.7
39127,2021-05-18,OH,Perry County,0.0
39129,2021-05-18,OH,Pickaway County,0.8300000000000001
39131,2021-05-18,OH,Pike County,4.08
39133,2021-05-18,OH,Portage County,3.75
39135,2021-05-18,OH,Preble County,2.73
39137,2021-05-18,OH,Putnam County,4.06
39139,2021-05-18,OH,Richland County,2.33
39141,2021-05-18,OH,Ross County,1.62
39143,2021-05-18,OH,Sandusky County,3.5
39145,2021-05-18,OH,Scioto County,7.47
39147,2021-05-18,OH,Seneca County,2.43
39149,2021-05-18,OH,Shelby County,1.85
39151,2021-05-18,OH,Stark County,4.86
39153,2021-05-18,OH,Summit County,4.01
39155,2021-05-18,OH,Trumbull County,3.92
39157,2021-05-18,OH,Tuscarawas County,2.67
39159,2021-05-18,OH,Union County,4.9
39161,2021-05-18,OH,Van Wert County,2.56
39163,2021-05-18,OH,Vinton County,9.36
39165,2021-05-18,OH,Warren County,2.76
39167,2021-05-18,OH,Washington County,5.83
39169,2021-05-18,OH,Wayne County,3.91
39171,2021-05-18,OH,Williams County,3.85
39173,2021-05-18,OH,Wood County,3.06
39175,2021-05-18,OH,Wyandot County,2.7199999999999998
41001,2021-05-18,OR,Baker County,5.26
41003,2021-05-18,OR,Benton County,2.5
41005,2021-05-18,OR,Clackamas County,5.89
41007,2021-05-18,OR,Clatsop County,4.61
41009,2021-05-18,OR,Columbia County,3.99
41011,2021-05-18,OR,Coos County,4.07
41013,2021-05-18,OR,Crook County,10.99
41015,2021-05-18,OR,Curry County,7.47
41017,2021-05-18,OR,Deschutes County,9.31
41019,2021-05-18,OR,Douglas County,3.77
41021,2021-05-18,OR,Gilliam County,0.0
41023,2021-05-18,OR,Grant County,7.4
41025,2021-05-18,OR,Harney County,8.98
41027,2021-05-18,OR,Hood River County,5.68
41029,2021-05-18,OR,Jackson County,7.98
41031,2021-05-18,OR,Jefferson County,9.14
41033,2021-05-18,OR,Josephine County,3.69
41035,2021-05-18,OR,Klamath County,9.67
41037,2021-05-18,OR,Lake County,18.82
41039,2021-05-18,OR,Lane County,2.35
41041,2021-05-18,OR,Lincoln County,2.29
41043,2021-05-18,OR,Linn County,6.03
41045,2021-05-18,OR,Malheur County,3.29
41047,2021-05-18,OR,Marion County,7.65
41049,2021-05-18,OR,Morrow County,5.59
41051,2021-05-18,OR,Multnomah County,4.31
41053,2021-05-18,OR,Polk County,6.09
41055,2021-05-18,OR,Sherman County,0.0
41057,2021-05-18,OR,Tillamook County,2.89
41059,2021-05-18,OR,Umatilla County,7.35
41061,2021-05-18,OR,Union County,3.91
41063,2021-05-18,OR,Wallowa County,4.17
41065,2021-05-18,OR,Wasco County,2.47
41067,2021-05-18,OR,Washington County,4.32
41069,2021-05-18,OR,Wheeler County,0.0
41071,2021-05-18,OR,Yamhill County,4.51
42001,2021-05-18,PA,Adams County,6.01
42003,2021-05-18,PA,Allegheny County,4.53
42005,2021-05-18,PA,Armstrong County,9.19
42007,2021-05-18,PA,Beaver County,6.04
42009,2021-05-18,PA,Bedford County,9.86
42011,2021-05-18,PA,Berks County,7.46
42013,2021-05-18,PA,Blair County,6.33
42015,2021-05-18,PA,Bradford County,9.39
42017,2021-05-18,PA,Bucks County,4.31
42019,2021-05-18,PA,Butler County,6.43
42021,2021-05-18,PA,Cambria County,5.96
42023,2021-05-18,PA,Cameron County,15.83
42025,2021-05-18,PA,Carbon County,6.4
42027,2021-05-18,PA,Centre County,4.42
42029,2021-05-18,PA,Chester County,3.34
42031,2021-05-18,PA,Clarion County,7.33
42033,2021-05-18,PA,Clearfield County,6.84
42035,2021-05-18,PA,Clinton County,8.49
42037,2021-05-18,PA,Columbia County,9.78
42039,2021-05-18,PA,Crawford County,17.0
42041,2021-05-18,PA,Cumberland County,4.98
42043,2021-05-18,PA,Dauphin County,7.39
42045,2021-05-18,PA,Delaware County,3.15
