GEOID,date,state,county,percent_new_test_results_reported_positive_7_day_rolling_average
17127,2021-03-27,IL,Massac County,1.1
17109,2021-03-27,IL,McDonough County,4.63
17111,2021-03-27,IL,McHenry County,4.69
17113,2021-03-27,IL,McLean County,4.18
17129,2021-03-27,IL,Menard County,9.68
17131,2021-03-27,IL,Mercer County,5.75
17133,2021-03-27,IL,Monroe County,5.4
17135,2021-03-27,IL,Montgomery County,1.19
17137,2021-03-27,IL,Morgan County,0.86
17139,2021-03-27,IL,Moultrie County,2.64
17141,2021-03-27,IL,Ogle County,8.48
17143,2021-03-27,IL,Peoria County,9.68
17145,2021-03-27,IL,Perry County,2.26
17147,2021-03-27,IL,Piatt County,1.53
17149,2021-03-27,IL,Pike County,0.25
17151,2021-03-27,IL,Pope County,0.0
17153,2021-03-27,IL,Pulaski County,0.0
17155,2021-03-27,IL,Putnam County,1.1
17157,2021-03-27,IL,Randolph County,1.6800000000000002
17159,2021-03-27,IL,Richland County,5.34
17161,2021-03-27,IL,Rock Island County,5.24
17165,2021-03-27,IL,Saline County,4.47
17167,2021-03-27,IL,Sangamon County,3.22
17169,2021-03-27,IL,Schuyler County,0.9
17171,2021-03-27,IL,Scott County,0.84
17173,2021-03-27,IL,Shelby County,1.96
17163,2021-03-27,IL,St. Clair County,4.7
17175,2021-03-27,IL,Stark County,5.22
17177,2021-03-27,IL,Stephenson County,5.18
17179,2021-03-27,IL,Tazewell County,6.34
17181,2021-03-27,IL,Union County,0.78
17183,2021-03-27,IL,Vermilion County,2.4
17185,2021-03-27,IL,Wabash County,5.88
17187,2021-03-27,IL,Warren County,1.92
17189,2021-03-27,IL,Washington County,1.11
17191,2021-03-27,IL,Wayne County,1.25
17193,2021-03-27,IL,White County,0.19
17195,2021-03-27,IL,Whiteside County,8.31
17197,2021-03-27,IL,Will County,3.54
17199,2021-03-27,IL,Williamson County,1.97
17201,2021-03-27,IL,Winnebago County,4.76
17203,2021-03-27,IL,Woodford County,10.06
18001,2021-03-27,IN,Adams County,6.3
18003,2021-03-27,IN,Allen County,9.23
18005,2021-03-27,IN,Bartholomew County,5.17
18007,2021-03-27,IN,Benton County,4.08
18009,2021-03-27,IN,Blackford County,19.37
18011,2021-03-27,IN,Boone County,2.61
18013,2021-03-27,IN,Brown County,0.76
18015,2021-03-27,IN,Carroll County,5.4
18017,2021-03-27,IN,Cass County,2.64
18019,2021-03-27,IN,Clark County,4.61
18021,2021-03-27,IN,Clay County,8.29
18023,2021-03-27,IN,Clinton County,8.25
18025,2021-03-27,IN,Crawford County,6.24
18027,2021-03-27,IN,Daviess County,2.04
18029,2021-03-27,IN,Dearborn County,7.71
18031,2021-03-27,IN,Decatur County,4.19
18033,2021-03-27,IN,DeKalb County,10.41
18035,2021-03-27,IN,Delaware County,4.34
18037,2021-03-27,IN,Dubois County,2.69
18039,2021-03-27,IN,Elkhart County,9.82
18041,2021-03-27,IN,Fayette County,4.45
18043,2021-03-27,IN,Floyd County,4.98
18045,2021-03-27,IN,Fountain County,9.56
18047,2021-03-27,IN,Franklin County,6.29
18049,2021-03-27,IN,Fulton County,1.57
18051,2021-03-27,IN,Gibson County,9.15
18053,2021-03-27,IN,Grant County,12.29
18055,2021-03-27,IN,Greene County,2.32
18057,2021-03-27,IN,Hamilton County,4.77
18059,2021-03-27,IN,Hancock County,2.5700000000000003
18061,2021-03-27,IN,Harrison County,8.58
18063,2021-03-27,IN,Hendricks County,3.45
18065,2021-03-27,IN,Henry County,1.73
18067,2021-03-27,IN,Howard County,5.02
18069,2021-03-27,IN,Huntington County,7.1
18071,2021-03-27,IN,Jackson County,6.78
18073,2021-03-27,IN,Jasper County,7.52
18075,2021-03-27,IN,Jay County,5.6
18077,2021-03-27,IN,Jefferson County,3.46
18079,2021-03-27,IN,Jennings County,5.78
18081,2021-03-27,IN,Johnson County,6.86
18083,2021-03-27,IN,Knox County,4.09
18085,2021-03-27,IN,Kosciusko County,14.62
18087,2021-03-27,IN,LaGrange County,3.01
18089,2021-03-27,IN,Lake County,5.76
18091,2021-03-27,IN,LaPorte County,9.26
18093,2021-03-27,IN,Lawrence County,4.99
18095,2021-03-27,IN,Madison County,3.58
18097,2021-03-27,IN,Marion County,3.73
18099,2021-03-27,IN,Marshall County,9.44
18101,2021-03-27,IN,Martin County,2.3
18103,2021-03-27,IN,Miami County,3.85
18105,2021-03-27,IN,Monroe County,2.04
18107,2021-03-27,IN,Montgomery County,7.01
18109,2021-03-27,IN,Morgan County,3.4
18111,2021-03-27,IN,Newton County,8.25
18113,2021-03-27,IN,Noble County,17.27
18115,2021-03-27,IN,Ohio County,9.26
18117,2021-03-27,IN,Orange County,4.24
18119,2021-03-27,IN,Owen County,2.21
18121,2021-03-27,IN,Parke County,10.04
18123,2021-03-27,IN,Perry County,18.95
18125,2021-03-27,IN,Pike County,0.51
18127,2021-03-27,IN,Porter County,6.97
18129,2021-03-27,IN,Posey County,11.91
18131,2021-03-27,IN,Pulaski County,5.37
18133,2021-03-27,IN,Putnam County,5.79
18135,2021-03-27,IN,Randolph County,6.2
18137,2021-03-27,IN,Ripley County,2.67
18139,2021-03-27,IN,Rush County,0.62
18143,2021-03-27,IN,Scott County,3.71
18145,2021-03-27,IN,Shelby County,1.22
18147,2021-03-27,IN,Spencer County,8.37
18141,2021-03-27,IN,St. Joseph County,4.24
18149,2021-03-27,IN,Starke County,15.8
18151,2021-03-27,IN,Steuben County,7.94
18153,2021-03-27,IN,Sullivan County,5.69
18155,2021-03-27,IN,Switzerland County,19.52
18157,2021-03-27,IN,Tippecanoe County,2.44
18159,2021-03-27,IN,Tipton County,6.53
18161,2021-03-27,IN,Union County,0.0
18163,2021-03-27,IN,Vanderburgh County,7.85
18165,2021-03-27,IN,Vermillion County,8.84
18167,2021-03-27,IN,Vigo County,5.73
18169,2021-03-27,IN,Wabash County,6.74
18171,2021-03-27,IN,Warren County,2.09
18173,2021-03-27,IN,Warrick County,8.99
18175,2021-03-27,IN,Washington County,8.51
18177,2021-03-27,IN,Wayne County,2.48
18179,2021-03-27,IN,Wells County,11.19
18181,2021-03-27,IN,White County,1.87
18183,2021-03-27,IN,Whitley County,3.63
23001,2021-03-27,ME,Androscoggin County,5.85
23003,2021-03-27,ME,Aroostook County,3.69
23005,2021-03-27,ME,Cumberland County,2.83
23007,2021-03-27,ME,Franklin County,4.76
23009,2021-03-27,ME,Hancock County,0.0
23011,2021-03-27,ME,Kennebec County,3.49
23013,2021-03-27,ME,Knox County,4.08
23015,2021-03-27,ME,Lincoln County,3.08
23017,2021-03-27,ME,Oxford County,7.66
23019,2021-03-27,ME,Penobscot County,4.3
23021,2021-03-27,ME,Piscataquis County,0.89
23023,2021-03-27,ME,Sagadahoc County,3.31
23025,2021-03-27,ME,Somerset County,3.99
23027,2021-03-27,ME,Waldo County,3.13
23029,2021-03-27,ME,Washington County,0.0
23031,2021-03-27,ME,York County,6.45
34001,2021-03-27,NJ,Atlantic County,13.11
34003,2021-03-27,NJ,Bergen County,11.55
34005,2021-03-27,NJ,Burlington County,8.22
34007,2021-03-27,NJ,Camden County,7.97
34009,2021-03-27,NJ,Cape May County,7.42
34011,2021-03-27,NJ,Cumberland County,5.79
34013,2021-03-27,NJ,Essex County,10.72
34015,2021-03-27,NJ,Gloucester County,10.68
34017,2021-03-27,NJ,Hudson County,11.69
34019,2021-03-27,NJ,Hunterdon County,8.25
34021,2021-03-27,NJ,Mercer County,6.4
34023,2021-03-27,NJ,Middlesex County,10.63
34025,2021-03-27,NJ,Monmouth County,11.22
34027,2021-03-27,NJ,Morris County,10.55
34029,2021-03-27,NJ,Ocean County,11.79
34031,2021-03-27,NJ,Passaic County,12.43
34033,2021-03-27,NJ,Salem County,10.31
34035,2021-03-27,NJ,Somerset County,8.84
34037,2021-03-27,NJ,Sussex County,13.44
34039,2021-03-27,NJ,Union County,9.4
34041,2021-03-27,NJ,Warren County,9.92
36001,2021-03-27,NY,Albany County,4.12
36003,2021-03-27,NY,Allegany County,2.11
36005,2021-03-27,NY,Bronx County,6.63
36007,2021-03-27,NY,Broome County,5.96
36009,2021-03-27,NY,Cattaraugus County,3.37
36011,2021-03-27,NY,Cayuga County,2.29
36013,2021-03-27,NY,Chautauqua County,3.17
36015,2021-03-27,NY,Chemung County,4.84
36017,2021-03-27,NY,Chenango County,5.54
36019,2021-03-27,NY,Clinton County,4.43
36021,2021-03-27,NY,Columbia County,3.7800000000000002
36023,2021-03-27,NY,Cortland County,3.13
36025,2021-03-27,NY,Delaware County,6.76
36027,2021-03-27,NY,Dutchess County,8.55
36029,2021-03-27,NY,Erie County,6.23
36031,2021-03-27,NY,Essex County,1.81
36033,2021-03-27,NY,Franklin County,2.71
36035,2021-03-27,NY,Fulton County,6.16
36037,2021-03-27,NY,Genesee County,3.1
36039,2021-03-27,NY,Greene County,5.25
36041,2021-03-27,NY,Hamilton County,4.44
36043,2021-03-27,NY,Herkimer County,2.47
36045,2021-03-27,NY,Jefferson County,1.74
36047,2021-03-27,NY,Kings County,6.18
36049,2021-03-27,NY,Lewis County,9.72
36051,2021-03-27,NY,Livingston County,3.15
36053,2021-03-27,NY,Madison County,1.96
36055,2021-03-27,NY,Monroe County,4.62
36057,2021-03-27,NY,Montgomery County,5.6
36059,2021-03-27,NY,Nassau County,5.87
36061,2021-03-27,NY,New York County,3.74
36063,2021-03-27,NY,Niagara County,4.64
36065,2021-03-27,NY,Oneida County,2.22
36067,2021-03-27,NY,Onondaga County,2.34
36069,2021-03-27,NY,Ontario County,2.76
36071,2021-03-27,NY,Orange County,11.04
36073,2021-03-27,NY,Orleans County,2.73
36075,2021-03-27,NY,Oswego County,3.7800000000000002
36077,2021-03-27,NY,Otsego County,6.54
36079,2021-03-27,NY,Putnam County,7.49
36081,2021-03-27,NY,Queens County,8.43
36083,2021-03-27,NY,Rensselaer County,3.7800000000000002
36085,2021-03-27,NY,Richmond County,6.97
36087,2021-03-27,NY,Rockland County,8.76
36091,2021-03-27,NY,Saratoga County,3.38
36093,2021-03-27,NY,Schenectady County,3.67
36095,2021-03-27,NY,Schoharie County,6.06
36097,2021-03-27,NY,Schuyler County,2.77
36099,2021-03-27,NY,Seneca County,5.65
36089,2021-03-27,NY,St. Lawrence County,2.35
36101,2021-03-27,NY,Steuben County,4.83
36103,2021-03-27,NY,Suffolk County,5.89
36105,2021-03-27,NY,Sullivan County,7.09
36107,2021-03-27,NY,Tioga County,5.34
36109,2021-03-27,NY,Tompkins County,0.31
36111,2021-03-27,NY,Ulster County,8.06
36113,2021-03-27,NY,Warren County,2.06
36115,2021-03-27,NY,Washington County,3.31
36117,2021-03-27,NY,Wayne County,3.31
36119,2021-03-27,NY,Westchester County,5.78
36121,2021-03-27,NY,Wyoming County,4.77
36123,2021-03-27,NY,Yates County,1.12
37001,2021-03-27,NC,Alamance County,6.87
37003,2021-03-27,NC,Alexander County,8.15
37005,2021-03-27,NC,Alleghany County,1.79
37007,2021-03-27,NC,Anson County,2.56
37009,2021-03-27,NC,Ashe County,5.53
37011,2021-03-27,NC,Avery County,12.76
37013,2021-03-27,NC,Beaufort County,1.43
37015,2021-03-27,NC,Bertie County,3.39
37017,2021-03-27,NC,Bladen County,10.81
37019,2021-03-27,NC,Brunswick County,6.71
37021,2021-03-27,NC,Buncombe County,4.99
37023,2021-03-27,NC,Burke County,2.92
37025,2021-03-27,NC,Cabarrus County,6.49
37027,2021-03-27,NC,Caldwell County,4.54
37029,2021-03-27,NC,Camden County,4.93
37031,2021-03-27,NC,Carteret County,6.15
37033,2021-03-27,NC,Caswell County,5.5
37035,2021-03-27,NC,Catawba County,8.9
37037,2021-03-27,NC,Chatham County,3.2800000000000002
37039,2021-03-27,NC,Cherokee County,16.1
37041,2021-03-27,NC,Chowan County,0.92
37043,2021-03-27,NC,Clay County,1.31
37045,2021-03-27,NC,Cleveland County,4.47
37047,2021-03-27,NC,Columbus County,7.66
37049,2021-03-27,NC,Craven County,5.27
37051,2021-03-27,NC,Cumberland County,11.59
37053,2021-03-27,NC,Currituck County,8.51
37055,2021-03-27,NC,Dare County,8.08
37057,2021-03-27,NC,Davidson County,8.47
37059,2021-03-27,NC,Davie County,8.39
37061,2021-03-27,NC,Duplin County,5.68
37063,2021-03-27,NC,Durham County,4.35
37065,2021-03-27,NC,Edgecombe County,9.01
37067,2021-03-27,NC,Forsyth County,4.34
37069,2021-03-27,NC,Franklin County,9.31
37071,2021-03-27,NC,Gaston County,7.12
37073,2021-03-27,NC,Gates County,6.33
37075,2021-03-27,NC,Graham County,0.55
37077,2021-03-27,NC,Granville County,3.41
37079,2021-03-27,NC,Greene County,2.9
37081,2021-03-27,NC,Guilford County,5.95
37083,2021-03-27,NC,Halifax County,7.8
37085,2021-03-27,NC,Harnett County,9.51
37087,2021-03-27,NC,Haywood County,9.76
37089,2021-03-27,NC,Henderson County,5.73
37091,2021-03-27,NC,Hertford County,3.7800000000000002
37093,2021-03-27,NC,Hoke County,6.8100000000000005
37095,2021-03-27,NC,Hyde County,0.0
37097,2021-03-27,NC,Iredell County,8.17
37099,2021-03-27,NC,Jackson County,5.82
37101,2021-03-27,NC,Johnston County,5.97
37103,2021-03-27,NC,Jones County,10.45
37105,2021-03-27,NC,Lee County,8.34
37107,2021-03-27,NC,Lenoir County,2.95
37109,2021-03-27,NC,Lincoln County,5.4
37113,2021-03-27,NC,Macon County,8.98
37115,2021-03-27,NC,Madison County,5.16
37117,2021-03-27,NC,Martin County,3.86
37111,2021-03-27,NC,McDowell County,2.29
37119,2021-03-27,NC,Mecklenburg County,6.16
37121,2021-03-27,NC,Mitchell County,1.13
37123,2021-03-27,NC,Montgomery County,5.82
37125,2021-03-27,NC,Moore County,6.5
37127,2021-03-27,NC,Nash County,9.41
37129,2021-03-27,NC,New Hanover County,7.57
37131,2021-03-27,NC,Northampton County,2.81
37133,2021-03-27,NC,Onslow County,5.5
37135,2021-03-27,NC,Orange County,0.8200000000000001
37137,2021-03-27,NC,Pamlico County,11.45
37139,2021-03-27,NC,Pasquotank County,9.17
37141,2021-03-27,NC,Pender County,5.8
37143,2021-03-27,NC,Perquimans County,4.08
37145,2021-03-27,NC,Person County,4.79
37147,2021-03-27,NC,Pitt County,3.26
37149,2021-03-27,NC,Polk County,5.27
37151,2021-03-27,NC,Randolph County,6.22
37153,2021-03-27,NC,Richmond County,3.91
37155,2021-03-27,NC,Robeson County,4.24
37157,2021-03-27,NC,Rockingham County,3.39
37159,2021-03-27,NC,Rowan County,6.32
37161,2021-03-27,NC,Rutherford County,5.24
37163,2021-03-27,NC,Sampson County,6.5
37165,2021-03-27,NC,Scotland County,3.24
37167,2021-03-27,NC,Stanly County,9.11
37169,2021-03-27,NC,Stokes County,3.4
37171,2021-03-27,NC,Surry County,6.1
37173,2021-03-27,NC,Swain County,6.61
37175,2021-03-27,NC,Transylvania County,13.61
37177,2021-03-27,NC,Tyrrell County,2.04
37179,2021-03-27,NC,Union County,6.63
37181,2021-03-27,NC,Vance County,6.73
37183,2021-03-27,NC,Wake County,5.2
37185,2021-03-27,NC,Warren County,6.39
37187,2021-03-27,NC,Washington County,5.53
37189,2021-03-27,NC,Watauga County,5.39
37191,2021-03-27,NC,Wayne County,3.62
37193,2021-03-27,NC,Wilkes County,4.82
37195,2021-03-27,NC,Wilson County,7.78
37197,2021-03-27,NC,Yadkin County,4.91
37199,2021-03-27,NC,Yancey County,2.7800000000000002
39001,2021-03-27,OH,Adams County,5.24
39003,2021-03-27,OH,Allen County,9.41
39005,2021-03-27,OH,Ashland County,13.43
39007,2021-03-27,OH,Ashtabula County,7.28
39009,2021-03-27,OH,Athens County,8.27
39011,2021-03-27,OH,Auglaize County,7.21
39013,2021-03-27,OH,Belmont County,12.84
39015,2021-03-27,OH,Brown County,4.76
39017,2021-03-27,OH,Butler County,10.06
39019,2021-03-27,OH,Carroll County,0.0
39021,2021-03-27,OH,Champaign County,14.84
39023,2021-03-27,OH,Clark County,10.95
39025,2021-03-27,OH,Clermont County,12.63
39027,2021-03-27,OH,Clinton County,3.63
39029,2021-03-27,OH,Columbiana County,5.44
39031,2021-03-27,OH,Coshocton County,2.49
39033,2021-03-27,OH,Crawford County,8.07
39035,2021-03-27,OH,Cuyahoga County,10.35
39037,2021-03-27,OH,Darke County,5.14
39039,2021-03-27,OH,Defiance County,32.19
39041,2021-03-27,OH,Delaware County,3.8200000000000003
39043,2021-03-27,OH,Erie County,16.09
39045,2021-03-27,OH,Fairfield County,1.02
39047,2021-03-27,OH,Fayette County,1.9500000000000002
39049,2021-03-27,OH,Franklin County,4.93
39051,2021-03-27,OH,Fulton County,13.09
39053,2021-03-27,OH,Gallia County,5.85
39055,2021-03-27,OH,Geauga County,15.0
39057,2021-03-27,OH,Greene County,9.23
39059,2021-03-27,OH,Guernsey County,6.75
39061,2021-03-27,OH,Hamilton County,3.55
39063,2021-03-27,OH,Hancock County,23.87
39065,2021-03-27,OH,Hardin County,13.16
39067,2021-03-27,OH,Harrison County,11.11
39069,2021-03-27,OH,Henry County,16.27
39071,2021-03-27,OH,Highland County,7.28
39073,2021-03-27,OH,Hocking County,3.5700000000000003
39075,2021-03-27,OH,Holmes County,4.76
39077,2021-03-27,OH,Huron County,28.31
39079,2021-03-27,OH,Jackson County,0.0
39081,2021-03-27,OH,Jefferson County,12.03
39083,2021-03-27,OH,Knox County,19.04
39085,2021-03-27,OH,Lake County,6.1
39087,2021-03-27,OH,Lawrence County,1.43
39089,2021-03-27,OH,Licking County,12.13
39091,2021-03-27,OH,Logan County,6.69
39093,2021-03-27,OH,Lorain County,9.16
39095,2021-03-27,OH,Lucas County,9.17
39097,2021-03-27,OH,Madison County,5.97
39099,2021-03-27,OH,Mahoning County,1.3599999999999999
39101,2021-03-27,OH,Marion County,7.78
39103,2021-03-27,OH,Medina County,21.34
39105,2021-03-27,OH,Meigs County,2.56
39107,2021-03-27,OH,Mercer County,4.35
39109,2021-03-27,OH,Miami County,10.48
39111,2021-03-27,OH,Monroe County,10.56
39113,2021-03-27,OH,Montgomery County,4.61
39115,2021-03-27,OH,Morgan County,8.0
39117,2021-03-27,OH,Morrow County,2.38
39119,2021-03-27,OH,Muskingum County,3.66
39121,2021-03-27,OH,Noble County,2.61
39123,2021-03-27,OH,Ottawa County,19.0
39125,2021-03-27,OH,Paulding County,26.39
39127,2021-03-27,OH,Perry County,8.93
39129,2021-03-27,OH,Pickaway County,7.14
39131,2021-03-27,OH,Pike County,0.9500000000000001
39133,2021-03-27,OH,Portage County,19.59
39135,2021-03-27,OH,Preble County,25.87
39137,2021-03-27,OH,Putnam County,12.02
39139,2021-03-27,OH,Richland County,6.6
39141,2021-03-27,OH,Ross County,3.51
39143,2021-03-27,OH,Sandusky County,14.13
39145,2021-03-27,OH,Scioto County,2.48
39147,2021-03-27,OH,Seneca County,14.54
39149,2021-03-27,OH,Shelby County,11.52
39151,2021-03-27,OH,Stark County,16.61
39153,2021-03-27,OH,Summit County,15.63
39155,2021-03-27,OH,Trumbull County,3.8200000000000003
39157,2021-03-27,OH,Tuscarawas County,18.79
39159,2021-03-27,OH,Union County,8.27
39161,2021-03-27,OH,Van Wert County,10.23
39163,2021-03-27,OH,Vinton County,0.0
39165,2021-03-27,OH,Warren County,7.51
39167,2021-03-27,OH,Washington County,5.53
39169,2021-03-27,OH,Wayne County,21.42
39171,2021-03-27,OH,Williams County,3.1
39173,2021-03-27,OH,Wood County,12.16
39175,2021-03-27,OH,Wyandot County,18.52
41001,2021-03-27,OR,Baker County,9.08
41003,2021-03-27,OR,Benton County,4.17
41005,2021-03-27,OR,Clackamas County,4.17
41007,2021-03-27,OR,Clatsop County,5.18
41009,2021-03-27,OR,Columbia County,4.47
41011,2021-03-27,OR,Coos County,7.44
41013,2021-03-27,OR,Crook County,2.06
41015,2021-03-27,OR,Curry County,8.65
41017,2021-03-27,OR,Deschutes County,2.84
41019,2021-03-27,OR,Douglas County,4.12
41021,2021-03-27,OR,Gilliam County,0.0
41023,2021-03-27,OR,Grant County,17.14
41025,2021-03-27,OR,Harney County,2.38
41027,2021-03-27,OR,Hood River County,5.23
41029,2021-03-27,OR,Jackson County,4.51
41031,2021-03-27,OR,Jefferson County,2.55
41033,2021-03-27,OR,Josephine County,3.56
41035,2021-03-27,OR,Klamath County,9.54
41037,2021-03-27,OR,Lake County,12.14
41039,2021-03-27,OR,Lane County,1.8
41041,2021-03-27,OR,Lincoln County,8.28
41043,2021-03-27,OR,Linn County,2.5
41045,2021-03-27,OR,Malheur County,1.26
41047,2021-03-27,OR,Marion County,3.74
41049,2021-03-27,OR,Morrow County,4.8
41051,2021-03-27,OR,Multnomah County,2.74
41053,2021-03-27,OR,Polk County,3.51
41055,2021-03-27,OR,Sherman County,0.0
41057,2021-03-27,OR,Tillamook County,4.79
41059,2021-03-27,OR,Umatilla County,5.32
41061,2021-03-27,OR,Union County,1.22
41063,2021-03-27,OR,Wallowa County,4.76
41065,2021-03-27,OR,Wasco County,2.43
41067,2021-03-27,OR,Washington County,3.49
41069,2021-03-27,OR,Wheeler County,0.0
41071,2021-03-27,OR,Yamhill County,2.13
42001,2021-03-27,PA,Adams County,12.32
42003,2021-03-27,PA,Allegheny County,8.52
42005,2021-03-27,PA,Armstrong County,8.53
42007,2021-03-27,PA,Beaver County,10.08
42009,2021-03-27,PA,Bedford County,4.95
42011,2021-03-27,PA,Berks County,12.94
42013,2021-03-27,PA,Blair County,6.38
42015,2021-03-27,PA,Bradford County,9.8
42017,2021-03-27,PA,Bucks County,9.5
42019,2021-03-27,PA,Butler County,7.26
42021,2021-03-27,PA,Cambria County,4.34
42023,2021-03-27,PA,Cameron County,14.17
42025,2021-03-27,PA,Carbon County,13.14
42027,2021-03-27,PA,Centre County,8.65
42029,2021-03-27,PA,Chester County,7.17
42031,2021-03-27,PA,Clarion County,5.16
42033,2021-03-27,PA,Clearfield County,12.3
42035,2021-03-27,PA,Clinton County,10.95
42037,2021-03-27,PA,Columbia County,7.8100000000000005
42039,2021-03-27,PA,Crawford County,7.0
42041,2021-03-27,PA,Cumberland County,5.94
42043,2021-03-27,PA,Dauphin County,9.63
42045,2021-03-27,PA,Delaware County,7.2
42047,2021-03-27,PA,Elk County,15.03
