GEOID,date,state,county,percent_new_test_results_reported_positive_7_day_rolling_average
17057,2021-04-19,IL,Fulton County,4.53
17059,2021-04-19,IL,Gallatin County,4.76
17061,2021-04-19,IL,Greene County,0.43
17063,2021-04-19,IL,Grundy County,4.26
17065,2021-04-19,IL,Hamilton County,1.8
17067,2021-04-19,IL,Hancock County,3.24
17069,2021-04-19,IL,Hardin County,0.0
17071,2021-04-19,IL,Henderson County,2.86
17073,2021-04-19,IL,Henry County,5.26
17075,2021-04-19,IL,Iroquois County,3.94
17077,2021-04-19,IL,Jackson County,2.76
17079,2021-04-19,IL,Jasper County,1.33
17081,2021-04-19,IL,Jefferson County,3.15
17083,2021-04-19,IL,Jersey County,4.71
17085,2021-04-19,IL,Jo Daviess County,8.49
17087,2021-04-19,IL,Johnson County,0.44
17089,2021-04-19,IL,Kane County,8.88
17091,2021-04-19,IL,Kankakee County,4.99
17093,2021-04-19,IL,Kendall County,9.25
17095,2021-04-19,IL,Knox County,2.94
17097,2021-04-19,IL,Lake County,3.87
17099,2021-04-19,IL,LaSalle County,6.51
17101,2021-04-19,IL,Lawrence County,3.46
17103,2021-04-19,IL,Lee County,4.55
17105,2021-04-19,IL,Livingston County,6.99
17107,2021-04-19,IL,Logan County,4.76
17115,2021-04-19,IL,Macon County,5.55
17117,2021-04-19,IL,Macoupin County,3.15
17119,2021-04-19,IL,Madison County,4.37
17121,2021-04-19,IL,Marion County,1.45
17123,2021-04-19,IL,Marshall County,7.68
17125,2021-04-19,IL,Mason County,10.52
17127,2021-04-19,IL,Massac County,1.19
17109,2021-04-19,IL,McDonough County,8.47
17111,2021-04-19,IL,McHenry County,7.57
17113,2021-04-19,IL,McLean County,7.08
17129,2021-04-19,IL,Menard County,3.42
17131,2021-04-19,IL,Mercer County,5.32
17133,2021-04-19,IL,Monroe County,4.12
17135,2021-04-19,IL,Montgomery County,1.37
17137,2021-04-19,IL,Morgan County,2.02
17139,2021-04-19,IL,Moultrie County,5.82
17141,2021-04-19,IL,Ogle County,5.79
17143,2021-04-19,IL,Peoria County,10.15
17145,2021-04-19,IL,Perry County,0.71
17147,2021-04-19,IL,Piatt County,0.79
17149,2021-04-19,IL,Pike County,5.92
17151,2021-04-19,IL,Pope County,4.76
17153,2021-04-19,IL,Pulaski County,1.3599999999999999
17155,2021-04-19,IL,Putnam County,3.88
17157,2021-04-19,IL,Randolph County,1.08
17159,2021-04-19,IL,Richland County,3.31
17161,2021-04-19,IL,Rock Island County,5.32
17165,2021-04-19,IL,Saline County,5.49
17167,2021-04-19,IL,Sangamon County,3.61
17169,2021-04-19,IL,Schuyler County,4.68
17171,2021-04-19,IL,Scott County,0.0
17173,2021-04-19,IL,Shelby County,2.8200000000000003
17163,2021-04-19,IL,St. Clair County,4.02
17175,2021-04-19,IL,Stark County,6.61
17177,2021-04-19,IL,Stephenson County,5.66
17179,2021-04-19,IL,Tazewell County,8.8
17181,2021-04-19,IL,Union County,0.85
17183,2021-04-19,IL,Vermilion County,4.37
17185,2021-04-19,IL,Wabash County,2.06
17187,2021-04-19,IL,Warren County,1.81
17189,2021-04-19,IL,Washington County,1.57
17191,2021-04-19,IL,Wayne County,4.53
17193,2021-04-19,IL,White County,1.85
17195,2021-04-19,IL,Whiteside County,7.68
17197,2021-04-19,IL,Will County,6.39
17199,2021-04-19,IL,Williamson County,2.19
17201,2021-04-19,IL,Winnebago County,8.68
17203,2021-04-19,IL,Woodford County,6.79
18001,2021-04-19,IN,Adams County,0.62
18003,2021-04-19,IN,Allen County,10.53
18005,2021-04-19,IN,Bartholomew County,3.0
18007,2021-04-19,IN,Benton County,7.8100000000000005
18009,2021-04-19,IN,Blackford County,5.78
18011,2021-04-19,IN,Boone County,4.8
18013,2021-04-19,IN,Brown County,1.6600000000000001
18015,2021-04-19,IN,Carroll County,5.03
18017,2021-04-19,IN,Cass County,4.45
18019,2021-04-19,IN,Clark County,4.59
18021,2021-04-19,IN,Clay County,5.82
18023,2021-04-19,IN,Clinton County,11.53
18025,2021-04-19,IN,Crawford County,4.75
18027,2021-04-19,IN,Daviess County,4.33
18029,2021-04-19,IN,Dearborn County,9.47
18031,2021-04-19,IN,Decatur County,3.9
18033,2021-04-19,IN,DeKalb County,11.63
18035,2021-04-19,IN,Delaware County,5.85
18037,2021-04-19,IN,Dubois County,4.31
18039,2021-04-19,IN,Elkhart County,12.71
18041,2021-04-19,IN,Fayette County,1.9500000000000002
18043,2021-04-19,IN,Floyd County,4.41
18045,2021-04-19,IN,Fountain County,5.28
18047,2021-04-19,IN,Franklin County,3.33
18049,2021-04-19,IN,Fulton County,8.91
18051,2021-04-19,IN,Gibson County,9.81
18053,2021-04-19,IN,Grant County,6.45
18055,2021-04-19,IN,Greene County,3.2
18057,2021-04-19,IN,Hamilton County,5.63
18059,2021-04-19,IN,Hancock County,4.87
18061,2021-04-19,IN,Harrison County,7.38
18063,2021-04-19,IN,Hendricks County,5.83
18065,2021-04-19,IN,Henry County,3.16
18067,2021-04-19,IN,Howard County,3.83
18069,2021-04-19,IN,Huntington County,8.54
18071,2021-04-19,IN,Jackson County,5.09
18073,2021-04-19,IN,Jasper County,9.65
18075,2021-04-19,IN,Jay County,5.8
18077,2021-04-19,IN,Jefferson County,8.37
18079,2021-04-19,IN,Jennings County,1.3900000000000001
18081,2021-04-19,IN,Johnson County,6.38
18083,2021-04-19,IN,Knox County,8.95
18085,2021-04-19,IN,Kosciusko County,12.06
18087,2021-04-19,IN,LaGrange County,18.47
18089,2021-04-19,IN,Lake County,7.78
18091,2021-04-19,IN,LaPorte County,11.37
18093,2021-04-19,IN,Lawrence County,4.51
18095,2021-04-19,IN,Madison County,4.28
18097,2021-04-19,IN,Marion County,5.88
18099,2021-04-19,IN,Marshall County,3.59
18101,2021-04-19,IN,Martin County,6.53
18103,2021-04-19,IN,Miami County,4.4
18105,2021-04-19,IN,Monroe County,1.05
18107,2021-04-19,IN,Montgomery County,4.13
18109,2021-04-19,IN,Morgan County,5.15
18111,2021-04-19,IN,Newton County,7.16
18113,2021-04-19,IN,Noble County,11.22
18115,2021-04-19,IN,Ohio County,21.65
18117,2021-04-19,IN,Orange County,8.8
18119,2021-04-19,IN,Owen County,2.62
18121,2021-04-19,IN,Parke County,1.97
18123,2021-04-19,IN,Perry County,8.02
18125,2021-04-19,IN,Pike County,3.65
18127,2021-04-19,IN,Porter County,9.26
18129,2021-04-19,IN,Posey County,7.92
18131,2021-04-19,IN,Pulaski County,8.78
18133,2021-04-19,IN,Putnam County,3.91
18135,2021-04-19,IN,Randolph County,6.2
18137,2021-04-19,IN,Ripley County,4.95
18139,2021-04-19,IN,Rush County,3.5700000000000003
18143,2021-04-19,IN,Scott County,5.72
18145,2021-04-19,IN,Shelby County,4.37
18147,2021-04-19,IN,Spencer County,1.29
18141,2021-04-19,IN,St. Joseph County,5.86
18149,2021-04-19,IN,Starke County,15.83
18151,2021-04-19,IN,Steuben County,10.87
18153,2021-04-19,IN,Sullivan County,5.51
18155,2021-04-19,IN,Switzerland County,4.76
18157,2021-04-19,IN,Tippecanoe County,4.5
18159,2021-04-19,IN,Tipton County,1.42
18161,2021-04-19,IN,Union County,5.02
18163,2021-04-19,IN,Vanderburgh County,5.54
18165,2021-04-19,IN,Vermillion County,3.49
18167,2021-04-19,IN,Vigo County,5.93
18169,2021-04-19,IN,Wabash County,5.71
18171,2021-04-19,IN,Warren County,8.4
18173,2021-04-19,IN,Warrick County,3.64
18175,2021-04-19,IN,Washington County,4.55
18177,2021-04-19,IN,Wayne County,1.02
18179,2021-04-19,IN,Wells County,4.23
18181,2021-04-19,IN,White County,4.03
18183,2021-04-19,IN,Whitley County,17.85
23001,2021-04-19,ME,Androscoggin County,5.44
23003,2021-04-19,ME,Aroostook County,2.05
23005,2021-04-19,ME,Cumberland County,2.85
23007,2021-04-19,ME,Franklin County,3.95
23009,2021-04-19,ME,Hancock County,1.52
23011,2021-04-19,ME,Kennebec County,4.28
23013,2021-04-19,ME,Knox County,4.38
23015,2021-04-19,ME,Lincoln County,2.16
23017,2021-04-19,ME,Oxford County,8.25
23019,2021-04-19,ME,Penobscot County,1.92
23021,2021-04-19,ME,Piscataquis County,4.76
23023,2021-04-19,ME,Sagadahoc County,4.15
23025,2021-04-19,ME,Somerset County,6.16
23027,2021-04-19,ME,Waldo County,3.3
23029,2021-04-19,ME,Washington County,2.33
23031,2021-04-19,ME,York County,6.07
34001,2021-04-19,NJ,Atlantic County,11.33
34003,2021-04-19,NJ,Bergen County,7.72
34005,2021-04-19,NJ,Burlington County,7.38
34007,2021-04-19,NJ,Camden County,8.22
34009,2021-04-19,NJ,Cape May County,6.68
34011,2021-04-19,NJ,Cumberland County,7.99
34013,2021-04-19,NJ,Essex County,9.19
34015,2021-04-19,NJ,Gloucester County,9.49
34017,2021-04-19,NJ,Hudson County,9.09
34019,2021-04-19,NJ,Hunterdon County,7.34
34021,2021-04-19,NJ,Mercer County,7.07
34023,2021-04-19,NJ,Middlesex County,9.04
34025,2021-04-19,NJ,Monmouth County,8.76
34027,2021-04-19,NJ,Morris County,7.03
34029,2021-04-19,NJ,Ocean County,7.45
34031,2021-04-19,NJ,Passaic County,12.25
34033,2021-04-19,NJ,Salem County,13.02
34035,2021-04-19,NJ,Somerset County,7.25
34037,2021-04-19,NJ,Sussex County,9.19
34039,2021-04-19,NJ,Union County,9.14
34041,2021-04-19,NJ,Warren County,9.18
36001,2021-04-19,NY,Albany County,4.13
36003,2021-04-19,NY,Allegany County,5.08
36005,2021-04-19,NY,Bronx County,4.5600000000000005
36007,2021-04-19,NY,Broome County,5.87
36009,2021-04-19,NY,Cattaraugus County,9.1
36011,2021-04-19,NY,Cayuga County,4.3
36013,2021-04-19,NY,Chautauqua County,5.24
36015,2021-04-19,NY,Chemung County,6.3
36017,2021-04-19,NY,Chenango County,5.18
36019,2021-04-19,NY,Clinton County,2.36
36021,2021-04-19,NY,Columbia County,2.05
36023,2021-04-19,NY,Cortland County,2.33
36025,2021-04-19,NY,Delaware County,5.73
36027,2021-04-19,NY,Dutchess County,5.5600000000000005
36029,2021-04-19,NY,Erie County,8.23
36031,2021-04-19,NY,Essex County,1.99
36033,2021-04-19,NY,Franklin County,2.24
36035,2021-04-19,NY,Fulton County,6.96
36037,2021-04-19,NY,Genesee County,3.5300000000000002
36039,2021-04-19,NY,Greene County,4.74
36041,2021-04-19,NY,Hamilton County,0.0
36043,2021-04-19,NY,Herkimer County,2.86
36045,2021-04-19,NY,Jefferson County,1.97
36047,2021-04-19,NY,Kings County,4.93
36049,2021-04-19,NY,Lewis County,5.0
36051,2021-04-19,NY,Livingston County,4.35
36053,2021-04-19,NY,Madison County,2.52
36055,2021-04-19,NY,Monroe County,6.39
36057,2021-04-19,NY,Montgomery County,4.77
36059,2021-04-19,NY,Nassau County,4.29
36061,2021-04-19,NY,New York County,2.5700000000000003
36063,2021-04-19,NY,Niagara County,8.17
36065,2021-04-19,NY,Oneida County,2.37
36067,2021-04-19,NY,Onondaga County,3.91
36069,2021-04-19,NY,Ontario County,3.92
36071,2021-04-19,NY,Orange County,6.51
36073,2021-04-19,NY,Orleans County,5.97
36075,2021-04-19,NY,Oswego County,3.24
36077,2021-04-19,NY,Otsego County,3.37
36079,2021-04-19,NY,Putnam County,5.68
36081,2021-04-19,NY,Queens County,6.24
36083,2021-04-19,NY,Rensselaer County,3.81
36085,2021-04-19,NY,Richmond County,5.88
36087,2021-04-19,NY,Rockland County,4.2
36091,2021-04-19,NY,Saratoga County,2.67
36093,2021-04-19,NY,Schenectady County,3.44
36095,2021-04-19,NY,Schoharie County,6.31
36097,2021-04-19,NY,Schuyler County,1.46
36099,2021-04-19,NY,Seneca County,5.9
36089,2021-04-19,NY,St. Lawrence County,3.01
36101,2021-04-19,NY,Steuben County,6.05
36103,2021-04-19,NY,Suffolk County,3.88
36105,2021-04-19,NY,Sullivan County,6.74
36107,2021-04-19,NY,Tioga County,6.07
36109,2021-04-19,NY,Tompkins County,0.21
36111,2021-04-19,NY,Ulster County,4.91
36113,2021-04-19,NY,Warren County,1.73
36115,2021-04-19,NY,Washington County,2.24
36117,2021-04-19,NY,Wayne County,4.25
36119,2021-04-19,NY,Westchester County,3.73
36121,2021-04-19,NY,Wyoming County,4.59
36123,2021-04-19,NY,Yates County,1.33
37001,2021-04-19,NC,Alamance County,6.67
37003,2021-04-19,NC,Alexander County,8.55
37005,2021-04-19,NC,Alleghany County,7.08
37007,2021-04-19,NC,Anson County,7.31
37009,2021-04-19,NC,Ashe County,5.58
37011,2021-04-19,NC,Avery County,8.84
37013,2021-04-19,NC,Beaufort County,3.73
37015,2021-04-19,NC,Bertie County,4.25
37017,2021-04-19,NC,Bladen County,8.31
37019,2021-04-19,NC,Brunswick County,5.38
37021,2021-04-19,NC,Buncombe County,5.8
37023,2021-04-19,NC,Burke County,3.68
37025,2021-04-19,NC,Cabarrus County,10.16
37027,2021-04-19,NC,Caldwell County,3.19
37029,2021-04-19,NC,Camden County,14.98
37031,2021-04-19,NC,Carteret County,5.67
37033,2021-04-19,NC,Caswell County,3.34
37035,2021-04-19,NC,Catawba County,9.52
37037,2021-04-19,NC,Chatham County,4.27
37039,2021-04-19,NC,Cherokee County,21.71
37041,2021-04-19,NC,Chowan County,7.84
37043,2021-04-19,NC,Clay County,9.52
37045,2021-04-19,NC,Cleveland County,6.1
37047,2021-04-19,NC,Columbus County,7.98
37049,2021-04-19,NC,Craven County,6.26
37051,2021-04-19,NC,Cumberland County,12.02
37053,2021-04-19,NC,Currituck County,10.69
37055,2021-04-19,NC,Dare County,9.7
37057,2021-04-19,NC,Davidson County,8.35
37059,2021-04-19,NC,Davie County,7.09
37061,2021-04-19,NC,Duplin County,5.38
37063,2021-04-19,NC,Durham County,4.62
37065,2021-04-19,NC,Edgecombe County,11.63
37067,2021-04-19,NC,Forsyth County,6.06
37069,2021-04-19,NC,Franklin County,9.12
37071,2021-04-19,NC,Gaston County,9.74
37073,2021-04-19,NC,Gates County,14.18
37075,2021-04-19,NC,Graham County,3.86
37077,2021-04-19,NC,Granville County,5.77
37079,2021-04-19,NC,Greene County,6.41
37081,2021-04-19,NC,Guilford County,7.33
37083,2021-04-19,NC,Halifax County,7.82
37085,2021-04-19,NC,Harnett County,9.97
37087,2021-04-19,NC,Haywood County,5.82
37089,2021-04-19,NC,Henderson County,7.08
37091,2021-04-19,NC,Hertford County,5.13
37093,2021-04-19,NC,Hoke County,9.75
37095,2021-04-19,NC,Hyde County,14.39
37097,2021-04-19,NC,Iredell County,8.74
37099,2021-04-19,NC,Jackson County,4.58
37101,2021-04-19,NC,Johnston County,6.91
37103,2021-04-19,NC,Jones County,10.57
37105,2021-04-19,NC,Lee County,6.34
37107,2021-04-19,NC,Lenoir County,7.8
37109,2021-04-19,NC,Lincoln County,10.5
37113,2021-04-19,NC,Macon County,7.11
37115,2021-04-19,NC,Madison County,4.37
37117,2021-04-19,NC,Martin County,5.15
37111,2021-04-19,NC,McDowell County,6.19
37119,2021-04-19,NC,Mecklenburg County,7.66
37121,2021-04-19,NC,Mitchell County,12.46
37123,2021-04-19,NC,Montgomery County,9.58
37125,2021-04-19,NC,Moore County,7.58
37127,2021-04-19,NC,Nash County,11.24
37129,2021-04-19,NC,New Hanover County,7.41
37131,2021-04-19,NC,Northampton County,6.25
37133,2021-04-19,NC,Onslow County,16.6
37135,2021-04-19,NC,Orange County,1.28
37137,2021-04-19,NC,Pamlico County,2.86
37139,2021-04-19,NC,Pasquotank County,9.45
37141,2021-04-19,NC,Pender County,11.18
37143,2021-04-19,NC,Perquimans County,22.23
37145,2021-04-19,NC,Person County,3.89
37147,2021-04-19,NC,Pitt County,8.31
37149,2021-04-19,NC,Polk County,1.12
37151,2021-04-19,NC,Randolph County,5.51
37153,2021-04-19,NC,Richmond County,8.24
37155,2021-04-19,NC,Robeson County,6.91
37157,2021-04-19,NC,Rockingham County,5.24
37159,2021-04-19,NC,Rowan County,8.64
37161,2021-04-19,NC,Rutherford County,5.83
37163,2021-04-19,NC,Sampson County,9.76
37165,2021-04-19,NC,Scotland County,4.32
37167,2021-04-19,NC,Stanly County,7.76
37169,2021-04-19,NC,Stokes County,6.86
37171,2021-04-19,NC,Surry County,7.78
37173,2021-04-19,NC,Swain County,1.99
37175,2021-04-19,NC,Transylvania County,17.23
37177,2021-04-19,NC,Tyrrell County,22.38
37179,2021-04-19,NC,Union County,10.08
37181,2021-04-19,NC,Vance County,6.55
37183,2021-04-19,NC,Wake County,5.58
37185,2021-04-19,NC,Warren County,4.82
37187,2021-04-19,NC,Washington County,4.43
37189,2021-04-19,NC,Watauga County,2.76
37191,2021-04-19,NC,Wayne County,4.86
37193,2021-04-19,NC,Wilkes County,8.14
37195,2021-04-19,NC,Wilson County,8.07
37197,2021-04-19,NC,Yadkin County,4.24
37199,2021-04-19,NC,Yancey County,7.76
39001,2021-04-19,OH,Adams County,8.35
39003,2021-04-19,OH,Allen County,8.01
39005,2021-04-19,OH,Ashland County,1.78
39007,2021-04-19,OH,Ashtabula County,7.35
39009,2021-04-19,OH,Athens County,2.54
39011,2021-04-19,OH,Auglaize County,5.1
39013,2021-04-19,OH,Belmont County,6.54
39015,2021-04-19,OH,Brown County,6.64
39017,2021-04-19,OH,Butler County,3.56
39019,2021-04-19,OH,Carroll County,5.77
39021,2021-04-19,OH,Champaign County,4.69
39023,2021-04-19,OH,Clark County,5.52
39025,2021-04-19,OH,Clermont County,2.76
39027,2021-04-19,OH,Clinton County,4.41
39029,2021-04-19,OH,Columbiana County,4.87
39031,2021-04-19,OH,Coshocton County,4.33
39033,2021-04-19,OH,Crawford County,5.83
39035,2021-04-19,OH,Cuyahoga County,4.6
39037,2021-04-19,OH,Darke County,4.87
39039,2021-04-19,OH,Defiance County,9.21
39041,2021-04-19,OH,Delaware County,2.86
39043,2021-04-19,OH,Erie County,6.2
39045,2021-04-19,OH,Fairfield County,4.18
39047,2021-04-19,OH,Fayette County,3.49
39049,2021-04-19,OH,Franklin County,3.11
39051,2021-04-19,OH,Fulton County,5.04
39053,2021-04-19,OH,Gallia County,3.5300000000000002
39055,2021-04-19,OH,Geauga County,2.47
39057,2021-04-19,OH,Greene County,5.33
39059,2021-04-19,OH,Guernsey County,4.91
39061,2021-04-19,OH,Hamilton County,4.44
39063,2021-04-19,OH,Hancock County,4.26
39065,2021-04-19,OH,Hardin County,5.45
39067,2021-04-19,OH,Harrison County,4.08
39069,2021-04-19,OH,Henry County,6.02
39071,2021-04-19,OH,Highland County,4.9
39073,2021-04-19,OH,Hocking County,1.51
39075,2021-04-19,OH,Holmes County,8.26
39077,2021-04-19,OH,Huron County,6.71
39079,2021-04-19,OH,Jackson County,4.24
39081,2021-04-19,OH,Jefferson County,10.98
39083,2021-04-19,OH,Knox County,2.49
39085,2021-04-19,OH,Lake County,4.98
39087,2021-04-19,OH,Lawrence County,10.86
39089,2021-04-19,OH,Licking County,2.46
39091,2021-04-19,OH,Logan County,4.0
39093,2021-04-19,OH,Lorain County,3.88
39095,2021-04-19,OH,Lucas County,9.0
39097,2021-04-19,OH,Madison County,5.52
39099,2021-04-19,OH,Mahoning County,4.97
39101,2021-04-19,OH,Marion County,3.43
39103,2021-04-19,OH,Medina County,4.16
39105,2021-04-19,OH,Meigs County,3.12
39107,2021-04-19,OH,Mercer County,10.03
39109,2021-04-19,OH,Miami County,2.91
39111,2021-04-19,OH,Monroe County,2.06
39113,2021-04-19,OH,Montgomery County,4.96
39115,2021-04-19,OH,Morgan County,8.56
39117,2021-04-19,OH,Morrow County,5.31
39119,2021-04-19,OH,Muskingum County,3.8200000000000003
39121,2021-04-19,OH,Noble County,3.0
39123,2021-04-19,OH,Ottawa County,9.9
39125,2021-04-19,OH,Paulding County,4.71
39127,2021-04-19,OH,Perry County,4.12
39129,2021-04-19,OH,Pickaway County,1.96
39131,2021-04-19,OH,Pike County,5.69
39133,2021-04-19,OH,Portage County,4.8100000000000005
39135,2021-04-19,OH,Preble County,3.71
39137,2021-04-19,OH,Putnam County,7.25
39139,2021-04-19,OH,Richland County,3.83
39141,2021-04-19,OH,Ross County,2.5700000000000003
39143,2021-04-19,OH,Sandusky County,6.8
39145,2021-04-19,OH,Scioto County,8.86
39147,2021-04-19,OH,Seneca County,5.84
39149,2021-04-19,OH,Shelby County,4.42
39151,2021-04-19,OH,Stark County,3.64
39153,2021-04-19,OH,Summit County,6.09
39155,2021-04-19,OH,Trumbull County,4.42
39157,2021-04-19,OH,Tuscarawas County,2.64
39159,2021-04-19,OH,Union County,2.7800000000000002
39161,2021-04-19,OH,Van Wert County,3.6
39163,2021-04-19,OH,Vinton County,2.54
39165,2021-04-19,OH,Warren County,3.19
39167,2021-04-19,OH,Washington County,3.12
39169,2021-04-19,OH,Wayne County,2.5300000000000002
39171,2021-04-19,OH,Williams County,11.79
39173,2021-04-19,OH,Wood County,7.05
39175,2021-04-19,OH,Wyandot County,5.86
41001,2021-04-19,OR,Baker County,12.04
41003,2021-04-19,OR,Benton County,3.48
41005,2021-04-19,OR,Clackamas County,6.3
41007,2021-04-19,OR,Clatsop County,9.02
41009,2021-04-19,OR,Columbia County,4.23
41011,2021-04-19,OR,Coos County,2.0
41013,2021-04-19,OR,Crook County,6.5600000000000005
41015,2021-04-19,OR,Curry County,5.13
41017,2021-04-19,OR,Deschutes County,7.45
41019,2021-04-19,OR,Douglas County,3.0
41021,2021-04-19,OR,Gilliam County,0.0
41023,2021-04-19,OR,Grant County,10.5
41025,2021-04-19,OR,Harney County,4.76
41027,2021-04-19,OR,Hood River County,6.32
41029,2021-04-19,OR,Jackson County,9.45
41031,2021-04-19,OR,Jefferson County,6.44
41033,2021-04-19,OR,Josephine County,1.85
41035,2021-04-19,OR,Klamath County,18.36
41037,2021-04-19,OR,Lake County,8.57
41039,2021-04-19,OR,Lane County,3.4
41041,2021-04-19,OR,Lincoln County,10.87
41043,2021-04-19,OR,Linn County,7.18
41045,2021-04-19,OR,Malheur County,2.33
41047,2021-04-19,OR,Marion County,8.52
41049,2021-04-19,OR,Morrow County,1.5899999999999999
41051,2021-04-19,OR,Multnomah County,4.49
41053,2021-04-19,OR,Polk County,7.44
41055,2021-04-19,OR,Sherman County,4.0
41057,2021-04-19,OR,Tillamook County,3.54
41059,2021-04-19,OR,Umatilla County,5.91
41061,2021-04-19,OR,Union County,1.0
41063,2021-04-19,OR,Wallowa County,2.61
41065,2021-04-19,OR,Wasco County,5.86
41067,2021-04-19,OR,Washington County,5.28
41069,2021-04-19,OR,Wheeler County,0.0
41071,2021-04-19,OR,Yamhill County,5.92
42001,2021-04-19,PA,Adams County,10.46
42003,2021-04-19,PA,Allegheny County,8.03
42005,2021-04-19,PA,Armstrong County,13.39
42007,2021-04-19,PA,Beaver County,8.79
42009,2021-04-19,PA,Bedford County,14.41
42011,2021-04-19,PA,Berks County,12.02
42013,2021-04-19,PA,Blair County,10.13
42015,2021-04-19,PA,Bradford County,13.76
42017,2021-04-19,PA,Bucks County,9.74
42019,2021-04-19,PA,Butler County,6.34
42021,2021-04-19,PA,Cambria County,11.79
42023,2021-04-19,PA,Cameron County,1.81
42025,2021-04-19,PA,Carbon County,9.99
42027,2021-04-19,PA,Centre County,7.34
42029,2021-04-19,PA,Chester County,7.85
42031,2021-04-19,PA,Clarion County,7.0
42033,2021-04-19,PA,Clearfield County,12.4
42035,2021-04-19,PA,Clinton County,14.23
42037,2021-04-19,PA,Columbia County,11.55
42039,2021-04-19,PA,Crawford County,13.85
42041,2021-04-19,PA,Cumberland County,6.7
42043,2021-04-19,PA,Dauphin County,10.26
42045,2021-04-19,PA,Delaware County,8.79
