Geographic Area Name,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate
"Throckmorton, Texas",86.6,21.7,86.8,21.8,91.6,24.5,,
"Titus, Texas",76.7,16.3,80.8,19.4,89.1,24.3,92.4,14.4
"Tom Green, Texas",86.3,24.5,87.0,25.0,94.3,31.2,86.6,20.3
"Travis, Texas",89.3,50.0,91.3,53.9,97.6,63.3,90.4,29.7
"Trinity, Texas",83.1,12.9,85.3,13.5,87.6,13.9,69.3,8.3
"Tyler, Texas",82.0,13.4,83.5,14.3,85.1,15.0,71.5,5.1
"Upshur, Texas",85.8,17.1,86.2,16.9,88.4,17.8,90.5,19.2
"Upton, Texas",75.6,9.6,86.1,13.8,89.7,14.6,82.8,14.0
"Uvalde, Texas",75.8,17.9,75.6,17.2,91.9,31.2,72.6,0.0
"Val Verde, Texas",68.2,18.4,67.8,18.3,93.8,36.6,99.7,37.2
"Van Zandt, Texas",84.6,15.8,85.1,15.6,87.5,16.6,83.0,19.5
"Victoria, Texas",83.8,20.0,84.2,20.3,94.2,29.5,89.0,10.7
"Walker, Texas",86.0,20.8,86.7,23.3,93.1,27.5,84.5,12.5
"Waller, Texas",82.5,21.1,84.5,23.2,91.9,26.2,91.7,21.6
"Ward, Texas",78.6,12.5,79.5,11.2,92.9,16.2,100.0,41.6
"Washington, Texas",86.7,26.8,88.5,30.6,93.5,34.4,78.6,9.4
"Webb, Texas",67.6,18.9,67.1,18.5,86.6,38.7,85.6,29.8
"Wharton, Texas",78.3,18.0,78.0,20.4,88.7,29.1,85.8,6.9
"Wheeler, Texas",80.2,16.8,82.2,17.5,87.9,19.4,55.7,17.6
"Wichita, Texas",86.6,23.1,88.8,24.3,91.5,26.0,78.4,14.1
"Wilbarger, Texas",77.2,15.2,79.2,18.4,83.9,21.1,79.3,3.3
"Willacy, Texas",65.7,8.9,66.0,9.0,88.1,20.7,65.6,0.0
"Williamson, Texas",93.2,41.3,93.6,40.1,96.7,44.1,94.1,32.5
"Wilson, Texas",87.6,21.8,88.1,21.3,92.0,26.3,97.7,35.0
"Winkler, Texas",69.2,8.2,69.1,8.6,86.4,11.7,98.3,0.0
"Wise, Texas",85.3,18.0,85.6,17.7,90.5,19.5,84.3,25.6
"Wood, Texas",84.7,16.6,85.9,17.2,88.5,17.8,83.3,12.7
"Yoakum, Texas",63.5,12.7,63.5,12.7,84.5,21.5,100.0,0.0
"Young, Texas",83.0,19.3,82.7,19.5,86.2,21.2,94.5,8.9
"Zapata, Texas",61.9,11.6,62.0,10.4,76.0,32.4,,
"Zavala, Texas",66.9,10.9,66.4,11.2,62.1,13.1,82.5,0.0
"Beaver, Utah",88.9,21.1,90.0,20.1,93.4,21.7,,
"Box Elder, Utah",93.1,23.9,93.6,24.5,94.6,25.3,47.8,20.9
"Cache, Utah",93.1,38.3,95.1,39.8,97.1,41.5,60.5,19.9
"Carbon, Utah",91.6,17.1,92.1,17.2,93.0,17.9,63.5,23.1
"Daggett, Utah",94.0,13.4,93.8,13.8,93.8,13.9,,
"Davis, Utah",95.6,37.8,96.2,38.7,96.9,40.0,92.5,26.3
"Duchesne, Utah",88.8,14.7,89.6,14.7,90.7,14.9,68.4,24.1
"Emery, Utah",93.8,16.3,93.8,16.1,95.2,16.8,100.0,0.0
"Garfield, Utah",92.7,25.9,93.2,27.0,94.0,28.3,,
"Grand, Utah",93.3,28.6,93.7,29.3,94.8,31.4,100.0,0.0
"Iron, Utah",92.9,29.8,94.4,30.6,94.5,31.6,100.0,0.0
"Juab, Utah",91.1,16.0,92.5,16.3,92.8,16.1,100.0,0.0
"Kane, Utah",92.5,29.9,93.2,30.3,93.5,30.4,,
"Millard, Utah",88.1,20.6,91.5,21.2,93.9,22.0,100.0,0.0
"Morgan, Utah",98.1,39.4,98.2,39.6,99.0,39.8,100.0,0.0
"Piute, Utah",91.0,20.2,91.7,20.1,92.0,19.9,,
"Rich, Utah",95.7,23.0,98.4,23.7,98.3,24.4,,
"Salt Lake, Utah",90.8,35.6,94.1,37.9,95.5,39.6,85.1,24.7
"San Juan, Utah",84.9,18.3,93.7,29.8,96.5,31.6,100.0,21.7
"Sanpete, Utah",90.2,20.9,92.8,22.5,93.8,22.9,100.0,0.0
"Sevier, Utah",90.6,18.5,92.1,18.8,92.6,19.1,9.8,0.0
"Summit, Utah",94.9,55.0,95.4,55.8,97.9,58.7,100.0,22.3
"Tooele, Utah",91.3,24.2,93.1,24.9,93.9,25.7,97.0,40.1
"Uintah, Utah",85.7,15.8,87.4,17.1,89.3,17.8,75.0,0.0
"Utah, Utah",94.6,40.8,95.0,41.1,97.1,43.1,97.3,35.8
"Wasatch, Utah",94.6,39.9,94.9,40.7,97.4,41.9,88.0,26.0
"Washington, Utah",92.9,28.1,94.1,28.9,94.9,29.8,94.9,8.1
"Wayne, Utah",88.4,23.4,88.1,23.5,87.8,23.5,100.0,0.0
"Weber, Utah",90.6,24.5,91.7,25.1,94.4,27.2,93.2,18.2
"Addison, Vermont",93.5,39.6,93.6,39.4,93.6,39.5,75.5,31.0
"Bennington, Vermont",91.2,36.2,91.3,36.2,91.5,36.2,80.4,38.1
"Caledonia, Vermont",91.3,29.0,91.6,29.3,91.5,29.3,69.1,6.6
"Chittenden, Vermont",94.4,51.3,95.7,52.0,95.7,52.0,92.0,36.7
"Essex, Vermont",86.8,16.2,86.7,16.4,86.6,16.3,100.0,0.0
"Franklin, Vermont",90.7,24.1,91.0,24.3,91.1,24.4,97.1,35.6
"Grand Isle, Vermont",92.9,39.8,92.7,39.9,93.1,39.9,100.0,70.6
"Lamoille, Vermont",92.8,38.2,92.9,37.3,92.9,37.0,92.4,53.8
"Orange, Vermont",91.8,29.1,91.9,28.8,92.0,28.8,100.0,46.1
"Orleans, Vermont",88.3,21.5,88.5,21.7,88.4,21.6,92.9,35.3
"Rutland, Vermont",92.6,30.8,92.8,30.4,92.9,30.5,83.0,38.0
"Washington, Vermont",93.7,41.8,93.7,41.6,93.8,41.6,88.4,39.9
"Windham, Vermont",92.4,38.1,92.7,38.5,92.9,38.7,79.3,26.1
"Windsor, Vermont",93.4,38.2,93.7,38.3,93.8,38.3,86.7,34.8
"Accomack, Virginia",81.5,19.5,85.5,24.7,87.7,26.2,71.3,4.8
"Albemarle, Virginia",92.1,55.1,93.3,58.4,94.0,59.5,83.5,19.2
"Alleghany, Virginia",86.0,15.0,86.4,15.1,86.2,15.0,81.8,15.9
"Amelia, Virginia",83.9,17.1,84.8,17.5,85.2,17.8,79.9,13.7
"Amherst, Virginia",85.6,19.1,86.7,20.7,86.8,20.7,79.0,11.2
"Appomattox, Virginia",85.9,20.9,88.3,22.8,88.8,23.0,75.8,12.3
"Arlington, Virginia",94.3,75.3,97.0,81.7,99.2,86.0,88.9,47.2
"Augusta, Virginia",87.4,22.7,88.2,23.4,88.6,23.6,75.9,5.3
"Bath, Virginia",90.3,15.9,90.9,16.5,90.8,16.6,98.9,0.0
"Bedford, Virginia",90.0,29.2,90.7,29.5,90.8,29.6,83.6,20.5
"Bland, Virginia",88.6,14.2,88.1,14.6,88.1,14.7,95.6,4.9
"Botetourt, Virginia",92.8,28.3,93.4,28.7,93.4,28.7,80.0,18.2
"Brunswick, Virginia",78.5,13.6,85.5,19.5,86.4,19.6,72.9,8.0
"Buchanan, Virginia",70.1,11.8,69.5,11.0,69.5,11.0,83.8,18.2
"Buckingham, Virginia",79.8,12.5,83.8,14.9,83.7,14.9,73.7,8.1
"Campbell, Virginia",87.2,22.5,87.9,23.8,88.1,23.9,84.5,16.0
"Caroline, Virginia",85.1,19.9,89.7,23.2,89.6,22.6,77.4,11.5
"Carroll, Virginia",80.8,15.0,81.2,15.1,81.1,15.2,52.8,0.0
"Charles City, Virginia",79.7,14.7,86.8,19.7,87.3,19.5,72.2,9.8
"Charlotte, Virginia",83.2,10.9,85.6,12.5,85.6,12.6,76.9,6.3
"Chesterfield, Virginia",92.3,40.5,92.9,43.2,94.6,44.5,93.8,32.2
"Clarke, Virginia",89.1,32.2,91.6,32.6,92.2,33.3,58.4,27.8
"Craig, Virginia",90.8,23.6,90.8,23.7,90.8,23.7,,
"Culpeper, Virginia",86.1,25.7,88.1,28.8,88.8,29.0,79.4,12.4
"Cumberland, Virginia",83.5,14.9,85.3,14.9,85.3,14.9,80.0,14.4
"Dickenson, Virginia",77.4,10.7,77.4,10.7,77.4,10.7,86.9,0.0
"Dinwiddie, Virginia",83.2,18.6,83.2,18.2,84.7,18.1,82.9,19.2
"Essex, Virginia",82.3,17.4,86.3,22.7,86.1,22.3,74.6,8.3
"Fairfax, Virginia",92.5,61.6,94.9,66.2,98.1,72.1,92.5,47.3
"Fauquier, Virginia",92.5,36.4,93.4,37.2,95.0,38.1,84.7,21.9
"Floyd, Virginia",87.0,22.1,88.4,22.5,88.3,22.8,68.1,23.6
"Fluvanna, Virginia",91.1,33.9,92.2,36.0,92.6,36.2,86.3,20.5
"Franklin, Virginia",88.1,21.9,88.5,22.9,88.4,23.2,85.2,11.1
"Frederick, Virginia",89.2,28.3,89.3,28.6,91.0,29.5,87.6,14.2
"Giles, Virginia",88.9,18.1,88.8,18.0,88.9,18.2,92.6,21.3
"Gloucester, Virginia",89.6,23.3,89.4,23.4,89.1,23.3,92.9,21.1
"Goochland, Virginia",91.4,41.8,93.9,46.9,94.0,47.4,81.2,14.8
"Grayson, Virginia",81.3,13.7,81.8,14.1,82.6,14.3,74.9,4.8
"Greene, Virginia",86.1,29.0,85.7,29.8,85.5,29.7,88.1,24.6
"Greensville, Virginia",77.8,9.2,86.1,12.4,87.8,12.7,71.9,7.4
"Halifax, Virginia",81.5,15.4,86.0,17.6,86.2,17.5,72.4,10.9
"Hanover, Virginia",93.1,39.8,94.3,40.7,94.5,40.9,84.4,28.7
"Henrico, Virginia",91.7,43.7,94.4,49.9,95.2,50.7,88.4,25.1
"Henry, Virginia",80.1,13.9,81.8,15.4,82.0,15.8,74.8,9.5
"Highland, Virginia",88.5,22.5,88.4,22.7,88.4,22.7,,
"Isle of Wight, Virginia",87.9,27.0,91.9,30.8,92.1,30.4,73.9,15.7
"James City, Virginia",95.1,50.4,96.4,54.2,97.1,55.3,86.3,25.3
"King and Queen, Virginia",88.1,23.6,92.1,23.6,92.5,23.9,79.1,24.9
"King George, Virginia",93.3,36.0,93.8,37.6,93.7,37.2,90.6,25.6
"King William, Virginia",92.1,21.0,96.9,20.6,96.9,20.8,71.9,18.5
"Lancaster, Virginia",90.4,31.5,94.4,38.1,94.5,37.9,79.1,12.2
"Lee, Virginia",76.7,11.2,77.0,11.8,77.4,11.9,73.1,0.2
"Loudoun, Virginia",93.9,61.3,95.6,61.3,97.8,64.9,92.6,50.1
"Louisa, Virginia",85.2,24.1,87.5,26.4,87.5,26.4,75.5,13.4
"Lunenburg, Virginia",77.8,11.3,80.3,12.2,80.4,12.6,73.2,9.6
"Madison, Virginia",86.1,23.4,86.5,25.7,86.4,25.9,86.3,0.5
"Mathews, Virginia",90.5,27.9,93.0,30.5,93.1,31.3,64.6,0.0
"Mecklenburg, Virginia",81.9,20.2,87.0,25.1,87.6,25.6,72.2,10.7
"Middlesex, Virginia",87.1,21.5,91.0,23.3,91.0,23.5,73.4,12.0
"Montgomery, Virginia",93.2,45.5,93.1,43.2,93.2,42.9,91.4,42.2
"Nelson, Virginia",85.7,30.4,87.5,32.9,87.2,33.5,76.4,17.0
"New Kent, Virginia",92.7,26.9,95.1,28.5,95.2,28.8,79.5,17.6
"Northampton, Virginia",82.5,22.6,88.3,30.1,90.0,31.6,70.4,5.3
"Northumberland, Virginia",91.0,28.9,93.4,36.1,93.4,35.7,84.8,7.4
"Nottoway, Virginia",79.7,14.8,85.8,20.7,85.8,21.0,71.2,5.2
"Orange, Virginia",88.7,25.1,89.3,26.8,89.8,27.4,84.6,15.3
"Page, Virginia",82.6,13.7,82.7,13.8,82.8,13.8,74.3,8.6
"Patrick, Virginia",80.2,15.2,80.3,15.5,80.6,15.5,76.2,9.9
"Pittsylvania, Virginia",82.7,14.5,85.2,15.7,85.5,15.6,73.1,9.2
"Powhatan, Virginia",89.9,29.2,92.2,31.3,92.2,31.1,72.1,11.7
"Prince Edward, Virginia",86.0,26.8,92.2,32.1,92.7,32.9,76.0,16.7
"Prince George, Virginia",90.6,23.6,91.7,23.9,91.9,24.1,88.5,21.7
"Prince William, Virginia",88.5,41.1,90.6,44.0,95.9,49.9,94.1,40.7
"Pulaski, Virginia",87.4,20.0,87.8,20.2,88.0,20.2,78.2,7.7
"Rappahannock, Virginia",88.4,35.8,88.7,36.4,89.8,36.7,83.5,13.2
"Richmond, Virginia",80.6,17.7,85.2,22.2,85.9,22.9,74.1,10.1
"Roanoke, Virginia",92.3,35.6,92.3,35.2,92.4,35.5,93.8,32.4
"Rockbridge, Virginia",86.8,26.7,86.5,26.8,86.7,26.8,97.1,17.9
"Rockingham, Virginia",84.0,26.3,84.2,26.8,85.2,27.2,85.3,16.5
"Russell, Virginia",80.3,12.2,80.3,12.3,80.6,12.4,90.7,6.9
"Scott, Virginia",81.4,13.3,81.7,13.4,81.6,13.4,70.7,0.0
"Shenandoah, Virginia",87.0,20.5,87.4,20.3,88.9,20.9,90.9,23.6
"Smyth, Virginia",83.3,14.6,83.3,14.4,83.6,14.5,80.6,15.9
"Southampton, Virginia",84.8,18.4,90.6,19.5,90.5,19.0,74.9,16.2
"Spotsylvania, Virginia",91.2,31.7,92.8,34.0,93.3,34.2,90.4,23.6
"Stafford, Virginia",93.2,39.9,95.2,42.0,95.4,42.7,94.1,38.4
"Surry, Virginia",85.0,20.6,89.7,22.5,89.6,22.5,79.3,17.7
"Sussex, Virginia",80.3,12.7,88.5,17.4,88.2,17.2,74.1,8.7
"Tazewell, Virginia",81.7,14.9,81.6,14.6,81.5,14.6,81.8,9.4
"Warren, Virginia",86.9,21.7,87.5,22.0,87.7,21.8,83.3,20.3
"Washington, Virginia",85.7,22.8,86.0,22.6,86.0,22.3,86.4,12.3
"Westmoreland, Virginia",84.5,19.2,89.9,23.9,91.0,23.5,71.0,5.8
"Wise, Virginia",75.9,15.0,76.9,15.4,76.9,15.5,63.7,3.7
"Wythe, Virginia",86.2,19.0,86.2,19.3,86.3,19.5,86.0,8.6
"York, Virginia",94.7,47.1,96.1,48.3,96.3,48.5,89.6,34.8
"Alexandria city, Virginia",93.0,63.1,95.3,74.0,98.8,80.1,90.7,37.1
"Bristol city, Virginia",84.7,25.4,84.8,24.5,84.8,24.7,92.8,43.1
"Buena Vista city, Virginia",81.1,15.9,80.8,16.6,80.5,15.9,82.1,10.3
"Charlottesville city, Virginia",91.1,54.9,94.8,65.1,95.3,66.5,79.5,11.3
"Chesapeake city, Virginia",92.1,33.2,93.9,34.8,94.2,34.9,89.4,28.0
"Colonial Heights city, Virginia",91.5,25.5,92.7,26.0,93.7,25.7,88.0,16.4
"Covington city, Virginia",87.3,15.6,89.4,15.3,89.3,15.3,74.3,8.1
"Danville city, Virginia",81.8,17.6,84.3,24.8,85.1,25.6,78.9,9.4
"Emporia city, Virginia",79.4,13.8,85.4,23.5,88.1,23.8,75.8,10.1
"Fairfax city, Virginia",94.0,60.8,95.6,62.8,97.4,67.0,98.3,58.5
"Falls Church city, Virginia",98.9,77.6,99.5,81.4,99.5,83.1,91.3,62.3
"Franklin city, Virginia",86.3,19.1,96.9,23.2,96.9,23.2,78.1,13.6
"Fredericksburg city, Virginia",90.2,40.9,94.2,50.3,96.1,50.8,91.0,24.1
"Galax city, Virginia",75.7,14.8,79.0,16.4,80.8,17.1,49.0,0.0
"Hampton city, Virginia",91.4,26.9,92.2,27.4,92.6,27.6,91.8,25.7
"Harrisonburg city, Virginia",83.9,36.3,86.9,38.5,91.9,45.1,85.5,32.2
"Hopewell city, Virginia",81.3,14.8,82.4,13.2,82.7,13.2,80.5,15.6
"Lexington city, Virginia",91.4,46.7,91.4,49.4,91.2,50.0,87.8,26.4
"Lynchburg city, Virginia",88.7,35.6,91.3,44.1,91.6,44.3,83.2,14.4
"Manassas city, Virginia",82.7,29.6,82.5,30.9,94.3,39.0,97.1,33.6
"Manassas Park city, Virginia",82.7,27.9,80.5,26.3,86.1,32.9,86.7,30.0
"Martinsville city, Virginia",82.8,21.0,84.7,26.8,84.7,27.5,81.1,14.4
"Newport News city, Virginia",91.0,26.3,93.2,31.6,94.8,33.1,89.2,18.9
"Norfolk city, Virginia",88.0,28.8,93.3,38.6,93.6,39.0,82.1,15.5
"Norton city, Virginia",84.0,22.8,85.0,22.1,85.4,21.9,31.1,0.0
"Petersburg city, Virginia",82.8,19.8,86.2,36.9,88.5,36.9,82.8,15.7
"Poquoson city, Virginia",94.9,42.2,95.5,42.7,95.4,43.0,69.9,9.7
"Portsmouth city, Virginia",88.3,21.9,91.3,25.6,91.4,25.5,85.4,18.4
"Radford city, Virginia",91.2,38.0,91.8,38.3,91.7,38.3,93.8,41.4
"Richmond city, Virginia",85.4,39.6,92.3,61.8,95.7,65.5,78.8,15.5
"Roanoke city, Virginia",86.2,23.4,87.7,28.3,88.9,28.8,82.6,8.1
"Salem city, Virginia",89.2,27.9,90.5,28.8,90.6,29.0,86.8,12.7
"Staunton city, Virginia",89.7,33.4,90.8,35.2,91.0,35.6,81.5,21.6
"Suffolk city, Virginia",89.9,29.5,94.1,33.5,94.3,34.0,83.6,22.9
"Virginia Beach city, Virginia",93.5,36.0,95.3,38.8,95.7,39.4,91.1,26.4
"Waynesboro city, Virginia",86.1,27.1,88.7,28.0,89.1,28.5,70.8,18.4
"Williamsburg city, Virginia",94.7,56.8,97.2,67.0,97.4,68.4,81.8,17.2
"Winchester city, Virginia",84.1,35.1,84.2,36.3,91.0,39.9,82.5,14.9
"Adams, Washington",66.9,14.3,73.6,18.0,90.7,26.2,66.4,0.0
"Asotin, Washington",91.4,21.4,91.7,20.7,91.7,20.8,11.1,0.0
"Benton, Washington",90.2,30.9,92.8,32.3,94.8,34.2,93.3,21.0
"Chelan, Washington",82.6,25.8,86.5,27.8,91.8,30.6,81.6,4.5
"Clallam, Washington",92.5,27.4,93.2,28.4,93.5,29.0,73.8,4.0
"Clark, Washington",92.7,30.6,93.9,30.6,94.8,31.2,92.0,26.5
"Columbia, Washington",91.2,25.6,92.8,26.6,93.4,27.1,78.6,0.0
"Cowlitz, Washington",89.3,17.0,90.0,17.2,90.7,17.4,89.5,15.4
"Douglas, Washington",82.1,20.5,90.8,24.4,92.2,25.0,91.7,55.6
"Ferry, Washington",87.0,18.8,88.2,20.7,87.6,19.2,75.0,0.0
"Franklin, Washington",75.0,17.7,82.2,20.5,94.9,27.1,81.6,7.5
"Garfield, Washington",94.4,24.5,94.1,25.4,94.5,25.5,,
"Grant, Washington",76.7,17.7,85.3,21.0,91.8,22.3,82.0,11.3
"Grays Harbor, Washington",89.7,16.5,90.1,16.2,92.1,16.9,96.0,1.6
"Island, Washington",95.3,33.6,96.0,34.9,96.1,35.4,98.6,20.6
"Jefferson, Washington",95.1,44.3,96.2,46.0,96.3,46.1,100.0,41.1
"King, Washington",93.1,52.5,96.2,55.3,97.0,56.3,88.2,28.0
"Kitsap, Washington",94.8,33.2,95.6,34.6,95.7,35.0,96.0,19.0
"Kittitas, Washington",91.4,32.3,92.1,33.0,92.8,33.7,71.3,23.9
"Klickitat, Washington",88.0,31.5,88.3,32.6,92.2,34.1,100.0,1.8
"Lewis, Washington",87.5,17.7,88.6,18.1,90.4,18.7,93.8,11.6
"Lincoln, Washington",92.7,25.1,93.7,25.5,93.7,25.8,100.0,0.0
"Mason, Washington",88.6,17.6,91.1,18.2,91.5,18.4,90.6,8.0
"Okanogan, Washington",83.9,20.0,88.6,23.4,90.8,24.2,90.1,0.0
"Pacific, Washington",88.3,18.9,90.4,19.9,91.5,20.3,100.0,0.0
"Pend Oreille, Washington",91.1,20.8,91.7,20.7,91.9,21.0,100.0,100.0
"Pierce, Washington",91.5,27.2,93.2,28.6,94.1,29.3,92.7,21.2
"San Juan, Washington",95.9,49.8,96.4,51.0,96.8,51.7,88.5,26.9
"Skagit, Washington",90.2,26.2,93.0,27.9,94.7,29.0,91.0,33.3
"Skamania, Washington",91.6,24.5,91.9,23.9,92.0,23.9,66.7,33.3
"Snohomish, Washington",92.3,32.8,93.9,31.6,94.9,32.1,89.5,24.3
"Spokane, Washington",93.8,30.8,94.6,31.5,94.8,31.6,90.4,17.1
"Stevens, Washington",90.6,18.7,91.4,19.2,91.5,19.1,71.3,18.5
"Thurston, Washington",93.7,35.7,94.7,36.5,95.5,37.0,94.6,34.1
"Wahkiakum, Washington",92.1,19.4,91.8,18.7,92.5,19.2,100.0,33.3
"Walla Walla, Washington",88.3,29.8,90.9,31.8,94.0,34.1,75.7,14.6
"Whatcom, Washington",92.8,34.3,94.9,35.4,95.4,35.9,79.5,32.7
"Whitman, Washington",95.5,49.8,95.9,46.4,96.1,46.9,92.9,64.0
"Yakima, Washington",73.7,16.7,76.1,17.9,90.4,24.1,87.4,24.3
"Barbour, West Virginia",85.3,15.6,85.5,15.7,85.5,15.6,100.0,0.0
"Berkeley, West Virginia",89.0,21.2,89.5,21.8,89.7,21.9,85.2,13.9
"Boone, West Virginia",79.7,9.7,79.7,9.7,79.6,9.7,91.3,0.0
"Braxton, West Virginia",80.4,14.9,80.7,15.0,80.7,15.0,92.9,2.4
"Brooke, West Virginia",90.6,19.0,90.4,19.1,90.4,19.1,100.0,0.0
"Cabell, West Virginia",88.0,26.0,87.7,25.9,87.7,25.8,94.8,13.8
"Calhoun, West Virginia",80.5,12.2,80.4,12.2,80.3,12.2,0.0,0.0
"Clay, West Virginia",77.3,9.2,77.1,9.1,77.0,9.0,100.0,0.0
"Doddridge, West Virginia",82.0,17.1,82.6,17.1,82.5,17.2,63.2,0.0
"Fayette, West Virginia",82.8,14.8,82.4,15.1,82.4,15.2,90.3,10.0
"Gilmer, West Virginia",85.0,17.0,84.0,19.0,84.1,19.2,88.9,6.3
"Grant, West Virginia",82.1,13.8,82.1,13.4,82.0,13.2,91.9,41.5
"Greenbrier, West Virginia",86.0,19.9,85.9,19.8,86.0,19.5,82.5,21.1
"Hampshire, West Virginia",84.3,12.4,84.3,12.4,84.4,12.5,70.1,0.0
"Hancock, West Virginia",90.4,17.4,90.2,17.4,90.2,17.3,95.9,18.7
"Hardy, West Virginia",80.3,14.5,82.7,15.0,82.9,15.1,60.6,12.9
"Harrison, West Virginia",88.8,23.3,89.1,23.2,89.0,23.3,88.5,14.5
"Jackson, West Virginia",88.3,17.4,88.1,17.0,88.1,16.9,100.0,83.1
"Jefferson, West Virginia",89.8,31.8,89.9,32.5,90.0,32.8,91.1,17.4
"Kanawha, West Virginia",88.7,25.5,88.3,25.1,88.3,25.0,93.8,18.9
"Lewis, West Virginia",88.4,14.5,88.4,14.3,88.3,14.3,100.0,0.0
"Lincoln, West Virginia",80.9,9.0,80.9,8.7,80.8,8.7,100.0,0.0
"Logan, West Virginia",79.8,10.0,79.7,9.9,79.5,9.8,89.0,16.5
"McDowell, West Virginia",68.6,5.4,66.5,5.0,66.4,5.1,90.1,9.9
"Marion, West Virginia",89.4,22.6,89.3,22.8,89.3,22.9,92.9,9.0
"Marshall, West Virginia",92.3,18.0,92.2,17.8,92.1,17.9,98.3,12.9
"Mason, West Virginia",86.0,14.4,85.8,13.3,85.9,13.4,100.0,100.0
"Mercer, West Virginia",83.5,19.4,83.0,18.8,83.0,18.8,90.9,22.2
"Mineral, West Virginia",92.2,15.5,92.0,15.3,92.1,15.2,97.7,14.3
"Mingo, West Virginia",75.5,9.9,75.5,9.8,75.5,9.8,94.8,11.9
"Monongalia, West Virginia",92.4,42.8,92.4,41.7,92.5,41.6,91.6,32.1
"Monroe, West Virginia",84.5,15.3,84.4,15.1,84.9,15.2,100.0,21.0
"Morgan, West Virginia",85.9,17.0,86.0,17.2,86.0,17.2,98.6,12.7
"Nicholas, West Virginia",86.9,15.6,87.2,14.9,87.2,14.9,51.9,45.0
"Ohio, West Virginia",93.5,32.0,93.6,32.4,93.6,32.4,88.5,15.7
"Pendleton, West Virginia",81.4,14.1,81.3,13.8,81.4,13.9,87.2,12.8
"Pleasants, West Virginia",89.1,11.6,89.6,11.9,89.8,11.9,47.6,0.0
"Pocahontas, West Virginia",82.6,14.8,82.4,14.5,82.3,14.3,100.0,7.4
"Preston, West Virginia",86.8,16.9,88.1,17.8,88.2,18.0,77.3,4.7
"Putnam, West Virginia",91.7,26.1,91.6,25.9,91.7,26.0,93.3,19.6
"Raleigh, West Virginia",86.5,18.4,86.4,18.7,86.5,18.6,90.0,7.3
"Randolph, West Virginia",85.5,17.3,85.6,17.3,85.5,17.2,76.0,0.0
"Ritchie, West Virginia",84.6,11.3,84.9,11.5,84.9,11.5,,
"Roane, West Virginia",79.1,13.1,79.1,12.9,79.0,12.9,100.0,0.0
"Summers, West Virginia",85.0,14.5,84.4,14.8,84.4,14.5,92.6,10.3
"Taylor, West Virginia",89.3,17.3,89.4,17.5,89.5,17.6,100.0,5.4
"Tucker, West Virginia",87.8,19.4,87.7,19.6,87.7,19.6,100.0,0.0
"Tyler, West Virginia",89.2,14.1,89.5,14.0,89.5,14.0,,
"Upshur, West Virginia",85.4,16.9,85.5,16.9,85.6,16.9,100.0,19.5
"Wayne, West Virginia",79.7,15.1,79.6,15.3,79.5,15.2,82.6,0.0
"Webster, West Virginia",79.3,11.4,79.2,11.4,79.2,11.4,,
"Wetzel, West Virginia",86.2,12.0,86.3,11.8,86.3,11.8,100.0,43.9
"Wirt, West Virginia",82.9,11.2,82.8,11.2,83.0,11.2,100.0,0.0
"Wood, West Virginia",89.9,21.9,89.9,21.8,90.0,21.9,87.1,12.7
"Wyoming, West Virginia",80.2,9.3,80.1,9.2,80.1,9.2,74.1,12.1
"Adams, Wisconsin",87.5,13.9,87.9,14.6,88.1,14.7,90.7,2.7
"Ashland, Wisconsin",92.2,19.8,93.4,20.9,93.5,20.8,100.0,0.0
"Barron, Wisconsin",90.2,20.6,91.1,20.9,91.4,21.0,50.6,1.0
"Bayfield, Wisconsin",95.1,31.1,95.6,32.7,95.7,33.0,100.0,20.3
"Brown, Wisconsin",92.1,30.3,94.0,31.4,95.2,32.0,82.7,15.2
"Buffalo, Wisconsin",90.9,19.3,91.5,19.7,91.6,19.6,45.6,2.5
"Burnett, Wisconsin",93.2,20.8,93.6,21.5,93.7,21.5,73.3,0.0
"Calumet, Wisconsin",94.2,29.4,94.9,29.9,95.5,30.1,70.0,26.7
"Chippewa, Wisconsin",92.8,21.0,93.3,21.2,93.4,21.2,78.4,16.4
"Clark, Wisconsin",82.3,12.6,82.5,12.6,83.3,12.7,62.7,3.9
"Columbia, Wisconsin",92.7,23.3,93.3,23.6,93.6,23.8,78.5,3.5
"Crawford, Wisconsin",91.3,18.4,91.7,18.5,91.6,18.6,68.6,1.9
"Dane, Wisconsin",95.8,51.4,96.9,52.1,97.5,52.9,89.1,24.7
"Dodge, Wisconsin",90.8,17.0,91.3,17.4,91.9,17.7,79.6,5.6
"Door, Wisconsin",94.4,33.7,94.8,34.1,95.4,34.6,92.3,40.4
"Douglas, Wisconsin",93.7,24.1,94.2,24.8,94.3,24.8,79.2,9.6
"Dunn, Wisconsin",93.7,27.9,94.1,27.8,94.3,28.0,76.7,47.9
"Eau Claire, Wisconsin",94.1,32.3,94.9,33.0,95.3,33.2,83.2,12.0
"Florence, Wisconsin",93.1,19.9,93.1,19.8,93.3,19.4,100.0,100.0
"Fond du Lac, Wisconsin",91.8,23.1,92.4,22.6,92.9,22.8,88.5,27.1
"Forest, Wisconsin",88.8,14.7,90.1,16.1,90.3,16.1,96.4,0.0
