GEOID,FQHC Count,FacDensity10K,HOPD count,PHMCY Count,RUHC Count
31157,1,1.6844999999999999,1,3,1
31159,0,0.5786,0,1,0
31161,0,1.9062000000000001,0,1,0
31163,0,6.6644,0,2,0
31165,0,0.0,0,0,0
31167,1,1.6892,0,0,0
31169,0,1.9988000000000001,0,1,0
31171,0,0.0,0,0,0
31173,0,2.7685,0,2,0
31175,0,4.8100000000000005,0,2,0
31177,0,1.4472,0,3,0
31179,1,3.1966,0,2,0
31181,0,2.8678,0,1,0
31183,0,0.0,0,0,0
31185,0,2.1931,0,3,0
32001,0,2.0073,0,5,0
32003,26,1.4426,14,287,0
32005,0,1.6358000000000001,0,8,0
32007,4,2.0842,1,6,0
32009,0,0.0,0,0,0
32011,0,0.0,0,0,0
32013,0,1.7824,0,3,0
32015,1,1.8077,0,0,0
32017,0,3.8588,0,2,0
32019,0,1.5649,0,8,1
32021,0,2.2198,0,1,0
32023,2,1.5046,0,5,0
32027,0,1.4869999999999999,0,1,0
32029,1,2.4254,0,0,0
32031,10,1.8027,4,71,0
32033,0,4.1754,0,4,0
32510,3,3.0403000000000002,1,13,0
33001,3,2.61,1,12,0
33003,1,2.0446,0,8,1
33005,0,1.8399999999999999,1,13,0
33007,6,3.1683,0,4,0
33009,9,3.6713,1,23,0
33011,19,2.1581,4,67,0
33013,2,2.3779,1,33,0
33015,7,2.2597,4,59,0
33017,4,2.22,2,23,0
33019,1,2.0859,0,8,0
34001,9,2.1618,2,46,0
34003,3,1.8344,6,162,0
34005,3,2.1332,3,89,0
34007,10,2.4483,4,110,0
34009,2,2.7161999999999997,1,22,0
34011,11,2.5413,1,26,0
34013,22,1.8899,8,121,0
34015,4,1.8173,1,48,0
34017,10,1.8888,6,111,0
34019,1,1.9297,1,22,0
34021,9,2.2861000000000002,4,71,0
34023,5,1.818,5,140,0
34025,8,2.2948,5,129,0
34027,3,1.9315,3,89,0
34029,11,1.8446,4,97,0
34031,3,1.9927000000000001,2,95,0
34033,1,1.7631999999999999,2,8,0
34035,1,1.7328999999999999,1,55,0
34037,1,1.9219,1,25,0
34039,4,1.7614999999999998,3,91,0
34041,1,2.4699,2,23,0
35001,18,1.9142000000000001,5,107,0
35003,2,8.5058,0,1,0
35005,11,3.4048,2,9,0
35006,2,2.9991,0,6,0
35007,2,2.5124,0,1,0
35009,7,2.6555999999999997,1,4,1
35011,2,11.4416,0,0,0
35013,26,2.3832,2,24,0
35015,7,3.7633,2,13,0
35017,9,5.556,1,5,0
35019,2,6.9767,1,0,0
35021,1,16.0,0,0,0
35023,4,11.9104,0,1,0
35025,1,1.2664,1,7,0
35027,1,3.5765000000000002,0,4,2
35028,0,2.0652,1,3,0
35029,4,2.9525,0,3,0
35031,4,1.6814,1,7,0
35033,3,6.6357,0,0,0
35035,6,2.2226,1,8,0
35037,1,2.4234,0,1,0
35039,18,6.9371,1,8,0
35041,8,5.9459,1,2,0
35043,16,2.6576,1,22,0
35045,4,1.6134,1,15,0
35047,8,4.7659,1,4,0
35049,37,4.456,1,29,0
35051,2,4.6335,0,3,0
35053,5,4.8086,0,3,0
35055,8,4.8895,1,7,0
35057,2,2.5872,0,2,0
35059,0,0.0,0,0,0
35061,2,1.304,0,8,0
36001,8,2.0622,3,52,0
36003,2,2.1696,1,7,0
36005,137,2.1083,6,156,0
36007,1,1.9949,2,35,0
36009,2,1.8393000000000002,1,11,0
36011,18,4.0483,1,12,0
36013,4,2.2064,4,20,0
36015,0,2.037,2,15,0
36017,0,1.271,1,5,0
36019,2,2.3607,1,16,0
36021,1,2.0181,1,10,0
36023,9,3.783,1,8,0
36025,0,1.5859999999999999,0,7,0
36027,14,2.1413,2,47,0
36029,11,2.1117,7,176,0
36031,4,3.2534,0,8,0
36033,3,2.7988,2,9,0
36035,0,1.8733,1,9,0
36037,3,2.6187,1,11,0
36039,0,2.1192,0,10,0
36041,1,2.2645,0,0,0
36043,1,1.7939,0,10,0
36045,9,2.6403,1,19,0
36047,141,1.7149,12,286,0
36049,1,1.5211000000000001,0,3,0
36051,5,2.5432,1,10,0
36053,1,1.9735,1,12,0
36055,37,1.9817,4,106,0
36057,1,3.0475,1,12,1
36059,13,1.4813,9,179,0
36061,116,2.5665,12,290,0
36063,2,2.3891,3,45,0
36065,7,2.1428,3,39,0
36067,15,2.0194,3,75,0
36069,2,2.0952,3,18,0
36071,16,2.0523,4,59,0
36073,4,2.7260000000000004,0,7,0
36075,13,2.7321,1,18,0
36077,0,2.017,2,10,0
36079,2,1.6273,1,13,0
36081,42,1.5130000000000001,7,292,0
36083,2,2.0792,2,29,0
36085,14,1.5332,2,57,0
36087,8,1.4733,2,38,0
36089,3,2.3204000000000002,3,19,0
36091,1,1.4791,1,32,0
36093,3,1.8030000000000002,1,24,0
36095,0,1.9355,1,5,0
36097,0,1.6846999999999999,0,3,0
36099,1,1.4699,0,4,0
36101,4,2.2016999999999998,3,14,0
36103,19,1.5238,11,195,0
36105,6,2.3863,1,11,0
36107,0,1.0373,0,5,0
36109,0,1.5659,1,15,0
36111,11,2.3652,2,29,0
36113,15,5.6299,1,20,0
36115,2,2.124,0,11,0
36117,6,2.4467,1,15,0
36119,29,1.7261,10,128,0
36121,1,2.258,1,7,0
36123,6,4.4154,0,5,0
37001,4,1.6518000000000002,1,23,0
37003,1,1.6000999999999999,0,4,1
37005,1,2.6936999999999998,0,2,0
37007,1,1.2272,1,1,0
37009,4,3.6761,0,6,0
37011,2,3.4173999999999998,0,4,0
37013,1,2.1279,1,8,0
37015,3,2.1112,0,0,1
37017,2,1.8336000000000001,0,4,0
37019,5,2.4506,1,28,1
37021,7,2.5652,1,57,2
37023,3,2.3208,1,17,0
37025,2,1.8479999999999999,1,37,0
37027,3,1.8253,1,11,0
37029,0,0.9202,0,1,0
37031,0,2.7349,1,17,1
37033,6,3.0968,0,1,0
37035,20,3.5098000000000003,2,34,0
37037,3,1.2085,0,6,0
37039,1,2.097,0,5,0
37041,1,3.5860000000000003,0,4,0
37043,0,2.6712,0,3,0
37045,2,2.4503,2,19,1
37047,6,3.0626,1,9,1
37049,3,2.4476,1,21,0
37051,6,1.8479,2,54,0
37053,0,0.7204,0,2,0
37055,0,2.9722,0,11,0
37057,3,1.4916,2,20,0
37059,3,2.8007,1,7,1
37061,8,3.575,1,11,1
37063,9,1.8041,3,46,0
37065,4,2.5256,1,8,0
37067,8,2.1188,3,70,0
37069,1,1.2915,0,8,0
37071,16,2.8949,1,48,0
37073,2,2.5947,0,1,0
37075,1,2.3694,0,1,0
37077,1,1.8199,1,9,0
37079,6,3.7969999999999997,0,2,0
37081,5,1.7127,2,85,0
37083,11,4.5991,1,10,1
37085,6,1.9121000000000001,1,18,1
37087,1,2.2466,1,12,0
37089,12,3.0660000000000003,2,22,0
37091,3,3.8012,1,5,0
37093,1,1.2673,1,5,0
37095,2,4.051,0,0,0
37097,5,2.3102,3,34,0
37099,5,3.1863,1,8,0
37101,4,1.5286,1,27,0
37103,0,2.1234,0,2,0
37105,0,1.6187,1,9,0
37107,15,5.0046,1,12,0
37109,2,2.0903,1,15,0
37111,0,1.7484,1,7,0
37113,0,1.9521,0,7,0
37115,4,3.6773,0,4,0
37117,1,2.6738,1,4,0
37119,4,1.8102,6,191,0
37121,2,3.3414,0,3,0
37123,1,2.2081,0,3,2
37125,0,2.0817,1,20,0
37127,5,2.5451,1,18,0
37129,3,1.9618,1,42,0
37131,5,2.5663,0,0,0
37133,1,2.2229,1,42,0
37135,3,1.9532,1,25,0
37137,1,3.9290000000000003,0,4,0
37139,1,2.2599,1,7,0
37141,4,2.5373,0,12,0
37143,0,0.7428,0,1,0
37145,3,2.2791,1,5,0
37147,2,2.0471,1,34,0
37149,3,2.4127,0,2,0
37151,3,1.3225,1,15,0
37153,2,2.4538,1,7,1
37155,8,2.6029,1,24,1
37157,1,1.8679000000000001,1,15,0
37159,5,1.6187,1,17,0
37161,3,2.0886,1,10,0
37163,9,2.8333,1,8,0
37165,1,2.2973,1,6,0
37167,0,2.3883,1,14,0
37169,0,1.7547000000000001,0,8,0
37171,2,3.0648,2,18,0
37173,2,2.8029,0,2,0
37175,1,1.7449,0,5,0
37177,0,4.9801,0,1,1
37179,1,1.626,1,37,0
37181,1,2.4699999999999998,1,8,1
37183,8,1.9069,4,200,0
37185,1,1.5205,0,2,0
37187,1,2.5907,0,2,0
37189,3,1.9581,1,7,0
37191,5,2.274,1,22,0
37193,1,1.4617,1,8,0
37195,1,2.0782,1,15,0
37197,0,1.0619,0,4,0
37199,1,2.2137000000000002,0,3,0
38001,0,4.5126,0,1,0
38003,1,3.8406000000000002,0,2,1
38005,0,2.9274,0,2,0
38007,0,0.0,0,0,0
38009,0,1.5918,0,0,1
38011,0,0.0,0,0,0
38013,1,4.7280999999999995,0,0,0
38015,1,2.3006,2,19,0
38017,4,1.5391,2,22,0
38019,0,2.6582,0,1,0
38021,0,8.2102,0,2,2
38023,0,4.417,0,1,0
38025,1,4.5208,0,0,1
38027,0,4.3725,0,1,0
38029,0,3.0855,0,1,0
38031,0,6.2305,0,2,0
38033,0,0.0,0,0,0
38035,2,1.5838999999999999,1,8,0
38037,0,0.0,0,0,0
38039,0,0.0,0,0,0
38041,0,0.0,0,0,0
38043,0,0.0,0,0,0
38045,0,4.9432,0,2,0
38047,0,5.4054,0,1,0
38049,0,0.0,0,0,0
38051,0,4.0048,0,1,0
38053,0,2.6624,0,4,0
38055,1,3.1746,0,2,0
38057,2,3.6643,0,1,0
38059,0,1.913,0,6,0
38061,0,1.8965999999999998,0,2,0
38063,0,3.4734,0,1,0
38065,1,5.1046,0,0,0
38067,0,2.9407,0,2,0
38069,0,5.0314,0,2,0
38071,0,3.4725,0,4,0
38073,0,5.7493,0,2,1
38075,0,4.2974,0,1,0
38077,0,2.4726,0,4,0
38079,2,2.8217,0,2,0
38081,0,2.5654,0,1,0
38083,1,7.6046,0,0,0
38085,0,2.3641,0,1,0
38087,0,0.0,0,0,0
38089,0,1.2703,0,4,0
38091,0,0.0,0,0,0
38093,0,1.932,0,4,0
38095,0,0.0,0,0,0
38097,0,1.2444,0,1,0
38099,1,3.759,0,3,0
38101,2,1.1827,1,5,0
38103,0,2.6082,0,1,0
38105,2,1.0641,0,2,0
39001,3,2.8883,0,4,1
39003,8,2.9311,3,19,0
39005,1,1.3088,1,4,1
39007,2,2.1596,1,18,0
39009,10,3.8269,1,14,0
39011,0,1.9713,1,8,0
39013,3,2.9848,2,15,0
39015,5,2.3024,0,4,1
39017,10,1.6965,4,51,0
39019,0,0.7431,0,2,0
39021,0,1.8002,0,6,1
39023,4,2.1628,2,23,0
39025,7,2.2768,1,38,1
39027,1,2.8593,1,10,0
39029,5,2.5519,2,19,0
39031,3,2.1858,1,4,0
39033,2,2.6510000000000002,0,9,0
39035,43,2.1699,15,210,0
39037,5,2.5434,1,7,0
39039,1,2.8881,1,7,2
39041,1,1.6732,1,32,1
39043,7,3.097,1,13,2
39045,3,1.5231,2,19,0
39047,1,2.1034,0,5,0
39049,33,1.8834,9,206,0
39051,0,1.8991,0,8,0
39053,1,2.6757999999999997,1,6,0
39055,0,1.7085,1,15,0
39057,2,1.5981999999999998,2,23,0
39059,4,3.0868,1,6,1
39061,47,2.2875,8,132,0
39063,1,1.7154,1,11,0
39065,3,3.1883,0,7,0
39067,2,2.6596,0,2,0
39069,3,2.2217000000000002,0,3,0
39071,6,3.9387,0,10,1
39073,2,2.1228,0,4,0
39075,0,0.6824,1,2,0
39077,1,2.2311,1,11,0
39079,3,3.3937,0,7,1
39081,7,3.3678,1,14,0
39083,2,1.9255,1,9,0
39085,3,1.9118,1,40,0
39087,9,3.5316,1,11,0
39089,0,1.1308,1,19,0
39091,3,2.6273999999999997,1,8,0
39093,7,1.8719999999999999,3,48,0
39095,16,2.3811999999999998,8,78,0
39097,1,2.012,1,7,0
39099,1,2.1427,4,44,0
39101,1,2.1508,1,12,0
39103,2,1.5577999999999999,1,25,0
39105,3,3.0558,0,4,0
39107,0,1.7002000000000002,1,6,0
39109,0,1.1216,1,11,0
39111,1,2.1972,0,2,0
39113,19,2.2569999999999997,6,95,0
39115,1,1.3785,0,1,0
39117,1,1.4153,0,4,0
39119,4,2.6677,1,18,0
39121,1,2.7732,0,3,0
39123,0,1.9741,0,7,1
39125,0,1.0711,0,2,0
39127,1,1.9372,0,4,2
39129,1,1.3685,1,6,0
39131,3,3.2407,0,6,0
39133,1,1.8465,1,28,0
39135,0,0.9784,0,4,0
39137,0,1.1813,0,4,0
39139,7,2.5587,2,22,0
39141,3,2.0869999999999997,1,12,0
39143,5,2.9051,2,10,0
39145,6,3.585,2,16,3
39147,1,1.6311,1,7,0
39149,0,1.2348,1,5,0
39151,8,2.5094,4,81,0
39153,6,2.0147,4,99,0
39155,8,2.2225,2,34,0
39157,2,1.9567999999999999,1,14,1
39159,1,1.8648,1,9,0
39161,1,1.7683,1,3,0
39163,2,2.2927,0,1,0
39165,2,1.7476,1,38,0
39167,2,2.5037000000000003,1,12,0
39169,0,0.9507,1,10,0
39171,1,2.7254,1,8,0
39173,2,1.6053,1,18,0
39175,0,1.8372000000000002,0,4,0
40001,1,1.8023,1,2,0
40003,1,5.2613,0,1,1
40005,1,1.4537,0,1,0
40007,0,1.8829,0,1,0
40009,0,3.2023,1,6,0
40011,1,4.2422,0,2,1
40013,0,1.8752,1,8,0
40015,3,1.7384,0,2,0
40017,1,1.8880000000000001,2,25,0
40019,3,2.2864,1,7,0
40021,6,3.0828,1,8,0
40023,2,5.4526,1,4,1
40025,0,0.0,0,0,0
40027,2,1.7957,2,47,0
40029,1,1.8197999999999999,0,0,0
40031,8,2.2359999999999998,2,17,0
40033,0,1.7649,0,1,0
40035,2,3.5356,1,2,0
40037,0,2.0973,1,13,1
40039,0,2.0688,1,5,0
40041,0,1.3951,1,5,0
40043,0,4.0891,0,2,0
40045,0,2.5913,0,1,0
40047,1,2.7843,2,14,0
40049,4,4.3304,2,6,0
40051,1,1.2537,1,5,0
40053,1,4.6157,0,0,1
40055,0,3.5014,0,2,0
40057,1,3.7693,0,0,0
40059,0,8.1345,0,3,0
40061,1,3.1678,0,3,0
40063,1,1.5061,0,1,0
40065,0,2.4459999999999997,1,5,0
40067,0,4.9983,0,2,1
40069,1,0.9021,0,0,0
40071,1,2.2968,2,7,0
40073,0,3.8059,0,6,0
40075,0,2.2967,1,1,0
40077,1,4.9638,1,3,0
40079,1,1.4041000000000001,0,6,0
40081,1,1.7203,0,5,0
40083,1,1.2497,0,5,0
40085,0,0.9753,0,1,0
40087,0,2.4707,1,9,0
40089,3,3.3504,1,7,0
40091,4,4.5928,0,4,1
40093,0,2.6216,0,2,0
40095,1,1.7719,0,2,0
40097,1,2.1898,1,7,0
40099,0,2.8423,0,4,0
40101,4,2.3529999999999998,1,10,1
40103,0,2.6952,1,2,0
40105,1,1.9849,0,0,1
40107,0,1.6676,0,1,1
40109,18,2.3074,18,148,0
40111,2,2.8597,2,7,0
40113,2,1.0647,0,2,1
40115,4,2.8914,1,4,0
40117,0,0.6106,0,1,0
40119,0,2.3232,2,17,0
40121,4,2.7489,1,7,0
40123,2,2.6121,1,7,0
40125,1,1.7908,1,11,0
40127,1,1.8025,0,0,1
40129,0,2.7910000000000004,0,1,0
40131,0,1.6223,1,14,0
40133,2,2.0612,1,2,0
40135,1,1.4434,1,4,0
40137,3,3.0132,1,9,0
40139,2,3.0026,1,3,0
40141,1,2.7586,0,1,0
40143,9,2.3482,12,132,0
40145,2,1.1072,1,6,0
40147,0,1.9407,1,9,0
40149,1,0.9161,0,0,0
40151,0,5.6863,1,3,1
40153,0,3.9582,1,7,0
41001,0,3.7212,0,4,2
41003,6,2.0418,1,12,0
41005,15,1.7217,4,50,3
41007,1,2.9833,0,10,1
41009,1,1.9101,0,7,2
41011,8,3.2565,1,11,1
41013,2,2.4586,0,3,1
41015,2,3.4896,0,4,2
41017,12,2.0233,2,26,0
41019,11,2.8834,1,18,2
41021,0,10.4603,0,1,1
41023,0,2.7782,0,1,1
41025,0,2.7053000000000003,0,2,0
41027,2,3.8491,0,6,1
41029,33,3.2587,3,33,3
41031,2,2.8388,0,4,1
41033,6,2.1718,1,12,0
41035,6,1.9051,1,6,0
41037,1,3.8124000000000002,0,1,1
41039,14,2.12,3,61,3
41041,8,3.8029,0,10,1
41043,2,1.9268,1,22,0
41045,5,4.2524,1,5,2
41047,6,1.4663,3,42,0
41049,2,6.0329,0,2,3
41051,51,1.9561,6,102,0
41053,5,1.6263,0,9,0
41055,0,5.6179999999999986,0,0,1
41057,4,2.5891,0,3,0
41059,1,1.6677,0,11,1
41061,0,1.8632,0,5,0
41063,5,9.7114,0,2,0
41065,1,2.9983,1,5,1
41067,19,1.5127000000000002,3,69,0
41069,4,30.03,0,0,0
41071,4,1.6806999999999999,2,12,0
42001,3,1.6503,1,13,0
42003,33,2.2943,15,231,0
42005,0,1.6992,1,10,0
42007,3,2.1351,1,31,0
42009,2,3.3411,1,10,3
42011,5,1.8045,3,68,0
42013,1,2.7087,2,30,0
42015,0,2.3208,2,12,0
42017,0,1.9896,7,118,0
42019,1,1.8632,1,33,0
42021,3,2.9956,2,34,0
42023,1,4.4974,0,1,0
42025,0,1.2465,1,7,0
42027,1,1.7243,1,25,1
42029,5,1.9238,5,91,0
42031,2,3.3821,1,9,1
42033,1,2.145,2,13,1
42035,0,1.8119999999999998,1,6,0
42037,0,2.155,2,12,0
42039,2,2.5996,1,17,2
42041,1,2.4074999999999998,2,58,0
42043,6,2.12,2,51,0
42045,4,2.0468,4,108,0
42047,3,3.3434,0,7,0
42049,9,2.4098,3,53,0
42051,7,3.1716,2,32,0
42053,0,1.3799000000000001,0,1,0
42055,11,2.5157,2,26,0
42057,1,2.0647,0,2,0
42059,12,5.5198,1,6,1
42061,7,3.5442,1,7,1
42063,2,1.7842,1,12,0
42065,1,2.7634,1,10,0
42067,0,1.2115,0,3,0
42069,12,3.3385,3,53,2
42071,10,1.8691,4,88,0
42073,3,2.9236,2,20,0
42075,3,1.6221,1,19,0
42077,3,1.8142,5,59,0
42079,9,2.4258,3,65,0
42081,2,2.2066,2,21,0
42083,2,3.4462,2,9,1
42085,12,3.6555,4,24,0
42087,3,1.9506999999999999,1,5,0
42089,0,2.0555,2,33,0
42091,4,2.2987,9,178,0
42093,0,3.2913,1,5,0
42095,7,2.3257,3,61,0
42097,2,2.6419,1,19,2
42099,2,2.1611,0,8,0
42101,79,2.3926,14,286,0
42103,2,1.4335,0,6,0
42105,0,1.8153000000000001,0,3,0
42107,2,2.3345000000000002,3,27,1
42109,0,1.2385,0,5,0
42111,0,2.1784,2,13,1
42113,0,0.0,0,0,0
42115,4,2.4797000000000002,0,6,0
42117,9,3.9417999999999997,0,7,0
42119,0,1.5582,1,6,0
42121,2,2.171,1,8,0
42123,1,2.0413,1,6,0
42125,30,3.3355,4,35,0
42127,11,4.2834,1,9,1
42129,5,2.0636,3,64,0
42131,2,2.6125,1,4,0
42133,3,1.7591999999999999,5,71,0
44001,1,1.6502,0,7,0
44003,6,2.2521,1,30,0
44005,6,2.3148,1,12,0
44007,37,2.2694,7,101,0
44009,4,2.3890000000000002,2,24,0
45001,1,1.2231,0,2,0
45003,5,2.0483,1,29,0
45005,1,4.6041,0,1,2
45007,1,1.6785,1,32,0
45009,6,7.8203,0,3,2
45011,5,5.2717,0,6,0
45013,10,2.4984,2,35,1
45015,4,1.3163,0,25,1
45017,4,4.8100000000000005,0,0,3
45019,13,2.7710000000000004,6,93,2
45021,1,1.9197,1,7,2
45023,1,2.4811,1,6,0
45025,5,2.6287000000000003,1,5,1
45027,2,2.9634,1,5,2
45029,8,3.9812,1,4,2
45031,5,2.5519,1,9,2
45033,3,4.9214,1,5,6
45035,1,1.3513,0,21,0
45037,0,1.4674,0,4,0
45039,5,4.0274,0,2,2
45041,9,3.2539999999999996,3,32,1
45043,7,4.4671,2,16,3
45045,7,2.1202,5,98,1
45047,5,2.4008,1,11,0
45049,2,3.6417,1,3,1
45051,13,2.7112,3,77,3
45053,6,4.6553,1,7,0
45055,2,1.5026000000000002,1,7,0
45057,3,2.2446,1,18,0
45059,2,2.0743,1,10,1
45061,3,2.377,0,1,0
45063,6,2.5105,1,67,1
45065,1,2.1135,0,1,0
45067,1,2.2833,1,5,0
45069,4,2.2973,0,2,0
45071,2,2.8616,1,7,1
45073,2,2.1371,1,12,2
45075,6,2.5529,1,15,0
45077,2,2.4432,2,27,0
45079,9,2.2369,4,80,0
45081,2,2.4422,0,3,0
45083,7,2.3141,3,64,0
45085,6,2.2489,1,17,0
45087,1,2.1965,1,3,1
45089,2,2.9636,0,5,2
45091,7,2.0286,1,48,1
46003,2,7.2701,0,0,0
46005,1,2.7096,0,4,0
46007,2,8.9153,0,1,0
46009,0,1.4491,0,1,0
46011,0,1.1403,1,3,0
46013,1,2.3173,2,6,0
46015,1,3.7757,0,1,0
46017,1,5.0968,0,0,0
46019,0,1.9177,0,2,0
46021,0,0.0,0,0,0
46023,0,2.1524,0,2,0
46025,0,0.0,0,0,0
46027,0,2.8429,0,3,1
46029,0,2.1422,1,5,0
46031,1,2.4474,0,0,0
46033,0,1.1146,0,0,1
46035,1,3.5398,1,5,0
46037,0,3.6873,0,1,1
46039,0,2.2983000000000002,0,1,0
46041,3,5.0916,0,0,0
46043,0,0.0,0,0,0
46045,0,0.0,0,0,0
46047,0,1.4896,0,1,0
46049,0,4.3497,0,1,0
46051,0,2.8361,0,1,1
46053,0,2.3895,0,1,0
46055,0,0.0,0,0,0
46057,1,3.2446,0,0,1
46059,0,0.0,0,0,0
46061,0,0.0,0,0,0
46063,0,0.0,0,0,0
46065,0,2.2823,1,3,0
46067,0,1.3716,0,1,0
46069,1,7.6864,0,0,0
46071,0,0.0,0,0,0
46073,1,9.9354,0,1,0
46075,1,11.0742,0,0,0
46077,2,8.0988,0,2,0
46079,0,1.5629,0,2,0
46081,0,2.3216,1,5,0
46083,0,1.9630999999999998,1,10,1
46085,2,5.2896,0,0,0
46087,0,1.7902,0,1,0
46089,0,0.0,0,0,0
46091,0,0.0,0,0,0
46093,1,0.7059,0,1,0
46095,1,4.852,0,0,0
46097,2,9.0253,0,0,0
46099,4,2.2264,3,36,0
46101,0,3.0414,0,2,0
46102,0,0.0,0,0,0
46103,3,1.9336,3,15,1
46105,1,3.4904,0,0,0
46107,0,0.0,0,0,0
46109,0,1.9242,0,2,0
46111,1,4.2661999999999995,0,0,0
46115,0,1.5684,0,1,0
46117,1,3.2279,0,0,0
46119,1,7.1891,0,0,0
46121,1,0.9826,0,0,0
46123,0,1.8378999999999999,0,1,0
46125,0,3.5782,0,3,0
46127,4,5.0213,1,3,0
46129,0,1.8399,0,1,0
46135,1,3.5066,1,6,0
46137,0,0.0,0,0,0
47001,1,2.858,1,19,1
47003,1,2.2127,1,5,4
47005,0,2.4752,0,3,1
47007,1,3.3192,0,1,3
47009,1,1.7282,1,21,0
47011,1,2.4975,1,25,0
47013,2,4.5178,2,10,4
47015,1,3.4065,1,2,1
47017,0,2.8811,2,5,1
47019,1,2.3053,1,10,1
47021,0,1.4754,0,5,1
47023,1,4.0469,0,3,3
47025,3,5.3193,1,11,2
47027,1,5.2528,0,3,0
47029,5,3.8885,1,8,0
47031,0,2.3001,2,11,0
47033,0,6.3247,0,3,6
47035,1,2.3133,1,10,2
47037,14,2.2186,9,130,1
47039,0,5.1445,1,3,2
47041,1,3.4163,1,5,0
47043,0,1.6683,1,7,1
47045,0,3.4985,1,7,5
47047,1,1.9449,0,6,1
47049,2,3.7791,1,4,0
47051,0,2.1323,1,7,1
47053,1,3.0529,1,10,3
47055,0,3.3939999999999997,1,5,4
47057,3,3.4305,0,5,0
47059,3,3.4748,2,19,0
47061,1,3.7237999999999998,0,4,0
47063,2,3.6961,2,20,0
47065,9,2.6101,3,84,0
47067,3,7.5529,0,2,0
47069,2,3.992,1,5,2
47071,4,6.6272,1,8,4
47073,5,2.6414999999999997,1,9,0
47075,1,5.2011,0,3,5
47077,0,2.4896,1,3,3
47079,0,2.7824999999999998,1,7,1
47081,1,1.9859,0,2,2
47083,0,4.8774999999999995,1,2,1
47085,0,2.6908,0,5,0
47087,1,3.3939,0,2,1
47089,1,2.202,1,10,0
47091,1,1.6865,0,2,0
47093,6,2.5515,4,110,0
47095,2,4.2759,0,0,1
47097,1,1.9506000000000001,0,4,0
47099,0,1.8123,1,6,1
47101,1,4.8908000000000005,0,3,2
47103,0,1.7459,1,5,0
47105,1,2.2194,1,10,0
47107,1,4.4615,1,12,10
47109,2,3.892,0,7,1
47111,2,2.4388,0,4,0
47113,1,2.3473,2,20,0
47115,0,1.7297,0,5,0
47117,13,4.6545,0,3,0
47119,1,1.9712,1,17,0
47121,1,0.805,0,0,0
47123,16,6.2305,1,12,0
47125,2,1.7225000000000001,1,33,0
47127,0,0.0,0,0,0
47129,1,1.4017,0,1,1
47131,1,3.9908,1,3,7
47133,1,2.6977,1,4,0
47135,1,3.7147,1,1,0
47137,1,3.9619999999999997,0,1,0
47139,1,5.3469999999999995,0,6,2
47141,1,2.617,1,19,0
47143,1,2.1105,0,6,0
47145,0,2.6226000000000003,1,12,1
47147,0,1.9495,1,13,0
47149,4,2.1066,2,64,0
47151,7,6.343999999999999,0,6,1
47153,0,1.9965000000000002,0,3,0
47155,19,4.6819,1,26,0
47157,20,1.6646,5,130,1
47159,1,2.4805,0,4,0
47161,1,2.9165,0,2,1
47163,2,3.2839,3,47,0
47165,1,1.8296999999999999,2,32,0
47167,0,2.1104,1,8,4
47169,0,2.6586,0,3,0
47171,1,3.9143,1,5,0
47173,1,2.5035,0,4,0
47175,1,5.109,0,1,1
47177,1,2.6649000000000003,1,8,1
47179,3,3.1691,2,36,0
47181,2,2.9989,1,2,0
47183,0,3.0005,1,6,3
47185,1,2.1942,1,4,0
47187,20,2.7683,1,45,0
47189,1,1.3826,1,18,0
48001,2,1.5588,1,6,0
48003,0,1.0692,1,1,0
48005,2,1.9604,2,12,1
48007,0,2.5521000000000003,0,4,2
48009,0,1.1692,0,1,0
48011,0,15.8983,0,1,2
48013,2,1.9548999999999999,1,6,1
48015,0,1.9979,1,4,1
48017,0,2.8571,0,2,0
48019,0,0.4327,0,1,0
48021,5,1.6907,1,9,0
48023,0,5.6996,1,1,0
48025,1,1.8425,1,3,1
48027,5,1.3226,3,40,0
48029,27,1.5323,12,268,0
48031,0,0.8382,0,1,0
48033,0,0.0,0,0,0
48035,0,2.1408,0,4,0
48037,4,2.2521,2,15,0
48039,19,2.0039,2,54,0
48041,5,1.7015,4,30,0
48043,2,4.3464,0,1,1
48045,0,0.0,0,0,0
48047,1,4.2295,0,2,0
48049,2,3.4333,1,9,1
48051,3,3.2533,0,3,0
48053,1,2.2843,1,8,1
48055,3,1.8322,0,5,0
48057,0,2.3485,0,4,1
48059,4,3.5860000000000003,0,1,0
48061,9,1.4415,4,45,3
48063,0,2.2911,0,3,0
48065,0,1.6875,0,1,0
48067,1,1.3322,0,3,0
48069,0,0.0,0,0,0
48071,3,1.8249,0,4,1
48073,2,2.4693,1,9,1
48075,0,4.1062,0,3,0
48077,0,0.955,0,1,0
48079,0,0.0,0,0,0
48081,0,0.0,0,0,0
48083,0,0.0,0,0,0
48085,5,1.7106,12,160,0
48087,0,0.0,0,0,0
48089,0,2.3263,1,4,0
48091,2,1.8565,1,25,1
48093,1,2.9336,0,2,1
48095,2,11.0051,0,1,0
48097,0,1.9391,1,6,1
48099,0,1.0533,0,8,0
48101,0,7.1531,1,0,0
48103,0,2.0846,0,0,1
48105,0,2.8868,0,0,1
48107,0,1.7431,0,1,0
48109,0,0.0,0,0,0
48111,0,2.7446,0,1,1
48113,12,1.4115,27,333,0
48115,2,4.7139999999999995,1,3,0
