GEOID,ADIMean,ADIStd
02158,89.25,3.593976442141304
02164,69.5,12.020815280171307
02170,38.645833333333336,10.606079315171856
02180,64.1,26.014739411853938
02185,62.4,14.570518178843194
02188,60.666666666666664,25.43127995205904
02195,42.75,13.744695946679455
02198,55.44444444444444,12.72901322875335
02220,23.9,8.504247304860215
02230,27.0,
02240,52.833333333333336,19.732376102909317
02261,46.54545454545455,24.014011061726595
02275,48.5,13.916417163432069
02282,51.0,
02290,86.55555555555556,12.551007042376233
04001,89.36363636363636,17.345469721668533
04003,69.22448979591837,18.60801878597155
04005,48.138297872340424,29.647608133529936
04007,67.8,22.53845199169229
04009,68.6923076923077,16.286851705026926
04011,74.25,13.477494468292582
04012,82.19047619047619,16.51247724485653
04013,45.161212121212124,24.423959143843984
04015,67.55555555555556,22.19678620899122
04017,75.0909090909091,21.02390983354417
04019,59.884927066450565,24.9441854161289
04021,64.27835051546391,22.810434058305766
04023,67.9090909090909,22.95425292342853
04025,47.125,20.856491633140106
04027,72.69117647058823,19.312062899143616
05001,82.71428571428571,14.050419414177133
05003,87.38095238095238,12.749416419884444
05005,70.3,9.624501778417343
05007,53.427536231884055,19.16577228974041
05009,73.65217391304348,13.370961397582905
05011,85.16666666666667,11.416362526362471
05013,85.6,7.127411872482185
05015,70.55555555555556,15.545841971870777
05017,92.81818181818181,10.008178473810123
05019,79.52941176470588,14.261476286919
05021,90.36842105263158,5.974115706908609
05023,67.4090909090909,13.40809666869449
05025,84.875,5.667892024377317
05027,84.63636363636364,16.668969537873224
05029,77.42857142857143,11.001498399443916
05031,71.91525423728814,18.897443847938092
05033,75.52941176470588,14.569031693698062
05035,79.97619047619048,18.447669024856197
05037,81.11764705882354,17.229634184092447
05039,92.0,4.301162633521313
05041,93.5,5.653453675545459
05043,80.88235294117646,11.767977486282298
05045,62.62068965517241,15.623674777436939
05047,81.46153846153847,10.720816080686088
05049,83.16666666666667,11.915103733064894
05051,70.68571428571428,19.96921025424025
05053,67.3076923076923,7.330127504400536
05055,77.1923076923077,15.001384551485186
05057,85.5,9.522825763727687
05059,82.91304347826087,9.505563172442569
05061,83.08333333333333,9.346446415941227
05063,78.78571428571429,12.862109563903676
05065,84.11111111111111,9.360080721399315
05067,90.375,13.627790234174675
05069,85.53030303030303,15.381527079304425
05071,82.77777777777777,7.612339483910361
05073,93.75,4.301162633521313
05075,88.05555555555556,5.895883132194594
05077,89.3,9.262229153335007
05079,87.25,7.516648189186454
05081,85.3076923076923,10.89636495491819
05083,83.88235294117646,6.323392611379358
05085,68.78947368421052,14.974136070800755
05087,77.61538461538461,9.734290434151339
05089,73.78571428571429,13.145215985167505
05091,78.97222222222223,17.240295176642938
05093,86.4186046511628,11.557789700827286
05095,91.44444444444444,6.023103666530884
05097,82.375,10.848798485151642
05099,93.0,8.451542547285166
05101,80.57142857142857,7.634508123364221
05103,87.03846153846153,11.357748964405824
05105,76.66666666666667,6.59545297913646
05107,89.25,13.825779323895036
05109,86.11111111111111,6.565905201197403
05111,89.0,8.140806303599618
05113,83.25,8.43405793988477
05115,74.6875,15.354809060692437
05117,89.6,6.131883886702357
05119,66.40492957746478,23.93722894733227
05121,86.5,13.007690033207279
05123,90.84615384615384,11.18102788724653
05125,58.73770491803279,15.842876042924638
05127,89.44444444444444,4.065436972550156
05129,82.1,10.104454463255301
05131,74.01086956521739,18.87640224918164
05133,85.72727272727273,7.913165094839221
05135,87.72222222222223,9.442118129489899
05137,77.2,11.222992272810115
05139,80.8780487804878,17.83142608143165
05141,78.46153846153847,11.864620970314677
05143,57.13084112149533,18.863003678534508
05145,75.75,15.25919471190449
05147,89.875,12.322308457196067
05149,79.41176470588235,12.430098669808558
06001,10.4072265625,9.313439900461526
06003,26.5,4.949747468305833
06005,32.592592592592595,11.994419405127406
06007,44.32275132275132,19.18406255775209
06009,35.0,13.10172402448598
06011,40.05,12.804090629252249
06013,16.009463722397477,15.545578058866319
06015,47.55555555555556,18.007260699742666
06017,19.951219512195124,11.10003223930969
06019,52.28448275862069,22.893613696645605
06021,42.47826086956522,10.210821199355975
06023,34.4,13.432595258721054
06025,63.40425531914894,20.08118958742084
06027,45.8125,27.563789652368197
06029,58.683972911963885,22.190646403387387
06031,52.794871794871796,18.14183582568774
06033,55.702127659574465,23.793417881949786
06035,51.82608695652174,14.281749873409781
06037,15.502288148966388,11.877838687967873
06039,46.151898734177216,18.543841750333414
06041,4.087719298245614,4.92633034318191
06043,36.125,11.122799407822955
06045,27.467532467532468,12.946839093592665
06047,47.2887323943662,18.732753197365604
06049,62.75,18.005680921713164
06051,27.75,12.979470970215491
06053,20.0625,16.85697218395885
06055,11.147058823529411,10.829366984437929
06057,23.2,15.581520586380002
06059,12.269358407079647,13.768659873719756
06061,17.83490566037736,10.39668688070018
06063,41.59090909090909,15.918420270118007
06065,33.15882352941176,20.45172564918842
06067,31.941436464088397,18.55438955687019
06069,13.525,6.789839694493757
06071,38.04255319148936,22.123182966885405
06073,17.167137210615472,15.558755548860109
06075,3.3045774647887325,2.796542365826981
06077,39.77295918367347,21.007293421537803
06079,13.210191082802547,8.887496148171662
06081,3.822757111597374,5.237064960377061
06083,15.956375838926174,15.257656121531772
06085,5.6823751178133834,8.183967323123078
06087,10.30890052356021,10.848423331746838
06089,44.23076923076923,17.601769846503462
06091,47.2,17.81010948871455
06093,56.86486486486486,17.07363490909329
06095,25.03942652329749,14.447444610900897
06097,14.031413612565444,13.672934645805766
06099,40.56393442622951,17.86489899351008
06101,41.45161290322581,18.198970804402727
06103,54.13953488372093,16.739718088524608
06105,39.61538461538461,10.602974909103432
06107,56.44402985074627,19.624008880028825
06109,35.170212765957444,11.709006472047157
06111,14.054502369668246,10.943576565344717
06113,21.84873949579832,17.18771667004863
06115,52.1875,19.415563235319258
08001,41.082352941176474,20.255967390236197
08003,65.06666666666666,14.444310133685693
08005,30.766584766584767,17.747741516819715
08007,33.8,12.407882799073963
08009,88.75,4.272001872658765
08011,88.66666666666667,12.096831541082704
08013,18.243654822335024,16.199380274195665
08014,19.023809523809526,9.433950353903029
08015,27.357142857142858,9.145046097853642
08017,72.0,7.0
08019,29.166666666666668,15.702441423761679
08021,75.0,9.465727652959385
08023,81.75,12.120918557051139
08025,83.5,12.020815280171307
08027,39.0,18.565200420859092
08029,48.91304347826087,14.755316587214685
08031,27.530526315789473,16.780684305360214
08033,73.0,19.79898987322333
08035,15.2,9.158347267674701
08037,11.724137931034482,8.696865411186696
08039,18.4,10.675740188456658
08041,41.35674157303371,18.79898812232106
08043,59.484848484848484,15.598720324359167
08045,27.583333333333332,14.231504287520497
08047,25.0,7.702813338860896
08049,29.444444444444443,12.6205300117617
08051,28.157894736842106,16.617471253990274
08053,29.0,
08055,72.28571428571429,20.588947566710686
08057,50.0,24.041630560342615
08059,24.039408866995075,13.339199585268407
08061,83.0,9.899494936611665
08063,67.71428571428571,9.911513266807205
08065,50.75,16.62828914831589
08067,23.09375,10.343641883754234
08069,29.425531914893618,15.276761816144523
08071,65.5,14.48677557866714
08073,64.0,16.1245154965971
08075,62.07142857142857,12.976098060631358
08077,48.88505747126437,19.459215122772374
08079,31.0,
08081,55.266666666666666,14.134388999208717
08083,52.22727272727273,15.212563160824605
08085,47.78787878787879,17.047282730243214
08087,54.76,17.642940042218967
08089,83.3,11.02198759418263
08091,18.0,5.830951894845301
08093,32.583333333333336,8.586017526752258
08095,60.0,14.683323874382122
08097,12.615384615384615,10.720218137849479
08099,79.07142857142857,13.908847686132882
08101,69.04615384615384,20.20010804271572
08103,45.0,14.944341180973263
08105,61.3,20.30353007073729
08107,17.05263157894737,15.042435102109286
08109,69.0,19.089263998384013
08111,35.0,
08113,14.666666666666666,10.633281086601006
08115,77.33333333333333,13.203534880225574
08117,12.380952380952381,8.488086889730749
08119,38.2,15.529695057258161
08121,64.8,16.52876280911551
08123,39.63157894736842,20.538312759856197
08125,52.44444444444444,10.967122584241402
09001,22.45891472868217,20.283861392295304
09003,41.641768292682926,19.438405973536803
09005,35.41958041958042,17.805052530036534
09007,30.043478260869566,13.913511862825265
09009,42.493506493506494,20.854352610581365
09011,39.73076923076923,18.263239002228733
09013,35.333333333333336,15.324981972706137
09015,47.47126436781609,14.360669059087943
10001,46.91428571428571,12.79690050464877
10003,42.050139275766014,21.151164996444173
10005,37.44094488188976,21.326879062082288
11001,16.454965357967666,14.93096551048143
12001,61.89041095890411,23.77019962420963
12003,65.81818181818181,15.393623237030207
12005,58.75,19.617427403814325
12007,77.73333333333333,12.226824530320132
12009,56.18910256410256,23.081279767797763
12011,44.20793140407288,24.926063657779668
12013,85.33333333333333,6.224949798994366
12015,57.45283018867924,21.387193353331668
12017,75.10344827586206,18.986552452134177
12019,56.901234567901234,19.773470192578493
12021,31.691099476439792,23.513352854686627
12023,72.61538461538461,13.702891328811988
12027,83.12,17.044842817305963
12029,84.18181818181819,15.516560068637519
12031,63.022869022869024,25.486056172965625
12033,66.51366120218579,21.85085758457294
12035,46.68,16.673870551964637
12037,60.1,24.933021388422937
12039,81.19354838709677,10.58117622585413
12041,81.66666666666667,12.886450483380056
12043,85.22222222222223,10.244239573752873
12045,61.38461538461539,20.002243463915327
12047,89.88888888888889,3.655285366576885
12049,82.36842105263158,16.08729839316233
12051,81.8695652173913,17.548126934042866
12053,70.06666666666666,15.96827784815562
12055,81.50666666666666,14.436602629964415
12057,52.917824074074076,25.312809299067556
12059,82.0,12.2600037645872
12061,52.733333333333334,26.427258654654285
12063,78.94285714285714,13.10128610018847
12065,69.44444444444444,8.74801564800714
12067,75.8,13.442470011125186
12069,65.8013698630137,20.762240216320322
12071,51.96230158730159,25.105276695400146
12073,58.933734939759034,24.884493295458952
12075,76.25,16.297295844766758
12077,79.6,14.758048651498612
12079,82.73333333333333,14.58211559541671
12081,55.91747572815534,26.83823238403394
12083,75.14035087719299,19.18096967108858
12085,46.35164835164835,26.616775673487336
12086,41.05867182462927,23.84700780396891
12087,18.47945205479452,16.313857086198816
12089,42.15384615384615,20.548451678819042
12091,45.91891891891892,18.65726041232651
12093,79.65384615384616,13.190731011410422
12095,50.78474114441417,24.958435094736327
12097,61.013333333333335,19.565201688638865
12099,44.45412844036697,27.730169529048606
12101,67.89180327868853,25.02455567118267
12103,54.331460674157306,24.93625559041418
12105,72.03726708074534,19.64224838148239
12107,83.86666666666666,11.93835389764061
12109,33.44303797468354,20.564312400334213
12111,65.80434782608695,22.801862741058578
12113,53.55263157894737,20.971977962250552
12115,42.33064516129032,23.565301388728216
12117,48.18025751072961,22.039583236616505
12119,68.64864864864865,22.563756848608413
12121,79.3076923076923,13.253736773511779
12123,83.94444444444444,10.629992099063093
12125,77.14285714285714,6.768273325562717
12127,63.06007067137809,20.56972046467788
12129,60.38461538461539,14.459935808631503
12131,51.44186046511628,26.629112537812727
12133,78.71428571428571,12.237574994999695
13001,86.71428571428571,10.513204674478308
13003,94.5,4.5934736311423405
13005,87.33333333333333,14.891272611835431
13007,88.25,6.13052471924984
13009,75.18518518518519,20.001994202573204
13011,66.85714285714286,8.454359258760563
13013,61.0,12.540842366951564
13015,60.673469387755105,15.101583464301077
13017,87.86666666666666,9.912954487269003
13019,84.93333333333334,11.467137310385628
13021,79.84552845528455,21.30459525599406
13023,79.0,12.24744871391589
13025,89.88888888888889,7.096556285347923
13027,81.86666666666666,13.141356021934651
13029,50.23076923076923,18.7845408343929
13031,72.84615384615384,15.941568405864789
13033,82.0625,12.860631140551902
13035,73.61538461538461,14.767861848952395
13037,96.8,3.5637059362410923
13039,62.26086956521739,15.416099587191745
13043,84.375,6.610327417868843
13045,67.11538461538461,15.589908558704838
13047,63.205882352941174,13.844984677240076
13049,86.6,7.436396977031283
13051,57.40609137055838,24.95971373322759
13053,85.28571428571429,7.016986193380691
13055,88.57142857142857,8.953052153156646
13057,37.83529411764706,14.512594742583595
13059,61.25,22.241131051449727
13061,94.66666666666667,4.932882862316247
13063,80.33333333333333,13.364171986927392
13065,96.14285714285714,4.561745697594706
13067,41.84011627906977,21.616469155760612
13069,82.84615384615384,11.432208212562637
13071,86.93103448275862,11.673936276052732
13073,46.92727272727273,18.404764424880682
13075,81.53333333333333,18.596722701543282
13077,46.6140350877193,15.732988983530426
13079,81.375,14.141504264297446
13081,84.35,14.283870181726694
13083,70.57142857142857,9.658452996505925
13085,41.7,16.640312497065672
13087,79.38095238095238,14.489569318914176
13089,49.65706806282723,27.1760120754695
13091,84.75,13.3741043313811
13093,86.875,8.322731351116479
13095,83.83076923076923,18.179288722651897
13097,59.81818181818182,17.462224741690072
13099,88.23076923076923,11.966298830144085
13101,94.66666666666667,1.1547005383792517
13103,56.5,12.712011567617381
13105,85.9,12.086965576277004
13107,88.5,9.141051554903942
13109,81.4,12.91166569854994
13111,55.44444444444444,15.11610836247689
13113,31.6734693877551,13.015035784145391
13115,70.50909090909092,19.24777305759728
13117,25.712962962962962,12.847088419499126
13119,76.125,12.531959144523254
13121,45.04545454545455,31.89680077379616
13123,56.5625,13.104547556732612
13125,90.66666666666667,2.5166114784235836
13127,61.0188679245283,29.38896350021273
13129,66.51724137931035,14.946620950318914
13131,76.70588235294117,14.158763654899184
13133,57.89473684210526,36.773926054025026
13135,47.961414790996784,17.863960563776658
13137,63.24,10.47329938462565
13139,52.82022471910113,19.341759930824672
13141,82.0,18.51485889765299
13143,70.76470588235294,9.78218669166502
13145,45.9375,17.349231491144884
13147,66.47368421052632,18.536355931737774
13149,78.0,7.690439333539869
13151,53.12698412698413,16.144001246335417
13153,70.26027397260275,19.956917066841395
13155,89.0,7.131419413913534
13157,55.724137931034484,14.643127475577405
13159,70.85714285714286,10.807845474909595
13161,89.63636363636364,7.25634518573541
13163,85.52941176470588,15.592937692505313
13165,87.0,15.417985786550904
13167,89.71428571428571,5.879747322073337
13169,68.63636363636364,14.881348912465747
13171,70.0909090909091,15.965303288409809
13173,81.85714285714286,8.914941978285135
13175,83.36111111111111,15.054477791916316
13177,58.75,19.512816301087856
13179,70.72413793103448,11.0320848687691
13181,72.28571428571429,14.279522467672438
13183,67.66666666666667,9.811557810392122
13185,72.06153846153846,19.8595670608942
13187,56.27272727272727,11.550678846638489
13189,76.0,14.946965066724493
13191,69.77777777777777,17.519830034690532
13193,92.66666666666667,5.382350506024015
13195,69.1875,12.14478626132767
13197,78.8,14.25482374496437
13199,82.65,7.929126851777498
13201,80.4,8.561541917201598
13205,85.9375,8.298343208134982
13207,60.30769230769231,20.401734466235197
13209,85.28571428571429,10.274795792200862
13211,48.22222222222222,15.287067882509204
13213,77.76923076923077,11.413352504177524
13215,74.175,21.84500885247488
13217,62.35294117647059,14.99268984082248
13219,31.857142857142858,10.747859485333976
13221,74.77777777777777,10.096754153907305
13223,54.82608695652174,12.302311161053504
13225,71.0,18.18240908130713
13227,50.23529411764706,16.716494144125683
13229,79.91666666666667,9.56754298594361
13231,56.875,9.311091696005821
13233,78.90625,12.565594025982476
13235,76.625,7.36667205343479
13237,62.411764705882355,22.663458538828014
13239,94.5,2.1213203435596424
13241,57.15384615384615,19.629256030417768
13243,90.42857142857143,7.138093649734567
13245,78.34848484848484,18.426658769619152
13247,59.77777777777778,16.128586829952376
13249,78.0,14.177446878757825
13251,87.0,8.726617108241095
13253,83.88888888888889,13.033077576348232
13255,77.91428571428571,17.036934667279287
13257,80.5,13.789382104486387
13259,98.5,1.7320508075688772
13261,83.24,11.787281281109736
13263,89.33333333333333,7.118052168020874
13265,94.33333333333333,2.516611478423583
13267,76.53846153846153,16.42972603045764
13269,88.14285714285714,7.988086367179802
13271,91.25,7.869470848066688
13273,75.1,19.168550632046582
13275,71.08333333333333,19.914639267203842
13277,73.2258064516129,17.627080827369678
13279,79.95833333333333,15.329650628954239
13281,50.42857142857143,6.347102826149446
13283,87.57142857142857,12.17726218350062
13285,72.7948717948718,18.092131885638615
13287,85.22222222222223,8.393118874676114
13289,90.0,9.913915184512842
13291,53.07142857142857,10.026612939221652
13293,85.04761904761905,11.749366750919773
13295,74.65217391304348,18.08648039135475
13297,54.578947368421055,14.522362213752464
13299,86.5625,12.445850455006564
13301,94.33333333333333,3.204163957519444
13303,83.86666666666666,8.716705362747579
13305,76.4090909090909,10.834948264579019
13307,94.0,0.0
13309,94.4,3.5777087639996634
13311,55.5,10.732279263130371
13313,69.71830985915493,15.67179732475921
13315,88.4,7.26636084983398
13317,88.0909090909091,7.006490497453706
13319,89.0,5.545268253204709
13321,79.2,10.731795216618167
15001,30.038095238095238,16.48188038278342
15003,10.856102003642988,9.394014251426258
15005,,
15007,11.686274509803921,6.385891311566245
15009,12.484536082474227,10.264332867245782
16001,41.82035928143713,16.7293499355991
16003,56.333333333333336,17.03917055884274
16005,64.66666666666667,17.139177705752935
16007,61.714285714285715,17.29849979732622
16009,60.0,12.083045973594572
16011,62.36666666666667,13.43306094815257
16013,20.846153846153847,13.409239065200243
16015,53.0,17.795130420052185
16017,43.77142857142857,15.136799168768484
16019,58.5,18.420867466244776
16021,54.77777777777778,12.833333333333334
16023,74.66666666666667,8.621678104251709
16025,60.0,
16027,64.56626506024097,18.44053909791059
16029,61.42857142857143,7.207800007795788
16031,63.8421052631579,18.083949783332233
16033,86.0,
16035,67.0,15.776853010315172
16037,51.5,19.261360284258224
16039,63.5,16.536827587740845
16041,49.5,15.980891367157493
16043,56.583333333333336,14.7799516134854
16045,61.416666666666664,16.08193980460031
16047,61.61538461538461,14.597593760265545
16049,63.714285714285715,13.251580871895836
16051,53.92857142857143,10.9577109184094
16053,66.13333333333334,17.39403291224841
16055,40.53030303030303,16.890798311479173
16057,46.4,13.875306768898284
16059,58.125,13.054145482784934
16061,71.8,4.919349550499537
16063,67.25,5.852349955359813
16065,53.42857142857143,14.65800610100647
16067,64.25,14.919785521246611
16069,53.55555555555556,12.802777476434992
16071,59.666666666666664,15.275252316519467
16073,71.8,16.96925324095187
16075,60.6,17.528751891025863
16077,61.285714285714285,12.893335303097304
16079,74.55555555555556,12.030462424353889
16081,24.25,6.13052471924984
16083,60.64150943396226,20.438551750987493
16085,35.285714285714285,7.804150299985381
16087,66.9,15.102979838429237
17001,67.9322033898305,20.07216670157585
17003,93.375,7.945124291035352
17005,64.64285714285714,18.412400264943283
17007,59.44444444444444,22.18511859737259
17009,75.0,6.670832032063167
17011,71.43243243243244,12.936899294783252
17013,72.6,9.889388252060893
17015,75.5,14.009450591738169
17017,80.33333333333333,11.708767573713217
17019,61.63636363636363,19.875154514252937
17021,77.55555555555556,14.627653741056834
17023,75.45,15.942247744841213
17025,81.0,4.422166387140534
17027,60.06666666666667,19.046102566890312
17029,77.42553191489361,16.739363502588304
17031,44.3102402022756,24.3857069802084
17033,79.0,14.925742118158741
17035,74.72727272727273,11.628335298665144
17037,54.10344827586207,15.72760413287528
17039,71.0,15.537971921347117
17041,73.0,9.938701010583715
17043,28.456628477905074,16.151414730435597
17045,80.7,10.239757398441984
17047,83.25,8.137216091163225
17049,64.24,17.081373871364487
17051,81.9090909090909,14.16538063936189
17053,73.9375,11.896603156643776
17055,86.73170731707317,9.90965284519065
17057,80.28571428571429,11.689657121733442
17059,86.57142857142857,6.604471789556499
17061,83.58823529411765,11.989885443204887
17063,46.529411764705884,13.948466395808857
17065,73.5,16.614919667442138
17067,78.22727272727273,10.042442399667989
17069,86.0,9.055385138137417
17071,76.88888888888889,6.313565641625271
17073,70.51923076923077,18.913104062502132
17075,75.71875,13.72596873601042
17077,79.61538461538461,18.373204963573563
17079,71.0,18.101565309847285
17081,76.5,15.614096195425466
17083,60.44444444444444,12.724326965778038
17085,61.07692307692308,18.148108610922684
17087,74.72727272727273,13.69737864768956
17089,46.4375,19.862714936519794
17091,66.4875,19.821350047903373
17093,40.333333333333336,14.34414117209226
17095,79.92857142857143,14.929966379864895
17097,38.52405063291139,26.838325951815754
17099,67.75,16.335529209765653
17101,83.88235294117646,10.850589574656626
17103,67.0,14.953632037438634
17105,70.66666666666667,15.812705861637554
17107,69.96428571428571,13.806821027242547
17109,78.43333333333334,14.116958091144367
17111,41.05487804878049,15.205041563313527
17113,58.94285714285714,19.378729701277244
17115,78.7578947368421,18.415254886696335
17117,73.11538461538461,16.06195583792231
17119,69.20618556701031,21.598041623143146
17121,84.46511627906976,11.31865051103351
17123,72.08333333333333,11.106577357856947
17125,83.35,9.869010508711227
17127,83.57142857142857,13.483404533062034
17129,60.76923076923077,18.53894030661698
17131,72.52631578947368,12.816518946060855
17133,39.93333333333333,9.527903881806973
17135,79.85185185185185,13.26274047473918
17137,75.6875,16.456075454215647
17139,71.07142857142857,16.226589222698582
17141,62.97727272727273,16.487470417292624
17143,71.35251798561151,21.346982717705952
17145,81.57142857142857,11.625710423760902
17147,65.6470588235294,15.239509410044127
17149,84.7,8.442374323051917
17151,80.25,12.419742348374221
17153,92.75,4.464142854857069
17155,62.125,10.357019703701308
17157,74.03125,14.044823119271133
17159,77.92857142857143,14.381956033191708
17161,70.91228070175438,16.630583514317948
17163,74.71717171717172,22.25374680323622
17165,83.79310344827586,14.835717784033491
17167,67.00558659217877,23.547345852654782
17169,82.0,11.902380714238083
17171,80.0,4.0
17173,76.56,14.032937444930527
17175,80.125,8.184261900571295
17177,76.40816326530613,17.466537492382088
17179,63.05882352941177,17.54406217633359
17181,76.5,13.336666250104134
17183,83.66153846153846,13.399250122531255
17185,81.57142857142857,11.5072838853303
17187,77.42857142857143,14.729465124611377
17189,69.52631578947368,11.73015307777653
17191,81.94736842105263,8.847307714845776
17193,82.375,15.637028703262864
17195,71.66666666666667,16.35394793018572
17197,43.709511568123396,21.93982954895293
17199,74.52727272727273,17.007465186025577
17201,74.88803088803088,19.13150663454317
17203,55.166666666666664,16.47795462142517
18001,68.5,17.405409385075348
18003,71.17424242424242,22.097776572812016
18005,59.30508474576271,20.368378329375084
18007,77.9090909090909,12.501636256542945
18009,86.08333333333333,10.816303631205267
18011,49.08108108108108,25.204032281427573
18013,48.333333333333336,9.098784467602185
18015,65.52631578947368,14.622541278802819
18017,82.1025641025641,11.59354373823019
18019,67.89189189189189,16.242652769004632
18021,74.55555555555556,14.447074053868096
18023,73.96875,16.18339327032299
18025,81.66666666666667,5.196152422706632
18027,69.37931034482759,18.511413068512717
18029,56.911764705882355,15.806342507301004
18031,67.14285714285714,12.414852855695528
18033,69.62857142857143,16.01485654797135
18035,83.0204081632653,16.39712043605742
18037,61.2,15.757647295071116
18039,67.576,18.700639975248734
18041,82.53846153846153,13.121679067042505
18043,60.94915254237288,22.413376339244504
18045,77.73684210526316,9.415366312949143
18047,61.5625,14.601227117380693
18049,76.0909090909091,12.409324799977718
18051,72.44827586206897,16.866251609345618
18053,80.0576923076923,16.828329826997514
18055,78.96969696969697,12.69961822380118
18057,37.8,20.15774331081273
18059,53.567567567567565,14.473233034622032
18061,61.130434782608695,9.45950386853006
18063,48.0625,15.825311250982592
18065,78.34883720930233,14.054119411234884
18067,74.2,18.878062665432594
18069,73.25,15.271732267546236
18071,72.8,15.781224883497778
18073,60.0,12.708265027138834
18075,80.73913043478261,13.511669674444546
18077,70.04347826086956,12.528071247002089
18079,73.94117647058823,11.121322921730659
18081,55.77777777777778,18.939653775426315
18083,80.47619047619048,16.31285307288299
18085,60.51724137931034,15.715944947404106
18087,50.875,18.47986565921432
18089,72.2296918767507,22.4359991918402
18091,67.91358024691358,19.771948266966636
18093,72.02564102564102,14.898758654555541
18095,79.50467289719626,16.769454391826276
18097,71.5553772070626,23.331038607791506
18099,64.23684210526316,16.136971500800225
18101,72.0,8.679477710861024
18103,79.31428571428572,14.979930551498931
18105,54.97701149425287,18.53718890124205
18107,67.87878787878788,13.376185872095546
18109,58.17777777777778,16.763446283897927
18111,74.46153846153847,9.811688476976364
18113,70.22857142857143,12.509021954257689
18115,61.666666666666664,13.366625103842281
18117,80.10526315789474,9.921327962425782
18119,74.3125,8.162669089621769
18121,77.66666666666667,11.266817495219678
18123,70.3125,16.214062826242326
18125,74.46153846153847,11.47181607691494
18127,50.03658536585366,17.727320842296198
18129,61.791666666666664,16.34406997012696
18131,76.38461538461539,7.343233410635735
18133,66.58333333333333,12.754936526580659
18135,82.6,10.769048880616312
18137,61.63636363636363,11.680449496183801
18139,71.52941176470588,14.177965505754093
18141,73.67713004484305,20.638103630323815
18143,78.0,11.35522683483638
18145,63.4,14.785127662620976
18147,70.8125,11.640267751788759
18149,74.04545454545455,12.582971383229355
18151,60.36666666666667,16.05482703937877
18153,80.05263157894737,12.195052203480477
18155,72.375,9.00694176732591
18157,63.55670103092783,20.431781346799806
18159,70.23529411764706,16.407046549290587
18161,74.71428571428571,11.629191512658789
18163,73.67532467532467,22.01986124183309
18165,81.89473684210526,12.609056431532348
18167,80.46067415730337,18.178443890157926
18169,75.81818181818181,13.258145009423796
18171,67.22222222222223,9.588766575761685
18173,57.46511627906977,18.06647623850964
18175,73.77272727272727,9.846110269841967
18177,78.32,15.276285476488834
18179,67.84615384615384,14.20335821611863
18181,70.26923076923077,12.94776487987851
