,State full,County,Black or African American,White
0,Maine,ANDROSCOGGIN,,
1,Maine,AROOSTOOK,,
2,Maine,CUMBERLAND,,
3,Maine,FRANKLIN,,
4,Maine,HANCOCK,,
5,Maine,KENNEBEC,,
6,Maine,KNOX,,
7,Maine,LINCOLN,,
8,Maine,OXFORD,,
9,Maine,PENOBSCOT,,
10,Maine,PISCATAQUIS,,
11,Maine,SAGADAHOC,,
12,Maine,SOMERSET,,
13,Maine,WALDO,,
14,Maine,WASHINGTON,,
15,Maine,YORK,,
