State,County,Geographic Area Name,WholeNum,WhiteNum,NHWhiteNum,BlackNum,Above15_WholeNum,Above15_WhiteNum,Above15_NHWhiteNum,Above15_BlackNum,Above20_WholeNum,Above20_WhiteNum,Above20_NHWhiteNum,Above20_BlackNum,CvdVax_ZWhiteNum,CvdVax_WhiteNum,CvdVax_NHWhiteNum,CvdVax_BlackNum,ReportNH,FullCvdVax_ZWhiteNum,FullCvdVax_WhiteNum,FullCvdVax_NHWhiteNum,FullCvdVax_BlackNum,CvdVax_ZWhiteRate,CvdVax_WhiteRate,CvdVax_NHWhiteRate,CvdVax_MWhiteRate,CvdVax_MBlackRate,FullCvdVax_ZWhiteRate,FullCvdVax_WhiteRate,FullCvdVax_NHWhiteRate,FullCvdVax_MWhiteRate,FullCvdVax_MBlackRate,CvdVaxAbove15_ZWhiteRate,CvdVaxAbove15_WhiteRate,CvdVaxAbove15_NHWhiteRate,CvdVaxAbove15_MWhiteRate,CvdVaxAbove15_MBlackRate,FullCvdVaxAbove15_ZWhiteRate,FullCvdVaxAbove15_WhiteRate,FullCvdVaxAbove15_NHWhiteRate,FullCvdVaxAbove15_MWhiteRate,FullCvdVaxAbove15_MBlackRate,CvdVaxAbove20_ZWhiteRate,CvdVaxAbove20_WhiteRate,CvdVaxAbove20_NHWhiteRate,CvdVaxAbove20_MWhiteRate,CvdVaxAbove20_MBlackRate,FullCvdVaxAbove20_ZWhiteRate,FullCvdVaxAbove20_WhiteRate,FullCvdVaxAbove20_NHWhiteRate,FullCvdVaxAbove20_MWhiteRate,FullCvdVaxAbove20_MBlackRate,Valid,GEOID,IT_WholeRate,IT_WhiteRate,IT_NHWhiteRate,IT_BlackRate,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate,Unempl_WholeRate,Unempl_WhiteRate,Unempl_NHWhiteRate,Unempl_BlackRate,TCI,fixed_d,fixed_u,fixed_lat,mobile_d,mobile_u,mobile_lat,undervaccination,barriers,resource_constrained,inaccessibility,irregular_behavior,CVAC,FQHC,FacDensity10K,HOPD,PHMCY,RUHC,cases,deaths,incident_rate,mortality,republican,republican_rate,MeanInc_TotalAvg,MeanInc_WhiteAvg,MeanInc_NHWhiteAvg,MeanInc_BlackAvg,MedianInc_TotalAvg,MedianInc_WhiteAvg,MedianInc_NHWhiteAvg,MedianInc_BlackAvg,poorhealth_WholeRate,providerb,providerc,injury_deaths,Segregation,AvgTrafficVolume,ADIMean,ADIStd,sdi_score,Above75_WholeRate,Above75_WhiteRate,Above75_NHWhiteRate,Above75_BlackRate,Above65_WholeRate,Above65_WhiteRate,Above65_NHWhiteRate,Above65_BlackRate,Above15_WholeRate,Above15_WhiteRate,Above15_NHWhiteRate,Above15_BlackRate,Above20_WholeRate,Above20_WhiteRate,Above20_NHWhiteRate,Above20_BlackRate,A20T74_WholeRate,A20T74_WhiteRate,A20T74_NHWhiteRate,A20T74_BlackRate,A15T74_WholeRate,A15T74_WhiteRate,A15T74_NHWhiteRate,A15T74_BlackRate,urban,FluVax_BlackRate,FluVax_NHWhiteRate,FluVax_WholeRate,racial_bias,racial_explicit_bias,racial_weighted_bias,racial_weighted_explicit_bias,sex_bias,sex_explicit_bias,sex_weighted_bias,sex_weighted_explicit_bias,AREA_SQMI,DENSITY,EP_POV,EP_AGE65,EP_DISABL,EP_MINRTY,EP_LIMENG,EP_NOVEH,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,hesitancy,strong_hesitancy,NotInHighMobility,positivity
Indiana,Tipton,"Tipton, Indiana",15148,14709,14329,112,12649,12355,12091,69,11735,11478,11244,61,8994.0,8994.0,,15.0,0.0,4359.0,4359.0,,6.0,62.76781352501919,61.146236997756475,,61.146236997756475,13.392857142857142,30.42082490055133,29.634917397511728,,29.634917397511728,5.357142857142857,74.38590687288065,72.79643868878996,,72.79643868878996,21.73913043478261,36.05160863452154,35.28126264670174,,35.28126264670174,8.695652173913043,79.98932764140875,78.35859905906952,,78.35859905906952,24.59016393442623,38.76734258271078,37.97699947726085,,37.97699947726085,9.836065573770492,1,18159,81.7,82.2,82.0,,89.3,24.7,90.3,24.6,90.6,24.8,100.0,0.0,3.2,3.3,3.3,0.0,0.0,57.06770071047957,26.75619182948491,59.89165186500888,62.2824188034188,12.35691452991453,31.54700854700855,0.905444126074498,0.157911493155046,0.748487742757084,0.156956383317415,0.330468003820439,0.440624005093919,1,1.3203,0,1,0,1635,45,10793.504092949564,2.752293577981652,1,75.29266789895256,31025.0,31281.0,31580.0,15463.0,58118.0,57145.0,57388.0,,0.143,11,13,72.9,,83.824657809,70.23529411764706,16.407046549290587,15,9.592025349881173,9.796723094703925,9.96580361504641,2.6785714285714284,21.382360707684185,21.687402270718607,22.08807313839068,8.035714285714286,83.50277264325324,83.99619280712488,84.3813245865029,61.60714285714286,77.46897280169,78.03385682235367,78.47023518738223,54.46428571428571,67.87694745180882,68.23713372764973,68.50443157233582,51.78571428571429,73.91074729337205,74.19946971242096,74.41552097145649,58.92857142857143,1.0,,60.0,60.0,0.450214695640503,-0.121212121212121,0.398666967519971,0.579803745521001,0.423787943726075,2.29545454545455,0.399657946773498,1.85726237380121,260.5407026,58.40929976827353,0.081,0.198,0.168,0.049,0.005,0.023,0.1904,0.2897,0.2194,0.0452,0.0726,0.2,0.08,1.0,5.07
Indiana,Union,"Union, Indiana",7054,6821,6709,68,5868,5699,5622,48,5437,5295,5228,41,3938.0,3938.0,,10.0,0.0,2010.0,2010.0,,5.0,58.69727232076315,57.733470165664855,,57.733470165664855,14.705882352941178,29.959755552243255,29.467819967746667,,29.467819967746667,7.352941176470589,70.04624688722875,69.09984207755747,,69.09984207755747,20.833333333333336,35.75240128068303,35.26934549921039,,35.26934549921039,10.416666666666668,75.32517214996174,74.37204910292728,,74.37204910292728,24.390243902439025,38.446824789594494,37.960339943342774,,37.960339943342774,12.195121951219512,1,18161,73.6,74.6,75.0,0.0,87.4,18.5,87.9,18.5,87.7,18.0,100.0,0.0,1.5,1.5,1.5,0.0,0.0,33.64503628117914,4.554648526077098,38.73242630385487,41.54782580645161,7.887761290322581,42.61290322580645,0.952562878064311,0.518306271887934,0.645017510347023,0.490608086596625,0.624960203756765,0.745940783190067,1,4.2529,0,2,0,718,10,10178.622058406578,1.392757660167131,1,77.17484926787253,25661.0,26089.0,26362.0,,50375.0,50864.0,51057.0,,0.154,10,9,59.0,,131.30183661,74.71428571428571,11.629191512658789,14,7.8678763821945,7.8580853247324445,7.959457445222835,8.823529411764707,19.70513184009073,19.806479988271512,20.06260247428827,20.588235294117645,83.18684434363482,83.55079900307872,83.79788344015502,70.58823529411765,77.07683583782251,77.62791379563114,77.92517513787449,60.29411764705882,69.20895945562802,69.7698284708987,69.96571769265167,51.47058823529412,75.31896796144032,75.69271367834628,75.83842599493218,61.76470588235294,0.0,,52.0,51.0,0.307627879407942,0.722222222222222,0.387127828243502,0.72451216496969,0.375951009548387,0.357142857142857,0.38699047685095,1.1110109918144,161.1901112,44.37617138389319,0.088,0.181,0.16,0.044,0.005,0.046,0.2994,0.2967,0.2009,0.1869,0.1713,0.2,0.08,1.0,11.09
Indiana,Vermillion,"Vermillion, Indiana",15498,15091,14932,84,12733,12448,12337,54,11719,11476,11378,48,9025.0,9025.0,,13.0,0.0,4466.0,4466.0,,6.0,60.440664345030804,59.80385660327347,,59.80385660327347,15.476190476190476,29.908920439324937,29.59379762772513,,29.59379762772513,7.142857142857142,73.15392721082922,72.50160668380462,,72.50160668380462,24.074074074074073,36.200048634189834,35.87724935732648,,35.87724935732648,11.11111111111111,79.31973984883108,78.64238410596026,,78.64238410596026,27.083333333333332,39.25118650026367,38.91599860578599,,38.91599860578599,12.5,1,18165,83.5,83.0,83.1,100.0,91.0,14.2,91.1,14.2,91.1,14.3,100.0,0.0,6.7,6.7,6.8,,0.0,104.4880453038674,18.79025524861878,32.55690607734807,32.08608695652174,6.444413043478261,54.97826086956522,0.984718242597899,0.477554918815664,0.62336835402738,0.228271251193887,0.320916905444126,0.552371856096784,3,3.2262,0,2,0,1707,44,11014.324428958576,2.5776215582893967,1,69.30481283422459,26493.0,26887.0,26916.0,,50243.0,50529.0,50600.0,,0.153,11,11,70.2,70.789069286,68.84236572,81.89473684210526,12.609056431532348,23,8.452703574654793,8.56802067457425,8.645861237610502,2.380952380952381,20.31229836107885,20.53541846133457,20.660326814894187,15.476190476190476,82.15898825654924,82.48625008283082,82.62121618001608,64.28571428571429,75.61620854303781,76.04532502816248,76.19876774712027,57.14285714285714,67.16350496838301,67.47730435358822,67.55290650950978,54.761904761904766,73.70628468189445,73.91822940825658,73.97535494240557,61.90476190476191,1.0,,49.0,49.0,0.430685217960838,0.862068965517241,0.396286861261585,0.740539426458211,0.437092269648743,2.06521739130435,0.400732078613698,1.79552308193512,256.8641405,60.5767701544934,0.152,0.192,0.188,0.034,0.002,0.048,0.4672,0.8991,0.0627,0.4817,0.4503,0.2,0.09,1.0,4.83
Indiana,Vigo,"Vigo, Indiana",107038,93773,91151,7931,88863,78263,76223,6791,81057,71751,69895,6078,62700.0,62700.0,,2569.0,0.0,30931.0,30931.0,,1236.0,68.78695790501476,66.8635961310825,,66.8635961310825,32.3918799646955,33.93380215247227,32.98497435295874,,32.98497435295874,15.584415584415584,82.25863584482373,80.11448577233176,,80.11448577233176,37.82948019437491,40.579615076814086,39.521868571355554,,39.521868571355554,18.200559564128994,89.7059875527577,87.38554166492453,,87.38554166492453,42.2671931556433,44.25352314185564,43.10880684589762,,43.10880684589762,20.33563672260612,1,18167,85.1,85.4,85.7,81.9,88.4,25.1,88.7,25.2,88.9,25.3,84.1,17.6,7.0,6.7,6.8,10.3,0.8,115.4144563790619,24.33609924763887,35.78613734592604,39.89379078014184,9.78571985815603,48.99290780141844,0.925501432664757,0.409423750397962,0.475007959248647,0.631009232728431,0.575612862145814,0.681630054122891,4,2.8962,1,25,1,12518,250,11694.9120872961,1.9971241412366192,1,56.33721997796548,25113.0,26028.0,26047.0,15408.0,45230.0,46686.0,46674.0,29332.0,0.175,19,11,68.3,41.415884465,252.78821057,80.46067415730337,18.17844389015793,71,7.133915058203629,7.723971718938287,7.87703919869228,3.101752616315723,16.700610997963338,17.9689249570772,18.345382936007283,8.056991552137182,83.02004895457688,83.46005779915328,83.62277978299744,85.62602446097591,75.72731179581083,76.51562816588996,76.68045331373216,76.63598537384945,68.59339673760721,68.79165644695168,68.80341411503987,73.53423275753373,75.88613389637325,75.73608608021499,75.74574058430517,82.52427184466019,1.0,35.0,53.0,52.0,0.402815316926135,1.0785498489426,0.395645076569506,0.891552458223916,0.301796868978955,1.20772442588727,0.33008169589178,1.13982243015143,403.550237,266.8639245527193,0.188,0.155,0.182,0.143,0.005,0.0819999999999999,0.7207,0.5027,0.4021,0.8421,0.7274,0.2,0.09,1.0,3.3
Indiana,Wabash,"Wabash, Indiana",30996,29914,29171,264,25831,25018,24533,184,23577,22894,22475,132,16652.0,16652.0,,54.0,0.0,8154.0,8154.0,,25.0,57.08409036371739,55.66624323059437,,55.66624323059437,20.454545454545457,27.952418497823178,27.258140001337168,,27.258140001337168,9.469696969696969,67.87592222720417,66.56007674474378,,66.56007674474378,29.347826086956523,33.236864631312926,32.5925333759693,,32.5925333759693,13.586956521739129,74.09121245828698,72.73521446667249,,72.73521446667249,40.909090909090914,36.28031145717464,35.61631868611863,,35.61631868611863,18.939393939393938,1,18169,80.9,80.6,80.4,96.7,88.8,18.1,89.4,18.4,89.4,18.4,80.4,0.0,4.6,4.5,4.6,0.0,0.0,88.27873177636235,56.39186411889597,70.46496815286625,45.57908624708625,11.01501864801865,45.71794871794872,0.88220312002547,0.344476281439032,0.757083731295766,0.419929958611907,0.335561922954473,0.588347659980898,0,1.9357,0,6,0,3561,81,11488.579171506,2.274641954507161,1,73.848898648185,27149.0,27284.0,27489.0,10634.0,54259.0,53707.0,53898.0,,0.16,16,16,86.5,71.969949026,80.614312114,75.81818181818181,13.258145009423796,22,10.16582784875468,10.326268636758709,10.500154262795242,1.1363636363636365,21.251129177958447,21.551781774420004,21.871036303177814,3.0303030303030303,83.33655955607175,83.63308150030086,84.10064790374001,69.6969696969697,76.06465350367789,76.53272715116668,77.04569606801275,50.0,65.89882565492321,66.20645851440797,66.54554180521751,48.86363636363637,73.17073170731707,73.30681286354216,73.60049364094478,68.56060606060606,0.0,21.0,46.0,46.0,0.418395887173642,0.424242424242424,0.400228660482225,0.547669387110133,0.237253716837926,0.733333333333333,0.311267852273029,0.773169614663433,412.5341082,76.67487214091162,0.127,0.2,0.142,0.055,0.003,0.055,0.4143,0.3964,0.1633,0.3543,0.2882,0.2,0.09,1.0,4.92
Indiana,Warren,"Warren, Indiana",8265,8050,7878,33,6742,6607,6490,20,6258,6135,6037,17,4729.0,4729.0,,12.0,0.0,2315.0,2315.0,,6.0,60.02792586951002,58.745341614906835,,58.745341614906835,36.36363636363637,29.385630870779384,28.75776397515528,,28.75776397515528,18.181818181818183,72.86594761171033,71.57560163462993,,71.57560163462993,60.0,35.67026194144838,35.03859542909036,,35.03859542909036,30.0,78.33360940864668,77.08231458842705,,77.08231458842705,70.58823529411765,38.34686102368726,37.73431132844336,,37.73431132844336,35.294117647058826,1,18171,85.7,86.0,85.9,63.0,92.0,19.4,92.2,19.3,92.8,19.5,80.9,8.5,4.0,3.5,3.5,41.7,0.0,36.64083060109289,4.639046448087432,52.41530054644809,30.63132352941177,5.356705882352942,72.05882352941177,0.994906080865966,0.101560012734798,0.885386819484241,0.0821394460362942,0.548551416746259,0.546322827125119,0,0.0,0,0,0,826,15,9993.95039322444,1.815980629539952,1,76.06799373741893,31104.0,31047.0,31085.0,9081.0,60553.0,60361.0,60361.0,,0.1889999999999999,9,13,63.7,35.660510885,6.779489502,67.22222222222223,9.588766575761683,12,9.328493647912886,9.47826086956522,9.672505712109672,0.0,20.58076225045372,20.88198757763975,21.2998222899213,0.0,81.57289776164549,82.07453416149069,82.38131505458239,60.60606060606061,75.7168784029038,76.2111801242236,76.63112465092664,51.51515151515152,66.38838475499092,66.73291925465838,66.95861893881695,51.51515151515152,72.24440411373261,72.59627329192546,72.70880934247272,60.60606060606061,0.0,,47.0,47.0,0.454765441633033,0.7,0.395254809865761,0.724332709282931,0.507012519288338,1.3125,0.397594046641463,1.448110471853,364.6903063,22.613707733750093,0.104,0.1969999999999999,0.1669999999999999,0.038,0.002,0.025,0.1895,0.7459,0.0729,0.0204,0.078,0.2,0.09,1.0,6.35
Indiana,Washington,"Washington, Indiana",28036,27434,27104,143,22808,22387,22136,109,20992,20633,20427,93,14501.0,14501.0,,35.0,0.0,7253.0,7253.0,,17.0,53.50132821723731,52.857767733469416,,52.857767733469416,24.475524475524477,26.759887839433294,26.437996646497048,,26.437996646497048,11.888111888111888,65.50867365377665,64.77419931210078,,64.77419931210078,32.11009174311927,32.76563064691001,32.39826685129763,,32.39826685129763,15.59633027522936,70.98937680520879,70.28061842679203,,70.28061842679203,37.634408602150536,35.5069271062809,35.15242572577909,,35.15242572577909,18.27956989247312,1,18175,75.4,75.1,74.8,,85.0,13.4,85.2,13.2,85.2,12.9,50.0,0.0,5.5,5.3,5.2,,0.0,162.7667790540541,138.1926756756757,16.34797297297297,46.82611688311689,15.37514935064935,42.56493506493506,0.923272843043617,0.629099013053168,0.583253740846864,0.636421521808341,0.485195797516714,0.750716332378224,1,1.7834,0,4,0,2425,33,8649.593379940077,1.3608247422680413,1,75.12983266012695,25015.0,25082.0,25111.0,,47983.0,47805.0,47742.0,,0.214,12,10,91.6,,79.256823041,73.77272727272727,9.846110269841969,42,6.759166785561421,6.8272945979441575,6.884592680047226,4.195804195804196,17.338422028820087,17.445505577021216,17.59887839433294,13.986013986013988,81.35254672563846,81.60312021579063,81.67060212514758,76.22377622377621,74.8751605079184,75.20959393453379,75.36525974025975,65.03496503496503,68.11599372235698,68.38229933658964,68.48066706021253,60.83916083916085,74.59337994007704,74.77582561784646,74.78600944510035,72.02797202797203,1.0,,48.0,48.0,0.403539218272402,1.04761904761905,0.394339434667296,0.792087428686553,0.361176529097466,1.65384615384615,0.383987173343313,1.56350217046213,513.6906229,54.170737715446045,0.131,0.165,0.185,0.032,0.001,0.068,0.6092,0.7775,0.0293,0.2486,0.3777,0.18,0.08,1.0,2.83
Indiana,Wayne,"Wayne, Indiana",65884,59598,57820,3316,53915,49339,48210,2687,49717,45728,44797,2426,36538.0,36538.0,,1595.0,0.0,18303.0,18303.0,,789.0,63.19266689726738,61.30742642370549,,61.30742642370549,48.10012062726176,31.655136630923558,30.710762106110945,,30.710762106110945,23.79372738238842,75.78925534121551,74.05500719511949,,74.05500719511949,59.35988090807592,37.96515245799627,37.09641460102556,,37.09641460102556,29.363602530703385,81.56349755563988,79.90290412876138,,79.90290412876138,65.74608408903545,40.85764671741411,40.025804758572434,,40.025804758572434,32.522671063478974,1,18177,76.9,76.7,76.8,70.5,86.5,18.2,86.6,18.3,86.7,18.4,89.4,9.6,5.2,4.8,4.8,8.7,0.0,124.2718449612403,12.54967441860465,37.8046511627907,41.54698177083333,7.507994791666666,66.34765625,0.918178923909583,0.654568608723337,0.336198662846227,0.829672078955747,0.383954154727794,0.713785418656479,5,2.8839,1,13,0,7087,199,10756.784651812275,2.8079582333850714,1,63.50589256019088,26510.0,27386.0,27681.0,19715.0,46516.0,46929.0,47199.0,30152.0,0.18,17,13,66.3,44.968689076,161.37740018,78.32,15.276285476488834,70,8.631837775484184,9.050639283197423,9.287443791075752,5.8805790108564535,19.540404347034183,20.408402966542504,20.91490833621584,14.71652593486128,81.8332220265922,82.78633511191651,83.37945347630577,81.0313630880579,75.46141703600267,76.7274069599651,77.4766516776202,73.16043425814233,66.82957926051849,67.67676767676768,68.18920788654445,67.2798552472859,73.20138425110801,73.73569582871909,74.09200968523002,75.15078407720145,0.0,37.0,48.0,47.0,0.351375181238478,0.59047619047619,0.376627625748616,0.582313702759865,0.273638091695317,0.735897435897436,0.321582550783276,0.787997347894134,401.7442044,165.809485912773,0.163,0.186,0.18,0.1159999999999999,0.008,0.092,0.5936,0.8879,0.4495,0.6915,0.7105,0.2,0.08,1.0,1.6
Indiana,Wells,"Wells, Indiana",28296,27415,26558,249,22563,22010,21426,161,20735,20236,19773,155,16046.0,16046.0,,49.0,0.0,7882.0,7882.0,,23.0,60.4187062278786,58.53000182381908,,58.53000182381908,19.67871485943775,29.678439641539274,28.75068393215393,,28.75068393215393,9.236947791164658,74.89032017175394,72.90322580645162,,72.90322580645162,30.434782608695656,36.787081116400635,35.810995002271696,,35.810995002271696,14.285714285714285,81.15106458301725,79.29432694208342,,79.29432694208342,31.61290322580645,39.86243867900673,38.950385451670286,,38.950385451670286,14.838709677419354,1,18179,85.2,84.9,84.8,85.1,92.2,18.2,92.6,18.2,92.6,18.4,100.0,0.0,2.8,2.5,2.6,57.1,0.0,82.35106703910614,17.62105810055866,35.67821229050279,35.372485,10.31052,38.8,0.907672715695638,0.169372811206622,0.80611270296084,0.264883794969755,0.390321553645336,0.520534861509074,1,1.767,1,3,0,2927,81,10344.218264065592,2.767338571916638,1,77.29279407576189,28663.0,29172.0,29452.0,10419.0,59237.0,60078.0,60083.0,50035.0,0.141,16,14,52.0,65.915659547,47.012716815,67.84615384615384,14.20335821611863,6,8.244981622844218,8.415101221958782,8.61134121545297,0.8032128514056224,18.62454057110546,18.916651468174354,19.319978914074856,7.228915662650602,79.73918575063614,80.28451577603502,80.67625574214927,64.65863453815261,73.27890867967204,73.81360569031553,74.45214248060847,62.24899598393574,65.03392705682782,65.39850446835675,65.84080126515552,61.44578313253012,71.49420412779192,71.86941455407624,72.06491452669628,63.85542168674698,1.0,,50.0,50.0,0.382284991484728,0.692307692307692,0.393043117307201,0.68156981322724,0.42569801839637,1.48837209302326,0.405798856700688,1.48112652290892,368.0869741,75.9249904681699,0.095,0.177,0.132,0.054,0.004,0.045,0.1806,0.446,0.2028,0.1754,0.1439,0.2,0.08,1.0,4.36
Indiana,Whitley,"Whitley, Indiana",33964,33030,32375,167,27611,26987,26508,117,25490,24935,24510,111,21449.0,21449.0,,68.0,0.0,10330.0,10330.0,,29.0,66.25173745173744,64.93793521041478,,64.93793521041478,40.7185628742515,31.90733590733591,31.274598849530726,,31.274598849530726,17.365269461077844,80.9151954127056,79.47900841145736,,79.47900841145736,58.119658119658126,38.96936773804134,38.27768925779079,,38.27768925779079,24.786324786324787,87.51121991024073,86.01965109284139,,86.01965109284139,61.261261261261254,42.146062831497346,41.427712051333465,,41.427712051333465,26.126126126126124,1,18183,85.1,85.1,84.9,98.5,91.8,20.7,91.9,20.6,91.9,20.7,76.2,11.9,3.6,3.6,3.3,0.0,0.0,53.58023400227186,10.71927338129496,67.1276031806134,35.38995281306715,8.352424682395643,54.51361161524501,0.911811524992041,0.0471187519898122,0.741801973893664,0.175740210124164,0.425660617637695,0.441897484877428,0,1.7666,1,5,0,4002,39,11783.064421151808,0.974512743628186,1,73.29192546583852,31843.0,32289.0,32507.0,10415.0,61741.0,61974.0,62085.0,,0.114,14,11,54.2,,78.040266813,60.785714285714285,15.090730887871493,5,7.496172417854198,7.574931880108991,7.666409266409266,1.7964071856287425,18.54316334942881,18.770814411141387,19.0023166023166,7.784431137724551,81.29490048286421,81.70451105056009,81.87799227799228,70.05988023952095,75.05005299729125,75.49197699061459,75.70656370656371,66.46706586826348,67.55388057943705,67.9170451105056,68.04015444015444,64.67065868263472,73.79872806501001,74.12957917045111,74.21158301158302,68.26347305389223,1.0,,53.0,53.0,0.376833520331908,0.850877192982456,0.390079002439161,0.732098510014442,0.292260794933355,0.302631578947368,0.362755431036921,0.781058584534547,335.5815498,100.27070922121356,0.092,0.172,0.149,0.045,0.001,0.0279999999999999,0.0971,0.4403,0.0544,0.0299,0.0315,0.2,0.08,1.0,11.26
Maine,Androscoggin,"Androscoggin, Maine",108277,99313,97658,4872,88782,83144,81974,2917,82172,77500,76492,2360,36828.0,36828.0,,1193.0,0.0,33960.0,33960.0,,852.0,37.71119621536382,37.08275855124707,,37.08275855124707,24.486863711001643,34.77441684245019,34.194919094176996,,34.194919094176996,17.48768472906404,44.92644009076049,44.29423650534014,,44.29423650534014,40.89818306479259,41.42776978066216,40.844799384200904,,40.844799384200904,29.208090503942408,48.14621136850912,47.52,,47.52,50.55084745762712,44.39679966532448,43.81935483870968,,43.81935483870968,36.10169491525424,1,23001,86.7,86.9,86.8,88.5,90.2,22.8,90.9,23.0,90.9,23.1,58.2,16.0,3.9,3.6,3.6,13.6,0.6,111.2646360409271,11.77926748799332,24.74399665901023,37.51170689655172,10.99373667711599,48.18965517241379,0.78191658707418,0.359439668895256,0.0111429481056988,0.705189430117797,0.120662209487424,0.330468003820439,18,3.6942,2,20,0,8102,78,7482.660214080553,0.9627252530239448,0,49.8594572494506,28956.0,30463.0,30619.0,9786.0,53509.0,54231.0,54539.0,34844.0,0.134,17,8,57.9,59.279629819,175.26220068,63.098591549295776,14.678609246672488,54,7.539920758794573,8.034194919094178,8.127342358024944,1.1699507389162562,18.162675360418188,19.297574335686164,19.527330070245142,3.3045977011494254,81.99525291613178,83.71915056437727,83.93987179749739,59.87274220032841,75.89054000387894,78.0361080623886,78.32640439083332,48.44006568144499,68.35061924508436,70.00191314329443,70.19906203280837,47.270114942528735,74.4553321573372,75.6849556452831,75.81252943947244,58.70279146141216,1.0,36.0,44.0,44.0,0.337525705740738,0.485714285714286,0.349946919870363,0.406169779395153,0.206484086733403,0.590909090909091,0.236946953931966,0.547387387852529,467.9387189,229.6112624588373,0.132,0.168,0.1639999999999999,0.092,0.009,0.096,0.3452,0.6135,0.4339,0.8806,0.5567,0.13,0.08,1.0,4.45
Maine,Aroostook,"Aroostook, Maine",67055,63567,62855,796,57060,54541,53979,589,53326,51161,50682,483,22121.0,22121.0,,135.0,0.0,22853.0,22853.0,,115.0,35.19369978521995,34.79950288671795,,34.79950288671795,16.959798994974875,36.3582849415321,35.951043780577976,,35.951043780577976,14.447236180904522,40.98075177383797,40.55847894244697,,40.55847894244697,22.920203735144312,42.33683469497397,41.90058854806476,,41.90058854806476,19.524617996604416,43.646659563553136,43.238013330466565,,43.238013330466565,27.95031055900621,45.090959314944165,44.66879068040109,,44.66879068040109,23.809523809523807,1,23003,75.2,74.8,74.7,85.1,88.6,19.2,88.9,19.1,88.9,18.9,70.2,30.3,5.0,4.8,4.8,7.9,0.0,94.32994018330922,20.83062759286059,30.89435600578871,49.30188140161725,12.02867250673855,56.45687331536388,0.775867558102515,0.789239095829354,0.0483922317733206,0.777459407831901,0.12225405921681,0.509073543457498,25,6.86,3,18,0,1808,45,2696.2940869435542,2.4889380530973453,0,58.97823289127637,25477.0,25660.0,25590.0,35102.0,41123.0,41605.0,41624.0,,0.177,11,10,63.5,69.059351954,33.884997475,80.53164556962025,9.83170622310207,43,10.7762284691671,11.166171126527916,11.256065547689126,2.638190954773869,24.930281112519573,25.74920949549294,25.95338477448095,5.653266331658291,85.09432555364998,85.80080859565497,85.87860949805108,73.99497487437185,79.52576243382298,80.4835842496893,80.63320340466153,60.678391959798994,68.74953396465588,69.31741312316139,69.3771378569724,58.040201005025125,74.31809708448289,74.63463746912706,74.62254395036194,71.35678391959799,0.0,27.0,36.0,36.0,0.361637721057532,0.328671328671329,0.363201956359243,0.383981175586315,0.410613548583186,1.90495867768595,0.371626675755225,1.65603925812612,6671.2538846,10.233308637465132,0.172,0.2269999999999999,0.226,0.057,0.0069999999999999,0.09,0.5825,0.6189,0.2989,0.7542,0.5946,0.14,0.09,1.0,2.2
Maine,Cumberland,"Cumberland, Maine",295003,271393,265930,9451,250719,233387,229146,6636,233489,218120,214324,5854,141819.0,141819.0,,3659.0,0.0,132266.0,132266.0,,2723.0,53.32944759899222,52.255953543385424,,52.255953543385424,38.71547984340282,49.73714887376377,48.7359659239553,,48.7359659239553,28.811765950693047,61.89023591945746,60.76559534164285,,60.76559534164285,55.13863773357445,57.72127813708291,56.67239392082678,,56.67239392082678,41.0337552742616,66.17037755920943,65.0187969924812,,65.0187969924812,62.50427058421592,61.71310725816988,60.6390977443609,,60.6390977443609,46.515203279808674,1,23005,91.2,91.3,91.3,84.2,95.1,47.6,95.9,48.3,96.0,48.3,81.2,29.1,3.1,3.0,3.0,1.9,1.4,113.9338194192799,13.61142583042973,25.1453193960511,46.78296706312901,13.92647529734675,42.26395242451967,0.654568608723337,0.0483922317733206,0.0222858962113976,0.40528494110156,0.118115249920408,0.109837631327603,23,2.8813,3,59,0,16977,194,5754.85673027054,1.1427225069211286,0,30.29370180593019,40527.0,42170.0,42333.0,16181.0,73072.0,74400.0,74538.0,38077.0,0.098,19,11,56.3,66.353468562,153.14807862,32.66346153846154,13.164225109837457,16,7.826022108249747,8.294613346696487,8.413116233595307,1.6082954184742355,19.03709453802165,20.10995125150612,20.40236152370925,4.232356364405883,84.9886272342993,85.99595420663023,86.16778851577482,70.2147920854936,79.14800866431867,80.3705327698209,80.59414131538375,61.9405353930801,71.32198655606892,72.0759194231244,72.18102508178845,60.33223997460586,77.16260512604957,77.70134085993375,77.75467228217951,68.60649666701937,1.0,41.0,53.0,53.0,0.370258482142821,0.504213483146067,0.365860228913893,0.389527268840657,0.194674686388456,0.479183673469388,0.218245722331424,0.423311085635475,835.6944689,348.14637505374543,0.0969999999999999,0.173,0.114,0.095,0.011,0.075,0.0373,0.042,0.4791,0.5925,0.1363,0.11,0.07,1.0,1.19
