State,County,Geographic Area Name,GEOID,ReportNH,Valid,WholeNum,WhiteNum,NHWhiteNum,BlackNum,Above15_WholeNum,Above15_WhiteNum,Above15_NHWhiteNum,Above15_BlackNum,Above20_WholeNum,Above20_WhiteNum,Above20_NHWhiteNum,Above20_BlackNum,CvdVax_ZWhiteNum,CvdVax_WhiteNum,CvdVax_NHWhiteNum,CvdVax_BlackNum,CvdVax_ZWhiteRate,CvdVax_WhiteRate,CvdVax_NHWhiteRate,CvdVax_MWhiteRate,CvdVax_MBlackRate,CvdVaxAbove15_ZWhiteRate,CvdVaxAbove15_WhiteRate,CvdVaxAbove15_NHWhiteRate,CvdVaxAbove15_MWhiteRate,CvdVaxAbove15_MBlackRate,CvdVaxAbove20_ZWhiteRate,CvdVaxAbove20_WhiteRate,CvdVaxAbove20_NHWhiteRate,CvdVaxAbove20_MWhiteRate,CvdVaxAbove20_MBlackRate,FluVax_BlackRate,FluVax_NHWhiteRate,FluVax_WholeRate,IT_WholeRate,IT_WhiteRate,IT_NHWhiteRate,IT_BlackRate,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate,Unempl_WholeRate,Unempl_WhiteRate,Unempl_NHWhiteRate,Unempl_BlackRate,MeanInc_WholeAvg,MeanInc_WhiteAvg,MeanInc_NHWhiteAvg,MeanInc_BlackAvg,MedianInc_WholeAvg,MedianInc_WhiteAvg,MedianInc_NHWhiteAvg,MedianInc_BlackAvg,TCI,fixed_d,fixed_u,fixed_lat,mobile_d,mobile_u,mobile_lat,cases,deaths,incident_rate,mortality,republican,republican_rate,poorhealth_WholeRate,providerb,providerc,injury_deaths,Segregation,AvgTrafficVolume,ADIMean,ADIStd,sdi_score,undervaccination,barriers,resource_constrained,inaccessibility,irregular_behavior,CVAC,FQHC,FacDensity10K,HOPD,PHMCY,RUHC,Above75_WholeRate,Above75_WhiteRate,Above75_NHWhiteRate,Above75_BlackRate,Above65_WholeRate,Above65_WhiteRate,Above65_NHWhiteRate,Above65_BlackRate,Above15_WholeRate,Above15_WhiteRate,Above15_NHWhiteRate,Above15_BlackRate,Above20_WholeRate,Above20_WhiteRate,Above20_NHWhiteRate,Above20_BlackRate,A20T74_WholeRate,A20T74_WhiteRate,A20T74_NHWhiteRate,A20T74_BlackRate,A15T74_WholeRate,A15T74_WhiteRate,A15T74_NHWhiteRate,A15T74_BlackRate,urban,racial_bias,racial_explicit_bias,racial_weighted_bias,racial_weighted_explicit_bias,sex_bias,sex_explicit_bias,sex_weighted_bias,sex_weighted_explicit_bias,AREA_SQMI,DENSITY,EP_POV,EP_AGE65,EP_DISABL,EP_MINRTY,EP_LIMENG,EP_NOVEH,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,hesitancy,strong_hesitancy,NotInHighMobility,positivity
California,Alameda,"Alameda, California",6001,1.0,1,1671329,823593,512134,184368,1386596,688292,449807,155233,1291981,642546,428174,144901,80916.7510519099,,80916.7510519099,80058.62881128368,15.799917805088102,,15.799917805088102,15.799917805088102,43.423277798361795,17.989215608452046,,17.989215608452046,17.989215608452046,51.5732020970307,18.898100083589824,,18.898100083589824,18.898100083589824,55.250570259200195,28.0,52.0,47.0,91.4,92.7,93.8,83.1,88.4,47.4,92.3,52.4,96.5,58.7,90.8,29.2,4.6,4.0,3.9,8.8,47314.0,58792.0,66814.0,34574.0,99406.0,108506.0,114427.0,51749.0,8.9,171.9418054285537,59.93990200743391,15.28217169731951,101.2583797447,16.88923291908002,34.81083056852049,82945,1395,4962.817016,1.61604226,0,17.70559475439818,0.145,34,14,42.4,49.890444154,1620.6797066,10.4072265625,9.313439900461526,62,0.744667303406558,0.228907991085642,0.273798153454314,0.33365170327921,0.983763132760267,0.530722699777141,113,1.7292,12,164,0,5.863537340643284,6.504304917598863,8.61942382267141,6.095960253406231,14.28581685592723,15.639278138595156,20.562001351208863,15.236375075935085,82.96367740881657,83.57186134413479,87.82994294461997,84.19736613729064,77.30261366852366,78.0174187978771,83.60585315561943,78.5933567647314,71.43907632788039,71.51311388027824,74.986429332948,72.49739651132518,77.10014006817329,77.06755642653592,79.21051912194855,78.1014058838844,1.0,0.3308643242628,0.482831206420208,0.332588273253372,0.420232459915463,0.170999096364971,0.445859508852085,0.188981647715355,0.388208127545739,737.299612,2229.35150547726,0.106,0.131,0.094,0.682,0.084,0.096,0.2548,0.0239,0.9806,0.916,0.4701,0.09,0.03,0.0,1.38
California,Amador,"Amador, California",6005,1.0,1,39752,35636,30742,1066,34773,31367,27281,1010,33121,29944,26195,975,2971.3024320469467,,2971.3024320469467,506.8130468574109,9.665286682866913,,9.665286682866913,9.665286682866913,47.54343779150196,10.891471837714697,,10.891471837714697,10.891471837714697,50.17950958984267,11.343013674544556,,11.343013674544556,11.343013674544556,51.98082531870881,38.0,48.0,48.0,87.4,87.5,87.6,53.1,90.0,19.3,92.2,20.4,93.1,20.7,65.9,2.2,6.9,7.0,7.4,0.0,31987.0,34736.0,35857.0,2226.0,62772.0,62331.0,61164.0,,0.3,33.56894210813763,9.626342435827416,44.76843255051885,39.52815460526315,9.559713815789474,48.88157894736842,3530,45,8880.056349,1.274787535,0,60.913819388395666,0.175,12,7,93.4,,50.4993426,32.592592592592595,11.994419405127406,20,0.786055396370583,0.258516396052213,0.508755173511621,0.222222222222222,0.945877109200891,0.582935370900987,1,2.0125,1,5,1,10.82461259810827,11.49680098776518,12.777307917506992,1.2195121951219512,27.533205876433893,29.13907284768212,32.01158024851994,5.816135084427768,87.47484403300463,88.02054102592884,88.74178648103572,94.7467166979362,83.31907828536929,84.02738803457179,85.20916010669443,91.46341463414636,72.49446568726103,72.5305870468066,72.43185218918742,90.2439024390244,76.65023143489636,76.52374003816365,75.96447856352873,93.52720450281426,0.0,0.496813578136987,0.507692307692308,0.388766773027386,0.543749890158384,0.229522340054577,0.261363636363636,0.281597052821412,0.479462469484446,594.5714339,63.6239782861186,0.0969999999999999,0.263,0.185,0.213,0.011,0.055,0.3901,0.3754,0.6192,0.751,0.5334,0.12,0.05,1.0,0.0
California,Contra Costa,"Contra Costa, California",6013,1.0,1,1153526,751283,492393,110064,941807,619586,424637,89920,868066,573795,400265,82421,64772.999019681185,,64772.999019681185,57907.57466832098,13.154735956782728,,13.154735956782728,13.154735956782728,52.612638708679484,15.253734135198108,,15.253734135198108,15.253734135198108,64.39899318096194,16.182528829570707,,16.182528829570707,16.182528829570707,70.25827722100068,27.0,54.0,48.0,93.8,94.4,95.0,88.8,89.5,42.4,92.6,45.9,96.8,51.1,91.9,27.1,5.3,4.5,4.3,10.3,48178.0,57429.0,64996.0,34862.0,99716.0,106807.0,111774.0,66852.0,4.0,181.1582712538589,40.85265111612444,17.2195203039658,60.47032789591223,15.44458384309156,37.36789979609671,64961,757,5631.515891,1.165314573,0,26.30232438105397,0.138,22,13,47.5,52.702580187,1015.8096979,16.009463722397477,15.54557805886632,37,0.744985673352436,0.196115886660299,0.380770455269023,0.0776822667940146,0.977714103788602,0.465775230818211,33,1.4044,7,122,0,6.757628349946165,7.72904484728125,10.197748546384696,5.107028637883413,16.2721949917037,18.118205789296443,23.631936278541733,13.385848233754908,81.64592735664388,82.47038732408427,86.23944694583392,81.69792120947812,75.25326693980023,76.3753472393226,81.28974213687034,74.88461258903911,68.49563858985407,68.64630239204135,71.09199359048564,69.77758395115569,74.88829900669772,74.74134247680301,76.04169839944922,76.59089257159471,1.0,0.372099673457014,0.76195059351941,0.370822055378282,0.686953042505944,0.24620789289567,0.783477321814255,0.263958535741147,0.732261077589239,717.0813939,1580.3603463152135,0.091,0.15,0.1119999999999999,0.556,0.065,0.055,0.2478,0.141,0.9564,0.4795,0.4057,0.09,0.04,1.0,1.94
California,Del Norte,"Del Norte, California",6015,1.0,1,27812,21720,17236,980,22938,18439,14775,919,21437,17408,14036,888,778.6104384069981,,778.6104384069981,150.56879357142859,4.517349955946845,,4.517349955946845,4.517349955946845,15.36416260932945,5.269783001062593,,5.269783001062593,5.269783001062593,16.38398189025338,5.547238803127659,,5.547238803127659,5.547238803127659,16.955945222007724,0.0,37.0,36.0,84.0,85.4,87.4,100.0,80.1,14.8,81.2,14.3,87.4,16.6,65.9,24.0,7.7,5.7,5.5,0.0,23674.0,24264.0,27307.0,23335.0,45283.0,46473.0,45974.0,103661.0,1.1,101.5079833178869,11.44917516218721,40.98980537534754,48.56248557692308,13.81745192307692,58.76442307692308,1125,6,4045.01654,0.533333333,0,56.41809290953545,0.159,8,5,96.7,35.769303335,57.394244118,47.55555555555556,18.007260699742666,90,0.999681630054123,0.746577523081821,0.120343839541547,0.495702005730659,0.984718242597899,0.776822667940146,2,2.8765,1,5,0,7.20192722565799,8.176795580110499,9.897888141100024,1.020408163265306,18.42010642887962,21.054327808471456,25.18565792527269,3.26530612244898,82.47519056522364,84.89410681399632,85.72174518449756,93.77551020408164,77.07823960880195,80.14732965009208,81.43420747273149,90.6122448979592,69.87631238314397,71.97053406998158,71.53631933163147,89.59183673469387,75.27326333956566,76.71731123388582,75.82385704339754,92.75510204081633,0.0,0.36160614364502,0.560975609756098,0.368791867450626,0.556141874056872,0.243676528613645,0.893617021276596,0.281300099271864,0.870407726723657,1006.2273655,27.25427765162485,0.225,0.1669999999999999,0.21,0.374,0.017,0.096,0.8787,0.6765,0.8017,0.9968,0.9713,0.15,0.06,1.0,0.0
California,Fresno,"Fresno, California",6019,1.0,1,999101,765202,286049,57976,762351,586091,243474,43922,689966,531606,229795,39316,24234.549565685702,,24234.549565685702,23459.832334856626,8.472167204110379,,8.472167204110379,8.472167204110379,40.46473081077796,9.953649903351366,,9.953649903351366,9.953649903351366,53.412486532618345,10.546160519456778,,10.546160519456778,10.546160519456778,59.669936755663414,30.0,49.0,45.0,83.7,83.9,88.9,77.3,76.0,21.2,78.6,22.4,92.3,32.2,84.7,18.4,8.7,7.6,6.1,17.5,24422.0,26855.0,39223.0,20281.0,53969.0,57145.0,69100.0,33397.0,2.1,166.9874893719807,39.43400282953761,23.7450885668277,117.1545341957255,14.54613250843645,42.15343082114736,98602,1593,9869.072296,1.615585891,0,45.08222110748364,0.2339999999999999,25,11,53.3,48.479736713,335.74169988,52.28448275862069,22.893613696645605,100,0.824578159821713,0.697230181470869,0.289398280802292,0.505571474052849,0.995861190703598,0.765042979942694,72,2.0218,6,110,14,5.175052372082503,5.659028596370631,10.344381557005969,3.4238305505726507,12.554786753291207,13.51708437771987,23.43759285996455,9.195184214157583,76.30369702362424,76.59297806330876,85.11618638764688,75.75893473161308,69.05868375669726,69.47263598370104,80.33413855668084,67.81426797295433,63.88363138461477,63.81360738733041,69.98975699967488,64.39043742238168,71.12864465154173,70.93394946693815,74.7718048306409,72.33510418104044,1.0,0.38537141942221,0.87531017369727,0.38059115846517,0.776538928907328,0.347508075929048,1.30754817987152,0.360915888846949,1.23103221283599,5958.0959769,164.1682181341633,0.241,0.1169999999999999,0.13,0.7020000000000001,0.12,0.085,0.9242,0.6905,0.9892,0.844,0.9611,0.13,0.05,1.0,3.83
California,Glenn,"Glenn, California",6021,1.0,1,28393,25292,14334,377,22060,19740,12041,299,20088,17998,11290,265,684.9499431140677,,684.9499431140677,199.84822851724138,4.778498277620118,,4.778498277620118,4.778498277620118,53.0101401902497,5.688480550735551,,5.688480550735551,5.688480550735551,66.8388724137931,6.066872835377039,,6.066872835377039,6.066872835377039,75.41442585556278,34.0,37.0,36.0,77.0,76.2,79.4,94.1,74.8,14.2,78.3,14.8,88.6,18.2,87.6,13.3,5.3,5.6,4.6,0.0,22668.0,24448.0,29406.0,24909.0,49633.0,50781.0,53498.0,,0.0,121.1396623544631,10.57367917205692,26.94566623544631,41.75967781690142,10.19848767605634,43.24823943661972,2302,25,8107.632163,1.086012163,0,62.548707049238395,0.283,10,9,62.0,,132.19481628,42.47826086956522,10.210821199355976,87,0.864056033110474,0.921044253422477,0.720789557465775,0.226997771410379,0.997134670487106,0.872333651703279,2,2.4654,0,3,2,6.688268235128376,6.986398861300016,10.297195479280033,4.244031830238726,15.764448983904485,16.400442827771627,23.95702525463932,9.283819628647215,77.69520656499841,78.04839474932785,84.00306962466863,79.3103448275862,70.74983270524426,71.16084137276609,78.76377842891029,70.29177718832891,64.06156447011587,64.17444251146608,68.46658294963025,66.04774535809018,71.00693832987004,71.06199588802784,73.70587414538858,75.06631299734748,0.0,0.249126915575529,0.477272727272727,0.358490962331807,0.558372394500482,0.477771414907831,2.44871794871795,0.358214125928332,1.78575055454566,1313.9669943,21.231126901221582,0.188,0.154,0.168,0.48,0.1,0.048,0.8646,0.8192,0.9542,0.4871,0.8895,0.14,0.05,1.0,0.0
California,Imperial,"Imperial, California",6025,1.0,1,181215,163444,18161,6009,137845,123404,15633,5211,124435,111171,14848,4921,917.2805292200143,,917.2805292200143,1078.5721674295223,5.0508261066021385,,5.0508261066021385,5.0508261066021385,17.949278872183765,5.867591180323766,,5.867591180323766,5.867591180323766,20.69798824466556,6.177805288389105,,6.177805288389105,6.177805288389105,21.917743699035203,23.0,39.0,32.0,84.2,84.1,85.3,71.5,69.7,15.2,73.1,16.7,93.2,24.7,74.5,9.5,14.2,14.0,8.1,16.3,18018.0,19146.0,32533.0,14532.0,47622.0,49041.0,68500.0,30917.0,0.0,122.4883724097675,13.53142329020333,28.41725848817978,36.47417027972028,14.28025594405594,44.98671328671329,27352,715,15093.67326,2.614068441,0,36.75552734581614,0.29,16,9,41.8,52.889216438,225.51828703,63.40425531914894,20.08118958742084,99,0.813753581661891,0.843043616682585,0.533588029290035,0.663482967207896,0.999363260108246,0.898758357211079,8,1.7659,2,20,2,5.884170736418067,5.951273830792198,13.16557458289742,3.3616242303211847,13.31953756587479,13.484740951029098,28.0215847144981,7.738392411382926,76.06710261291836,75.50231271872934,86.08006167061285,86.71992011982027,68.6670529481555,68.01779202662685,81.75761246627388,81.893825927775,62.78288221173744,62.06651819583466,68.59203788337646,78.53220169745381,70.18293187650029,69.55103888793715,72.91448708771543,83.35829588949909,1.0,0.425159009776172,0.568181818181818,0.384429428839108,0.578104345055757,0.294795230975127,1.21130952380952,0.304919490480893,1.1298820854739,4176.578436,43.14919563023861,0.242,0.125,0.144,0.89,0.207,0.074,0.9854,0.7759,0.9984,0.9869,0.9978,0.14,0.06,1.0,3.37
California,Kern,"Kern, California",6029,1.0,1,900202,740959,295715,56282,683103,561833,246195,42976,616066,507190,231313,38689,11777.35950199732,,11777.35950199732,12553.557179658985,3.9826723372156705,,3.9826723372156705,3.9826723372156705,22.3047460638552,4.783752514062966,,4.783752514062966,4.783752514062966,29.21062262578878,5.091525120506551,,5.091525120506551,5.091525120506551,32.447355009586666,25.0,41.0,38.0,82.7,81.8,88.2,77.7,74.1,16.4,74.5,16.0,89.6,23.6,82.8,15.4,9.8,9.3,8.4,15.0,23326.0,24420.0,35188.0,18134.0,53350.0,54751.0,64354.0,36812.0,1.9,144.5989934498265,34.73958713373442,29.77912157861235,42.86332341205651,14.29206168446026,50.47190768898954,105912,1206,11765.35933,1.138681169,0,53.88924927758448,0.237,23,13,61.1,48.367834503,302.58154042,58.683972911963885,22.190646403387387,98,0.848455905762496,0.758675581025151,0.534543139127667,0.379496975485514,0.998089780324738,0.817892390958293,51,1.9551,7,109,9,4.430338968364878,4.651944304610646,8.467612397071504,2.9316655413809034,11.23692237964368,11.606850041635232,20.20966132932046,8.331260438506094,75.88330174782993,75.82511313041613,83.25414672911418,76.35833836750649,68.43641760404887,68.45048106575398,78.22159849855436,68.74133826090046,64.00607863568399,63.79853676114333,69.75398610148285,65.80967271951957,71.45296277946505,71.17316882580548,74.78653433204268,73.42667282612558,1.0,0.389076801400895,0.860649247822645,0.384072529320876,0.79293327224636,0.32432162715604,1.21166394779772,0.3360849467486,1.1571419253184,8132.2564363,108.58646759567384,0.22,0.104,0.1119999999999999,0.652,0.104,0.068,0.9357,0.5552,0.9799,0.9245,0.9659,0.14,0.06,1.0,2.44
California,Kings,"Kings, California",6031,1.0,1,152940,123647,47938,11417,117825,94944,40099,9613,107574,86635,37926,9040,1365.390791434147,,1365.390791434147,1085.9640799875624,2.848243129530116,,2.848243129530116,2.848243129530116,9.511816414010356,3.4050494811195966,,3.4050494811195966,3.4050494811195966,11.296828045225865,3.6001444693195883,,3.6001444693195883,3.6001444693195883,12.012876991012858,21.0,41.0,36.0,82.5,81.0,89.4,83.2,73.4,14.7,76.1,16.1,91.3,23.0,78.7,12.6,7.6,7.1,5.4,8.2,22373.0,24177.0,33516.0,21366.0,57848.0,60038.0,71086.0,48427.0,0.8,172.6938197164079,18.68738757596218,21.82072923700203,42.73541297631307,11.40912358393409,38.97631307929969,22578,241,14762.65202,1.067410754,0,54.88622372201195,0.2689999999999999,10,5,46.7,31.0153549,117.25534278,52.7948717948718,18.14183582568774,99,0.87774594078319,0.695319961795606,0.412925819802611,0.276345113021331,1.0,0.752308182107609,16,2.2885,1,17,1,4.412841637243363,4.740915671225343,8.012432725603905,1.9707453796969432,10.47992676866745,11.08073790710652,17.706203846635237,5.815888587194534,77.0400156924284,76.78633529321375,83.64762818640745,84.19900148900761,70.33738721067085,70.06639869952365,79.11468980766824,79.18016992204608,65.92454557342748,65.32548302829831,71.10225708206434,77.20942454234913,72.62717405518504,72.0454196219884,75.63519546080354,82.22825610931068,1.0,0.385446927169356,0.627906976744186,0.373418383510418,0.604309018047383,0.335562706233855,0.588461538461538,0.32515658207839,0.611652965181691,1390.3084462,107.94367279446944,0.208,0.0969999999999999,0.124,0.6729999999999999,0.1,0.064,0.9283,0.6068,0.9828,0.9363,0.9707,0.16,0.06,1.0,3.24
California,Lassen,"Lassen, California",6035,1.0,1,30573,24740,19796,2569,26137,21140,16893,2481,24677,19957,15963,2408,530.3104409461602,,530.3104409461602,56.519255355391195,2.6788767475558704,,2.6788767475558704,2.6788767475558704,2.2000488655271,3.139231876790151,,3.139231876790151,3.139231876790151,2.2780836499553083,3.322122664575331,,3.322122664575331,3.322122664575331,2.347145155954784,21.0,27.0,26.0,83.8,83.4,84.5,95.9,83.2,12.9,85.9,14.2,93.0,17.2,64.8,3.9,6.5,5.3,5.3,16.8,22134.0,24648.0,29744.0,5379.0,56352.0,56859.0,56911.0,61450.0,0.4,33.18018509895227,6.198323632130384,60.30616996507567,37.64969130434783,10.40838695652174,70.3,5649,24,18477.08763,0.424853956,0,74.84355444305382,0.182,12,9,84.3,,38.096758613,51.82608695652174,14.28174987340978,55,0.892709328239414,0.640878701050621,0.386819484240688,0.170009551098376,0.995542820757721,0.698185291308501,5,2.9438,0,4,0,5.809047198508488,6.560226354082458,7.779349363507778,0.7785130400934216,15.497334249174108,17.263540824575585,20.40816326530612,2.4912417282989487,85.49046544336505,85.44866612772837,85.33542129723176,96.57454262358894,80.71500997612272,80.66693613581245,80.63750252576278,93.73297002724796,74.90596277761423,74.10670978172999,72.85815316225501,92.95445698715451,79.68141824485657,78.88843977364591,77.55607193372398,95.79602958349552,0.0,0.487308740143357,0.613333333333333,0.386286258137014,0.593644677340709,0.413803487096227,1.60714285714286,0.322584172100934,1.22543074346279,4541.1833033,6.867152880029836,0.138,0.133,0.168,0.342,0.017,0.059,0.6924,0.0535,0.7832,0.7198,0.5997,0.15,0.06,1.0,0.0
